"Freq [GHz]","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'"
2.26,-19.068669651402,-0.556756276984042
2.261,-19.0630350166515,-0.556893637270195
2.262,-19.0573581985199,-0.557031721385791
2.263,-19.0516393311257,-0.557170529933066
2.264,-19.0458785489305,-0.557310063522888
2.265,-19.0400759867324,-0.557450322774764
2.266,-19.0342317796595,-0.557591308316768
2.267,-19.0283460631634,-0.557733020785566
2.268,-19.0224189730135,-0.557875460826325
2.269,-19.0164506452896,-0.558018629092739
2.27,-19.0104412163765,-0.55816252624698
2.271,-19.0043908229575,-0.558307152959652
2.272,-18.9982996020074,-0.558452509909796
2.273,-18.9921676907876,-0.558598597784846
2.274,-18.9859952268381,-0.558745417280591
2.275,-18.9797823479731,-0.558892969101165
2.276,-18.9735291922733,-0.559041253959013
2.277,-18.9672358980804,-0.559190272574851
2.278,-18.9609026039912,-0.559340025677664
2.279,-18.9545294488506,-0.559490514004655
2.28,-18.9481165717462,-0.55964173830122
2.281,-18.9416641120019,-0.559793699320947
2.282,-18.9351722091718,-0.559946397825547
2.283,-18.9286410030343,-0.560099834584854
2.284,-18.9220706335859,-0.560254010376795
2.285,-18.9154612410352,-0.560408925987359
2.286,-18.908812965797,-0.56056458221057
2.287,-18.9021259484862,-0.560720979848456
2.288,-18.8954003299121,-0.560878119711026
2.289,-18.888636251072,-0.561036002616247
2.29,-18.881833853146,-0.561194629390007
2.291,-18.8749932774905,-0.561354000866109
2.292,-18.8681146656327,-0.561514117886206
2.293,-18.8611981592644,-0.561674981299818
2.294,-18.8542439002372,-0.561836591964269
2.295,-18.8472520305553,-0.561998950744693
2.296,-18.8402226923709,-0.562162058513976
2.297,-18.8331560279779,-0.562325916152755
2.298,-18.8260521798067,-0.562490524549375
2.299,-18.8189112904179,-0.562655884599866
2.3,-18.8117335024973,-0.562821997207924
2.301,-18.8045189588501,-0.562988863284883
2.302,-18.7972678023948,-0.563156483749676
2.303,-18.7899801761587,-0.563324859528833
2.304,-18.7826562232716,-0.563493991556429
2.305,-18.7752960869605,-0.563663880774077
2.306,-18.7678999105443,-0.563834528130888
2.307,-18.7604678374284,-0.564005934583458
2.308,-18.7530000110988,-0.564178101095832
2.309,-18.7454965751176,-0.564351028639491
2.31,-18.737957673117,-0.564524718193308
2.311,-18.7303834487943,-0.564699170743538
2.312,-18.7227740459064,-0.564874387283796
2.313,-18.715129608265,-0.565050368814995
2.314,-18.7074502797309,-0.565227116345379
2.315,-18.6997362042091,-0.565404630890456
2.316,-18.6919875256439,-0.565582913472973
2.317,-18.684204388013,-0.565761965122921
2.318,-18.6763869353235,-0.56594178687747
2.319,-18.668535311606,-0.566122379780982
2.32,-18.6606496609099,-0.566303744884963
2.321,-18.6527301272987,-0.566485883248038
2.322,-18.6447768548446,-0.566668795935934
2.323,-18.6367899876237,-0.56685248402146
2.324,-18.6287696697115,-0.567036948584473
2.325,-18.6207160451775,-0.567222190711841
2.326,-18.6126292580808,-0.567408211497456
2.327,-18.6045094524653,-0.567595012042173
2.328,-18.5963567723549,-0.5677825934538
2.329,-18.5881713617484,-0.56797095684708
2.33,-18.5799533646156,-0.568160103343647
2.331,-18.5717029248921,-0.56835003407202
2.332,-18.5634201864749,-0.56854075016758
2.333,-18.5551052932177,-0.568732252772533
2.334,-18.5467583889267,-0.568924543035891
2.335,-18.5383796173556,-0.569117622113447
2.336,-18.5299691222016,-0.569311491167765
2.337,-18.5215270471007,-0.569506151368119
2.338,-18.5130535356234,-0.569701603890528
2.339,-18.5045487312705,-0.569897849917671
2.34,-18.4960127774682,-0.570094890638906
2.341,-18.4874458175647,-0.57029272725022
2.342,-18.4788479948252,-0.570491360954227
2.343,-18.4702194524281,-0.570690792960132
2.344,-18.4615603334606,-0.570891024483713
2.345,-18.4528707809146,-0.57109205674728
2.346,-18.4441509376827,-0.571293890979683
2.347,-18.4354009465542,-0.57149652841627
2.348,-18.4266209502105,-0.571699970298857
2.349,-18.417811091222,-0.571904217875719
2.35,-18.4089715120432,-0.572109272401572
2.351,-18.4001023550096,-0.572315135137512
2.352,-18.3912037623331,-0.572521807351062
2.353,-18.3822758760987,-0.57272929031607
2.354,-18.3733188382601,-0.572937585312738
2.355,-18.3643327906365,-0.573146693627596
2.356,-18.3553178749087,-0.57335661655345
2.357,-18.3462742326149,-0.573567355389391
2.358,-18.3372020051475,-0.573778911440757
2.359,-18.3281013337495,-0.573991286019101
2.36,-18.3189723595105,-0.574204480442199
2.361,-18.3098152233633,-0.574418496033999
2.362,-18.3006300660807,-0.574633334124615
2.363,-18.2914170282713,-0.574848996050294
2.364,-18.2821762503766,-0.575065483153403
2.365,-18.2729078726674,-0.575282796782397
2.366,-18.2636120352403,-0.575500938291821
2.367,-18.2542888780144,-0.575719909042249
2.368,-18.244938540728,-0.575939710400281
2.369,-18.2355611629353,-0.576160343738554
2.37,-18.2261568840029,-0.576381810435662
2.371,-18.216725843107,-0.576604111876181
2.372,-18.2072681792301,-0.57682724945061
2.373,-18.1977840311573,-0.577051224555381
2.374,-18.188273537474,-0.577276038592825
2.375,-18.1787368365623,-0.577501692971148
2.376,-18.169174066598,-0.577728189104418
2.377,-18.1595853655477,-0.577955528412528
2.378,-18.1499708711658,-0.578183712321196
2.379,-18.1403307209915,-0.57841274226193
2.38,-18.1306650523457,-0.578642619672003
2.381,-18.1209740023286,-0.578873345994454
2.382,-18.1112577078163,-0.579104922678037
2.383,-18.1015163054585,-0.579337351177224
2.384,-18.0917499316752,-0.57957063295217
2.385,-18.0819587226544,-0.579804769468717
2.386,-18.0721428143492,-0.580039762198327
2.387,-18.062302342475,-0.580275612618112
2.388,-18.0524374425071,-0.580512322210768
2.389,-18.0425482496779,-0.580749892464605
2.39,-18.0326348989743,-0.580988324873474
2.391,-18.0226975251353,-0.581227620936787
2.392,-18.0127362626495,-0.581467782159477
2.393,-18.0027512457525,-0.581708810051981
2.394,-17.9927426084243,-0.581950706130213
2.395,-17.9827104843873,-0.58219347191557
2.396,-17.9726550071036,-0.582437108934884
2.397,-17.9625763097727,-0.582681618720411
2.398,-17.9524745253292,-0.582927002809816
2.399,-17.9423497864406,-0.583173262746149
2.4,-17.9322022255048,-0.583420400077823
2.401,-17.9220319746483,-0.583668416358602
2.402,-17.9118391657234,-0.583917313147571
2.403,-17.9016239303068,-0.584167092009137
2.404,-17.8913863996967,-0.584417754512973
2.405,-17.8811267049111,-0.584669302234037
2.406,-17.8708449766858,-0.58492173675253
2.407,-17.8605413454723,-0.585175059653885
2.408,-17.8502159414356,-0.585429272528745
2.409,-17.8398688944522,-0.585684376972944
2.41,-17.8295003341088,-0.585940374587489
2.411,-17.8191103896995,-0.586197266978548
2.412,-17.8086991902244,-0.58645505575741
2.413,-17.7982668643876,-0.586713742540489
2.414,-17.7878135405957,-0.586973328949298
2.415,-17.7773393469554,-0.587233816610429
2.416,-17.7668444112722,-0.587495207155521
2.417,-17.7563288610485,-0.587757502221267
2.418,-17.745792823482,-0.588020703449388
2.419,-17.7352364254639,-0.588284812486588
2.42,-17.7246597935772,-0.588549830984578
2.421,-17.7140630540953,-0.588815760600028
2.422,-17.7034463329801,-0.589082602994561
2.423,-17.6928097558808,-0.589350359834726
2.424,-17.6821534481319,-0.589619032791985
2.425,-17.6714775347522,-0.589888623542701
2.426,-17.660782140443,-0.590159133768114
2.427,-17.6500673895867,-0.590430565154315
2.428,-17.6393334062453,-0.590702919392243
2.429,-17.6285803141592,-0.59097619817766
2.43,-17.6178082367456,-0.591250403211128
2.431,-17.6070172970975,-0.591525536198008
2.432,-17.5962076179819,-0.591801598848425
2.433,-17.5853793218389,-0.592078592877251
2.434,-17.5745325307801,-0.592356520004101
2.435,-17.5636673665878,-0.592635381953312
2.436,-17.5527839507134,-0.592915180453902
2.437,-17.5418824042763,-0.593195917239601
2.438,-17.5309628480629,-0.593477594048784
2.439,-17.5200254025253,-0.593760212624479
2.44,-17.50907018778,-0.594043774714353
2.441,-17.4980973236074,-0.594328282070681
2.442,-17.4871069294502,-0.594613736450334
2.443,-17.4760991244126,-0.594900139614769
2.444,-17.4650740272591,-0.595187493330008
2.445,-17.4540317564138,-0.59547579936661
2.446,-17.4429724299593,-0.59576505949968
2.447,-17.4318961656354,-0.596055275508826
2.448,-17.420803080839,-0.596346449178156
2.449,-17.4096932926223,-0.596638582296258
2.45,-17.3985669176926,-0.596931676656181
2.451,-17.3874240724112,-0.597225734055433
2.452,-17.3762648727924,-0.597520756295939
2.453,-17.3650894345031,-0.59781674518405
2.454,-17.3538978728617,-0.598113702530512
2.455,-17.3426903028375,-0.59841163015045
2.456,-17.3314668390499,-0.598710529863366
2.457,-17.3202275957676,-0.599010403493091
2.458,-17.3089726869081,-0.599311252867829
2.459,-17.2977022260372,-0.599613079820052
2.46,-17.2864163263676,-0.599915886186583
2.461,-17.2751151007592,-0.600219673808503
2.462,-17.2637986617179,-0.600524444531168
2.463,-17.2524671213953,-0.6008302002042
2.464,-17.2411205915879,-0.601136942681453
2.465,-17.2297591837368,-0.601444673821007
2.466,-17.2183830089272,-0.601753395485152
2.467,-17.2069921778875,-0.602063109540366
2.468,-17.1955868009893,-0.60237381785731
2.469,-17.1841669882467,-0.602685522310817
2.47,-17.172732849316,-0.602998224779842
2.471,-17.161284493495,-0.603311927147503
2.472,-17.1498220297229,-0.603626631301017
2.473,-17.1383455665798,-0.603942339131704
2.474,-17.1268552122865,-0.604259052534975
2.475,-17.1153510747037,-0.604576773410309
2.476,-17.1038332613322,-0.604895503661251
2.477,-17.0923018793124,-0.605215245195385
2.478,-17.0807570354238,-0.605535999924316
2.479,-17.0691988360851,-0.605857769763665
2.48,-17.0576273873538,-0.606180556633058
2.481,-17.0460427949258,-0.606504362456098
2.482,-17.0344451641355,-0.606829189160364
2.483,-17.0228345999553,-0.607155038677379
2.484,-17.0112112069955,-0.607481912942619
2.485,-16.9995750895044,-0.607809813895472
2.486,-16.9879263513678,-0.608138743479248
2.487,-16.976265096109,-0.608468703641159
2.488,-16.964591426889,-0.608799696332288
2.489,-16.9529054465057,-0.609131723507591
2.49,-16.9412072573944,-0.60946478712588
2.491,-16.9294969616277,-0.609798889149811
2.492,-16.9177746609153,-0.610134031545866
2.493,-16.9060404566037,-0.610470216284341
2.494,-16.8942944496769,-0.610807445339324
2.495,-16.8825367407558,-0.611145720688702
2.496,-16.8707674300982,-0.611485044314123
2.497,-16.8589866175995,-0.611825418200994
2.498,-16.8471944027919,-0.612166844338475
2.499,-16.8353908848449,-0.612509324719448
2.5,-16.8235761625654,-0.612852861340521
2.501,-16.8117503343977,-0.613197456201997
2.502,-16.7999134984236,-0.613543111307877
2.503,-16.7880657523626,-0.613889828665844
2.504,-16.7762071935717,-0.614237610287235
2.505,-16.7643379190461,-0.614586458187038
2.506,-16.752458025419,-0.614936374383887
2.507,-16.7405676089619,-0.615287360900037
2.508,-16.7286667655845,-0.615639419761358
2.509,-16.7167555908353,-0.61599255299731
2.51,-16.7048341799019,-0.616346762640952
2.511,-16.6929026276105,-0.616702050728899
2.512,-16.6809610284269,-0.617058419301349
2.513,-16.6690094764564,-0.617415870402032
2.514,-16.6570480654443,-0.617774406078212
2.515,-16.6450768887758,-0.618134028380681
2.516,-16.6330960394766,-0.618494739363742
2.517,-16.6211056102131,-0.618856541085195
2.518,-16.6091056932928,-0.619219435606312
2.519,-16.5970963806643,-0.619583424991855
2.52,-16.5850777639183,-0.619948511310039
2.521,-16.5730499342871,-0.620314696632527
2.522,-16.5610129826457,-0.620681983034406
2.523,-16.5489669995118,-0.621050372594204
2.524,-16.5369120750461,-0.62141986739385
2.525,-16.5248482990531,-0.621790469518675
2.526,-16.512775760981,-0.622162181057394
2.527,-16.5006945499225,-0.622535004102106
2.528,-16.4886047546151,-0.62290894074826
2.529,-16.4765064634414,-0.623283993094659
2.53,-16.4643997644299,-0.623660163243447
2.531,-16.452284745255,-0.624037453300106
2.532,-16.4401614932378,-0.62441586537341
2.533,-16.4280300953464,-0.62479540157546
2.534,-16.4158906381966,-0.625176064021639
2.535,-16.403743208052,-0.625557854830607
2.536,-16.3915878908252,-0.625940776124298
2.537,-16.3794247720773,-0.626324830027911
2.538,-16.3672539370193,-0.626710018669881
2.539,-16.3550754705124,-0.627096344181873
2.54,-16.3428894570683,-0.6274838086988
2.541,-16.33069598085,-0.627872414358755
2.542,-16.3184951256723,-0.628262163303051
2.543,-16.3062869750021,-0.628653057676199
2.544,-16.2940716119595,-0.62904509962587
2.545,-16.2818491193179,-0.629438291302917
2.546,-16.2696195795051,-0.629832634861337
2.547,-16.2573830746032,-0.630228132458283
2.548,-16.2451396863498,-0.630624786254039
2.549,-16.2328894961384,-0.631022598412019
2.55,-16.2206325850189,-0.631421571098738
2.551,-16.2083690336986,-0.631821706483826
2.552,-16.1960989225425,-0.632223006739994
2.553,-16.1838223315739,-0.632625474043051
2.554,-16.1715393404754,-0.633029110571858
2.555,-16.1592500285893,-0.633433918508341
2.556,-16.1469544749183,-0.633839900037484
2.557,-16.1346527581262,-0.634247057347296
2.558,-16.1223449565386,-0.634655392628838
2.559,-16.1100311481436,-0.635064908076159
2.56,-16.0977114105924,-0.635475605886336
2.561,-16.0853858212,-0.635887488259437
2.562,-16.0730544569461,-0.636300557398519
2.563,-16.0607173944757,-0.636714815509614
2.564,-16.0483747100996,-0.637130264801732
2.565,-16.0360264797955,-0.63754690748682
2.566,-16.0236727792085,-0.637964745779787
2.567,-16.0113136836519,-0.638383781898473
2.568,-15.9989492681078,-0.638804018063649
2.569,-15.9865796072281,-0.639225456499006
2.57,-15.9742047753352,-0.639648099431125
2.571,-15.9618248464224,-0.640071949089502
2.572,-15.9494398941554,-0.640497007706519
2.573,-15.9370499918721,-0.640923277517429
2.574,-15.9246552125843,-0.641350760760349
2.575,-15.9122556289779,-0.641779459676274
2.576,-15.8998513134138,-0.642209376509022
2.577,-15.8874423379288,-0.642640513505274
2.578,-15.8750287742363,-0.64307287291453
2.579,-15.8626106937273,-0.643506456989109
2.58,-15.8501881674708,-0.643941267984139
2.581,-15.8377612662149,-0.644377308157567
2.582,-15.8253300603877,-0.644814579770114
2.583,-15.8128946200977,-0.645253085085283
2.584,-15.8004550151351,-0.645692826369359
2.585,-15.7880113149722,-0.646133805891402
2.586,-15.7755635887648,-0.646576025923207
2.587,-15.7631119053522,-0.647019488739323
2.588,-15.7506563332589,-0.647464196617041
2.589,-15.7381969406946,-0.647910151836374
2.59,-15.725733795556,-0.648357356680067
2.591,-15.7132669654267,-0.648805813433546
2.592,-15.7007965175787,-0.649255524384976
2.593,-15.6883225189728,-0.649706491825192
2.594,-15.67584503626,-0.650158718047716
2.595,-15.6633641357817,-0.650612205348742
2.596,-15.6508798835712,-0.651066956027149
2.597,-15.6383923453541,-0.651522972384444
2.598,-15.6259015865492,-0.651980256724808
2.599,-15.6134076722698,-0.652438811355049
2.6,-15.6009106673242,-0.652898638584608
2.601,-15.5884106362164,-0.653359740725561
2.602,-15.5759076431475,-0.653822120092584
2.603,-15.5634017520163,-0.654285779002961
2.604,-15.5508930264201,-0.654750719776586
2.605,-15.5383815296556,-0.65521694473592
2.606,-15.5258673247201,-0.655684456206042
2.607,-15.5133504743121,-0.656153256514557
2.608,-15.500831040832,-0.656623347991676
2.609,-15.4883090863836,-0.657094732970137
2.61,-15.4757846727745,-0.657567413785242
2.611,-15.4632578615172,-0.658041392774834
2.612,-15.4507287138298,-0.658516672279277
2.613,-15.4381972906373,-0.658993254641466
2.614,-15.425663652572,-0.659471142206814
2.615,-15.4131278599748,-0.659950337323229
2.616,-15.4005899728961,-0.660430842341137
2.617,-15.3880500510963,-0.66091265961344
2.618,-15.3755081540473,-0.661395791495537
2.619,-15.3629643409329,-0.66188024034528
2.62,-15.35041867065,-0.662366008523035
2.621,-15.3378712018095,-0.662853098391576
2.622,-15.325321992737,-0.663341512316156
2.623,-15.3127711014741,-0.663831252664481
2.624,-15.3002185857789,-0.664322321806666
2.625,-15.2876645031273,-0.664814722115292
2.626,-15.2751089107136,-0.665308455965335
2.627,-15.2625518654515,-0.665803525734177
2.628,-15.2499934239755,-0.666299933801639
2.629,-15.2374336426409,-0.666797682549928
2.63,-15.2248725775256,-0.667296774363629
2.631,-15.2123102844305,-0.667797211629733
2.632,-15.1997468188806,-0.668298996737595
2.633,-15.1871822361261,-0.668802132078934
2.634,-15.174616591143,-0.669306620047848
2.635,-15.1620499386341,-0.669812463040775
2.636,-15.1494823330303,-0.670319663456508
2.637,-15.136913828491,-0.670828223696182
2.638,-15.1243444789054,-0.671338146163257
2.639,-15.1117743378932,-0.671849433263531
2.64,-15.0992034588057,-0.672362087405102
2.641,-15.0866318947269,-0.6728761109984
2.642,-15.0740596984737,-0.673391506456156
2.643,-15.0614869225979,-0.673908276193383
2.644,-15.0489136193861,-0.67442642262739
2.645,-15.0363398408614,-0.674945948177791
2.646,-15.023765638784,-0.675466855266443
2.647,-15.0111910646521,-0.675989146317494
2.648,-14.9986161697028,-0.676512823757351
2.649,-14.9860410049134,-0.677037890014666
2.65,-14.9734656210019,-0.677564347520359
2.651,-14.9608900684281,-0.678092198707572
2.652,-14.9483143973947,-0.678621446011698
2.653,-14.9357386578477,-0.679152091870344
2.654,-14.9231628994782,-0.679684138723346
2.655,-14.9105871717223,-0.680217589012753
2.656,-14.8980115237631,-0.680752445182827
2.657,-14.8854360045307,-0.681288709680021
2.658,-14.8728606627036,-0.681826384953002
2.659,-14.8602855467097,-0.682365473452591
2.66,-14.8477107047269,-0.682905977631822
2.661,-14.8351361846843,-0.683447899945894
2.662,-14.8225620342631,-0.683991242852172
2.663,-14.8099883008975,-0.684536008810174
2.664,-14.7974150317753,-0.685082200281595
2.665,-14.7848422738394,-0.685629819730262
2.666,-14.7722700737884,-0.686178869622144
2.667,-14.7596984780776,-0.686729352425352
2.668,-14.7471275329197,-0.687281270610126
2.669,-14.7345572842862,-0.687834626648825
2.67,-14.7219877779078,-0.688389423015925
2.671,-14.7094190592757,-0.688945662188016
2.672,-14.6968511736424,-0.6895033466438
2.673,-14.6842841660225,-0.690062478864052
2.674,-14.6717180811938,-0.690623061331656
2.675,-14.6591529636981,-0.691185096531577
2.676,-14.6465888578422,-0.691748586950871
2.677,-14.6340258076988,-0.692313535078635
2.678,-14.6214638571073,-0.692879943406072
2.679,-14.6089030496748,-0.693447814426415
2.68,-14.596343428777,-0.694017150634962
2.681,-14.5837850375593,-0.694587954529062
2.682,-14.5712279189373,-0.695160228608105
2.683,-14.5586721155981,-0.695733975373507
2.684,-14.5461176700011,-0.696309197328727
2.685,-14.5335646243785,-0.696885896979243
2.686,-14.5210130207371,-0.697464076832551
2.687,-14.5084629008581,-0.698043739398132
2.688,-14.495914306299,-0.698624887187532
2.689,-14.4833672783938,-0.699207522714245
2.69,-14.4708218582544,-0.69979164849378
2.691,-14.458278086771,-0.700377267043624
2.692,-14.4457360046135,-0.700964380883247
2.693,-14.4331956522319,-0.701552992534112
2.694,-14.4206570698577,-0.702143104519631
2.695,-14.4081202975043,-0.702734719365186
2.696,-14.3955853749684,-0.703327839598116
2.697,-14.3830523418303,-0.703922467747732
2.698,-14.3705212374553,-0.704518606345254
2.699,-14.3579921009944,-0.705116257923868
2.7,-14.3454649713851,-0.705715425018705
2.701,-14.3329398873524,-0.706316110166785
2.702,-14.3204168874095,-0.706918315907101
2.703,-14.307896009859,-0.707522044780528
2.704,-14.2953772927935,-0.708127299329861
2.705,-14.2828607740965,-0.708734082099803
2.706,-14.2703464914434,-0.709342395636968
2.707,-14.2578344823025,-0.709952242489847
2.708,-14.2453247839352,-0.71056362520884
2.709,-14.2328174333978,-0.711176546346199
2.71,-14.2203124675417,-0.711791008456087
2.711,-14.2078099230146,-0.712407014094515
2.712,-14.195309836261,-0.713024565819389
2.713,-14.1828122435236,-0.713643666190431
2.714,-14.1703171808436,-0.714264317769263
2.715,-14.157824684062,-0.714886523119332
2.716,-14.1453347888202,-0.715510284805927
2.717,-14.1328475305608,-0.716135605396206
2.718,-14.1203629445288,-0.716762487459107
2.719,-14.1078810657721,-0.717390933565441
2.72,-14.0954019291424,-0.718020946287824
2.721,-14.0829255692963,-0.718652528200686
2.722,-14.0704520206957,-0.719285681880259
2.723,-14.0579813176091,-0.719920409904613
2.724,-14.0455134941122,-0.720556714853574
2.725,-14.0330485840888,-0.721194599308794
2.726,-14.0205866212314,-0.721834065853708
2.727,-14.0081276390425,-0.722475117073517
2.728,-13.995671670835,-0.723117755555211
2.729,-13.9832187497333,-0.723761983887561
2.73,-13.970768908674,-0.724407804661089
2.731,-13.9583221804067,-0.725055220468087
2.732,-13.9458785974949,-0.725704233902592
2.733,-13.9334381923168,-0.72635484756041
2.734,-13.9210009970661,-0.727007064039074
2.735,-13.9085670437529,-0.727660885937881
2.736,-13.8961363642042,-0.728316315857813
2.737,-13.8837089900652,-0.728973356401627
2.738,-13.8712849527999,-0.729632010173795
2.739,-13.8588642836915,-0.730292279780482
2.74,-13.8464470138439,-0.730954167829593
2.741,-13.8340331741822,-0.731617676930717
2.742,-13.8216227954532,-0.732282809695167
2.743,-13.8092159082266,-0.732949568735938
2.744,-13.7968125428959,-0.733617956667712
2.745,-13.7844127296785,-0.734287976106862
2.746,-13.7720164986173,-0.734959629671445
2.747,-13.7596238795811,-0.735632919981182
2.748,-13.7472349022652,-0.736307849657473
2.749,-13.7348495961928,-0.736984421323368
2.75,-13.7224679907149,-0.737662637603589
2.751,-13.7100901150121,-0.738342501124509
2.752,-13.6977159980945,-0.739024014514138
2.753,-13.6853456688029,-0.739707180402124
2.754,-13.6729791558095,-0.740392001419786
2.755,-13.6606164876187,-0.741078480200024
2.756,-13.6482576925678,-0.741766619377403
2.757,-13.635902798828,-0.742456421588084
2.758,-13.6235518344046,-0.743147889469867
2.759,-13.6112048271384,-0.743841025662126
2.76,-13.5988618047061,-0.744535832805889
2.761,-13.5865227946213,-0.745232313543723
2.762,-13.5741878242347,-0.745930470519831
2.763,-13.5618569207358,-0.746630306379996
2.764,-13.5495301111526,-0.747331823771571
2.765,-13.5372074223531,-0.748035025343507
2.766,-13.5248888810459,-0.748739913746293
2.767,-13.5125745137806,-0.749446491632021
2.768,-13.5002643469488,-0.750154761654316
2.769,-13.487958406785,-0.750864726468373
2.77,-13.4756567193669,-0.751576388730938
2.771,-13.4633593106167,-0.752289751100291
2.772,-13.4510662063011,-0.75300481623626
2.773,-13.4387774320329,-0.753721586800194
2.774,-13.4264930132709,-0.754440065454981
2.775,-13.4142129753212,-0.755160254865039
2.776,-13.4019373433375,-0.755882157696284
2.777,-13.3896661423224,-0.756605776616157
2.778,-13.3773993971273,-0.757331114293594
2.779,-13.3651371324538,-0.758058173399054
2.78,-13.3528793728543,-0.75878695660447
2.781,-13.3406261427323,-0.759517466583264
2.782,-13.3283774663436,-0.76024970601034
2.783,-13.3161333677966,-0.760983677562114
2.784,-13.3038938710535,-0.761719383916434
2.785,-13.2916589999303,-0.762456827752638
2.786,-13.2794287780982,-0.763196011751516
2.787,-13.2672032290838,-0.763936938595324
2.788,-13.2549823762701,-0.76467961096776
2.789,-13.2427662428971,-0.765424031553972
2.79,-13.2305548520622,-0.76617020304055
2.791,-13.2183482267215,-0.766918128115507
2.792,-13.2061463896899,-0.767667809468303
2.793,-13.193949363642,-0.768419249789791
2.794,-13.1817571711128,-0.769172451772295
2.795,-13.1695698344985,-0.769927418109482
2.796,-13.1573873760568,-0.770684151496489
2.797,-13.145209817908,-0.771442654629797
2.798,-13.1330371820353,-0.772202930207326
2.799,-13.1208694902858,-0.772964980928363
2.8,-13.1087067643708,-0.773728809493588
2.801,-13.096549025867,-0.774494418605057
2.802,-13.0843962962163,-0.775261810966186
2.803,-13.0722485967276,-0.776030989281763
2.804,-13.0601059485762,-0.776801956257957
2.805,-13.0479683728055,-0.777574714602258
2.806,-13.0358358903272,-0.77834926702353
2.807,-13.0237085219217,-0.779125616231978
2.808,-13.0115862882393,-0.779903764939125
2.809,-12.9994692098005,-0.780683715857846
2.81,-12.9873573069966,-0.781465471702329
2.811,-12.9752506000904,-0.782249035188096
2.812,-12.9631491092172,-0.783034409031976
2.813,-12.9510528543848,-0.783821595952095
2.814,-12.9389618554744,-0.784610598667899
2.815,-12.9268761322415,-0.785401419900117
2.816,-12.9147957043161,-0.786194062370777
2.817,-12.9027205912036,-0.786988528803177
2.818,-12.8906508122854,-0.787784821921931
2.819,-12.8785863868192,-0.788582944452867
2.82,-12.86652733394,-0.78938289912314
2.821,-12.8544736726608,-0.790184688661103
2.822,-12.8424254218726,-0.790988315796437
2.823,-12.8303826003458,-0.791793783260014
2.824,-12.8183452267299,-0.792601093783958
2.825,-12.8063133195552,-0.793410250101649
2.826,-12.7942868972323,-0.794221254947685
2.827,-12.7822659780535,-0.795034111057872
2.828,-12.770250580193,-0.795848821169275
2.829,-12.7582407217078,-0.796665388020137
2.83,-12.7462364205377,-0.797483814349904
2.831,-12.7342376945065,-0.798304102899252
2.832,-12.7222445613226,-0.799126256410014
2.833,-12.710257038579,-0.799950277625229
2.834,-12.6982751437543,-0.80077616928913
2.835,-12.6862988942135,-0.801603934147089
2.836,-12.6743283072079,-0.802433574945667
2.837,-12.6623633998763,-0.803265094432602
2.838,-12.6504041892455,-0.80409849535674
2.839,-12.6384506922303,-0.804933780468139
2.84,-12.6265029256348,-0.805770952517941
2.841,-12.6145609061527,-0.80661001425846
2.842,-12.6026246503675,-0.807450968443122
2.843,-12.5906941747538,-0.808293817826484
2.844,-12.5787694956771,-0.809138565164219
2.845,-12.5668506293948,-0.809985213213115
2.846,-12.5549375920568,-0.810833764731043
2.847,-12.5430303997057,-0.81168422247699
2.848,-12.5311290682777,-0.812536589211032
2.849,-12.519233613603,-0.813390867694317
2.85,-12.5073440514063,-0.814247060689084
2.851,-12.4954603973073,-0.815105170958631
2.852,-12.4835826668217,-0.815965201267319
2.853,-12.4717108753609,-0.816827154380584
2.854,-12.4598450382334,-0.817691033064887
2.855,-12.4479851706448,-0.818556840087756
2.856,-12.4361312876985,-0.819424578217729
2.857,-12.4242834043963,-0.820294250224394
2.858,-12.4124415356386,-0.821165858878354
2.859,-12.4006056962255,-0.822039406951236
2.86,-12.3887759008567,-0.822914897215657
2.861,-12.3769521641326,-0.823792332445257
2.862,-12.3651345005543,-0.824671715414656
2.863,-12.3533229245246,-0.825553048899483
2.864,-12.3415174503479,-0.826436335676314
2.865,-12.3297180922316,-0.82732157852273
2.866,-12.3179248642855,-0.828208780217256
2.867,-12.3061377805235,-0.829097943539398
2.868,-12.2943568548631,-0.829989071269601
2.869,-12.2825821011264,-0.830882166189243
2.87,-12.2708135330407,-0.831777231080677
2.871,-12.2590511642386,-0.83267426872716
2.872,-12.2472950082588,-0.833573281912854
2.873,-12.2355450785466,-0.8344742734229
2.874,-12.2238013884542,-0.835377246043282
2.875,-12.2120639512413,-0.836282202560909
2.876,-12.2003327800756,-0.837189145763596
2.877,-12.1886078880333,-0.838098078440038
2.878,-12.1768892880996,-0.839009003379804
2.879,-12.1651769931691,-0.839921923373331
2.88,-12.1534710160463,-0.840836841211946
2.881,-12.1417713694462,-0.841753759687787
2.882,-12.1300780659945,-0.842672681593891
2.883,-12.1183911182285,-0.8435936097241
2.884,-12.1067105385972,-0.844516546873109
2.885,-12.0950363394618,-0.845441495836425
2.886,-12.0833685330965,-0.846368459410387
2.887,-12.0717071316886,-0.847297440392151
2.888,-12.0600521473391,-0.848228441579644
2.889,-12.0484035920631,-0.849161465771612
2.89,-12.0367614777906,-0.85009651576759
2.891,-12.0251258163663,-0.851033594367883
2.892,-12.0134966195507,-0.851972704373577
