Freq [GHz],Phase_Difference(HFSS),Phase_Difference(measured)
1.953,69.41449889,80.536522
1.954,69.49500151,80.399017
1.955,69.57541344,80.628909
1.956,69.65573366,80.541609
1.957,69.73596117,80.594699
1.958,69.81609494,80.806954
1.959,69.89613399,80.918305
1.96,69.9760773,80.916681
1.961,70.05592388,80.791228
1.962,70.13567273,81.010304
1.963,70.21532285,81.034287
1.964,70.29487326,80.882663
1.965,70.37432297,81.08167
1.966,70.45367098,81.104292
1.967,70.53291633,81.17826
1.968,70.61205803,81.24233
1.969,70.6910951,81.283035
1.97,70.77002657,81.361226
1.971,70.84885148,81.399577
1.972,70.92756885,81.43064
1.973,71.00617773,81.753955
1.974,71.08467716,81.514843
1.975,71.16306617,81.683903
1.976,71.24134383,81.782978
1.977,71.31950917,81.620876
1.978,71.39756127,81.834702
1.979,71.47549916,81.859527
1.98,71.55332193,81.862747
1.981,71.63102864,81.897085
1.982,71.70861835,81.978706
1.983,71.78609014,81.97518
1.984,71.86344309,82.302034
1.985,71.94067629,82.088284
1.986,72.01778882,82.308247
1.987,72.09477978,82.08292
1.988,72.17164825,82.568277
1.989,72.24839334,82.454242
1.99,72.32501415,82.589816
1.991,72.4015098,82.373677
1.992,72.47787939,82.810957
1.993,72.55412204,82.698031
1.994,72.63023688,82.699442
1.995,72.70622303,82.763714
1.996,72.78207962,82.761551
1.997,72.85780578,82.786099
1.998,72.93340067,83.069226
1.999,73.00886342,82.990329
2,73.08419319,82.861339
2.001,73.15938912,83.071576
2.002,73.23445039,83.25015
2.003,73.30937615,83.277221
2.004,73.38416557,83.318951
2.005,73.45881784,83.271916
2.006,73.53333212,83.415391
2.007,73.6077076,83.529064
2.008,73.68194348,83.515834
2.009,73.75603895,83.439472
2.01,73.82999321,83.59446
2.011,73.90380546,83.383504
2.012,73.97747492,83.46456
2.013,74.0510008,83.591708
2.014,74.12438232,83.68818
2.015,74.19761871,83.72372
2.016,74.27070921,83.57923
2.017,74.34365305,83.915747
2.018,74.41644947,83.972089
2.019,74.48909772,83.924974
2.02,74.56159706,84.059026
2.021,74.63394675,83.891997
2.022,74.70614604,84.151882
2.023,74.77819422,84.242059
2.024,74.85009056,84.042336
2.025,74.92183434,84.139678
2.026,74.99342485,84.524531
2.027,75.06486138,84.299429
2.028,75.13614324,84.495251
2.029,75.20726972,84.410229
2.03,75.27824014,84.280576
2.031,75.34905382,84.464618
2.032,75.41971007,84.427136
2.033,75.49020823,84.706332
2.034,75.56054763,84.586987
2.035,75.63072761,84.887681
2.036,75.70074752,84.61723
2.037,75.77060671,84.824645
2.038,75.84030453,84.776484
2.039,75.90984036,84.809014
2.04,75.97921356,84.79645
2.041,76.0484235,84.967709
2.042,76.11746957,85.069484
2.043,76.18635116,85.049283
2.044,76.25506766,85.10853
2.045,76.32361847,85.167007
2.046,76.392003,85.232735
2.047,76.46022066,85.174018
2.048,76.52827087,85.297644
2.049,76.59615304,85.32724
2.05,76.66386662,85.303361
2.051,76.73141105,85.376403
2.052,76.79878575,85.583908
2.053,76.86599018,85.381551
2.054,76.9330238,85.631093
2.055,76.99988607,85.639131
2.056,77.06657645,85.700001
2.057,77.13309442,85.575959
2.058,77.19943946,85.819575
2.059,77.26561105,85.609858
2.06,77.33160868,85.654513
2.061,77.39743186,85.864888
2.062,77.46308009,85.720654
2.063,77.52855288,85.904951
2.064,77.59384974,85.960471
2.065,77.6589702,86.119443
2.066,77.72391378,85.958214
2.067,77.78868003,86.085628
2.068,77.85326848,86.098403
2.069,77.91767868,86.041721
2.07,77.98191019,86.265706
2.071,78.04596256,85.98796
2.072,78.10983536,86.243425
2.073,78.17352816,86.197468
2.074,78.23704054,86.256643
2.075,78.30037208,86.427555
2.076,78.36352238,86.193867
2.077,78.42649103,86.361572
2.078,78.48927764,86.557833
2.079,78.55188181,86.627591
2.08,78.61430315,86.481269
2.081,78.6765413,86.404312
2.082,78.73859587,86.680997
2.083,78.8004665,86.466754
2.084,78.86215282,86.730413
2.085,78.92365449,86.755511
2.086,78.98497115,86.695124
2.087,79.04610246,86.793455
2.088,79.10704809,86.961987
2.089,79.1678077,87.003251
2.09,79.22838097,87.033801
2.091,79.28876758,86.908046
2.092,79.34896721,87.071917
2.093,79.40897956,86.827976
2.094,79.46880433,87.023467
2.095,79.52844122,86.870308
2.096,79.58788995,87.163558
2.097,79.64715022,87.29645
2.098,79.70622177,87.21072
2.099,79.76510432,87.099348
2.1,79.8237976,87.279739
2.101,79.88230135,87.347371
2.102,79.94061532,87.427319
2.103,79.99873926,87.441014
2.104,80.05667293,87.487243
2.105,80.11441608,87.295105
2.106,80.17196849,87.419043
2.107,80.22932993,87.064021
2.108,80.28650019,87.617694
2.109,80.34347903,87.686446
2.11,80.40026627,87.475474
2.111,80.45686168,87.616714
2.112,80.51326508,87.661015
2.113,80.56947627,87.6165
2.114,80.62549506,87.482616
2.115,80.68132128,87.699024
2.116,80.73695474,87.590313
2.117,80.79239527,87.643578
2.118,80.84764271,87.801023
2.119,80.9026969,87.871583
2.12,80.95755769,87.874343
2.121,81.01222492,87.824383
2.122,81.06669845,87.831468
2.123,81.12097813,88.038433
2.124,81.17506385,87.933185
2.125,81.22895546,87.967599
2.126,81.28265285,87.984441
2.127,81.33615589,87.951173
2.128,81.38946448,88.171383
2.129,81.4425785,88.206867
2.13,81.49549786,88.193981
2.131,81.54822244,88.045218
2.132,81.60075217,88.235161
2.133,81.65308695,88.178904
2.134,81.70522671,88.337048
2.135,81.75717135,88.409683
2.136,81.80892081,88.139273
2.137,81.86047502,88.303421
2.138,81.91183392,88.676084
2.139,81.96299744,88.390437
2.14,82.01396554,88.44675
2.141,82.06473816,88.496652
2.142,82.11531526,88.427319
2.143,82.1656968,88.617749
2.144,82.21588275,88.59455
2.145,82.26587307,88.619749
2.146,82.31566773,88.576798
2.147,82.36526672,88.653718
2.148,82.41467002,88.748096
2.149,82.46387762,88.617581
2.15,82.51288951,88.897957
2.151,82.56170568,88.933155
2.152,82.61032613,88.733842
2.153,82.65875088,88.625328
2.154,82.70697993,88.512994
2.155,82.75501329,88.771457
2.156,82.80285098,89.071804
2.157,82.85049303,88.949164
2.158,82.89793946,88.945542
2.159,82.9451903,88.963253
2.16,82.99224558,89.029086
2.161,83.03910535,88.885508
2.162,83.08576965,89.072249
2.163,83.13223853,89.069908
2.164,83.17851203,89.201103
2.165,83.22459022,88.974813
2.166,83.27047314,88.938472
2.167,83.31616087,89.049302
2.168,83.36165347,89.146319
2.169,83.40695101,89.272353
2.17,83.45205357,89.21099
2.171,83.49696122,89.336653
2.172,83.54167405,89.112666
2.173,83.58619215,89.393163
2.174,83.63051559,89.201909
2.175,83.67464448,89.267273
2.176,83.71857892,89.269559
2.177,83.762319,89.571276
2.178,83.80586482,89.657085
2.179,83.84921651,89.523608
2.18,83.89237416,89.705012
2.181,83.93533789,89.599645
2.182,83.97810782,89.432178
2.183,84.02068407,89.59869
2.184,84.06306677,89.701869
2.185,84.10525605,89.650616
2.186,84.14725203,89.588775
2.187,84.18905486,89.711467
2.188,84.23066467,89.543049
2.189,84.2720816,89.637065
2.19,84.3133058,90.011572
2.191,84.35433742,89.638344
2.192,84.39517661,89.686231
2.193,84.43582351,89.650786
2.194,84.4762783,89.70115
2.195,84.51654113,89.81214
2.196,84.55661216,89.737923
2.197,84.59649157,89.801519
2.198,84.63617952,89.771397
2.199,84.67567618,89.972184
2.2,84.71498173,90.135055
2.201,84.75409636,89.934864
2.202,84.79302023,89.855363
2.203,84.83175354,89.800738
2.204,84.87029648,89.824306
2.205,84.90864922,90.285267
2.206,84.94681198,90.046946
2.207,84.98478493,90.131369
2.208,85.02256829,89.961781
2.209,85.06016225,90.090256
2.21,85.09756702,90.235416
2.211,85.1347828,90.001805
2.212,85.1718098,90.14784
2.213,85.20864824,90.090339
2.214,85.24529833,90.277728
2.215,85.28176028,90.216184
2.216,85.31803432,90.245442
2.217,85.35412067,90.070448
2.218,85.39001955,90.223357
2.219,85.42573119,90.290487
2.22,85.46125582,90.124827
2.221,85.49659367,90.211495
2.222,85.53174498,90.209735
2.223,85.56670998,90.278849
2.224,85.60148892,90.343876
2.225,85.63608203,90.346119
2.226,85.67048956,90.262655
2.227,85.70471175,90.444332
2.228,85.73874886,90.438988
2.229,85.77260113,90.332577
2.23,85.80626881,90.244353
2.231,85.83975217,90.164151
2.232,85.87305146,90.257298
2.233,85.90616694,90.360962
2.234,85.93909887,90.561859
2.235,85.97184751,90.613802
2.236,86.00441314,90.382873
2.237,86.03679601,90.423248
2.238,86.0689964,90.508132
2.239,86.10101459,90.602275
2.24,86.13285084,90.68821
2.241,86.16450543,90.613381
2.242,86.19597864,90.554363
2.243,86.22727076,90.811033
2.244,86.25838205,90.636022
2.245,86.28931282,90.728428
2.246,86.32006334,90.625596
2.247,86.3506339,90.550874
2.248,86.38102479,90.976262
2.249,86.41123631,90.638935
2.25,86.44126874,90.561748
2.251,86.47112239,90.710183
2.252,86.50079754,90.601195
2.253,86.53029451,90.770206
2.254,86.55961359,90.828426
2.255,86.58875508,90.920485
2.256,86.61771929,90.819394
2.257,86.64650652,90.80592
2.258,86.67511709,90.866321
2.259,86.7035513,90.907939
2.26,86.73180946,90.910961
2.261,86.7598919,90.799573
2.262,86.78779891,91.064831
2.263,86.81553083,90.898144
2.264,86.84308796,91.049973
2.265,86.87047063,90.937828
2.266,86.89767916,90.657007
2.267,86.92471387,90.776678
2.268,86.95157509,91.063291
2.269,86.97826315,90.656315
2.27,87.00477836,90.80001
2.271,87.03112107,90.841443
2.272,87.0572916,90.910469
2.273,87.08329029,91.075624
2.274,87.10911746,90.848117
2.275,87.13477347,90.998423
2.276,87.16025863,90.926911
2.277,87.1855733,91.035924
2.278,87.21071781,90.866221
2.279,87.2356925,91.105929
2.28,87.26049773,90.997158
2.281,87.28513382,91.099777
2.282,87.30960114,91.013073
2.283,87.33390002,91.023674
2.284,87.35803081,90.996987
2.285,87.38199387,91.081936
2.286,87.40578955,91.052217
2.287,87.4294182,91.096341
2.288,87.45288018,91.141875
2.289,87.47617584,91.305836
2.29,87.49930554,91.276662
2.291,87.52226964,91.095252
2.292,87.5450685,91.067511
2.293,87.56770248,91.174904
2.294,87.59017195,91.065005
2.295,87.61247726,91.220146
2.296,87.63461879,91.199902
2.297,87.6565969,91.36471
2.298,87.67841197,90.982247
2.299,87.70006435,91.169858
2.3,87.72155442,91.186276
2.301,87.74288255,91.066347
2.302,87.76404913,91.186008
2.303,87.78505451,91.172252
2.304,87.80589908,91.341958
2.305,87.82658322,91.108225
2.306,87.84710731,91.184369
2.307,87.86747171,91.241002
2.308,87.88767683,91.2743
2.309,87.90772303,91.273424
2.31,87.92761071,91.443072
2.311,87.94734024,91.426672
2.312,87.96691202,91.481144
2.313,87.98632642,91.528371
2.314,88.00558385,91.360218
2.315,88.02468469,91.482433
2.316,88.04362933,91.349626
2.317,88.06241816,91.363082
2.318,88.08105158,91.422337
2.319,88.09952999,91.412669
2.32,88.11785377,91.474709
2.321,88.13602333,91.329224
2.322,88.15403906,91.406821
2.323,88.17190136,91.500432
2.324,88.18961064,91.491742
2.325,88.2071673,91.426013
2.326,88.22457174,91.589468
2.327,88.24182436,91.505203
2.328,88.25892556,91.555969
2.329,88.27587577,91.287841
2.33,88.29267538,91.473038
2.331,88.3093248,91.460389
2.332,88.32582445,91.274416
2.333,88.34217473,91.436082
2.334,88.35837605,91.781344
2.335,88.37442884,91.484522
2.336,88.3903335,91.452633
2.337,88.40609045,91.678392
2.338,88.42170011,91.282131
2.339,88.4371629,91.562451
2.34,88.45247923,91.435952
2.341,88.46764953,91.437951
2.342,88.48267421,91.514759
2.343,88.4975537,91.493313
2.344,88.51228842,91.664471
2.345,88.5268788,91.592209
2.346,88.54132527,91.411767
2.347,88.55562824,91.514049
2.348,88.56978816,91.353776
2.349,88.58380544,91.63045
2.35,88.59768051,91.752635
2.351,88.61141382,91.526672
2.352,88.62500579,91.57652
2.353,88.63845685,91.561622
2.354,88.65176744,91.565929
2.355,88.664938,91.483491
2.356,88.67796896,91.545178
2.357,88.69086075,91.735554
2.358,88.70361383,91.560383
2.359,88.71622862,91.543693
2.36,88.72870557,91.569538
2.361,88.74104513,91.519423
2.362,88.75324772,91.52693
2.363,88.76531381,91.726624
2.364,88.77724382,91.636026
2.365,88.78903822,91.609002
2.366,88.80069744,91.696838
2.367,88.81222194,91.602031
2.368,88.82361216,91.672849
2.369,88.83486856,91.57243
2.37,88.84599158,91.675716
2.371,88.85698168,91.756989
2.372,88.86783931,91.602315
2.373,88.87856492,91.72079
2.374,88.88915898,91.628041
2.375,88.89962194,91.763434
2.376,88.90995425,91.417653
2.377,88.92015637,91.636356
2.378,88.93022877,91.778901
2.379,88.9401719,91.751411
2.38,88.94998622,91.681462
2.381,88.95967221,91.726619
2.382,88.96923031,91.698383
2.383,88.978661,91.694133
2.384,88.98796474,91.722033
2.385,88.99714199,91.61014
2.386,89.00619323,91.816146
2.387,89.01511893,91.732757
2.388,89.02391954,91.682773
2.389,89.03259555,91.897346
2.39,89.04114742,91.655985
2.391,89.04957562,91.854175
2.392,89.05788064,91.575381
2.393,89.06606294,91.759097
2.394,89.07412299,91.865448
2.395,89.08206128,91.852246
2.396,89.08987828,91.979397
2.397,89.09757447,91.667567
2.398,89.10515032,91.673214
2.399,89.11260633,91.728168
2.4,89.11994296,91.766915
2.401,89.12716069,91.691606
2.402,89.13426002,91.789302
2.403,89.14124143,91.712932
2.404,89.14810539,91.81
2.405,89.1548524,91.941281
2.406,89.16148294,91.704829
2.407,89.1679975,91.783443
2.408,89.17439656,91.684063
2.409,89.18068061,91.75118
2.41,89.18685015,92.118412
2.411,89.19290566,91.798839
2.412,89.19884764,91.985369
2.413,89.20467657,91.592973
2.414,89.21039295,92.070462
2.415,89.21599728,91.781872
2.416,89.22149004,91.868827
2.417,89.22687174,91.872338
2.418,89.23214287,92.044048
2.419,89.23730393,91.90237
2.42,89.24235542,91.806057
2.421,89.24729782,91.779452
2.422,89.25213166,91.853749
2.423,89.25685742,91.849086
2.424,89.2614756,91.74867
2.425,89.26598671,91.976369
2.426,89.27039125,91.667899
2.427,89.27468973,91.848508
2.428,89.27888265,91.834955
2.429,89.28297051,91.927493
2.43,89.28695382,91.769965
2.431,89.29083308,91.82623
2.432,89.29460882,91.884776
2.433,89.29828152,91.94348
2.434,89.3018517,91.95319
2.435,89.30531988,91.64115
2.436,89.30868656,91.69114
2.437,89.31195225,92.02111
2.438,89.31511746,91.95302
2.439,89.31818272,91.87589
2.44,89.32114852,91.99754
2.441,89.32401539,91.86219
2.442,89.32678383,91.53958
2.443,89.32945437,91.83624
2.444,89.33202752,92.05774
2.445,89.3345038,92.03073
2.446,89.33688372,91.7301
2.447,89.3391678,91.75133
2.448,89.34135656,91.92757
2.449,89.34345052,91.85514
2.45,89.34545021,92.09882
2.451,89.34735613,91.98419
2.452,89.34916881,91.84355
2.453,89.35088878,92.10292
2.454,89.35251655,91.8233
2.455,89.35405265,92.09951
2.456,89.3554976,92.0458
2.457,89.35685193,91.67441
2.458,89.35811616,91.88422
2.459,89.35929081,91.89382
2.46,89.36037642,91.84184
2.461,89.3613735,92.18336
2.462,89.36228258,91.90491
2.463,89.3631042,92.04877
2.464,89.36383888,92.01212
2.465,89.36448714,92.02506
2.466,89.36504952,92.10367
2.467,89.36552655,91.95452
2.468,89.36591875,91.84981
2.469,89.36622666,92.03288
2.47,89.36645081,91.75009
2.471,89.36659172,91.93977
2.472,89.36664993,91.94398
2.473,89.36662598,92.04922
2.474,89.36652038,91.83121
2.475,89.36633369,92.11232
2.476,89.36606643,92.14319
2.477,89.36571913,91.93557
2.478,89.36529233,91.92536
2.479,89.36478656,91.97956
2.48,89.36420236,91.61561
2.481,89.36354026,91.96928
2.482,89.36280081,91.91911
2.483,89.36198452,91.84612
2.484,89.36109195,92.09338
2.485,89.36012363,91.89509
2.486,89.35908009,92.00498
2.487,89.35796187,92.00556
2.488,89.35676951,92.20753
2.489,89.35550355,91.99565
2.49,89.35416453,92.22984
2.491,89.35275298,91.80053
2.492,89.35126944,92.12097
2.493,89.34971446,92.11363
2.494,89.34808856,92.07008
2.495,89.3463923,92.03191
2.496,89.3446262,92.13423
2.497,89.34279082,91.96939
2.498,89.34088668,91.97909
2.499,89.33891434,92.10211
2.5,89.33687432,92.20475
2.501,89.33476718,92.13132
2.502,89.33259345,92.14604
2.503,89.33035367,92.01827
2.504,89.32804838,92.09772
2.505,89.32567813,91.92518
2.506,89.32324345,92.00948
2.507,89.32074489,92.12456
2.508,89.31818299,92.03937
2.509,89.31555829,92.12749
2.51,89.31287134,91.98193
2.511,89.31012266,92.11365
2.512,89.30731281,92.02124
2.513,89.30444233,91.90092
2.514,89.30151176,92.05233
2.515,89.29852163,92.031
2.516,89.2954725,92.10051
2.517,89.29236491,92.08889
2.518,89.28919939,91.95864
2.519,89.28597649,92.37604
2.52,89.28269674,92.17215
2.521,89.2793607,92.06554
2.522,89.27596891,92.06904
2.523,89.2725219,92.13161
2.524,89.26902021,92.12892
2.525,89.26546439,92.08324
2.526,89.26185498,91.81214
2.527,89.25819252,92.0484
2.528,89.25447756,92.07193
2.529,89.25071062,92.03907
2.53,89.24689226,92.23271
2.531,89.24302302,92.07192
2.532,89.23910343,92.11614
2.533,89.23513403,91.93745
2.534,89.23111537,92.00527
2.535,89.22704798,92.11646
2.536,89.22293241,92.07985
2.537,89.2187692,92.18065
2.538,89.21455887,91.98208
2.539,89.21030199,92.12612
2.54,89.20599907,92.14855
2.541,89.20165066,92.13123
2.542,89.19725731,92.11905
2.543,89.19281954,92.09096
2.544,89.18833789,92.02969
2.545,89.18381291,92.27034
2.546,89.17924512,92.11183
2.547,89.17463508,92.15478
2.548,89.1699833,92.23914
2.549,89.16529033,92.14739
2.55,89.16055671,92.25782
2.551,89.15578297,92.34494
2.552,89.15096964,92.02235
2.553,89.14611726,92.23202
2.554,89.14122637,92.35281
2.555,89.13629749,92.35091
2.556,89.13133116,92.16892
2.557,89.12632792,92.3065
2.558,89.12128829,91.98735
2.559,89.11621281,92.25374
2.56,89.11110201,92.24448
2.561,89.10595642,92.04163
2.562,89.10077657,92.18727
2.563,89.09556299,92.23135
2.564,89.09031621,92.18986
2.565,89.08503676,92.11206
2.566,89.07972517,92.34037
2.567,89.07438196,92.24846
2.568,89.06900767,92.53325
2.569,89.06360282,92.50516
2.57,89.05816793,92.27039
2.571,89.05270354,92.37981
2.572,89.04721016,92.14435
2.573,89.04168833,92.41523
2.574,89.03613856,92.53762
2.575,89.03056137,92.26881
2.576,89.0249573,92.48569
2.577,89.01932686,92.27211
2.578,89.01367057,92.44892
2.579,89.00798896,92.16788
2.58,89.00228254,92.31057
2.581,88.99655183,92.50058
2.582,88.99079736,92.43344
2.583,88.98501963,92.34281
2.584,88.97921917,92.27776
2.585,88.97339649,92.64738
2.586,88.96755211,92.58365
2.587,88.96168654,92.38855
2.588,88.95580029,92.37755
2.589,88.94989389,92.62175
2.59,88.94396783,92.47554
2.591,88.93802264,92.32387
2.592,88.93205882,92.41331
2.593,88.92607689,92.45764
2.594,88.92007735,92.85226
2.595,88.91406071,92.37555
2.596,88.90802747,92.5645
2.597,88.90197816,92.46455
2.598,88.89591326,92.63252
2.599,88.88983328,92.33335
2.6,88.88373874,92.45522
2.601,88.87763013,92.368
2.602,88.87150795,92.55553
2.603,88.8653727,92.4129
2.604,88.85922489,92.52192
2.605,88.85306501,92.46105
2.606,88.84689357,92.63227
2.607,88.84071106,92.49664
2.608,88.83451797,92.62548
2.609,88.8283148,92.56838
2.61,88.82210205,92.74671
2.611,88.8158802,92.256
2.612,88.80964976,92.69623
2.613,88.80341121,92.67456
2.614,88.79716505,92.76147
2.615,88.79091175,92.74234
2.616,88.78465182,92.52306
2.617,88.77838573,92.55119
2.618,88.77211398,92.50004
2.619,88.76583704,92.45139
2.62,88.75955541,92.53726
2.621,88.75326956,92.68307
2.622,88.74697998,92.42089
2.623,88.74068715,92.50529
2.624,88.73439154,92.71607
2.625,88.72809364,92.60285
2.626,88.72179393,92.926
2.627,88.71549287,92.58732
2.628,88.70919094,92.50872
2.629,88.70288862,92.52974
2.63,88.69658638,92.67218
2.631,88.69028469,92.56394
2.632,88.68398402,92.6882
2.633,88.67768485,92.77797
2.634,88.67138763,92.71855
2.635,88.66509283,92.62655
2.636,88.65880093,92.76396
2.637,88.65251238,92.70914
2.638,88.64622765,92.6977
2.639,88.63994719,92.65081
2.64,88.63367148,92.7422
2.641,88.62740096,92.6771
2.642,88.6211361,92.73927
2.643,88.61487735,92.81631
2.644,88.60862517,92.95869
2.645,88.60238001,92.91166
2.646,88.59614233,92.72061
2.647,88.58991257,92.7682
2.648,88.58369118,92.85422
2.649,88.57747862,92.69931
2.65,88.57127534,92.79623
2.651,88.56508177,92.95789
2.652,88.55889836,92.83553
2.653,88.55272556,92.78792
2.654,88.54656381,92.97845
2.655,88.54041355,92.88895
2.656,88.53427521,93.14135
2.657,88.52814924,92.89306
2.658,88.52203607,92.84224
2.659,88.51593614,93.07157
2.66,88.50984988,92.99632
2.661,88.50377773,92.87254
2.662,88.4977201,92.84773
2.663,88.49167744,92.97541
2.664,88.48565018,93.0479
2.665,88.47963873,92.95454
2.666,88.47364352,93.21136
2.667,88.46766498,93.0721
2.668,88.46170352,93.07266
2.669,88.45575958,92.99653
2.67,88.44983357,93.06224
2.671,88.4439259,93.22971
2.672,88.438037,92.9539
2.673,88.43216727,92.99913
2.674,88.42631713,93.21093
2.675,88.420487,93.3
2.676,88.41467728,93.22702
2.677,88.40888838,93.12449
2.678,88.40312071,93.12507
2.679,88.39737468,93.08135
2.68,88.39165068,93.15295
2.681,88.38594913,93.06654
2.682,88.38027042,93.03707
2.683,88.37461495,93.33149
2.684,88.36898312,93.29518
2.685,88.36337533,93.243
2.686,88.35779198,93.33127
2.687,88.35223344,93.12918
2.688,88.34670013,93.3281
2.689,88.34119242,93.32133
2.69,88.33571071,93.32063
2.691,88.33025538,93.23183
2.692,88.32482682,93.41469
2.693,88.31942542,93.34803
2.694,88.31405155,93.37813
2.695,88.30870559,93.31943
2.696,88.30338793,93.27375
2.697,88.29809894,93.41142
2.698,88.292839,93.54148
2.699,88.28760849,93.47006
2.7,88.28240777,93.5323
2.701,88.27723721,93.60411
2.702,88.27209719,93.65345
2.703,88.26698807,93.57323
2.704,88.26191022,93.46093
2.705,88.25686401,93.51432
2.706,88.25184979,93.68075
2.707,88.24686793,93.63943
2.708,88.24191879,93.61919
2.709,88.23700272,93.62695
2.71,88.23212008,93.57236
2.711,88.22727123,93.48931
2.712,88.22245652,94.02321
2.713,88.21767629,93.78894
2.714,88.21293091,93.4992
2.715,88.20822071,93.83683
2.716,88.20354604,93.65632
2.717,88.19890726,93.89678
2.718,88.19430469,93.50759
2.719,88.18973868,93.63333
2.72,88.18520957,93.86625
2.721,88.1807177,93.84084
2.722,88.17626341,93.80141
2.723,88.17184702,93.87753
2.724,88.16746888,93.84624
2.725,88.1631293,93.93438
2.726,88.15882863,93.71627
2.727,88.15456718,93.76715
2.728,88.15034529,93.86831
2.729,88.14616327,93.97775
2.73,88.14202146,93.81863
2.731,88.13792016,93.96104
2.732,88.13385971,94.05971
2.733,88.12984041,93.98499
2.734,88.12586258,93.82534
2.735,88.12192654,93.82617
2.736,88.11803259,93.94975
2.737,88.11418105,94.02185
2.738,88.11037223,93.9896
2.739,88.10660643,94.0913
2.74,88.10288395,94.24198
2.741,88.09920511,94.02932
2.742,88.09557019,94.212
2.743,88.09197951,94.04031
2.744,88.08843336,94.07898
2.745,88.08493203,94.00036
2.746,88.08147583,94.16555
2.747,88.07806503,94.17949
2.748,88.07469994,94.30853
2.749,88.07138084,94.02159
2.75,88.06810803,94.40028
2.751,88.06488177,94.25549
2.752,88.06170237,94.19023
2.753,88.0585701,94.07871
2.754,88.05548524,94.36331
2.755,88.05244808,94.38117
2.756,88.04945888,94.39251
2.757,88.04651792,94.39179
2.758,88.04362548,94.30782
2.759,88.04078183,94.29664
2.76,88.03798723,94.32739
2.761,88.03524196,94.56925
2.762,88.03254629,94.38533
2.763,88.02990047,94.41684
2.764,88.02730476,94.48567
2.765,88.02475944,94.31246
2.766,88.02226477,94.5406
2.767,88.01982098,94.48247
2.768,88.01742835,94.59815
2.769,88.01508713,94.61322
2.77,88.01279757,94.59567
2.771,88.01055992,94.49266
2.772,88.00837442,94.693
2.773,88.00624133,94.55432
2.774,88.0041609,94.83534
2.775,88.00213335,94.75324
2.776,88.00015894,94.74318
2.777,87.99823791,94.61066
2.778,87.99637049,94.67431
2.779,87.99455693,95.00174
2.78,87.99279744,94.56206
2.781,87.99109228,94.89824
2.782,87.98944167,94.96224
2.783,87.98784583,94.83482
2.784,87.986305,94.66122
2.785,87.9848194,94.89233
2.786,87.98338926,94.86251
2.787,87.98201479,94.89908
2.788,87.98069623,94.68103
2.789,87.97943378,94.7862
2.79,87.97822767,94.89875
2.791,87.97707811,95.01109
2.792,87.97598531,95.25131
2.793,87.97494949,94.9719
2.794,87.97397086,94.97703
2.795,87.97304962,95.03222
2.796,87.97218598,95.21109
2.797,87.97138015,95.16833
2.798,87.97063232,95.07337
2.799,87.96994271,95.12288
2.8,87.96931151,95.41358
2.801,87.96873892,95.25023
2.802,87.96822514,95.01256
2.803,87.96777035,94.99996
2.804,87.96737475,95.26431
2.805,87.96703854,94.96482
2.806,87.96676191,95.49226
2.807,87.96654503,95.57074
2.808,87.9663881,95.33887
2.809,87.9662913,95.70709
2.81,87.96625482,95.44047
2.811,87.96627883,95.56615
2.812,87.96636351,95.30447
2.813,87.96650905,95.6024
2.814,87.96671561,95.24887
2.815,87.96698337,95.41101
2.816,87.9673125,95.40512
2.817,87.96770318,95.51058
2.818,87.96815558,95.51152
2.819,87.96866985,95.82437
2.82,87.96924616,95.66664
2.821,87.96988469,95.5038
2.822,87.97058559,95.8118
2.823,87.97134902,95.43284
2.824,87.97217514,95.61104
2.825,87.97306411,95.75687
2.826,87.97401609,95.78151
2.827,87.97503122,95.63083
2.828,87.97610966,95.84021
2.829,87.97725156,95.90695
2.83,87.97845707,95.43953
2.831,87.97972634,95.76121
2.832,87.98105951,95.67646
2.833,87.98245673,95.96634
2.834,87.98391813,95.8213
2.835,87.98544387,95.82006
2.836,87.98703407,95.90969
2.837,87.98868887,96.07688
2.838,87.99040842,95.95285
2.839,87.99219284,95.93845
2.84,87.99404227,95.88213
2.841,87.99595684,96.13653
2.842,87.99793668,96.20985
2.843,87.99998191,96.54561
2.844,88.00209266,96.10881
2.845,88.00426906,95.89496
2.846,88.00651123,96.05491
2.847,88.00881928,96.12461
2.848,88.01119335,96.29295
2.849,88.01363354,96.39131
2.85,88.01613998,96.22901
2.851,88.01871278,96.36885
2.852,88.02135205,96.38371
2.853,88.0240579,96.2379
2.854,88.02683044,96.17105
2.855,88.02966979,96.50802
2.856,88.03257605,96.31154
2.857,88.03554932,96.3485
2.858,88.03858971,96.42818
2.859,88.04169732,96.42854
2.86,88.04487226,96.75937
2.861,88.04811461,96.45195
2.862,88.05142448,96.5308
2.863,88.05480197,96.59108
2.864,88.05824717,96.32863
2.865,88.06176017,96.64359
2.866,88.06534106,96.37748
2.867,88.06898994,96.91591
2.868,88.07270689,96.62681
2.869,88.076492,96.81467
2.87,88.08034536,96.52239
2.871,88.08426704,96.9787
2.872,88.08825714,96.94499
2.873,88.09231573,96.96622
2.874,88.09644289,96.81199
2.875,88.1006387,96.80938
2.876,88.10490324,96.89737
2.877,88.10923658,96.79453
2.878,88.1136388,96.80179
2.879,88.11810996,97.01067
2.88,88.12265015,97.03514
2.881,88.12725942,97.14238
2.882,88.13193785,97.01448
2.883,88.13668549,97.07492
2.884,88.14150243,97.11414
