Freq [GHz],S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
2.896,-21.9539671,-3.808217256,-3.140248674,-21.13382729
2.897,-21.93883655,-3.81122517,-3.138858072,-21.10646165
2.898,-21.92354648,-3.814245998,-3.137464629,-21.07913477
2.899,-21.90809694,-3.817279789,-3.136068365,-21.05184637
2.9,-21.89248803,-3.820326589,-3.134669303,-21.02459614
2.901,-21.87671985,-3.823386444,-3.133267463,-20.99738378
2.902,-21.86079251,-3.826459401,-3.131862867,-20.97020898
2.903,-21.84470616,-3.829545509,-3.130455536,-20.94307146
2.904,-21.82846097,-3.832644814,-3.129045493,-20.91597091
2.905,-21.8120571,-3.835757364,-3.12763276,-20.88890705
2.906,-21.79549477,-3.838883208,-3.126217358,-20.86187958
2.907,-21.77877419,-3.842022393,-3.12479931,-20.83488821
2.908,-21.7618956,-3.845174969,-3.123378638,-20.80793266
2.909,-21.74485925,-3.848340985,-3.121955365,-20.78101264
2.91,-21.72766543,-3.851520488,-3.120529514,-20.75412787
2.911,-21.71031443,-3.854713529,-3.119101107,-20.72727806
2.912,-21.69280656,-3.857920158,-3.117670168,-20.70046294
2.913,-21.67514215,-3.861140424,-3.11623672,-20.67368223
2.914,-21.65732155,-3.864374378,-3.114800787,-20.64693564
2.915,-21.63934514,-3.867622069,-3.113362391,-20.62022292
2.916,-21.62121329,-3.870883549,-3.111921557,-20.59354378
2.917,-21.60292642,-3.874158868,-3.110478309,-20.56689795
2.918,-21.58448494,-3.877448078,-3.10903267,-20.54028517
2.919,-21.56588929,-3.880751231,-3.107584665,-20.51370516
2.92,-21.54713994,-3.884068377,-3.106134318,-20.48715766
2.921,-21.52823735,-3.88739957,-3.104681654,-20.46064242
2.922,-21.50918201,-3.89074486,-3.103226697,-20.43415915
2.923,-21.48997444,-3.894104302,-3.101769473,-20.40770761
2.924,-21.47061515,-3.897477947,-3.100310006,-20.38128754
2.925,-21.4511047,-3.90086585,-3.098848322,-20.35489867
2.926,-21.43144363,-3.904268063,-3.097384445,-20.32854075
2.927,-21.41163252,-3.907684639,-3.095918403,-20.30221354
2.928,-21.39167195,-3.911115634,-3.09445022,-20.27591677
2.929,-21.37156254,-3.914561101,-3.092979922,-20.24965019
2.93,-21.35130491,-3.918021095,-3.091507536,-20.22341357
2.931,-21.33089967,-3.921495671,-3.090033087,-20.19720664
2.932,-21.3103475,-3.924984884,-3.088556603,-20.17102916
2.933,-21.28964905,-3.928488788,-3.087078109,-20.1448809
2.934,-21.268805,-3.932007441,-3.085597634,-20.1187616
2.935,-21.24781604,-3.935540898,-3.084115203,-20.09267102
2.936,-21.22668288,-3.939089215,-3.082630844,-20.06660893
2.937,-21.20540624,-3.942652448,-3.081144584,-20.04057509
2.938,-21.18398685,-3.946230656,-3.079656451,-20.01456926
2.939,-21.16242547,-3.949823894,-3.078166473,-19.9885912
2.94,-21.14072285,-3.953432221,-3.076674678,-19.96264069
2.941,-21.11887976,-3.957055694,-3.075181093,-19.93671749
2.942,-21.09689699,-3.960694371,-3.073685748,-19.91082137
2.943,-21.07477534,-3.964348311,-3.07218867,-19.8849521
2.944,-21.05251561,-3.968017572,-3.070689889,-19.85910945
2.945,-21.03011863,-3.971702214,-3.069189433,-19.8332932
2.946,-21.00758522,-3.975402295,-3.067687331,-19.80750313
2.947,-20.98491623,-3.979117876,-3.066183613,-19.781739
2.948,-20.96211252,-3.982849016,-3.064678309,-19.75600061
2.949,-20.93917494,-3.986595776,-3.063171447,-19.73028772
2.95,-20.91610438,-3.990358216,-3.061663058,-19.70460012
2.951,-20.89290171,-3.994136396,-3.060153173,-19.67893759
2.952,-20.86956783,-3.997930379,-3.05864182,-19.65329992
2.953,-20.84610364,-4.001740226,-3.057129032,-19.62768689
2.954,-20.82251005,-4.005565999,-3.055614838,-19.60209829
2.955,-20.79878799,-4.009407759,-3.05409927,-19.5765339
2.956,-20.77493838,-4.01326557,-3.052582358,-19.55099352
2.957,-20.75096217,-4.017139494,-3.051064135,-19.52547694
2.958,-20.72686029,-4.021029595,-3.049544631,-19.49998395
2.959,-20.7026337,-4.024935935,-3.048023878,-19.47451434
2.96,-20.67828337,-4.028858579,-3.046501909,-19.44906791
2.961,-20.65381025,-4.032797591,-3.044978755,-19.42364445
2.962,-20.62921533,-4.036753035,-3.04345445,-19.39824376
2.963,-20.60449958,-4.040724977,-3.041929025,-19.37286565
2.964,-20.579664,-4.044713481,-3.040402514,-19.34750991
2.965,-20.55470957,-4.048718613,-3.038874949,-19.32217634
2.966,-20.5296373,-4.052740439,-3.037346365,-19.29686474
2.967,-20.50444819,-4.056779025,-3.035816794,-19.27157493
2.968,-20.47914325,-4.060834438,-3.03428627,-19.2463067
2.969,-20.4537235,-4.064906744,-3.032754827,-19.22105987
2.97,-20.42818995,-4.068996012,-3.0312225,-19.19583424
2.971,-20.40254363,-4.073102307,-3.029689323,-19.17062961
2.972,-20.37678557,-4.0772257,-3.02815533,-19.14544581
2.973,-20.3509168,-4.081366257,-3.026620557,-19.12028264
2.974,-20.32493836,-4.085524047,-3.025085038,-19.09513992
2.975,-20.29885128,-4.08969914,-3.02354881,-19.07001746
2.976,-20.27265661,-4.093891605,-3.022011907,-19.04491508
2.977,-20.24635539,-4.098101512,-3.020474365,-19.01983258
2.978,-20.21994868,-4.102328931,-3.018936221,-18.9947698
2.979,-20.19343752,-4.106573932,-3.01739751,-18.96972655
2.98,-20.16682296,-4.110836587,-3.01585827,-18.94470266
2.981,-20.14010606,-4.115116966,-3.014318538,-18.91969793
2.982,-20.11328788,-4.119415141,-3.012778349,-18.89471221
2.983,-20.08636947,-4.123731185,-3.011237742,-18.8697453
2.984,-20.0593519,-4.12806517,-3.009696754,-18.84479704
2.985,-20.03223622,-4.132417167,-3.008155423,-18.81986725
2.986,-20.00502349,-4.136787252,-3.006613787,-18.79495577
2.987,-19.97771477,-4.141175496,-3.005071883,-18.77006241
2.988,-19.95031114,-4.145581975,-3.003529752,-18.74518701
2.989,-19.92281364,-4.150006761,-3.001987431,-18.72032941
2.99,-19.89522334,-4.154449931,-3.00044496,-18.69548943
2.991,-19.8675413,-4.158911559,-2.998902378,-18.67066691
2.992,-19.83976859,-4.163391721,-2.997359724,-18.64586168
2.993,-19.81190626,-4.167890492,-2.995817038,-18.62107358
2.994,-19.78395537,-4.172407949,-2.994274361,-18.59630244
2.995,-19.75591698,-4.176944169,-2.992731733,-18.57154812
2.996,-19.72779216,-4.181499228,-2.991189194,-18.54681043
2.997,-19.69958194,-4.186073204,-2.989646785,-18.52208923
2.998,-19.6712874,-4.190666175,-2.988104547,-18.49738436
2.999,-19.64290958,-4.195278219,-2.986562523,-18.47269566
3,-19.61444953,-4.199909415,-2.985020753,-18.44802297
3.001,-19.5859083,-4.204559842,-2.98347928,-18.42336614
3.002,-19.55728693,-4.20922958,-2.981938145,-18.39872502
3.003,-19.52858648,-4.213918709,-2.980397392,-18.37409945
3.004,-19.49980797,-4.218627308,-2.978857063,-18.34948928
3.005,-19.47095246,-4.223355459,-2.977317201,-18.32489437
3.006,-19.44202097,-4.228103243,-2.97577785,-18.30031455
3.007,-19.41301453,-4.232870742,-2.974239053,-18.27574969
3.008,-19.38393418,-4.237658038,-2.972700854,-18.25119964
3.009,-19.35478094,-4.242465213,-2.971163297,-18.22666425
3.01,-19.32555583,-4.24729235,-2.969626428,-18.20214338
3.011,-19.29625988,-4.252139532,-2.96809029,-18.17763688
3.012,-19.26689409,-4.257006844,-2.966554929,-18.15314461
3.013,-19.23745947,-4.261894369,-2.96502039,-18.12866643
3.014,-19.20795704,-4.266802193,-2.963486719,-18.1042022
3.015,-19.1783878,-4.2717304,-2.961953962,-18.07975177
3.016,-19.14875274,-4.276679076,-2.960422165,-18.05531502
3.017,-19.11905285,-4.281648307,-2.958891375,-18.03089181
3.018,-19.08928914,-4.286638179,-2.957361638,-18.00648199
3.019,-19.05946258,-4.29164878,-2.955833002,-17.98208544
3.02,-19.02957415,-4.296680197,-2.954305515,-17.95770201
3.021,-18.99962482,-4.301732517,-2.952779223,-17.93333158
3.022,-18.96961558,-4.306805829,-2.951254176,-17.90897402
3.023,-18.93954738,-4.311900222,-2.949730421,-17.88462919
3.024,-18.90942119,-4.317015785,-2.948208008,-17.86029696
3.025,-18.87923796,-4.322152607,-2.946686985,-17.83597721
3.026,-18.84899863,-4.327310779,-2.945167402,-17.81166981
3.027,-18.81870416,-4.332490391,-2.943649308,-17.78737463
3.028,-18.78835549,-4.337691535,-2.942132753,-17.76309155
3.029,-18.75795355,-4.342914302,-2.940617789,-17.73882044
3.03,-18.72749926,-4.348158784,-2.939104464,-17.71456117
3.031,-18.69699355,-4.353425073,-2.937592832,-17.69031363
3.032,-18.66643735,-4.358713263,-2.936082941,-17.6660777
3.033,-18.63583154,-4.364023447,-2.934574846,-17.64185326
3.034,-18.60517706,-4.369355719,-2.933068596,-17.61764017
3.035,-18.57447479,-4.374710174,-2.931564245,-17.59343834
3.036,-18.54372563,-4.380086906,-2.930061845,-17.56924763
3.037,-18.51293046,-4.385486011,-2.92856145,-17.54506794
3.038,-18.48209017,-4.390907585,-2.927063112,-17.52089915
3.039,-18.45120564,-4.396351725,-2.925566885,-17.49674115
3.04,-18.42027774,-4.401818526,-2.924072823,-17.47259382
3.041,-18.38930732,-4.407308088,-2.922580981,-17.44845704
3.042,-18.35829525,-4.412820507,-2.921091413,-17.42433072
3.043,-18.32724238,-4.418355882,-2.919604174,-17.40021473
3.044,-18.29614955,-4.423914313,-2.91811932,-17.37610898
3.045,-18.2650176,-4.429495898,-2.916636906,-17.35201335
3.046,-18.23384737,-4.435100738,-2.915156989,-17.32792774
3.047,-18.20263969,-4.440728933,-2.913679625,-17.30385203
3.048,-18.17139536,-4.446380584,-2.912204871,-17.27978613
3.049,-18.14011521,-4.452055793,-2.910732783,-17.25572993
3.05,-18.10880005,-4.457754662,-2.90926342,-17.23168333
3.051,-18.07745067,-4.463477293,-2.90779684,-17.20764623
3.052,-18.04606788,-4.46922379,-2.9063331,-17.18361852
3.053,-18.01465245,-4.474994256,-2.904872259,-17.15960011
3.054,-17.98320517,-4.480788796,-2.903414377,-17.1355909
3.055,-17.95172682,-4.486607514,-2.901959513,-17.11159079
3.056,-17.92021817,-4.492450515,-2.900507726,-17.08759968
3.057,-17.88867997,-4.498317906,-2.899059077,-17.06361748
3.058,-17.85711299,-4.504209793,-2.897613627,-17.03964409
3.059,-17.82551798,-4.510126282,-2.896171435,-17.01567942
3.06,-17.79389568,-4.516067482,-2.894732564,-16.99172338
3.061,-17.76224682,-4.5220335,-2.893297075,-16.96777587
3.062,-17.73057214,-4.528024444,-2.891865031,-16.94383681
3.063,-17.69887236,-4.534040424,-2.890436493,-16.9199061
3.064,-17.6671482,-4.54008155,-2.889011525,-16.89598366
3.065,-17.63540037,-4.546147932,-2.88759019,-16.8720694
3.066,-17.60362958,-4.55223968,-2.886172551,-16.84816323
3.067,-17.57183653,-4.558356907,-2.884758673,-16.82426506
3.068,-17.5400219,-4.564499723,-2.88334862,-16.80037482
3.069,-17.50818639,-4.570668242,-2.881942458,-16.77649241
3.07,-17.47633067,-4.576862576,-2.88054025,-16.75261776
3.071,-17.44445542,-4.58308284,-2.879142063,-16.72875078
3.072,-17.41256131,-4.589329147,-2.877747964,-16.70489139
3.073,-17.380649,-4.595601613,-2.876358018,-16.68103952
3.074,-17.34871913,-4.601900352,-2.874972293,-16.65719509
3.075,-17.31677237,-4.608225481,-2.873590855,-16.63335801
3.076,-17.28480935,-4.614577116,-2.872213774,-16.60952821
3.077,-17.25283071,-4.620955375,-2.870841116,-16.58570561
3.078,-17.22083708,-4.627360376,-2.869472951,-16.56189015
3.079,-17.18882909,-4.633792235,-2.868109347,-16.53808174
3.08,-17.15680734,-4.640251074,-2.866750375,-16.51428031
3.081,-17.12477246,-4.646737011,-2.865396104,-16.4904858
3.082,-17.09272505,-4.653250166,-2.864046604,-16.46669813
3.083,-17.06066572,-4.65979066,-2.862701946,-16.44291723
3.084,-17.02859504,-4.666358614,-2.861362202,-16.41914303
3.085,-16.99651362,-4.672954151,-2.860027443,-16.39537547
3.086,-16.96442204,-4.679577393,-2.858697742,-16.37161448
3.087,-16.93232086,-4.686228464,-2.85737317,-16.34785999
3.088,-16.90021067,-4.692907486,-2.856053801,-16.32411194
3.089,-16.86809203,-4.699614585,-2.854739709,-16.30037027
3.09,-16.83596549,-4.706349886,-2.853430967,-16.2766349
3.091,-16.80383161,-4.713113514,-2.85212765,-16.25290579
3.092,-16.77169094,-4.719905596,-2.850829833,-16.22918287
3.093,-16.73954402,-4.726726258,-2.849537591,-16.20546608
3.094,-16.70739138,-4.733575628,-2.848250999,-16.18175536
3.095,-16.67523357,-4.740453835,-2.846970135,-16.15805065
3.096,-16.64307109,-4.747361007,-2.845695074,-16.1343519
3.097,-16.61090448,-4.754297273,-2.844425895,-16.11065905
3.098,-16.57873424,-4.761262764,-2.843162674,-16.08697205
3.099,-16.54656089,-4.768257611,-2.84190549,-16.06329085
3.1,-16.51438494,-4.775281945,-2.840654422,-16.03961538
3.101,-16.48220686,-4.782335898,-2.839409549,-16.0159456
3.102,-16.45002718,-4.789419602,-2.83817095,-15.99228146
3.103,-16.41784636,-4.796533191,-2.836938705,-15.96862291
3.104,-16.38566489,-4.8036768,-2.835712895,-15.9449699
3.105,-16.35348326,-4.810850562,-2.834493602,-15.92132239
3.106,-16.32130192,-4.818054612,-2.833280906,-15.89768031
3.107,-16.28912136,-4.825289088,-2.832074891,-15.87404364
3.108,-16.25694203,-4.832554126,-2.830875637,-15.85041233
3.109,-16.22476439,-4.839849862,-2.829683229,-15.82678632
3.11,-16.1925889,-4.847176435,-2.828497751,-15.80316559
3.111,-16.16041599,-4.854533983,-2.827319286,-15.77955008
3.112,-16.12824612,-4.861922646,-2.826147918,-15.75593977
3.113,-16.09607972,-4.869342563,-2.824983734,-15.73233459
3.114,-16.06391723,-4.876793876,-2.823826819,-15.70873453
3.115,-16.03175907,-4.884276725,-2.822677258,-15.68513954
3.116,-15.99960566,-4.891791252,-2.821535139,-15.66154959
3.117,-15.96745744,-4.899337601,-2.82040055,-15.63796463
3.118,-15.93531481,-4.906915914,-2.819273577,-15.61438464
3.119,-15.90317818,-4.914526336,-2.818154309,-15.59080958
3.12,-15.87104796,-4.92216901,-2.817042834,-15.56723943
3.121,-15.83892454,-4.929844083,-2.815939243,-15.54367413
3.122,-15.80680834,-4.937551701,-2.814843626,-15.52011368
3.123,-15.77469973,-4.945292009,-2.813756072,-15.49655803
3.124,-15.74259912,-4.953065157,-2.812676672,-15.47300717
3.125,-15.71050687,-4.960871291,-2.811605519,-15.44946105
3.126,-15.67842338,-4.968710561,-2.810542704,-15.42591966
3.127,-15.64634901,-4.976583116,-2.80948832,-15.40238297
3.128,-15.61428415,-4.984489106,-2.80844246,-15.37885096
3.129,-15.58222915,-4.992428682,-2.807405219,-15.3553236
3.13,-15.55018438,-5.000401996,-2.806376689,-15.33180087
3.131,-15.51815021,-5.0084092,-2.805356967,-15.30828275
3.132,-15.48612697,-5.016450447,-2.804346148,-15.28476922
3.133,-15.45411504,-5.024525891,-2.803344327,-15.26126026
3.134,-15.42211475,-5.032635686,-2.802351602,-15.23775585
3.135,-15.39012646,-5.040779987,-2.80136807,-15.21425598
3.136,-15.35815049,-5.04895895,-2.800393828,-15.19076062
3.137,-15.32618719,-5.057172731,-2.799428974,-15.16726977
3.138,-15.29423689,-5.065421488,-2.798473609,-15.14378341
3.139,-15.26229992,-5.073705378,-2.79752783,-15.12030152
3.14,-15.2303766,-5.082024561,-2.796591739,-15.0968241
3.141,-15.19846726,-5.090379195,-2.795665437,-15.07335113
3.142,-15.16657222,-5.09876944,-2.794749023,-15.0498826
3.143,-15.13469179,-5.107195458,-2.793842601,-15.02641851
3.144,-15.10282628,-5.115657409,-2.792946273,-15.00295885
3.145,-15.07097601,-5.124155456,-2.792060141,-14.9795036
3.146,-15.03914127,-5.132689762,-2.791184311,-14.95605277
3.147,-15.00732237,-5.141260489,-2.790318885,-14.93260636
3.148,-14.97551961,-5.149867804,-2.78946397,-14.90916434
3.149,-14.94373328,-5.158511869,-2.78861967,-14.88572673
3.15,-14.91196368,-5.167192852,-2.787786092,-14.86229352
3.151,-14.88021109,-5.175910919,-2.786963342,-14.83886471
3.152,-14.84847581,-5.184666236,-2.786151529,-14.81544031
3.153,-14.8167581,-5.193458971,-2.785350759,-14.79202031
3.154,-14.78505826,-5.202289294,-2.784561143,-14.76860471
3.155,-14.75337657,-5.211157373,-2.783782788,-14.74519352
3.156,-14.72171329,-5.220063379,-2.783015806,-14.72178675
3.157,-14.69006869,-5.229007481,-2.782260306,-14.6983844
3.158,-14.65844305,-5.237989852,-2.7815164,-14.67498647
3.159,-14.62683663,-5.247010663,-2.7807842,-14.65159298
3.16,-14.5952497,-5.256070088,-2.780063819,-14.62820394
3.161,-14.56368251,-5.265168299,-2.779355369,-14.60481934
3.162,-14.53213533,-5.274305471,-2.778658964,-14.58143922
3.163,-14.5006084,-5.283481779,-2.77797472,-14.55806357
3.164,-14.46910198,-5.292697399,-2.77730275,-14.53469241
3.165,-14.43761632,-5.301952507,-2.776643172,-14.51132575
3.166,-14.40615167,-5.311247279,-2.7759961,-14.48796361
3.167,-14.37470826,-5.320581894,-2.775361653,-14.46460601
3.168,-14.34328636,-5.32995653,-2.774739949,-14.44125296
3.169,-14.31188618,-5.339371367,-2.774131105,-14.41790449
3.17,-14.28050798,-5.348826583,-2.773535242,-14.3945606
3.171,-14.24915199,-5.35832236,-2.772952478,-14.37122133
3.172,-14.21781843,-5.367858879,-2.772382935,-14.34788669
3.173,-14.18650755,-5.377436321,-2.771826733,-14.32455671
3.174,-14.15521956,-5.38705487,-2.771283995,-14.30123141
3.175,-14.1239547,-5.396714708,-2.770754842,-14.27791081
3.176,-14.09271319,-5.406416019,-2.7702394,-14.25459495
3.177,-14.06149525,-5.416158989,-2.76973779,-14.23128384
3.178,-14.0303011,-5.425943802,-2.769250139,-14.20797752
3.179,-13.99913096,-5.435770645,-2.76877657,-14.18467601
3.18,-13.96798505,-5.445639704,-2.768317212,-14.16137935
3.181,-13.93686357,-5.455551166,-2.767872189,-14.13808757
3.182,-13.90576674,-5.465505219,-2.767441631,-14.1148007
3.183,-13.87469478,-5.475502053,-2.767025664,-14.09151877
3.184,-13.84364788,-5.485541856,-2.766624418,-14.06824182
3.185,-13.81262625,-5.495624818,-2.766238022,-14.04496988
3.186,-13.78163011,-5.505751131,-2.765866608,-14.02170299
3.187,-13.75065964,-5.515920984,-2.765510305,-13.99844119
3.188,-13.71971506,-5.526134571,-2.765169246,-13.97518452
3.189,-13.68879656,-5.536392084,-2.764843563,-13.95193301
3.19,-13.65790434,-5.546693715,-2.76453339,-13.92868671
3.191,-13.62703859,-5.55703966,-2.76423886,-13.90544567
3.192,-13.59619951,-5.567430111,-2.763960108,-13.88220991
3.193,-13.56538728,-5.577865265,-2.76369727,-13.85897949
3.194,-13.53460211,-5.588345317,-2.763450482,-13.83575446
3.195,-13.50384419,-5.598870463,-2.76321988,-13.81253486
3.196,-13.47311368,-5.6094409,-2.763005603,-13.78932073
3.197,-13.4424108,-5.620056825,-2.762807789,-13.76611213
3.198,-13.41173571,-5.630718437,-2.762626576,-13.74290911
3.199,-13.3810886,-5.641425935,-2.762462106,-13.71971171
3.2,-13.35046966,-5.652179517,-2.762314518,-13.69651999
3.201,-13.31987906,-5.662979383,-2.762183955,-13.673334
3.202,-13.28931699,-5.673825734,-2.762070557,-13.6501538
3.203,-13.25878362,-5.684718771,-2.761974469,-13.62697944
3.204,-13.22827913,-5.695658695,-2.761895834,-13.60381098
3.205,-13.19780369,-5.706645708,-2.761834796,-13.58064847
3.206,-13.16735748,-5.717680012,-2.761791501,-13.55749198
3.207,-13.13694066,-5.728761811,-2.761766095,-13.53434156
3.208,-13.10655343,-5.739891309,-2.761758724,-13.51119728
3.209,-13.07619593,-5.751068709,-2.761769536,-13.48805919
3.21,-13.04586834,-5.762294216,-2.76179868,-13.46492736
3.211,-13.01557084,-5.773568035,-2.761846304,-13.44180185
3.212,-12.98530358,-5.784890372,-2.761912559,-13.41868273
3.213,-12.95506673,-5.796261433,-2.761997595,-13.39557007
3.214,-12.92486046,-5.807681424,-2.762101564,-13.37246392
3.215,-12.89468494,-5.819150552,-2.762224618,-13.34936437
3.216,-12.86454031,-5.830669024,-2.762366909,-13.32627148
3.217,-12.83442676,-5.842237049,-2.762528593,-13.30318532
3.218,-12.80434443,-5.853854835,-2.762709823,-13.28010596
3.219,-12.77429349,-5.86552259,-2.762910755,-13.25703348
3.22,-12.74427409,-5.877240523,-2.763131545,-13.23396794
3.221,-12.7142864,-5.889008844,-2.76337235,-13.21090943
3.222,-12.68433057,-5.900827763,-2.763633328,-13.18785802
3.223,-12.65440676,-5.912697489,-2.763914638,-13.16481379
3.224,-12.62451513,-5.924618234,-2.764216439,-13.14177682
3.225,-12.59465582,-5.936590207,-2.764538892,-13.11874718
3.226,-12.564829,-5.948613621,-2.764882157,-13.09572495
3.227,-12.53503481,-5.960688686,-2.765246396,-13.07271023
3.228,-12.50527341,-5.972815615,-2.765631772,-13.04970308
3.229,-12.47554496,-5.984994619,-2.766038449,-13.0267036
3.23,-12.44584959,-5.997225911,-2.76646659,-13.00371187
3.231,-12.41618747,-6.009509703,-2.766916361,-12.98072798
3.232,-12.38655875,-6.021846208,-2.767387928,-12.95775201
3.233,-12.35696356,-6.034235638,-2.767881458,-12.93478404
3.234,-12.32740206,-6.046678208,-2.768397118,-12.91182418
3.235,-12.29787441,-6.05917413,-2.768935076,-12.88887252
3.236,-12.26838073,-6.071723617,-2.769495503,-12.86592913
3.237,-12.2389212,-6.084326884,-2.770078567,-12.84299412
3.238,-12.20949594,-6.096984144,-2.77068444,-12.82006758
3.239,-12.1801051,-6.109695611,-2.771313293,-12.7971496
3.24,-12.15074884,-6.122461499,-2.771965299,-12.77424029
3.241,-12.12142729,-6.135282021,-2.772640631,-12.75133973
3.242,-12.0921406,-6.148157392,-2.773339464,-12.72844802
3.243,-12.06288891,-6.161087826,-2.774061973,-12.70556527
3.244,-12.03367237,-6.174073537,-2.774808333,-12.68269158
3.245,-12.00449112,-6.187114739,-2.77557872,-12.65982704
3.246,-11.9753453,-6.200211645,-2.776373314,-12.63697177
3.247,-11.94623505,-6.21336447,-2.777192291,-12.61412585
3.248,-11.91716052,-6.226573427,-2.778035831,-12.5912894
3.249,-11.88812185,-6.239838731,-2.778904114,-12.56846253
3.25,-11.85911918,-6.253160593,-2.779797322,-12.54564534
3.251,-11.83015264,-6.266539229,-2.780715635,-12.52283793
3.252,-11.80122239,-6.279974851,-2.781659236,-12.50004043
3.253,-11.77232855,-6.293467672,-2.782628308,-12.47725293
3.254,-11.74347127,-6.307017905,-2.783623036,-12.45447555
3.255,-11.7146507,-6.320625762,-2.784643605,-12.4317084
3.256,-11.68586696,-6.334291455,-2.785690201,-12.4089516
3.257,-11.65712019,-6.348015196,-2.78676301,-12.38620525
3.258,-11.62841055,-6.361797196,-2.78786222,-12.36346949
3.259,-11.59973816,-6.375637667,-2.788988019,-12.34074441
3.26,-11.57110316,-6.389536819,-2.790140597,-12.31803014
3.261,-11.54250569,-6.403494861,-2.791320143,-12.2953268
3.262,-11.51394589,-6.417512005,-2.792526849,-12.27263451
3.263,-11.4854239,-6.431588458,-2.793760906,-12.24995339
3.264,-11.45693985,-6.44572443,-2.795022507,-12.22728356
3.265,-11.42849388,-6.459920128,-2.796311845,-12.20462515
3.266,-11.40008613,-6.47417576,-2.797629115,-12.18197827
3.267,-11.37171674,-6.488491532,-2.798974511,-12.15934306
3.268,-11.34338585,-6.502867651,-2.80034823,-12.13671964
3.269,-11.31509358,-6.517304321,-2.801750468,-12.11410813
3.27,-11.28684008,-6.531801747,-2.803181423,-12.09150867
3.271,-11.25862549,-6.546360132,-2.804641294,-12.06892139
3.272,-11.23044993,-6.560979681,-2.806130279,-12.04634641
3.273,-11.20231356,-6.575660593,-2.807648579,-12.02378387
3.274,-11.1742165,-6.590403071,-2.809196395,-12.0012339
3.275,-11.14615889,-6.605207314,-2.810773928,-11.97869663
3.276,-11.11814087,-6.620073521,-2.812381381,-11.9561722
3.277,-11.09016257,-6.63500189,-2.814018958,-11.93366075
3.278,-11.06222414,-6.649992618,-2.815686862,-11.91116241
3.279,-11.0343257,-6.6650459,-2.8173853,-11.88867731
3.28,-11.0064674,-6.680161931,-2.819114476,-11.8662056
3.281,-10.97864937,-6.695340904,-2.820874598,-11.84374742
3.282,-10.95087174,-6.71058301,-2.822665872,-11.82130291
3.283,-10.92313466,-6.725888441,-2.824488508,-11.79887221
3.284,-10.89543826,-6.741257385,-2.826342715,-11.77645546
3.285,-10.86778268,-6.756690029,-2.828228702,-11.75405281
3.286,-10.84016805,-6.77218656,-2.830146681,-11.7316644
3.287,-10.81259451,-6.787747163,-2.832096862,-11.70929038
3.288,-10.7850622,-6.803372019,-2.834079459,-11.68693089
3.289,-10.75757126,-6.819061311,-2.836094685,-11.66458608
3.29,-10.73012182,-6.834815218,-2.838142754,-11.64225611
3.291,-10.70271402,-6.850633917,-2.84022388,-11.61994112
3.292,-10.67534799,-6.866517584,-2.842338279,-11.59764126
3.293,-10.64802388,-6.882466393,-2.844486169,-11.57535668
3.294,-10.62074182,-6.898480516,-2.846667765,-11.55308754
3.295,-10.59350195,-6.914560122,-2.848883286,-11.53083399
3.296,-10.56630441,-6.93070538,-2.851132951,-11.50859619
3.297,-10.53914933,-6.946916454,-2.853416979,-11.48637429
3.298,-10.51203686,-6.963193509,-2.855735591,-11.46416844
3.299,-10.48496712,-6.979536704,-2.858089009,-11.44197881
3.3,-10.45794027,-6.9959462,-2.860477453,-11.41980556
3.301,-10.43095643,-7.01242215,-2.862901146,-11.39764884
3.302,-10.40401575,-7.02896471,-2.865360313,-11.37550881
3.303,-10.37711837,-7.04557403,-2.867855178,-11.35338564
3.304,-10.35026442,-7.062250258,-2.870385964,-11.33127949
3.305,-10.32345404,-7.078993541,-2.872952899,-11.30919051
3.306,-10.29668737,-7.095804019,-2.875556209,-11.28711889
3.307,-10.26996456,-7.112681834,-2.878196121,-11.26506477
3.308,-10.24328573,-7.129627121,-2.880872863,-11.24302833
3.309,-10.21665104,-7.146640015,-2.883586663,-11.22100974
3.31,-10.19006062,-7.163720645,-2.886337752,-11.19900915
3.311,-10.16351461,-7.18086914,-2.88912636,-11.17702675
3.312,-10.13701315,-7.198085622,-2.891952717,-11.15506269
3.313,-10.11055638,-7.215370213,-2.894817055,-11.13311716
3.314,-10.08414444,-7.232723028,-2.897719607,-11.11119031
3.315,-10.05777748,-7.250144182,-2.900660605,-11.08928233
3.316,-10.03145563,-7.267633783,-2.903640284,-11.06739339
3.317,-10.00517904,-7.285191937,-2.906658879,-11.04552366
3.318,-9.978947843,-7.302818746,-2.909716623,-11.02367331
3.319,-9.952762186,-7.320514308,-2.912813754,-11.00184252
3.32,-9.926622209,-7.338278716,-2.915950508,-10.98003147
3.321,-9.900528055,-7.35611206,-2.919127122,-10.95824034
3.322,-9.874479866,-7.374014424,-2.922343834,-10.9364693
3.323,-9.848477785,-7.391985889,-2.925600883,-10.91471853
3.324,-9.822521953,-7.410026532,-2.928898508,-10.89298821
3.325,-9.796612514,-7.428136422,-2.932236949,-10.87127852
3.326,-9.770749611,-7.446315628,-2.935616446,-10.84958965
3.327,-9.744933387,-7.46456421,-2.939037242,-10.82792177
3.328,-9.719163986,-7.482882225,-2.942499577,-10.80627507
3.329,-9.693441551,-7.501269725,-2.946003695,-10.78464973
3.33,-9.667766226,-7.519726756,-2.949549838,-10.76304594
3.331,-9.642138156,-7.538253359,-2.953138251,-10.74146388
