"Freq [GHz]","re(S(1,1)) [] - patch_length='24mm' probe_feed_x='5.8mm'","im(S(1,1)) [] - patch_length='24mm' probe_feed_x='5.8mm'"
2.297,-0.848498375861199,0.499072439374949
2.298,-0.848153451523678,0.499571336155977
2.299,-0.847807611843993,0.500070635978478
2.3,-0.847460852787193,0.500570340089724
2.301,-0.84711317029343,0.501070449738971
2.302,-0.846764560277775,0.501570966177441
2.303,-0.846415018630029,0.502071890658297
2.304,-0.846064541214537,0.502573224436628
2.305,-0.845713123869994,0.503074968769416
2.306,-0.84536076240926,0.503577124915525
2.307,-0.845007452619157,0.504079694135675
2.308,-0.844653190260284,0.504582677692413
2.309,-0.844297971066813,0.505086076850093
2.31,-0.843941790746293,0.505589892874854
2.311,-0.843584644979448,0.506094127034589
2.312,-0.843226529419979,0.506598780598923
2.313,-0.842867439694357,0.507103854839185
2.314,-0.842507371401613,0.507609351028382
2.315,-0.842146320113144,0.508115270441168
2.316,-0.841784281372488,0.508621614353822
2.317,-0.841421250695124,0.509128384044212
2.318,-0.841057223568253,0.509635580791772
2.319,-0.840692195450587,0.510143205877463
2.32,-0.840326161772128,0.510651260583753
2.321,-0.839959117933958,0.511159746194574
2.322,-0.839591059308006,0.511668663995301
2.323,-0.839221981236835,0.51217801527271
2.324,-0.838851879033415,0.512687801314946
2.325,-0.838480747980894,0.513198023411493
2.326,-0.838108583332374,0.513708682853134
2.327,-0.837735380310676,0.514219780931916
2.328,-0.837361134108112,0.514731318941115
2.329,-0.836985839886246,0.515243298175195
2.33,-0.83660949277566,0.515755719929776
2.331,-0.836232087875714,0.516268585501586
2.332,-0.835853620254307,0.516781896188426
2.333,-0.835474084947631,0.517295653289132
2.334,-0.835093476959929,0.517809858103528
2.335,-0.834711791263242,0.518324511932384
2.336,-0.834329022797167,0.518839616077376
2.337,-0.833945166468601,0.519355171841038
2.338,-0.833560217151483,0.51987118052672
2.339,-0.833174169686547,0.52038764343854
2.34,-0.832787018881054,0.520904561881335
2.341,-0.832398759508536,0.521421937160617
2.342,-0.832009386308531,0.521939770582522
2.343,-0.831618893986318,0.522458063453758
2.344,-0.831227277212647,0.522976817081559
2.345,-0.830834530623472,0.523496032773625
2.346,-0.830440648819673,0.52401571183808
2.347,-0.830045626366785,0.524535855583406
2.348,-0.829649457794716,0.525056465318397
2.349,-0.829252137597469,0.525577542352098
2.35,-0.828853660232859,0.526099087993747
2.351,-0.828454020122226,0.526621103552722
2.352,-0.828053211650147,0.527143590338475
2.353,-0.827651229164147,0.527666549660471
2.354,-0.827248066974401,0.528189982828134
2.355,-0.826843719353442,0.528713891150776
2.356,-0.82643818053586,0.529238275937534
2.357,-0.826031444718001,0.529763138497308
2.358,-0.825623506057664,0.530288480138688
2.359,-0.82521435867379,0.530814302169891
2.36,-0.824803996646155,0.531340605898691
2.361,-0.824392414015056,0.531867392632343
2.362,-0.823979604780996,0.532394663677518
2.363,-0.823565562904364,0.532922420340224
2.364,-0.823150282305114,0.533450663925735
2.365,-0.822733756862442,0.53397939573851
2.366,-0.822315980414457,0.534508617082119
2.367,-0.821896946757848,0.535038329259165
2.368,-0.821476649647557,0.535568533571195
2.369,-0.821055082796433,0.53609923131863
2.37,-0.820632239874902,0.53663042380067
2.371,-0.820208114510617,0.537162112315216
2.372,-0.819782700288115,0.537694298158778
2.373,-0.819355990748465,0.538226982626391
2.374,-0.81892797938892,0.53876016701152
2.375,-0.818498659662558,0.539293852605974
2.376,-0.818068024977919,0.539828040699806
2.377,-0.817636068698653,0.540362732581221
2.378,-0.817202784143143,0.540897929536481
2.379,-0.816768164584142,0.541433632849802
2.38,-0.816332203248398,0.541969843803254
2.381,-0.815894893316279,0.542506563676663
2.382,-0.815456227921392,0.543043793747499
2.383,-0.8150162001502,0.543581535290778
2.384,-0.814574803041637,0.544119789578948
2.385,-0.814132029586712,0.54465855788178
2.386,-0.813687872728123,0.545197841466258
2.387,-0.813242325359852,0.545737641596461
2.388,-0.812795380326764,0.546277959533451
2.389,-0.812347030424209,0.546818796535152
2.39,-0.811897268397601,0.54736015385623
2.391,-0.811446086942015,0.54790203274797
2.392,-0.810993478701765,0.548444434458153
2.393,-0.810539436269985,0.548987360230923
2.394,-0.810083952188202,0.549530811306667
2.395,-0.809627018945906,0.550074788921876
2.396,-0.809168628980124,0.550619294309013
2.397,-0.808708774674975,0.551164328696379
2.398,-0.808247448361234,0.551709893307966
2.399,-0.807784642315881,0.552255989363328
2.4,-0.807320348761657,0.552802618077425
2.401,-0.806854559866609,0.553349780660486
2.402,-0.806387267743629,0.553897478317851
2.403,-0.805918464449991,0.554445712249829
2.404,-0.80544814198689,0.554994483651535
2.405,-0.804976292298962,0.55554379371274
2.406,-0.804502907273817,0.556093643617702
2.407,-0.804027978741549,0.556644034545015
2.408,-0.803551498474261,0.557194967667432
2.409,-0.803073458185565,0.557746444151704
2.41,-0.802593849530096,0.558298465158404
2.411,-0.802112664103008,0.558851031841756
2.412,-0.801629893439471,0.559404145349456
2.413,-0.801145529014163,0.559957806822489
2.414,-0.800659562240758,0.560512017394947
2.415,-0.800171984471401,0.561066778193844
2.416,-0.799682786996192,0.561622090338921
2.417,-0.799191961042654,0.562177954942453
2.418,-0.798699497775197,0.562734373109059
2.419,-0.798205388294584,0.563291345935488
2.42,-0.797709623637382,0.563848874510428
2.421,-0.797212194775416,0.56440695991429
2.422,-0.796713092615216,0.564965603218997
2.423,-0.796212307997449,0.565524805487778
2.424,-0.795709831696363,0.566084567774935
2.425,-0.795205654419213,0.566644891125631
2.426,-0.79469976680568,0.567205776575658
2.427,-0.794192159427295,0.567767225151212
2.428,-0.793682822786848,0.568329237868652
2.429,-0.793171747317798,0.568891815734266
2.43,-0.792658923383671,0.569454959744023
2.431,-0.792144341277453,0.570018670883336
2.432,-0.791627991220986,0.570582950126801
2.433,-0.791109863364344,0.571147798437944
2.434,-0.790589947785217,0.571713216768962
2.435,-0.790068234488276,0.57227920606046
2.436,-0.789544713404541,0.572845767241179
2.437,-0.789019374390742,0.573412901227723
2.438,-0.788492207228669,0.57398060892428
2.439,-0.787963201624516,0.574548891222341
2.44,-0.787432347208226,0.575117749000407
2.441,-0.786899633532823,0.575687183123702
2.442,-0.786365050073735,0.576257194443867
2.443,-0.785828586228121,0.576827783798665
2.444,-0.785290231314181,0.577398952011663
2.445,-0.78474997457046,0.577970699891927
2.446,-0.784207805155156,0.578543028233691
2.447,-0.783663712145405,0.579115937816048
2.448,-0.783117684536573,0.579689429402603
2.449,-0.782569711241536,0.580263503741145
2.45,-0.782019781089947,0.580838161563304
2.451,-0.781467882827507,0.581413403584202
2.452,-0.780914005115217,0.581989230502096
2.453,-0.780358136528635,0.582565642998022
2.454,-0.779800265557117,0.583142641735429
2.455,-0.779240380603051,0.5837202273598
2.456,-0.778678469981087,0.584298400498278
2.457,-0.778114521917358,0.584877161759278
2.458,-0.777548524548692,0.585456511732095
2.459,-0.77698046592182,0.586036450986503
2.46,-0.776410333992568,0.586616980072353
2.461,-0.775838116625054,0.587198099519155
2.462,-0.775263801590864,0.587779809835659
2.463,-0.774687376568228,0.58836211150943
2.464,-0.774108829141184,0.588945005006408
2.465,-0.773528146798737,0.589528490770469
2.466,-0.772945316934007,0.590112569222975
2.467,-0.772360326843368,0.590697240762314
2.468,-0.771773163725583,0.591282505763434
2.469,-0.771183814680923,0.591868364577373
2.47,-0.770592266710288,0.59245481753077
2.471,-0.769998506714305,0.593041864925383
2.472,-0.769402521492433,0.593629507037581
2.473,-0.768804297742045,0.594217744117843
2.474,-0.768203822057511,0.594806576390242
2.475,-0.767601080929266,0.595396004051913
2.476,-0.766996060742874,0.595986027272526
2.477,-0.766388747778073,0.596576646193739
2.478,-0.765779128207824,0.597167860928645
2.479,-0.765167188097341,0.597759671561212
2.48,-0.764552913403115,0.598352078145706
2.481,-0.763936289971923,0.598945080706115
2.482,-0.76331730353984,0.59953867923555
2.483,-0.762695939731225,0.600132873695651
2.484,-0.76207218405771,0.600727664015964
2.485,-0.761446021917169,0.601323050093329
2.486,-0.760817438592689,0.601919031791233
2.487,-0.760186419251516,0.602515608939178
2.488,-0.759552948944001,0.603112781332012
2.489,-0.758917012602534,0.603710548729272
2.49,-0.758278595040464,0.6043089108545
2.491,-0.757637680951012,0.604907867394546
2.492,-0.756994254906168,0.60550741799888
2.493,-0.756348301355587,0.60610756227886
2.494,-0.755699804625465,0.606708299807015
2.495,-0.755048748917401,0.607309630116304
2.496,-0.754395118307262,0.607911552699355
2.497,-0.753738896744025,0.60851406700771
2.498,-0.75308006804861,0.609117172451037
2.499,-0.752418615912703,0.609720868396338
2.5,-0.751754523897567,0.61032515416715
2.501,-0.751087775432841,0.610930029042712
2.502,-0.750418353815326,0.61153549225714
2.503,-0.749746242207763,0.612141542998573
2.504,-0.749071423637591,0.612748180408306
2.505,-0.748393880995705,0.613355403579919
2.506,-0.747713597035188,0.613963211558374
2.507,-0.747030554370043,0.614571603339106
2.508,-0.746344735473903,0.615180577867101
2.509,-0.745656122678731,0.615790134035951
2.51,-0.744964698173516,0.616400270686896
2.511,-0.744270444002939,0.617010986607845
2.512,-0.74357334206604,0.617622280532389
2.513,-0.742873374114872,0.618234151138789
2.514,-0.742170521753127,0.618846597048947
2.515,-0.74146476643477,0.619459616827361
2.516,-0.74075608946264,0.620073208980065
2.517,-0.74004447198705,0.620687371953544
2.518,-0.739329895004372,0.621302104133626
2.519,-0.738612339355599,0.621917403844379
2.52,-0.737891785724903,0.622533269346953
2.521,-0.737168214638177,0.623149698838429
2.522,-0.736441606461562,0.623766690450638
2.523,-0.735711941399954,0.624384242248958
2.524,-0.734979199495505,0.625002352231092
2.525,-0.734243360626109,0.625621018325829
2.526,-0.733504404503866,0.626240238391769
2.527,-0.73276231067354,0.626860010216047
2.528,-0.732017058510994,0.627480331513014
2.529,-0.731268627221615,0.628101199922907
2.53,-0.730516995838728,0.628722613010494
2.531,-0.729762143221982,0.629344568263692
2.532,-0.729004048055734,0.629967063092157
2.533,-0.728242688847409,0.630590094825864
2.534,-0.727478043925847,0.631213660713647
2.535,-0.726710091439637,0.631837757921717
2.536,-0.725938809355432,0.632462383532161
2.537,-0.725164175456248,0.633087534541398
2.538,-0.724386167339745,0.633713207858635
2.539,-0.723604762416502,0.634339400304262
2.54,-0.72281993790826,0.634966108608251
2.541,-0.722031670846165,0.635593329408501
2.542,-0.721239938068975,0.63622105924917
2.543,-0.720444716221276,0.63684929457897
2.544,-0.719645981751654,0.637478031749433
2.545,-0.71884371091087,0.63810726701315
2.546,-0.71803787975001,0.638736996521971
2.547,-0.717228464118621,0.639367216325181
2.548,-0.71641543966282,0.639997922367643
2.549,-0.7155987818234,0.640629110487897
2.55,-0.714778465833916,0.641260776416242
2.551,-0.713954466718737,0.641892915772771
2.552,-0.713126759291106,0.642525524065378
2.553,-0.712295318151159,0.643158596687725
2.554,-0.711460117683943,0.643792128917175
2.555,-0.710621132057411,0.644426115912689
2.556,-0.709778335220383,0.64506055271269
2.557,-0.708931700900527,0.645695434232867
2.558,-0.708081202602276,0.646330755263976
2.559,-0.707226813604763,0.646966510469567
2.56,-0.706368506959716,0.647602694383698
2.561,-0.70550625548935,0.648239301408581
2.562,-0.704640031784218,0.648876325812214
2.563,-0.703769808201078,0.649513761725947
2.564,-0.702895556860702,0.650151603142023
2.565,-0.702017249645701,0.650789843911055
2.566,-0.701134858198307,0.65142847773948
2.567,-0.700248353918144,0.652067498186953
2.568,-0.699357707959987,0.652706898663694
2.569,-0.698462891231493,0.653346672427793
2.57,-0.697563874390916,0.653986812582467
2.571,-0.696660627844804,0.654627312073262
2.572,-0.695753121745672,0.65526816368521
2.573,-0.694841325989663,0.65590936003993
2.574,-0.69392521021419,0.65655089359268
2.575,-0.693004743795549,0.657192756629361
2.576,-0.69207989584652,0.657834941263451
2.577,-0.691150635213952,0.658477439432902
2.578,-0.690216930476321,0.659120242896971
2.579,-0.689278749941278,0.659763343232992
2.58,-0.688336061643159,0.660406731833099
2.581,-0.687388833340509,0.661050399900882
2.582,-0.686437032513549,0.66169433844798
2.583,-0.685480626361653,0.662338538290623
2.584,-0.684519581800787,0.662982990046106
2.585,-0.683553865460945,0.663627684129191
2.586,-0.682583443683549,0.664272610748457
2.587,-0.681608282518848,0.664917759902575
2.588,-0.680628347723278,0.665563121376524
2.589,-0.679643604756824,0.666208684737724
2.59,-0.678654018780349,0.666854439332113
2.591,-0.677659554652908,0.667500374280145
2.592,-0.67666017692905,0.668146478472718
2.593,-0.675655849856087,0.668792740567028
2.594,-0.674646537371364,0.669439148982344
2.595,-0.673632203099495,0.670085691895707
2.596,-0.672612810349587,0.670732357237561
2.597,-0.671588322112451,0.671379132687286
2.598,-0.670558701057789,0.672026005668663
2.599,-0.669523909531361,0.672672963345253
2.6,-0.668483909552149,0.67331999261569
2.601,-0.667438662809488,0.673967080108886
2.602,-0.666388130660191,0.674614212179157
2.603,-0.665332274125653,0.67526137490125
2.604,-0.664271053888938,0.675908554065286
2.605,-0.663204430291861,0.676555735171602
2.606,-0.662132363332038,0.677202903425512
2.607,-0.661054812659929,0.677850043731958
2.608,-0.659971737575876,0.678497140690071
2.609,-0.658883097027109,0.67914417858763
2.61,-0.657788849604752,0.679791141395424
2.611,-0.656688953540805,0.680438012761497
2.612,-0.655583366705127,0.681084776005309
2.613,-0.654472046602388,0.681731414111765
2.614,-0.653354950369033,0.682377909725153
2.615,-0.652232034770206,0.68302424514297
2.616,-0.651103256196691,0.683670402309615
2.617,-0.64996857066182,0.684316362809991
2.618,-0.64882793379839,0.684962107862977
2.619,-0.64768130085556,0.685607618314775
2.62,-0.646528626695739,0.686252874632147
2.621,-0.645369865791473,0.686897856895516
2.622,-0.644204972222324,0.687542544791951
2.623,-0.643033899671736,0.688186917608012
2.624,-0.641856601423906,0.688830954222468
2.625,-0.640673030360643,0.689474633098883
2.626,-0.639483138958229,0.690117932278063
2.627,-0.63828687928427,0.69076082937036
2.628,-0.637084202994557,0.691403301547844
2.629,-0.635875061329913,0.69204532553632
2.63,-0.634659405113054,0.692686877607202
2.631,-0.633437184745439,0.693327933569239
2.632,-0.632208350204134,0.693968468760086
2.633,-0.630972851038675,0.69460845803772
2.634,-0.629730636367929,0.695247875771697
2.635,-0.628481654876983,0.695886695834247
2.636,-0.627225854814011,0.696524891591208
2.637,-0.625963183987178,0.697162435892787
2.638,-0.62469358976154,0.69779930106416
2.639,-0.623417019055957,0.698435458895883
2.64,-0.622133418340028,0.69907088063414
2.641,-0.620842733631031,0.699705536970807
2.642,-0.619544910490889,0.700339398033329
2.643,-0.618239894023151,0.700972433374414
2.644,-0.616927628869996,0.701604611961533
2.645,-0.615608059209257,0.702235902166232
2.646,-0.614281128751475,0.702866271753239
2.647,-0.612946780736974,0.703495687869379
2.648,-0.61160495793297,0.704124117032274
2.649,-0.610255602630709,0.704751525118846
2.65,-0.608898656642641,0.705377877353597
2.651,-0.607534061299629,0.706003138296682
2.652,-0.606161757448193,0.706627271831757
2.653,-0.604781685447808,0.707250241153602
2.654,-0.603393785168222,0.707872008755522
2.655,-0.601997995986853,0.708492536416512
2.656,-0.600594256786209,0.70911178518818
2.657,-0.599182505951372,0.709729715381446
2.658,-0.597762681367541,0.710346286552977
2.659,-0.596334720417623,0.710961457491385
2.66,-0.594898559979899,0.71157518620317
2.661,-0.593454136425748,0.712187429898399
2.662,-0.592001385617446,0.712798144976129
2.663,-0.590540242906028,0.713407287009561
2.664,-0.589070643129248,0.714014810730917
2.665,-0.587592520609595,0.714620670016047
2.666,-0.586105809152408,0.715224817868752
2.667,-0.584610442044088,0.715827206404817
2.668,-0.583106352050384,0.716427786835759
2.669,-0.581593471414793,0.717026509452272
2.67,-0.580071731857068,0.71762332360737
2.671,-0.578541064571809,0.718218177699235
2.672,-0.577001400227203,0.718811019153734
2.673,-0.575452668963846,0.719401794406633
2.674,-0.573894800393724,0.719990448885481
2.675,-0.572327723599294,0.720576926991171
2.676,-0.570751367132724,0.721161172079158
2.677,-0.56916565901526,0.721743126440349
2.678,-0.567570526736744,0.722322731281638
2.679,-0.565965897255294,0.722899926706094
2.68,-0.564351696997137,0.723474651692794
2.681,-0.562727851856606,0.724046844076291
2.682,-0.561094287196331,0.72461644052571
2.683,-0.55945092784759,0.72518337652348
2.684,-0.557797698110866,0.725747586343671
2.685,-0.556134521756592,0.726309003029959
2.686,-0.554461322026107,0.726867558373185
2.687,-0.552778021632833,0.727423182888525
2.688,-0.55108454276366,0.727975805792248
2.689,-0.549380807080567,0.728525354978069
2.69,-0.547666735722504,0.729071756993073
2.691,-0.545942249307497,0.729614937013228
2.692,-0.54420726793503,0.730154818818458
2.693,-0.542461711188696,0.73069132476728
2.694,-0.540705498139124,0.731224375771003
2.695,-0.538938547347207,0.731753891267465
2.696,-0.537160776867628,0.732279789194325
2.697,-0.535372104252694,0.732801985961888
2.698,-0.533572446556519,0.733320396425452
2.699,-0.531761720339521,0.733834933857189
2.7,-0.529939841673288,0.734345509917537
2.701,-0.528106726145803,0.734852034626102
2.702,-0.526262288867047,0.735354416332064
2.703,-0.524406444474998,0.735852561684078
2.704,-0.522539107142036,0.736346375599671
2.705,-0.520660190581764,0.736835761234114
2.706,-0.518769608056278,0.737320619948773
2.707,-0.516867272383882,0.737800851278935
2.708,-0.514953095947269,0.738276352901097
2.709,-0.513026990702198,0.7387470205997
2.71,-0.511088868186666,0.739212748233333
2.711,-0.509138639530606,0.739673427700371
2.712,-0.507176215466127,0.740128948904048
2.713,-0.505201506338286,0.740579199716971
2.714,-0.503214422116496,0.741024065945053
2.715,-0.501214872406463,0.741463431290876
2.716,-0.499202766462796,0.741897177316451
2.717,-0.497178013202219,0.74232518340541
2.718,-0.495140521217471,0.742747326724578
2.719,-0.493090198791881,0.743163482184966
2.72,-0.491026953914649,0.743573522402132
2.721,-0.488950694296845,0.743977317655958
2.722,-0.486861327388206,0.744374735849783
2.723,-0.484758760394667,0.744765642468935
2.724,-0.482642900296721,0.745149900538626
2.725,-0.480513653868628,0.745527370581226
2.726,-0.478370927698448,0.745897910572898
2.727,-0.476214628209006,0.7462613758996
2.728,-0.474044661679749,0.746617619312442
2.729,-0.471860934269557,0.746966490882415
2.73,-0.469663352040548,0.747307837954457
2.731,-0.46745182098288,0.747641505100891
2.732,-0.465226247040604,0.747967334074204
2.733,-0.462986536138597,0.748285163759184
2.734,-0.460732594210604,0.748594830124406
2.735,-0.458464327228426,0.748896166173068
2.736,-0.456181641232309,0.74918900189319
2.737,-0.453884442362521,0.74947316420715
2.738,-0.45157263689223,0.749748476920593
2.739,-0.449246131261645,0.750014760670685
2.74,-0.446904832113527,0.750271832873738
2.741,-0.44454864633005,0.7505195076722
2.742,-0.442177481071111,0.75075759588101
2.743,-0.439791243814101,0.750985904933337
2.744,-0.437389842395173,0.751204238825699
2.745,-0.434973185052081,0.751412398062478
2.746,-0.432541180468627,0.751610179599829
2.747,-0.430093737820738,0.751797376788997
2.748,-0.427630766824274,0.751973779319071
2.749,-0.425152177784561,0.752139173159146
2.75,-0.422657881647744,0.752293340499952
2.751,-0.420147790053984,0.752436059694932
2.752,-0.41762181539258,0.752567105200797
2.753,-0.415079870859033,0.752686247517581
2.754,-0.412521870514157,0.752793253128199
2.755,-0.409947729345249,0.752887884437546
2.756,-0.407357363329407,0.752969899711142
2.757,-0.404750689499047,0.753039053013368
2.758,-0.402127626009672,0.753095094145285
2.759,-0.399488092209964,0.753137768582106
2.76,-0.396832008714284,0.753166817410313
2.761,-0.394159297477577,0.753181977264475
2.762,-0.391469881872854,0.753182980263784
2.763,-0.388763686771206,0.753169553948354
2.764,-0.386040638624514,0.753141421215322
2.765,-0.383300665550858,0.753098300254788
2.766,-0.38054369742273,0.753039904485631
2.767,-0.37776966595813,0.75296594249126
2.768,-0.374978504814585,0.752876117955345
2.769,-0.372170149686189,0.752770129597566
2.77,-0.369344538403762,0.752647671109456
2.771,-0.366501611038149,0.752508431090377
2.772,-0.363641310006783,0.752352092983699
2.773,-0.36076358018359,0.75217833501325
2.774,-0.357868369012275,0.751986830120096
2.775,-0.354955626623126,0.751777245899723
2.776,-0.352025305953384,0.751549244539708
2.777,-0.349077362871253,0.751302482757944
2.778,-0.346111756303677,0.751036611741508
2.779,-0.343128448367921,0.750751277086266
2.78,-0.340127404507065,0.750446118737298
2.781,-0.337108593629502,0.750120770930247
2.782,-0.334071988252501,0.74977486213368
2.783,-0.331017564649942,0.749408014992593
2.784,-0.327945303004324,0.749019846273144
2.785,-0.32485518756306,0.748609966808751
2.786,-0.321747206799257,0.748177981447663
2.787,-0.318621353576963,0.747723489002146
2.788,-0.315477625321029,0.747246082199403
2.789,-0.312316024191648,0.746745347634384
2.79,-0.309136557263647,0.746220865724614
2.791,-0.305939236710652,0.745672210667211
2.792,-0.302724079994156,0.745098950398232
2.793,-0.299491110057606,0.744500646554539
2.794,-0.296240355525594,0.743876854438322
2.795,-0.29297185090819,0.743227122984503
2.796,-0.289685636810527,0.742550994731165
2.797,-0.286381760147716,0.741848005793234
2.798,-0.2830602743651,0.741117685839592
2.799,-0.279721239664022,0.74035955807386
2.8,-0.27636472323305,0.739573139219031
2.801,-0.272990799484805,0.738757939506217
2.802,-0.269599550298418,0.737913462667725
2.803,-0.266191065267663,0.737039205934707
2.804,-0.262765441954818,0.736134660039648
2.805,-0.259322786150308,0.735199309223939
2.806,-0.255863212138122,0.734232631250812
2.807,-0.252386842967116,0.73323409742393
2.808,-0.248893810728123,0.732203172611896
2.809,-0.245384256836972,0.731139315278998
2.81,-0.241858332323366,0.730041977522499
2.811,-0.238316198125657,0.728910605116778
2.812,-0.234758025391486,0.72774463756466
2.813,-0.231183995784281,0.726543508156275
2.814,-0.227594301795559,0.725306644035782
2.815,-0.223989147063051,0.724033466276329
2.816,-0.220368746694528,0.722723389963603
2.817,-0.216733327597305,0.721375824288364
2.818,-0.213083128813341,0.719990172648332
2.819,-0.209418401859851,0.718565832759841
2.82,-0.205739411075292,0.717102196779647
2.821,-0.202046433970662,0.715598651437332
2.822,-0.198339761585891,0.714054578178695
2.823,-0.194619698851285,0.712469353320607
2.824,-0.190886564953724,0.710842348217719
2.825,-0.187140693707531,0.709172929441535
2.826,-0.183382433929727,0.707460458972253
2.827,-0.179612149819487,0.705704294403878
2.828,-0.175830221341521,0.703903789163067
2.829,-0.172037044613129,0.702058292742189
2.83,-0.168233032294547,0.70016715094707
2.831,-0.164418613982424,0.698229706159959
2.832,-0.160594236605887,0.696245297618157
2.833,-0.156760364824957,0.694213261708841
2.834,-0.152917481430842,0.692132932280583
2.835,-0.149066087747693,0.690003640972063
2.836,-0.14520670403535,0.687824717558478
2.837,-0.141339869892598,0.685595490316175
2.838,-0.137466144660355,0.683315286405962
2.839,-0.133586107824307,0.680983432275678
2.84,-0.129700359416315,0.678599254082429
2.841,-0.125809520414005,0.676162078135055
2.842,-0.121914233137853,0.673671231357268
2.843,-0.118015161645071,0.671126041771963
2.844,-0.114112992119531,0.668525839007133
2.845,-0.110208433256952,0.665869954823906
2.846,-0.106302216644507,0.66315772366703
2.847,-0.102395097134033,0.660388483238371
2.848,-0.0984878532078473,0.657561575093686
2.849,-0.094581287336313,0.654676345263147
2.85,-0.0906762263260849,0.651732144895916
2.851,-0.0867735216580396,0.648728330929141
2.852,-0.0828740498138041,0.645664266781636
2.853,-0.0789787125897433,0.642539323072538
2.854,-0.0750884373972283,0.639352878365145
2.855,-0.0712041775480309,0.63610431993618
2.856,-0.0673269125234899,0.632793044570555
2.857,-0.063457648226245,0.62941845938182
2.858,-0.0595974172131472,0.625979982658305
2.859,-0.0557472789079387,0.622477044734969
2.86,-0.0519083197923466,0.618909088890923
2.861,-0.0480816535740609,0.615275572272519
2.862,-0.0442684213301079,0.611575966841794
2.863,-0.040469791624103,0.607809760350082
2.864,-0.0366869605957872,0.603976457336464
2.865,-0.0329211520212288,0.600075580150649
2.866,-0.0291736173420757,0.596106669999864
2.867,-0.0254456356621777,0.592069288019178
2.868,-0.0217385137098944,0.587963016364636
2.869,-0.0180535857643764,0.583787459328493
2.87,-0.0143922135440763,0.579542244475696
2.871,-0.0107557860557851,0.575227023800746
2.872,-0.00714571940240938,0.570841474903884
2.873,-0.00356345654775525,0.5663853021855
2.874,-1.04670365396187E-005,0.561858238057511
2.875,0.00351175333206499,0.557260044170392
2.876,0.0070016828791421,0.552590512654374
2.877,0.0104577744706696,0.54784946737324
2.878,0.0138784559938043,0.543036765189021
2.879,0.0172621308864383,0.538152297235769
2.88,0.0206071787216598,0.533195990200447
2.881,0.0239119558486885,0.528167807608871
2.882,0.0271747960917704,0.523067751114501
2.883,0.0303940115085106,0.517895861787731
2.884,0.0335678932089933,0.512652221403242
2.885,0.0366947122369718,0.507336953722805
2.886,0.0397727205143668,0.501950225770797
2.887,0.0428001518501079,0.49649224909965
2.888,0.0457752230143469,0.490963281042177
2.889,0.0486961348789003,0.485363625947731
2.89,0.051561073624643,0.479693636398963
2.891,0.054368212016414,0.47395371440588
2.892,0.0571157107459437,0.468144312573699
2.893,0.0598017198429882,0.462265935241052
2.894,0.0624243801548605,0.456319139584771
2.895,0.0649818248941847,0.450304536687666
2.896,0.0674721812546752,0.444222792565355
2.897,0.0698935720944189,0.438074629148345
2.898,0.0722441176859771,0.431860825215363
2.899,0.0745219375324127,0.425582217273941
2.9,0.076725152248067,0.41923970038425
2.901,0.0788518855027361,0.412834228922053
2.902,0.080900266027619,0.406366817276699
2.903,0.0828684296811145,0.399838540480158
2.904,0.0847545215724042,0.393250534762852
2.905,0.0865566982403514,0.386603998032423
2.906,0.0882731298850898,0.379900190271341
2.907,0.0899020026493486,0.373140433849399
2.908,0.0914415209463025,0.366326113747363
2.909,0.0928899098304672,0.359458677687932
2.91,0.0942454174078707,0.352539636170391
2.911,0.0955063172814928,0.345570562405554
2.912,0.096670911027647,0.33855309214759
2.913,0.0977375306987698,0.33148892341962
2.914,0.0987045413477829,0.324379816130193
2.915,0.0995703435689742,0.317227591577799
2.916,0.100333376050084,0.310034131841098
2.917,0.100992118130049,0.302801379052547
2.918,0.101545092356679,0.295531334553475
2.919,0.101990867038284,0.288226057929076
2.92,0.102328058783133,0.280887665921874
2.921,0.102555335020419,0.273518331222781
2.922,0.10267141649628,0.266120281139051
2.923,0.102675079738281,0.258695796138876
2.924,0.102565159481676,0.251247208272818
2.925,0.10234055105066,0.243776899472442
2.926,0.102000212687776,0.236287299727223
2.927,0.101543167824622,0.228780885140957
2.928,0.100968507286961,0.221260175869486
2.929,0.100275391427413,0.213727733941888
2.93,0.0994630521789259,0.206186160967804
2.931,0.0985307950222732,0.198638095733841
2.932,0.0974780008610488,0.191086211692759
2.933,0.0963041277976316,0.183533214349068
2.934,0.0950087128038689,0.175981838545651
2.935,0.0935913732804048,0.168434845656002
2.936,0.0920518084987858,0.16089502068736
2.937,0.0903898009207772,0.153365169300231
2.938,0.0886052173896175,0.145848114750355
2.939,0.0866980101882131,0.13834669475927
2.94,0.0846682179597337,0.130863758320393
2.941,0.0825159664862803,0.123402162447336
2.942,0.0802414693218872,0.115964768871947
2.943,0.0778450282764053,0.108554440699576
2.944,0.0753270337473115,0.101174039029345
2.945,0.072687964896977,0.0938264195475135
2.946,0.0699283896733739,0.0865144291021707
2.947,0.0670489646726953,0.079240902267478
2.948,0.0640504348429394,0.0720086579062216
2.949,0.0609336330279327,0.0648204957389791
2.95,0.0576994793518584,0.0576791929286671
2.951,0.0543489804448997,0.0505875006891218
2.952,0.0508832285110791,0.0435481409262352
2.953,0.0473034002399704,0.0365638029202588
2.954,0.0436107555644554,0.0296371400577521
2.955,0.0398066362671938,0.0227707666213357
2.956,0.0358924644391265,0.0159672546456716
2.957,0.0318697407935519,0.00922913084727068
