Freq [GHz],S11 (dB)_HFSS,S11 (dB)_milled,S11 (dB)_z0lver
2.159,-20.04529198,-14.407691,-11.13719165
2.16,-20.0182832,-14.451185,-11.10896731
2.161,-19.99127493,-14.464377,-11.08074568
2.162,-19.9642671,-14.519371,-11.05257108
2.163,-19.93725964,-14.492341,-11.0244164
2.164,-19.91025245,-14.535973,-10.9962808
2.165,-19.88324548,-14.468031,-10.9681697
2.166,-19.85623865,-14.5339,-10.94009024
2.167,-19.82923188,-14.520419,-10.9120184
2.168,-19.8022251,-14.517103,-10.88396408
2.169,-19.77521825,-14.53208,-10.85596353
2.17,-19.74821124,-14.528711,-10.82796901
2.171,-19.72120401,-14.540967,-10.79999208
2.172,-19.6941965,-14.592307,-10.7720582
2.173,-19.66718862,-14.560756,-10.7441262
2.174,-19.64018032,-14.542476,-10.71623459
2.175,-19.61317152,-14.539543,-10.68837283
2.176,-19.58616216,-14.588791,-10.66053482
2.177,-19.55915217,-14.576215,-10.63269728
2.178,-19.53214149,-14.583338,-10.60489915
2.179,-19.50513005,-14.63943,-10.57713345
2.18,-19.47811779,-14.646666,-10.54940441
2.181,-19.45110464,-14.672359,-10.52167864
2.182,-19.42409055,-14.628548,-10.49398102
2.183,-19.39707544,-14.644599,-10.46630812
2.184,-19.37005926,-14.608047,-10.43865912
2.185,-19.34304195,-14.670603,-10.41104921
2.186,-19.31602344,-14.671199,-10.3834606
2.187,-19.28900368,-14.692682,-10.35587235
2.188,-19.26198261,-14.696965,-10.32832651
2.189,-19.23496017,-14.695573,-10.30081794
2.19,-19.20793631,-14.681131,-10.27332738
2.191,-19.18091096,-14.72559,-10.24586487
2.192,-19.15388407,-14.731873,-10.21842706
2.193,-19.12685559,-14.699116,-10.1910024
2.194,-19.09982546,-14.746531,-10.16361074
2.195,-19.07279362,-14.716371,-10.13624793
2.196,-19.04576003,-14.708243,-10.10892292
2.197,-19.01872463,-14.765356,-10.08160541
2.198,-18.99168737,-14.721231,-10.05433055
2.199,-18.9646482,-14.801867,-10.0270722
2.2,-18.93760707,-14.783484,-9.99983692
2.201,-18.91056392,-14.807535,-9.972641682
2.202,-18.88351872,-14.794264,-9.94545655
2.203,-18.8564714,-14.787745,-9.918308963
2.204,-18.82942193,-14.808335,-9.891192403
2.205,-18.80237025,-14.82573,-9.86408764
2.206,-18.77531632,-14.828385,-9.837020278
2.207,-18.74826009,-14.842504,-9.809983061
2.208,-18.72120152,-14.830552,-9.782965635
2.209,-18.69414057,-14.842544,-9.755979106
2.21,-18.66707719,-14.882281,-9.729034458
2.211,-18.64001133,-14.856298,-9.702085156
2.212,-18.61294296,-14.917775,-9.675186327
2.213,-18.58587204,-14.877192,-9.64830491
2.214,-18.55879852,-14.904993,-9.62146826
2.215,-18.53172236,-14.914536,-9.59463887
2.216,-18.50464352,-14.895221,-9.567853338
2.217,-18.47756197,-14.942283,-9.5410674
2.218,-18.45047767,-14.943076,-9.5143399
2.219,-18.42339057,-14.983545,-9.487631309
2.22,-18.39630065,-14.958056,-9.460947039
2.221,-18.36920786,-14.919749,-9.434293976
2.222,-18.34211218,-14.982553,-9.407671296
2.223,-18.31501356,-14.974924,-9.381067524
2.224,-18.28791197,-14.95724,-9.354514593
2.225,-18.26080739,-15.011311,-9.327965325
2.226,-18.23369977,-15.013283,-9.301460671
2.227,-18.20658908,-14.983181,-9.274989162
2.228,-18.1794753,-14.994687,-9.248536442
2.229,-18.1523584,-15.023589,-9.222109293
2.23,-18.12523833,-15.029146,-9.195714424
2.231,-18.09811509,-15.007933,-9.169350272
2.232,-18.07098862,-15.073959,-9.143014547
2.233,-18.04385892,-15.055243,-9.116719074
2.234,-18.01672595,-15.074491,-9.090443746
2.235,-17.98958968,-15.044293,-9.064190061
2.236,-17.9624501,-15.091524,-9.037967595
2.237,-17.93530717,-15.065208,-9.011782888
2.238,-17.90816087,-15.096474,-8.985624843
2.239,-17.88101117,-15.073114,-8.959493431
2.24,-17.85385806,-15.114608,-8.93340901
2.241,-17.82670152,-15.182638,-8.907341613
2.242,-17.79954151,-15.126688,-8.881292009
2.243,-17.77237803,-15.150219,-8.855291302
2.244,-17.74521105,-15.131886,-8.829323434
2.245,-17.71804055,-15.164358,-8.803381856
2.246,-17.69086651,-15.148611,-8.777472272
2.247,-17.66368891,-15.175155,-8.751577448
2.248,-17.63650775,-15.192073,-8.725732389
2.249,-17.60932299,-15.20155,-8.699914119
2.25,-17.58213463,-15.251367,-8.674110541
2.251,-17.55494265,-15.193412,-8.648356389
2.252,-17.52774704,-15.235058,-8.622625336
2.253,-17.50054778,-15.245193,-8.596932159
2.254,-17.47334486,-15.228717,-8.571276035
2.255,-17.44613827,-15.272167,-8.545627428
2.256,-17.41892799,-15.290704,-8.520049328
2.257,-17.39171402,-15.282657,-8.4944661
2.258,-17.36449634,-15.288095,-8.468927997
2.259,-17.33727495,-15.287325,-8.443415428
2.26,-17.31004984,-15.284288,-8.417954641
2.261,-17.28282099,-15.264827,-8.392491604
2.262,-17.25558841,-15.297,-8.367090486
2.263,-17.22835208,-15.284052,-8.341712547
2.264,-17.201112,-15.367553,-8.316372835
2.265,-17.17386816,-15.367926,-8.291061662
2.266,-17.14662057,-15.376698,-8.265768077
2.267,-17.11936921,-15.334336,-8.240526757
2.268,-17.09211408,-15.380205,-8.215311037
2.269,-17.06485518,-15.362816,-8.190136433
2.27,-17.03759251,-15.436961,-8.164974474
2.271,-17.01032607,-15.429829,-8.139860199
2.272,-16.98305586,-15.414557,-8.114784014
2.273,-16.95578188,-15.434952,-8.089723037
2.274,-16.92850412,-15.449584,-8.064700675
2.275,-16.9012226,-15.470243,-8.039740104
2.276,-16.87393731,-15.438316,-8.014779241
2.277,-16.84664826,-15.473859,-7.989865289
2.278,-16.81935545,-15.450003,-7.964987475
2.279,-16.79205889,-15.470933,-7.940126566
2.28,-16.76475857,-15.466627,-7.915314157
2.281,-16.73745452,-15.493068,-7.890540199
2.282,-16.71014673,-15.489285,-7.86579278
2.283,-16.68283522,-15.475065,-7.841078383
2.284,-16.65551998,-15.518661,-7.816396263
2.285,-16.62820104,-15.563596,-7.791754126
2.286,-16.60087839,-15.564955,-7.767143404
2.287,-16.57355206,-15.519336,-7.742578235
2.288,-16.54622204,-15.609744,-7.718029414
2.289,-16.51888836,-15.579716,-7.693518841
2.29,-16.49155103,-15.603456,-7.66904638
2.291,-16.46421005,-15.634288,-7.644611899
2.292,-16.43686545,-15.653087,-7.620220376
2.293,-16.40951724,-15.602384,-7.595845523
2.294,-16.38216543,-15.626952,-7.571519137
2.295,-16.35481004,-15.653171,-7.547226429
2.296,-16.32745109,-15.698047,-7.522968561
2.297,-16.30008859,-15.6544,-7.498732176
2.298,-16.27272257,-15.69027,-7.474543691
2.299,-16.24535304,-15.639163,-7.450392856
2.3,-16.21798002,-15.721777,-7.426283297
2.301,-16.19060353,-15.713007,-7.402198612
2.302,-16.16322359,-15.74897,-7.378145618
2.303,-16.13584023,-15.711381,-7.354140391
2.304,-16.10845347,-15.741377,-7.330175903
2.305,-16.08106333,-15.756785,-7.306231579
2.306,-16.05366984,-15.764915,-7.282340747
2.307,-16.02627302,-15.748681,-7.258479143
2.308,-15.99887289,-15.756485,-7.234650994
2.309,-15.97146949,-15.806973,-7.21086539
2.31,-15.94406283,-15.787644,-7.187116049
2.311,-15.91665295,-15.831313,-7.163386375
2.312,-15.88923988,-15.857285,-7.139714095
2.313,-15.86182364,-15.811662,-7.116069792
2.314,-15.83440427,-15.846526,-7.09246733
2.315,-15.80698179,-15.865864,-7.068896877
2.316,-15.77955624,-15.881503,-7.045375219
2.317,-15.75212764,-15.884345,-7.021878083
2.318,-15.72469604,-15.934001,-6.998423428
2.319,-15.69726146,-15.880109,-6.975011085
2.32,-15.66982394,-15.91046,-6.951637899
2.321,-15.64238351,-15.93031,-6.928287041
2.322,-15.61494022,-15.959708,-6.904985231
2.323,-15.58749408,-15.950676,-6.881702007
2.324,-15.56004515,-15.896407,-6.858477602
2.325,-15.53259347,-15.982042,-6.835298744
2.326,-15.50513906,-15.959183,-6.812149929
2.327,-15.47768197,-15.993218,-6.789033423
2.328,-15.45022223,-16.012325,-6.765953815
2.329,-15.4227599,-16.018869,-6.742932031
2.33,-15.395295,-16.035063,-6.719929279
2.331,-15.36782759,-16.066498,-6.696970002
2.332,-15.3403577,-16.034895,-6.674043566
2.333,-15.31288538,-16.081823,-6.651168414
2.334,-15.28541068,-16.096737,-6.628326965
2.335,-15.25793363,-16.106712,-6.605508724
2.336,-15.23045429,-16.107855,-6.582757397
2.337,-15.20297269,-16.114813,-6.560038189
2.338,-15.17548889,-16.079826,-6.537352144
2.339,-15.14800294,-16.157719,-6.514700296
2.34,-15.12051488,-16.118454,-6.492100784
2.341,-15.09302477,-16.124126,-6.469547678
2.342,-15.06553264,-16.155497,-6.4470192
2.343,-15.03803857,-16.173037,-6.424520964
2.344,-15.01054258,-16.140711,-6.40208906
2.345,-14.98304475,-16.174486,-6.37967916
2.346,-14.95554511,-16.209553,-6.357310363
2.347,-14.92804373,-16.204685,-6.334991492
2.348,-14.90054066,-16.251181,-6.312701031
2.349,-14.87303595,-16.252457,-6.290471328
2.35,-14.84552966,-16.267401,-6.268268619
2.351,-14.81802184,-16.299915,-6.246096174
2.352,-14.79051256,-16.293394,-6.223965007
2.353,-14.76300187,-16.249029,-6.20188936
2.354,-14.73548984,-16.329433,-6.17984354
2.355,-14.7079765,-16.356174,-6.157839596
2.356,-14.68046194,-16.303446,-6.135891669
2.357,-14.65294621,-16.372856,-6.113978626
2.358,-14.62542938,-16.406822,-6.092105823
2.359,-14.59791149,-16.379225,-6.070266539
2.36,-14.57039262,-16.386887,-6.048462842
2.361,-14.54287284,-16.44364,-6.026713116
2.362,-14.5153522,-16.434793,-6.005001899
2.363,-14.48783077,-16.427382,-5.983338801
2.364,-14.46030862,-16.432775,-5.961701975
2.365,-14.43278581,-16.42795,-5.940128057
2.366,-14.40526241,-16.4765,-5.918585501
2.367,-14.37773849,-16.473858,-5.897077428
2.368,-14.35021411,-16.481064,-5.875624097
2.369,-14.32268936,-16.475128,-5.854208129
2.37,-14.29516429,-16.502804,-5.832832588
2.371,-14.26763898,-16.563269,-5.811497311
2.372,-14.2401135,-16.529165,-5.790210647
2.373,-14.21258792,-16.566395,-5.768971322
2.374,-14.18506232,-16.611326,-5.747755832
2.375,-14.15753676,-16.588886,-5.726602165
2.376,-14.13001133,-16.556957,-5.705474169
2.377,-14.1024861,-16.652569,-5.684389666
2.378,-14.07496115,-16.629549,-5.663369477
2.379,-14.04743654,-16.630983,-5.642365087
2.38,-14.01991237,-16.646009,-5.621423546
2.381,-13.9923887,-16.630129,-5.600514289
2.382,-13.96486562,-16.646517,-5.579653867
2.383,-13.9373432,-16.681524,-5.558841027
2.384,-13.90982153,-16.701225,-5.538064155
2.385,-13.88230069,-16.707815,-5.517330362
2.386,-13.85478076,-16.731176,-5.496642567
2.387,-13.82726181,-16.757595,-5.475988207
2.388,-13.79974395,-16.682764,-5.455392875
2.389,-13.77222724,-16.788191,-5.43483782
2.39,-13.74471177,-16.853735,-5.414324929
2.391,-13.71719763,-16.728441,-5.39385403
2.392,-13.6896849,-16.780676,-5.373421891
2.393,-13.66217368,-16.835911,-5.353039558
2.394,-13.63466404,-16.858587,-5.332702748
2.395,-13.60715608,-16.821291,-5.312403158
2.396,-13.57964989,-16.8773,-5.292153798
2.397,-13.55214555,-16.84215,-5.271953437
2.398,-13.52464315,-16.8776,-5.251783722
2.399,-13.4971428,-16.897509,-5.231676733
2.4,-13.46964456,-16.887066,-5.211613103
2.401,-13.44214855,-16.902575,-5.191581634
2.402,-13.41465486,-16.930616,-5.171584212
2.403,-13.38716357,-16.939373,-5.151650646
2.404,-13.35967478,-16.93729,-5.131771671
2.405,-13.33218859,-17.025066,-5.11191226
2.406,-13.30470509,-16.967484,-5.092113039
2.407,-13.27722438,-16.95598,-5.072347991
2.408,-13.24974656,-17.034346,-5.052634775
2.409,-13.22227172,-17.005775,-5.032974147
2.41,-13.19479997,-16.976179,-5.013342257
2.411,-13.16733139,-17.042276,-4.993759636
2.412,-13.13986611,-17.098354,-4.974233911
2.413,-13.1124042,-17.041361,-4.954742324
2.414,-13.08494579,-17.085356,-4.93530623
2.415,-13.05749096,-17.114103,-4.915898095
2.416,-13.03003982,-17.076838,-4.896550896
2.417,-13.00259248,-17.187778,-4.877236203
2.418,-12.97514903,-17.125881,-4.857974245
2.419,-12.94770959,-17.216623,-4.83876189
2.42,-12.92027426,-17.181017,-4.81958927
2.421,-12.89284315,-17.205505,-4.800469715
2.422,-12.86541636,-17.20977,-4.781390492
2.423,-12.837994,-17.23834,-4.762368713
2.424,-12.81057619,-17.237146,-4.743376344
2.425,-12.78316302,-17.192461,-4.724441966
2.426,-12.75575461,-17.246176,-4.705541462
2.427,-12.72835107,-17.243334,-4.686685186
2.428,-12.70095251,-17.298769,-4.667895768
2.429,-12.67355905,-17.300106,-4.649134947
2.43,-12.64617079,-17.310513,-4.630415887
2.431,-12.61878785,-17.340666,-4.611758269
2.432,-12.59141034,-17.343122,-4.593158042
2.433,-12.56403838,-17.383326,-4.574569745
2.434,-12.53667209,-17.352074,-4.556052597
2.435,-12.50931158,-17.411598,-4.537568737
2.436,-12.48195696,-17.398743,-4.519142393
2.437,-12.45460835,-17.381834,-4.500767702
2.438,-12.42726588,-17.439791,-4.482426712
2.439,-12.39992966,-17.457399,-4.464129546
2.44,-12.37259981,-17.457146,-4.445880673
2.441,-12.34527645,-17.445288,-4.427678034
2.442,-12.31795971,-17.485628,-4.409528848
2.443,-12.29064969,-17.515022,-4.391426413
2.444,-12.26334654,-17.517738,-4.373363149
2.445,-12.23605036,-17.493261,-4.355361939
2.446,-12.20876128,-17.524036,-4.337398592
2.447,-12.18147943,-17.519615,-4.319487654
2.448,-12.15420493,-17.597351,-4.301605989
2.449,-12.1269379,-17.548479,-4.2837846
2.45,-12.09967848,-17.670685,-4.266002221
2.451,-12.07242679,-17.628128,-4.248278754
2.452,-12.04518296,-17.605928,-4.230604842
2.453,-12.01794711,-17.6203,-4.212965744
2.454,-11.99071938,-17.576057,-4.195369494
2.455,-11.96349989,-17.678864,-4.177832211
2.456,-11.93628878,-17.749249,-4.160339184
2.457,-11.90908617,-17.698839,-4.142891136
2.458,-11.88189219,-17.750692,-4.125500491
2.459,-11.85470699,-17.744331,-4.108154419
2.46,-11.82753069,-17.709942,-4.090840178
2.461,-11.80036342,-17.811943,-4.073584528
2.462,-11.77320532,-17.796808,-4.05636665
2.463,-11.74605653,-17.814165,-4.039214967
2.464,-11.71891717,-17.847046,-4.022097108
2.465,-11.69178739,-17.867586,-4.005028962
2.466,-11.66466732,-17.86619,-3.988012103
2.467,-11.63755711,-17.830711,-3.97104543
2.468,-11.61045687,-17.848774,-3.954126968
2.469,-11.58336677,-17.92128,-3.9372415
2.47,-11.55628693,-17.8368,-3.92041096
2.471,-11.52921749,-17.95158,-3.903631596
2.472,-11.5021586,-17.899141,-3.886899682
2.473,-11.47511039,-17.964109,-3.870213272
2.474,-11.44807302,-17.99868,-3.853576565
2.475,-11.42104661,-17.929586,-3.836985862
2.476,-11.39403131,-18.006794,-3.820447967
2.477,-11.36702728,-17.996677,-3.803942607
2.478,-11.34003464,-18.079447,-3.78750536
2.479,-11.31305355,-18.08424,-3.771101169
2.48,-11.28608415,-18.084923,-3.754749874
2.481,-11.25912658,-18.107498,-3.738445196
2.482,-11.232181,-18.123064,-3.722188679
2.483,-11.20524755,-18.13168,-3.705984449
2.484,-11.17832638,-18.168367,-3.689815918
2.485,-11.15141764,-18.157087,-3.673700166
2.486,-11.12452147,-18.213192,-3.65763956
2.487,-11.09763802,-18.179941,-3.641625296
2.488,-11.07076745,-18.230537,-3.625648627
2.489,-11.04390991,-18.22381,-3.609727375
2.49,-11.01706554,-18.234156,-3.593845945
2.491,-10.9902345,-18.241451,-3.5780255
2.492,-10.96341695,-18.330465,-3.56224962
2.493,-10.93661303,-18.300901,-3.546518134
2.494,-10.90982289,-18.341242,-3.530835961
2.495,-10.8830467,-18.327814,-3.515193591
2.496,-10.85628461,-18.329378,-3.499611174
2.497,-10.82953677,-18.29929,-3.484066513
2.498,-10.80280333,-18.3319,-3.468572959
2.499,-10.77608446,-18.407757,-3.453126946
2.5,-10.74938031,-18.40559,-3.437735015
2.501,-10.72269104,-18.40641,-3.422386042
2.502,-10.69601681,-18.408243,-3.407095788
2.503,-10.66935777,-18.458813,-3.391833899
2.504,-10.64271409,-18.526588,-3.376631191
2.505,-10.61608592,-18.547243,-3.361476586
2.506,-10.58947343,-18.562767,-3.346368234
2.507,-10.56287677,-18.520424,-3.331307625
2.508,-10.5362961,-18.558365,-3.316287933
2.509,-10.5097316,-18.632498,-3.301317301
2.51,-10.48318341,-18.719414,-3.286403822
2.511,-10.45665171,-18.653984,-3.271528258
2.512,-10.43013665,-18.625027,-3.256701205
2.513,-10.4036384,-18.700224,-3.241926603
2.514,-10.37715713,-18.711555,-3.227205896
2.515,-10.35069299,-18.795004,-3.212515868
2.516,-10.32424616,-18.732674,-3.197894987
2.517,-10.2978168,-18.739597,-3.183298729
2.518,-10.27140507,-18.737049,-3.168762204
2.519,-10.24501115,-18.697939,-3.154272926
2.52,-10.21863519,-18.829338,-3.139829088
2.521,-10.19227738,-18.762632,-3.125437043
2.522,-10.16593787,-18.84461,-3.111089275
2.523,-10.13961683,-18.896477,-3.096779123
2.524,-10.11331443,-18.855589,-3.082532417
2.525,-10.08703085,-18.856804,-3.068319749
2.526,-10.06076625,-18.940092,-3.054171746
2.527,-10.0345208,-18.93597,-3.04004373
2.528,-10.00829468,-18.924368,-3.025989693
2.529,-9.98208805,-18.906134,-3.011969075
2.53,-9.955901086,-18.990583,-2.99800509
2.531,-9.929733961,-19.00799,-2.984087086
2.532,-9.903586847,-19.061256,-2.970200458
2.533,-9.877459916,-19.02726,-2.956378749
2.534,-9.851353342,-19.099333,-2.942590518
2.535,-9.825267298,-19.159658,-2.928854025
2.536,-9.799201959,-19.128428,-2.915172276
2.537,-9.7731575,-19.096378,-2.90151878
2.538,-9.747134094,-19.120554,-2.887940389
2.539,-9.721131917,-19.202959,-2.874396302
2.54,-9.695151146,-19.147089,-2.860891957
2.541,-9.669191955,-19.157286,-2.847444651
2.542,-9.643254521,-19.221884,-2.834034397
2.543,-9.617339021,-19.232607,-2.820676084
2.544,-9.591445632,-19.264744,-2.807361635
2.545,-9.565574532,-19.247969,-2.794100359
2.546,-9.539725897,-19.31381,-2.780876325
2.547,-9.513899907,-19.391644,-2.767703557
2.548,-9.488096739,-19.335384,-2.754583446
2.549,-9.462316573,-19.389954,-2.741496992
2.55,-9.436559587,-19.358351,-2.728466792
2.551,-9.41082596,-19.433331,-2.715474663
2.552,-9.385115873,-19.38051,-2.702538441
2.553,-9.359429506,-19.464975,-2.689650132
2.554,-9.333767038,-19.485584,-2.676800225
2.555,-9.30812865,-19.538225,-2.663999483
2.556,-9.282514523,-19.557762,-2.651242302
2.557,-9.256924838,-19.622215,-2.638537847
2.558,-9.231359776,-19.566032,-2.625871988
2.559,-9.205819519,-19.598064,-2.613250791
2.56,-9.180304249,-19.57712,-2.600677973
2.561,-9.154814148,-19.64502,-2.588153371
2.562,-9.129349398,-19.700058,-2.575672198
2.563,-9.103910182,-19.692497,-2.563240471
2.564,-9.078496683,-19.762381,-2.550863412
2.565,-9.053109083,-19.707283,-2.538513945
2.566,-9.027747566,-19.746962,-2.526205033
2.567,-9.002412315,-19.843805,-2.513966435
2.568,-8.977103514,-19.806036,-2.501766526
2.569,-8.951821347,-19.787455,-2.489598303
2.57,-8.926565997,-19.895544,-2.47748534
2.571,-8.90133765,-19.881792,-2.465407625
2.572,-8.876136488,-19.880882,-2.453380282
2.573,-8.850962696,-19.925505,-2.44141304
2.574,-8.82581646,-20.011595,-2.429469222
2.575,-8.800697964,-19.94265,-2.417587473
2.576,-8.775607393,-19.943201,-2.405736504
2.577,-8.750544931,-20.043695,-2.393935154
2.578,-8.725510764,-20.094103,-2.382187046
2.579,-8.700505078,-20.145805,-2.370479922
2.58,-8.675528057,-20.131824,-2.358810635
2.581,-8.650579887,-20.109529,-2.347194897
2.582,-8.625660754,-20.192812,-2.335613716
2.583,-8.600770842,-20.165478,-2.324086539
2.584,-8.575910339,-20.165234,-2.312601177
2.585,-8.551079429,-20.218281,-2.301165005
2.586,-8.526278298,-20.222761,-2.289770374
2.587,-8.501507132,-20.263561,-2.278418655
2.588,-8.476766118,-20.323669,-2.267099248
2.589,-8.45205544,-20.353458,-2.255836705
2.59,-8.427375284,-20.325333,-2.244615928
2.591,-8.402725838,-20.275137,-2.233436045
2.592,-8.378107286,-20.391422,-2.222305122
2.593,-8.353519814,-20.458765,-2.211213342
2.594,-8.328963609,-20.395802,-2.200157619
2.595,-8.304438856,-20.508537,-2.189158621
2.596,-8.279945741,-20.500784,-2.17820802
2.597,-8.255484449,-20.514015,-2.167296789
2.598,-8.231055167,-20.555691,-2.156417417
2.599,-8.20665808,-20.597191,-2.145591973
2.6,-8.182293373,-20.570108,-2.134807751
2.601,-8.157961233,-20.598431,-2.124060945
2.602,-8.133661844,-20.659584,-2.113355129
2.603,-8.109395392,-20.721287,-2.102710042
2.604,-8.085162062,-20.68346,-2.092088766
2.605,-8.060962039,-20.718307,-2.081519861
2.606,-8.036795507,-20.721272,-2.070989975
2.607,-8.012662653,-20.715651,-2.060510718
2.608,-7.98856366,-20.75853,-2.050069502
2.609,-7.964498712,-20.842049,-2.03966622
2.61,-7.940467995,-20.850565,-2.029308796
2.611,-7.916471691,-20.898977,-2.018995642
2.612,-7.892509986,-20.972319,-2.008725173
2.613,-7.868583063,-20.987206,-1.998490718
2.614,-7.844691105,-20.991816,-1.988304539
2.615,-7.820834295,-21.017355,-1.978162867
2.616,-7.797012818,-21.019161,-1.968049613
2.617,-7.773226854,-21.05427,-1.957987898
2.618,-7.749476588,-21.097338,-1.947965991
2.619,-7.725762201,-21.099066,-1.937984505
2.62,-7.702083876,-21.115389,-1.928053449
2.621,-7.678441793,-21.219574,-1.918154629
2.622,-7.654836135,-21.163858,-1.908302389
2.623,-7.631267083,-21.190126,-1.898485068
2.624,-7.607734817,-21.267889,-1.888711214
2.625,-7.584239519,-21.336603,-1.878975674
2.626,-7.560781367,-21.354033,-1.869289841
2.627,-7.537360543,-21.284834,-1.859637071
2.628,-7.513977225,-21.453537,-1.850034488
2.629,-7.490631593,-21.419563,-1.840464045
2.63,-7.467323825,-21.349981,-1.830937827
2.631,-7.444054099,-21.487858,-1.821445705
2.632,-7.420822595,-21.400684,-1.812006881
2.633,-7.397629488,-21.537092,-1.80259266
2.634,-7.374474956,-21.54777,-1.79323222
2.635,-7.351359176,-21.527426,-1.783899769
2.636,-7.328282325,-21.505754,-1.774620863
2.637,-7.305244577,-21.607048,-1.765376159
2.638,-7.282246108,-21.629908,-1.756158466
2.639,-7.259287093,-21.728733,-1.746998239
2.64,-7.236367706,-21.732349,-1.737880437
2.641,-7.213488121,-21.830685,-1.728783693
2.642,-7.190648512,-21.67749,-1.719741231
2.643,-7.167849051,-21.710075,-1.710728155
2.644,-7.14508991,-21.804071,-1.701755699
2.645,-7.122371262,-21.908243,-1.692826587
2.646,-7.099693276,-21.871719,-1.683933655
2.647,-7.077056125,-22.007318,-1.675085975
2.648,-7.054459978,-21.982092,-1.66626724
2.649,-7.031905004,-22.009613,-1.657504817
2.65,-7.009391372,-22.046341,-1.64875639
2.651,-6.98691925,-22.016432,-1.640066175
2.652,-6.964488807,-22.133623,-1.631401748
2.653,-6.942100208,-22.073513,-1.622787586
2.654,-6.919753621,-22.118793,-1.614203954
2.655,-6.897449211,-22.151037,-1.605659177
2.656,-6.875187143,-22.181707,-1.597153862
2.657,-6.852967581,-22.249874,-1.588685118
2.658,-6.830790689,-22.283998,-1.580252162
2.659,-6.808656629,-22.264938,-1.571873742
2.66,-6.786565565,-22.374348,-1.563506517
2.661,-6.764517657,-22.364038,-1.555196424
2.662,-6.742513067,-22.429268,-1.546909233
2.663,-6.720551954,-22.461329,-1.538667835
2.664,-6.698634477,-22.551928,-1.530464481
2.665,-6.676760796,-22.572386,-1.522289367
2.666,-6.654931067,-22.451639,-1.514165313
2.667,-6.633145448,-22.518267,-1.506069336
2.668,-6.611404095,-22.643103,-1.498006217
2.669,-6.589707162,-22.624952,-1.489989028
2.67,-6.568054806,-22.673977,-1.482003837
2.671,-6.546447178,-22.858627,-1.474060245
2.672,-6.524884433,-22.677183,-1.466136761
2.673,-6.503366721,-22.792429,-1.458266444
2.674,-6.481894194,-22.775415,-1.450433325
2.675,-6.460467003,-22.706646,-1.442620797
2.676,-6.439085296,-22.961248,-1.434852207
2.677,-6.417749222,-23.038239,-1.427129523
2.678,-6.396458929,-22.93362,-1.419433405
2.679,-6.375214562,-22.93778,-1.411765859
2.68,-6.354016268,-22.969797,-1.404145341
2.681,-6.332864192,-23.071838,-1.396557355
2.682,-6.311758476,-23.146635,-1.389003887
2.683,-6.290699264,-23.071646,-1.381479388
2.684,-6.269686698,-23.095255,-1.374001577
2.685,-6.248720918,-23.195587,-1.366550537
2.686,-6.227802065,-23.276854,-1.359126894
2.687,-6.206930277,-23.256075,-1.351751744
2.688,-6.186105691,-23.459982,-1.344409302
2.689,-6.165328445,-23.392618,-1.337093368
2.69,-6.144598674,-23.429482,-1.329822951
2.691,-6.123916514,-23.433495,-1.322576865
2.692,-6.103282097,-23.509192,-1.315379536
2.693,-6.082695556,-23.447258,-1.308205725
2.694,-6.062157023,-23.631884,-1.301061496
2.695,-6.041666628,-23.688904,-1.293961036
2.696,-6.0212245,-23.669485,-1.286882561
2.697,-6.000830768,-23.678442,-1.279837545
2.698,-5.980485559,-23.705488,-1.272840137
2.699,-5.960188998,-23.822784,-1.265869269
2.7,-5.93994121,-23.785303,-1.258928945
2.701,-5.919742319,-23.765894,-1.252025186
2.702,-5.899592448,-23.780363,-1.245155893
2.703,-5.879491717,-23.882376,-1.238315601
2.704,-5.859440247,-23.866577,-1.231507626
2.705,-5.839438157,-24.003235,-1.224733252
2.706,-5.819485565,-24.045696,-1.217995107
2.707,-5.799582587,-24.078127,-1.211286393
2.708,-5.779729339,-24.073076,-1.204612432
2.709,-5.759925934,-24.097219,-1.197961063
2.71,-5.740172486,-24.203581,-1.191349032
2.711,-5.720469107,-24.239796,-1.184774249
2.712,-5.700815906,-24.187721,-1.178224575
2.713,-5.681212993,-24.240347,-1.171705992
2.714,-5.661660476,-24.368633,-1.165218445
2.715,-5.642158461,-24.486675,-1.158776599
2.716,-5.622707054,-24.53142,-1.152351608
2.717,-5.603306359,-24.441587,-1.145964831
2.718,-5.583956479,-24.557236,-1.139600167
2.719,-5.564657515,-24.591457,-1.133277602
2.72,-5.545409567,-24.539068,-1.126982383
2.721,-5.526212734,-24.755793,-1.120707793
2.722,-5.507067114,-24.688631,-1.114485112
2.723,-5.487972803,-24.804152,-1.108283614
2.724,-5.468929895,-24.784739,-1.102101932
2.725,-5.449938485,-24.735607,-1.095962643
2.726,-5.430998664,-24.84103,-1.089852379
2.727,-5.412110523,-24.916582,-1.08376511
2.728,-5.393274151,-24.855728,-1.077712747
2.729,-5.374489637,-25.036528,-1.071697881
2.73,-5.355757068,-24.999041,-1.065706523
2.731,-5.337076527,-25.068846,-1.059749899
2.732,-5.3184481,-25.246222,-1.053808079
2.733,-5.299871869,-25.218843,-1.047910164
2.734,-5.281347914,-25.147451,-1.042033586
2.735,-5.262876316,-25.109556,-1.03619616
2.736,-5.244457152,-25.299007,-1.030377336
2.737,-5.2260905,-25.379292,-1.024592932
2.738,-5.207776435,-25.229843,-1.018836952
2.739,-5.18951503,-25.486898,-1.013107369
