"Freq [GHz]","VSWR(1) [] - probe_feed_x='5.7mm'"
2.266,147.878283042096
2.267,147.508979513601
2.268,147.139900832353
2.269,146.771048303637
2.27,146.402423234149
2.271,146.034026931929
2.272,145.665860706352
2.273,145.297925868123
2.274,144.930223729212
2.275,144.562755602874
2.276,144.195522803633
2.277,143.828526647211
2.278,143.461768450551
2.279,143.095249531765
2.28,142.728971210133
2.281,142.362934806085
2.282,141.997141641138
2.283,141.631593037916
2.284,141.26629032013
2.285,140.901234812503
2.286,140.536427840785
2.287,140.171870731755
2.288,139.807564813146
2.289,139.443511413651
2.29,139.079711862874
2.291,138.716167491357
2.292,138.352879630507
2.293,137.989849612586
2.294,137.627078770699
2.295,137.264568438753
2.296,136.902319951451
2.297,136.540334644249
2.298,136.178613853357
2.299,135.81715891568
2.3,135.455971168835
2.301,135.095051951079
2.302,134.734402601331
2.303,134.374024459107
2.304,134.013918864541
2.305,133.654087158306
2.306,133.294530681629
2.307,132.935250776272
2.308,132.57624878445
2.309,132.217526048873
2.31,131.859083912696
2.311,131.500923719467
2.312,131.143046813148
2.313,130.785454538061
2.314,130.428148238857
2.315,130.071129260526
2.316,129.714398948319
2.317,129.357958647766
2.318,129.001809704643
2.319,128.645953464929
2.32,128.290391274794
2.321,127.935124480557
2.322,127.580154428684
2.323,127.225482465754
2.324,126.87110993842
2.325,126.517038193402
2.326,126.163268577431
2.327,125.80980243727
2.328,125.456641119639
2.329,125.103785971227
2.33,124.751238338633
2.331,124.398999568372
2.332,124.047071006813
2.333,123.695454000201
2.334,123.344149894575
2.335,122.993160035777
2.336,122.64248576942
2.337,122.292128440859
2.338,121.942089395147
2.339,121.592369977059
2.34,121.242971530994
2.341,120.893895401006
2.342,120.545142930755
2.343,120.196715463483
2.344,119.848614341974
2.345,119.500840908556
2.346,119.153396505042
2.347,118.80628247273
2.348,118.45950015237
2.349,118.113050884111
2.35,117.766936007515
2.351,117.421156861501
2.352,117.075714784324
2.353,116.730611113561
2.354,116.385847186071
2.355,116.041424337967
2.356,115.697343904596
2.357,115.35360722051
2.358,115.010215619435
2.359,114.667170434251
2.36,114.324472996957
2.361,113.982124638659
2.362,113.640126689513
2.363,113.29848047874
2.364,112.957187334557
2.365,112.616248584171
2.366,112.275665553765
2.367,111.935439568446
2.368,111.59557195222
2.369,111.256064027989
2.37,110.916917117493
2.371,110.578132541307
2.372,110.239711618811
2.373,109.90165566814
2.374,109.563966006186
2.375,109.226643948557
2.376,108.889690809547
2.377,108.553107902122
2.378,108.216896537882
2.379,107.881058027036
2.38,107.545593678381
2.381,107.210504799264
2.382,106.875792695567
2.383,106.541458671674
2.384,106.207504030448
2.385,105.873930073199
2.386,105.540738099656
2.387,105.207929407953
2.388,104.875505294591
2.389,104.54346705441
2.39,104.211815980567
2.391,103.880553364515
2.392,103.54968049597
2.393,103.219198662879
2.394,102.889109151405
2.395,102.559413245893
2.396,102.230112228847
2.397,101.901207380899
2.398,101.572699980796
2.399,101.244591305353
2.4,100.916882629447
2.401,100.589575225975
2.402,100.262670365846
2.403,99.9361693179291
2.404,99.6100733490529
2.405,99.2843837239658
2.406,98.9591017053194
2.407,98.634228553624
2.408,98.3097655272484
2.409,97.9857138823757
2.41,97.6620748729845
2.411,97.338849750821
2.412,97.016039765377
2.413,96.6936461638637
2.414,96.3716701911822
2.415,96.0501130899035
2.416,95.728976100236
2.417,95.4082604600109
2.418,95.0879674046487
2.419,94.7680981671364
2.42,94.4486539780066
2.421,94.1296360653051
2.422,93.8110456545705
2.423,93.49288396881
2.424,93.1751522284741
2.425,92.8578516514301
2.426,92.5409834529388
2.427,92.2245488456344
2.428,91.9085490394923
2.429,91.5929852418093
2.43,91.277858657181
2.431,90.9631704874718
2.432,90.6489219317962
2.433,90.335114186498
2.434,90.0217484451127
2.435,89.7088258983614
2.436,89.3963477341118
2.437,89.084315137365
2.438,88.7727292902294
2.439,88.4615913718924
2.44,88.1509025586023
2.441,87.8406640236465
2.442,87.5308769373249
2.443,87.2215424669212
2.444,86.9126617766949
2.445,86.6042360278448
2.446,86.2962663784962
2.447,85.9887539836668
2.448,85.6816999952533
2.449,85.3751055620092
2.45,85.0689718295192
2.451,84.7632999401729
2.452,84.4580910331551
2.453,84.1533462444062
2.454,83.8490667066214
2.455,83.5452535492082
2.456,83.241907898274
2.457,82.939030876617
2.458,82.6366236036747
2.459,82.3346871955314
2.46,82.0332227648843
2.461,81.7322314210224
2.462,81.4317142698038
2.463,81.1316724136436
2.464,80.8321069514809
2.465,80.5330189787693
2.466,80.23440958745
2.467,79.9362798659318
2.468,79.6386308990715
2.469,79.3414637681576
2.47,79.0447795508792
2.471,78.7485793213214
2.472,78.4528641499295
2.473,78.1576351035041
2.474,77.8628932451675
2.475,77.5686396343563
2.476,77.2748753267962
2.477,76.9816013744795
2.478,76.6888188256553
2.479,76.3965287247975
2.48,76.1047321126019
2.481,75.8134300259522
2.482,75.5226234979098
2.483,75.2323135576948
2.484,74.9425012306647
2.485,74.6531875382964
2.486,74.3643734981778
2.487,74.0760601239672
2.488,73.7882484254026
2.489,73.5009394082619
2.49,73.21413407436
2.491,72.9278334215222
2.492,72.642038443573
2.493,72.3567501303125
2.494,72.0719694675067
2.495,71.787697436865
2.496,71.5039350160266
2.497,71.2206831785389
2.498,70.9379428938487
2.499,70.6557151272776
2.5,70.3740008400131
2.501,70.0928009890862
2.502,69.8121165273605
2.503,69.5319484035142
2.504,69.2522975620199
2.505,68.9731649431384
2.506,68.6945514828961
2.507,68.4164581130698
2.508,68.138885761176
2.509,67.8618353504528
2.51,67.5853077998444
2.511,67.3093040239889
2.512,67.0338249332007
2.513,66.7588714334578
2.514,66.4844444263871
2.515,66.21054480925
2.516,65.9371734749316
2.517,65.6643313119175
2.518,65.3920192042914
2.519,65.1202380317159
2.52,64.8489886694145
2.521,64.5782719881699
2.522,64.3080888542994
2.523,64.0384401296487
2.524,63.7693266715751
2.525,63.5007493329357
2.526,63.2327089620793
2.527,62.9652064028254
2.528,62.6982424944587
2.529,62.4318180717138
2.53,62.1659339647632
2.531,61.900590999209
2.532,61.6357899960657
2.533,61.3715317717481
2.534,61.1078171380691
2.535,60.8446469022192
2.536,60.5820218667553
2.537,60.3199428295946
2.538,60.0584105840028
2.539,59.7974259185798
2.54,59.5369896172506
2.541,59.2771024592577
2.542,59.017765219146
2.543,58.7589786667577
2.544,58.500743567216
2.545,58.2430606809217
2.546,57.9859307635377
2.547,57.7293545659858
2.548,57.4733328344277
2.549,57.2178663102678
2.55,56.9629557301312
2.551,56.7086018258666
2.552,56.4548053245271
2.553,56.2015669483694
2.554,55.9488874148402
2.555,55.6967674365678
2.556,55.4452077213578
2.557,55.1942089721807
2.558,54.9437718871648
2.559,54.6938971595902
2.56,54.4445854778787
2.561,54.195837525587
2.562,53.9476539813996
2.563,53.7000355191196
2.564,53.4529828076645
2.565,53.2064965110565
2.566,52.9605772884155
2.567,52.7152257939537
2.568,52.4704426769698
2.569,52.2262285818389
2.57,51.9825841480095
2.571,51.7395100099939
2.572,51.4970067973654
2.573,51.2550751347511
2.574,51.0137156418245
2.575,50.7729289333017
2.576,50.5327156189346
2.577,50.2930763035077
2.578,50.0540115868268
2.579,49.8155220637207
2.58,49.5776083240339
2.581,49.3402709526193
2.582,49.1035105293343
2.583,48.8673276290401
2.584,48.6317228215894
2.585,48.3966966718299
2.586,48.1622497395953
2.587,47.9283825797017
2.588,47.6950957419449
2.589,47.4623897710952
2.59,47.230265206894
2.591,46.998722584051
2.592,46.7677624322376
2.593,46.5373852760892
2.594,46.3075916351933
2.595,46.0783820240975
2.596,45.8497569522943
2.597,45.6217169242283
2.598,45.3942624392872
2.599,45.1673939918012
2.6,44.94111207104
2.601,44.7154171612118
2.602,44.4903097414591
2.603,44.2657902858557
2.604,44.0418592634075
2.605,43.8185171380483
2.606,43.5957643686382
2.607,43.3736014089632
2.608,43.1520287077301
2.609,42.93104670857
2.61,42.7106558500327
2.611,42.4908565655858
2.612,42.2716492836152
2.613,42.0530344274239
2.614,41.8350124152288
2.615,41.6175836601616
2.616,41.4007485702681
2.617,41.1845075485056
2.618,40.9688609927447
2.619,40.7538092957678
2.62,40.5393528452664
2.621,40.3254920238464
2.622,40.1122272090207
2.623,39.8995587732149
2.624,39.6874870837648
2.625,39.4760125029159
2.626,39.2651353878257
2.627,39.0548560905613
2.628,38.8451749581015
2.629,38.6360923323373
2.63,38.4276085500713
2.631,38.219723943019
2.632,38.0124388378092
2.633,37.8057535559849
2.634,37.5996684140049
2.635,37.3941837232426
2.636,37.1892997899899
2.637,36.9850169154555
2.638,36.7813353957678
2.639,36.5782555219759
2.64,36.3757775800503
2.641,36.1739018508848
2.642,35.9726286102977
2.643,35.7719581290335
2.644,35.571890672765
2.645,35.3724265020928
2.646,35.1735658725499
2.647,34.9753090346023
2.648,34.7776562336499
2.649,34.5806077100302
2.65,34.384163699018
2.651,34.1883244308303
2.652,33.9930901306252
2.653,33.7984610185075
2.654,33.6044373095277
2.655,33.411019213685
2.656,33.2182069359328
2.657,33.0260006761752
2.658,32.8344006292751
2.659,32.6434069850527
2.66,32.4530199282897
2.661,32.2632396387318
2.662,32.0740662910908
2.663,31.8855000550469
2.664,31.697541095252
2.665,31.5101895713322
2.666,31.3234456378898
2.667,31.1373094445067
2.668,30.9517811357481
2.669,30.7668608511616
2.67,30.5825487252849
2.671,30.3988448876447
2.672,30.2157494627618
2.673,30.0332625701521
2.674,29.851384324331
2.675,29.6701148348155
2.676,29.4894542061275
2.677,29.3094025377962
2.678,29.1299599243606
2.679,28.9511264553729
2.68,28.7729022154026
2.681,28.5952872840359
2.682,28.4182817358824
2.683,28.2418856405759
2.684,28.0660990627772
2.685,27.8909220621772
2.686,27.7163546935005
2.687,27.5423970065061
2.688,27.3690490459929
2.689,27.1963108518007
2.69,27.0241824588126
2.691,26.8526638969581
2.692,26.6817551912172
2.693,26.5114563616204
2.694,26.3417674232528
2.695,26.1726883862568
2.696,26.0042192558341
2.697,25.8363600322468
2.698,25.6691107108234
2.699,25.5024712819564
2.7,25.3364417311084
2.701,25.1710220388124
2.702,25.0062121806742
2.703,24.8420121273744
2.704,24.6784218446707
2.705,24.5154412933997
2.706,24.3530704294785
2.707,24.1913092039062
2.708,24.0301575627665
2.709,23.8696154472286
2.71,23.7096827935477
2.711,23.5503595330681
2.712,23.3916455922241
2.713,23.2335408925397
2.714,23.076045350631
2.715,22.9191588782066
2.716,22.7628813820692
2.717,22.6072127641147
2.718,22.4521529213339
2.719,22.2977017458126
2.72,22.1438591247324
2.721,21.9906249403687
2.722,21.8379990700944
2.723,21.6859813863756
2.724,21.5345717567742
2.725,21.3837700439461
2.726,21.233576105641
2.727,21.0839897947009
2.728,20.9350109590601
2.729,20.7866394417427
2.73,20.6388750808622
2.731,20.4917177096195
2.732,20.3451671563016
2.733,20.1992232442781
2.734,20.0538857920008
2.735,19.9091546130004
2.736,19.7650295158836
2.737,19.6215103043305
2.738,19.4785967770912
2.739,19.3362887279833
2.74,19.1945859458866
2.741,19.0534882147411
2.742,18.9129953135411
2.743,18.7731070163318
2.744,18.6338230922048
2.745,18.4951433052917
2.746,18.3570674147603
2.747,18.2195951748081
2.748,18.0827263346571
2.749,17.9464606385464
2.75,17.810797825727
2.751,17.6757376304539
2.752,17.5412797819794
2.753,17.4074240045451
2.754,17.2741700173743
2.755,17.1415175346637
2.756,17.0094662655743
2.757,16.8780159142226
2.758,16.7471661796713
2.759,16.6169167559186
2.76,16.4872673318894
2.761,16.3582175914228
2.762,16.2297672132624
2.763,16.1019158710435
2.764,15.974663233282
2.765,15.8480089633616
2.766,15.7219527195202
2.767,15.5964941548371
2.768,15.471632917219
2.769,15.3473686493848
2.77,15.2237009888512
2.771,15.100629567917
2.772,14.9781540136467
2.773,14.8562739478544
2.774,14.7349889870858
2.775,14.6142987426006
2.776,14.4942028203549
2.777,14.3747008209806
2.778,14.255792339767
2.779,14.13747696664
2.78,14.0197542861411
2.781,13.9026238774059
2.782,13.7860853141415
2.783,13.6701381646039
2.784,13.554781991574
2.785,13.4400163523329
2.786,13.3258407986373
2.787,13.2122548766931
2.788,13.0992581271285
2.789,12.9868500849672
2.79,12.8750302795987
2.791,12.7637982347511
2.792,12.6531534684588
2.793,12.5430954930336
2.794,12.4336238150316
2.795,12.3247379352211
2.796,12.216437348549
2.797,12.1087215441063
2.798,12.0015900050919
2.799,11.8950422087776
2.8,11.7890776264691
2.801,11.6836957234687
2.802,11.5788959590348
2.803,11.4746777863421
2.804,11.3710406524397
2.805,11.2679839982086
2.806,11.1655072583167
2.807,11.0636098611754
2.808,10.9622912288923
2.809,10.8615507772244
2.81,10.761387915529
2.811,10.6618020467143
2.812,10.5627925671882
2.813,10.4643588668058
2.814,10.3665003288156
2.815,10.269216329805
2.816,10.1725062396436
2.817,10.0763694214252
2.818,9.98080523140896
2.819,9.88581301895899
2.82,9.7913921264816
2.821,9.69754188936269
2.822,9.60426163590152
2.823,9.51155068724538
2.824,9.41940835732052
2.825,9.32783395276276
2.826,9.23682677284598
2.827,9.14638610940927
2.828,9.05651124678211
2.829,8.96720146170816
2.83,8.87845602326649
2.831,8.79027419279277
2.832,8.70265522379675
2.833,8.61559836187903
2.834,8.52910284464605
2.835,8.44316790162246
2.836,8.35779275416227
2.837,8.27297661535803
2.838,8.18871868994753
2.839,8.10501817421926
2.84,8.02187425591536
2.841,7.93928611413257
2.842,7.8572529192215
2.843,7.77577383268344
2.844,7.69484800706521
2.845,7.61447458585206
2.846,7.53465270335784
2.847,7.4553814846139
2.848,7.37666004525497
2.849,7.29848749140336
2.85,7.22086291955055
2.851,7.14378541643675
2.852,7.06725405892834
2.853,6.99126791389257
2.854,6.91582603807008
2.855,6.8409274779457
2.856,6.76657126961596
2.857,6.69275643865488
2.858,6.61948199997733
2.859,6.54674695769982
2.86,6.47455030499891
2.861,6.40289102396771
2.862,6.33176808546922
2.863,6.26118044898791
2.864,6.19112706247877
2.865,6.12160686221375
2.866,6.05261877262603
2.867,5.98416170615198
2.868,5.91623456307046
2.869,5.84883623134032
2.87,5.78196558643481
2.871,5.71562149117447
2.872,5.64980279555719
2.873,5.58450833658639
2.874,5.51973693809669
2.875,5.45548741057752
2.876,5.39175855099477
2.877,5.32854914260998
2.878,5.26585795479778
2.879,5.20368374286127
2.88,5.14202524784536
2.881,5.0808811963484
2.882,5.02025030033198
2.883,4.96013125692888
2.884,4.90052274824947
2.885,4.84142344118682
2.886,4.78283198721968
2.887,4.7247470222149
2.888,4.66716716622818
2.889,4.61009102330358
2.89,4.5535171812723
2.891,4.49744421155059
2.892,4.44187066893655
2.893,4.3867950914069
2.894,4.33221599991267
2.895,4.27813189817519
2.896,4.22454127248162
2.897,4.17144259148067
2.898,4.11883430597861
2.899,4.06671484873557
2.9,4.01508263426279
2.901,3.9639360586205
2.902,3.913273499217
2.903,3.8630933146092
2.904,3.81339384430457
2.905,3.764173408565
2.906,3.71543030821304
2.907,3.66716282444
2.908,3.61936921861733
2.909,3.57204773211078
2.91,3.5251965860976
2.911,3.47881398138781
2.912,3.4328980982493
2.913,3.38744709623706
2.914,3.34245911402747
2.915,3.29793226925718
2.916,3.2538646583679
2.917,3.21025435645677
2.918,3.16709941713297
2.919,3.12439787238111
2.92,3.08214773243168
2.921,3.04034698563906
2.922,2.99899359836754
2.923,2.95808551488568
2.924,2.91762065727006
2.925,2.87759692531795
2.926,2.8380121964704
2.927,2.79886432574563
2.928,2.76015114568358
2.929,2.72187046630203
2.93,2.68402007506506
2.931,2.64659773686393
2.932,2.60960119401211
2.933,2.57302816625355
2.934,2.53687635078632
2.935,2.50114342230137
2.936,2.46582703303759
2.937,2.43092481285367
2.938,2.39643436931792
2.939,2.36235328781626
2.94,2.32867913168032
2.941,2.29540944233532
2.942,2.2625417394699
2.943,2.23007352122851
2.944,2.1980022644274
2.945,2.16632542479613
2.946,2.13504043724571
2.947,2.10414471616483
2.948,2.07363565574682
2.949,2.04351063034863
2.95,2.01376699488465
2.951,1.98440208525819
2.952,1.9554132188337
2.953,1.92679769495349
2.954,1.89855279550347
2.955,1.87067578553265
2.956,1.84316391393348
2.957,1.81601441418916
2.958,1.78922450519775
2.959,1.76279139218317
2.96,1.73671226770636
2.961,1.71098431279234
2.962,1.68560469819273
2.963,1.66057058580768
2.964,1.63587913029796
2.965,1.611527480924
2.966,1.58751278366029
2.967,1.56383218364534
2.968,1.54048282804466
2.969,1.51746186942689
2.97,1.49476646978339
2.971,1.47239380536163
2.972,1.45034107253971
2.973,1.42860549504465
2.974,1.40718433292531
2.975,1.38607489384265
2.976,1.36527454745755
2.977,1.34478074401466
2.978,1.32459103869119
2.979,1.30470312398875
2.98,1.28511487353945
2.981,1.26582440241137
2.982,1.24683015176264
2.983,1.22813101025968
2.984,1.20972649245427
2.985,1.19161700801694
2.986,1.1738042807924
2.987,1.15629202454369
2.988,1.13908707847297
2.989,1.12220141048241
2.99,1.10565586326183
2.991,1.0894876734023
2.992,1.07376694029955
2.993,1.05863682780541
2.994,1.04442547911184
2.995,1.03200119173917
2.996,1.02383427973394
2.997,1.02429668006517
2.998,1.0330255803094
2.999,1.04564356561698
3,1.05989889825472
3.001,1.07500353835248
3.002,1.09065495302138
3.003,1.10671890826035
3.004,1.12312852865915
3.005,1.13984755625068
3.006,1.15685512845075
3.007,1.17413876466529
3.008,1.19169084643438
3.009,1.20950672387267
3.01,1.22758363703763
3.011,1.24592007141341
3.012,1.26451535686263
3.013,1.28336940924012
3.014,1.30248255881595
3.015,1.32185543328398
3.016,1.34148887609722
3.017,1.36138388825643
3.018,1.38154158602775
3.019,1.40196316970176
3.02,1.42264990014909
3.021,1.44360308097443
3.022,1.46482404475284
3.023,1.48631414228509
3.024,1.50807473411569
3.025,1.53010718376698
3.026,1.55241285229012
3.027,1.57499309383749
3.028,1.5978492520357
3.029,1.62098265699171
3.03,1.64439462280526
3.031,1.66808644548893
3.032,1.69205940121992
3.033,1.71631474486379
3.034,1.74085370872301
3.035,1.76567750147309
3.036,1.79078730725619
3.037,1.81618428490805
3.038,1.84186956729871
3.039,1.86784426077097
3.04,1.8941094446636
3.041,1.92066617090804
3.042,1.94751546368999
3.043,1.97465831916786
3.044,2.00209570524217
3.045,2.02982856136984
3.046,2.05785779841939
3.047,2.08618429856243
3.048,2.11480891519876
3.049,2.14373247291114
3.05,2.17295576744792
3.051,2.20247956573074
3.052,2.23230460588547
3.053,2.26243159729429
3.054,2.29286122066774
3.055,2.32359412813461
3.056,2.35463094334889
3.057,2.38597226161221
3.058,2.41761865001069
3.059,2.4495706475653
3.06,2.48182876539459
3.061,2.51439348688893
3.062,2.54726526789551
3.063,2.58044453691315
3.064,2.61393169529645
3.065,2.64772711746808
3.066,2.68183115113932
3.067,2.71624411753742
3.068,2.75096631163972
3.069,2.78599800241386
3.07,2.82133943306336
3.071,2.85699082127829
3.072,2.89295235949055
3.073,2.92922421513307
3.074,2.96580653090275
3.075,3.00269942502653
3.076,3.03990299153048
3.077,3.07741730051107
3.078,3.11524239840877
3.079,3.15337830828336
3.08,3.19182503009051
3.081,3.23058254095968
3.082,3.26965079547278
3.083,3.3090297259433
3.084,3.34871924269585
3.085,3.3887192343457
3.086,3.42902956807801
3.087,3.46965008992681
3.088,3.51058062505315
3.089,3.55182097802254
3.09,3.59337093308129
3.091,3.63523025443177
3.092,3.67739868650594
3.093,3.7198759542378
3.094,3.76266176333387
3.095,3.80575580054169
3.096,3.84915773391697
3.097,3.89286721308791
3.098,3.93688386951784
3.099,3.9812073167654
3.1,4.02583715074237
3.101,4.07077294996887
3.102,4.11601427582624
3.103,4.16156067280715
3.104,4.20741166876297
3.105,4.25356677514852
3.106,4.30002548726383
3.107,4.3467872844931
3.108,4.39385163054089
3.109,4.44121797366508
3.11,4.48888574690713
3.111,4.53685436831906
3.112,4.58512324118765
3.113,4.63369175425529
3.114,4.68255928193814
3.115,4.73172518454084
3.116,4.78118880846832
3.117,4.83094948643446
3.118,4.88100653766771
3.119,4.93135926811339
3.12,4.98200697063338
3.121,5.03294892520215
3.122,5.08418439910008
3.123,5.13571264710366
3.124,5.18753291167259
3.125,5.23964442313382
3.126,5.29204639986268
3.127,5.34473804846099
3.128,5.3977185639322
3.129,5.45098712985353
3.13,5.50454291854528
3.131,5.55838509123725
3.132,5.61251279823216
3.133,5.66692517906652
3.134,5.7216213626685
3.135,5.7766004675129
3.136,5.83186160177382
3.137,5.88740386347427
3.138,5.9432263406331
3.139,5.99932811140955
3.14,6.0557082442452
3.141,6.11236579800295
3.142,6.169299822104
3.143,6.22650935666208
3.144,6.2839934326151
3.145,6.34175107185478
3.146,6.39978128735368
3.147,6.45808308328974
3.148,6.51665545516871
3.149,6.57549738994458
3.15,6.63460786613712
3.151,6.69398585394799
3.152,6.75363031537386
3.153,6.8135402043186
3.154,6.8737144667021
3.155,6.93415204056793
3.156,6.99485185618865
3.157,7.0558128361694
3.158,7.1170338955492
3.159,7.17851394190091
3.16,7.24025187542854
3.161,7.30224658906378
3.162,7.36449696855977
3.163,7.42700189258374
3.164,7.48976023280765
3.165,7.55277085399758
3.166,7.6160326141007
3.167,7.67954436433156
3.168,7.74330494925594
3.169,7.80731320687389
3.17,7.87156796870082
3.171,7.93606805984735
3.172,8.00081229909733
3.173,8.06579949898523
3.174,8.13102846587117
3.175,8.19649800001535
3.176,8.26220689565074
3.177,8.32815394105497
3.178,8.39433791862015
3.179,8.4607576049224
3.18,8.52741177078927
3.181,8.59429918136685
3.182,8.66141859618499
3.183,8.72876876922193
3.184,8.79634844896743
3.185,8.86415637848526
3.186,8.93219129547408
3.187,9.00045193232802
3.188,9.06893701619554
3.189,9.1376452690378
3.19,9.20657540768606
3.191,9.27572614389779
3.192,9.34509618441226
3.193,9.41468423100503
3.194,9.48448898054192
3.195,9.55450912503161
3.196,9.62474335167797
3.197,9.69519034293106
3.198,9.7658487765378
3.199,9.83671732559198
3.2,9.90779465858274
3.201,9.97907943944354
3.202,10.0505703275993
3.203,10.1222659780135
3.204,10.1941650412348
3.205,10.266266163442
3.206,10.3385679864899
3.207,10.4110691479533
3.208,10.4837682811709
3.209,10.5566640152885
3.21,10.6297549753021
3.211,10.7030397820998
3.212,10.7765170525037
3.213,10.8501853993106
3.214,10.9240434313335
3.215,10.998089753441
3.216,11.0723229665976
3.217,11.1467416679027
3.218,11.2213444506298
3.219,11.2961299042645
3.22,11.3710966145429
3.221,11.4462431634891
3.222,11.5215681294525
3.223,11.5970700871449
3.224,11.6727476076765
3.225,11.7485992585928
3.226,11.8246236039099
3.227,11.9008192041506
3.228,11.9771846163788
3.229,12.0537183942353
3.23,12.1304190879722
3.231,12.2072852444869
3.232,12.2843154073565
3.233,12.3615081168721
3.234,12.4388619100711
3.235,12.516375320772
3.236,12.5940468796069
3.237,12.6718751140541
3.238,12.7498585484714
3.239,12.8279957041283
3.24,12.9062850992383
3.241,12.9847252489909
3.242,13.0633146655842
3.243,13.1420518582557
3.244,13.2209353333146
3.245,13.2999635941731
3.246,13.3791351413777
3.247,13.4584484726404
3.248,13.5379020828697
3.249,13.6174944642015
3.25,13.6972241060302
3.251,13.777089495039
3.252,13.8570891152307
3.253,13.9372214479583
3.254,14.0174849719552
3.255,14.0978781633658
3.256,14.1783994957753
3.257,14.2590474402406
3.258,14.3398204653197
3.259,14.420717037102
3.26,14.5017356192384
3.261,14.5828746729713
3.262,14.6641326571644
3.263,14.7455080283323
3.264,14.826999240671
3.265,14.9086047460868
3.266,14.9903229942268
3.267,15.0721524325087
3.268,15.1540915061495
3.269,15.2361386581969
3.27,15.3182923295574
3.271,15.4005509590268
3.272,15.4829129833202
3.273,15.5653768371011
3.274,15.6479409530112
3.275,15.7306037617008
3.276,15.8133636918577
3.277,15.8962191702373
3.278,15.9791686216929
3.279,16.0622104692047
3.28,16.1453431339103
3.281,16.2285650351342
3.282,16.3118745904181
3.283,16.3952702155503
3.284,16.4787503245964
3.285,16.5623133299289
3.286,16.6459576422575
3.287,16.7296816706591
3.288,16.8134838226083
3.289,16.897362504007
3.29,16.9813161192157
3.291,17.0653430710834
3.292,17.1494417609777
3.293,17.2336105888157
3.294,17.3178479530947
3.295,17.4021522509227
3.296,17.486521878049
3.297,17.5709552288952
3.298,17.6554506965857
3.299,17.7400066729795
3.3,17.8246215487004
3.301,17.909293713168
3.302,17.9940215546298
3.303,18.0788034601918
3.304,18.1636378158501
3.305,18.248523006522
3.306,18.3334574160781
3.307,18.4184394273735
3.308,18.5034674222799
3.309,18.5885397817169
3.31,18.6736548856843
3.311,18.758811113294
3.312,18.8440068428024
3.313,18.9292404516416
3.314,19.014510316453
3.315,19.0998148131188
3.316,19.1851523167948
3.317,19.2705212019433
3.318,19.3559198423648
3.319,19.4413466112318
3.32,19.5267998811216
3.321,19.6122780240485
3.322,19.6977794114976
3.323,19.7833024144583
3.324,19.8688454034564
3.325,19.9544067485889
3.326,20.0399848195564
3.327,20.1255779856975
3.328,20.2111846160221
3.329,20.2968030792455
3.33,20.3824317438218
3.331,20.4680689779789
3.332,20.5537131497517
3.333,20.6393626270169
3.334,20.725015777527
3.335,20.8106709689453
3.336,20.89632656888
3.337,20.9819809449189
3.338,21.0676324646643
3.339,21.1532794957684
3.34,21.238920405967
3.341,21.3245535631159
3.342,21.4101773352257
3.343,21.4957900904964
3.344,21.5813901973539
3.345,21.666976024485
3.346,21.7525459408725
3.347,21.8380983158322
3.348,21.9236315190476
3.349,22.0091439206058
3.35,22.0946338910345
3.351,22.1800998013373
3.352,22.2655400230298
3.353,22.3509529281765
3.354,22.4363368894272
3.355,22.5216902800526
3.356,22.607011473982
3.357,22.6922988458395
3.358,22.7775507709806
3.359,22.8627656255296
3.36,22.947941786416
3.361,23.033077631412
3.362,23.1181715391695
3.363,23.2032218892572
3.364,23.2882270621982
3.365,23.3731854395069
3.366,23.4580954037276
3.367,23.5429553384707
3.368,23.6277636284512
3.369,23.7125186595264
3.37,23.7972188187334
3.371,23.8818624943273
3.372,23.9664480758191
3.373,24.0509739540135
3.374,24.1354385210477
3.375,24.2198401704289
3.376,24.3041772970729
3.377,24.3884482973425
3.378,24.4726515690852
3.379,24.5567855116733
3.38,24.6408485260411
3.381,24.7248390147233
3.382,24.8087553818948
3.383,24.892596033409
3.384,24.9763593768361
3.385,25.0600438215024
3.386,25.1436477785298
3.387,25.2271696608727
3.388,25.3106078833599
3.389,25.3939608627313
3.39,25.4772270176783
3.391,25.5604047688826
3.392,25.643492539055
3.393,25.7264887529756
3.394,25.8093918375321
3.395,25.8922002217596
3.396,25.9749123368803
3.397,26.0575266163423
3.398,26.140041495859
3.399,26.2224554134497
3.4,26.304766809477
3.401,26.3869741266892
3.402,26.4690758102568
3.403,26.5510703078141
3.404,26.6329560694984
3.405,26.7147315479895
3.406,26.796395198549
3.407,26.8779454790604
3.408,26.9593808500686
3.409,27.0406997748195
3.41,27.1219007193002
3.411,27.2029821522779
3.412,27.2839425453396
3.413,27.3647803729333
3.414,27.445494112406
3.415,27.5260822440435
3.416,27.6065432511113
3.417,27.6868756198934
3.418,27.7670778397319
3.419,27.8471484030672
3.42,27.9270858054774
3.421,28.006888545718
3.422,28.0865551257609
3.423,28.1660840508351
3.424,28.2454738294656
3.425,28.3247229735132
3.426,28.4038299982136
3.427,28.4827934222172
3.428,28.5616117676292
3.429,28.6402835600477
3.43,28.7188073286039
3.431,28.7971816060017
3.432,28.8754049285564
3.433,28.9534758362342
3.434,29.0313928726917
3.435,29.1091545853144
3.436,29.1867595252563
3.437,29.2642062474795
3.438,29.3414933107918
3.439,29.418619277887
3.44,29.4955827153827
3.441,29.5723821938603
3.442,29.6490162879026
3.443,29.7254835761333
3.444,29.8017826412546
3.445,29.8779120700879
3.446,29.9538704536091
