Freq [GHz],"SimuldB(S(2,1)) []",Meausre_S21 Log Mag(dB),,,,,"dB(S(1,1)) []"
1.952,-0.092208538,-0.039152741,,,,,-51.19726434
1.953,-0.092202936,-0.013423122,,,,,-51.20285724
1.954,-0.092197334,-0.028517356,,,,,-51.20846861
1.955,-0.092191732,-0.066487789,,,,,-51.2140984
1.956,-0.09218613,-0.043552302,,,,,-51.21974652
1.957,-0.092180527,-0.050834749,,,,,-51.22541292
1.958,-0.092174923,-0.023333833,,,,,-51.23109751
1.959,-0.09216932,-0.061585903,,,,,-51.23680024
1.96,-0.092163716,-0.049248505,,,,,-51.24252104
1.961,-0.092158111,-0.072220907,,,,,-51.24825982
1.962,-0.092152507,-0.017203746,,,,,-51.25401653
1.963,-0.092146902,-0.038508505,,,,,-51.25979108
1.964,-0.092141296,-0.046946656,,,,,-51.26558342
1.965,-0.092135691,-0.045770455,,,,,-51.27139347
1.966,-0.092130085,-0.066569328,,,,,-51.27722115
1.967,-0.092124478,-0.059927024,,,,,-51.2830664
1.968,-0.092118871,-0.040194262,,,,,-51.28892914
1.969,-0.092113264,-0.033961289,,,,,-51.2948093
1.97,-0.092107657,-0.049126249,,,,,-51.30070682
1.971,-0.092102049,-0.050442249,,,,,-51.30662161
1.972,-0.092096441,-0.061888184,,,,,-51.3125536
1.973,-0.092090833,-0.020088784,,,,,-51.31850273
1.974,-0.092085224,-0.030394962,,,,,-51.32446891
1.975,-0.092079615,-0.041839577,,,,,-51.33045208
1.976,-0.092074005,-0.054548688,,,,,-51.33645215
1.977,-0.092068395,-0.023480337,,,,,-51.34246906
1.978,-0.092062785,-0.03704052,,,,,-51.34850273
1.979,-0.092057175,-0.039373945,,,,,-51.35455309
1.98,-0.092051564,-0.028671307,,,,,-51.36062005
1.981,-0.092045953,-0.046768699,,,,,-51.36670356
1.982,-0.092040341,-0.031617586,,,,,-51.37280352
1.983,-0.092034729,-0.046670012,,,,,-51.37891986
1.984,-0.092029117,-0.041498858,,,,,-51.38505251
1.985,-0.092023505,-0.025174152,,,,,-51.39120139
1.986,-0.092017892,-0.044482738,,,,,-51.39736642
1.987,-0.092012278,-0.046329018,,,,,-51.40354753
1.988,-0.092006665,-0.045292858,,,,,-51.40974463
1.989,-0.092001051,-0.054098263,,,,,-51.41595766
1.99,-0.091995437,-0.051426034,,,,,-51.42218653
1.991,-0.091989822,-0.053280029,,,,,-51.42843115
1.992,-0.091984207,-0.0340259,,,,,-51.43469147
1.993,-0.091978592,-0.039058801,,,,,-51.44096738
1.994,-0.091972976,-0.032182097,,,,,-51.44725883
1.995,-0.09196736,-0.044573702,,,,,-51.45356571
1.996,-0.091961744,-0.026590951,,,,,-51.45988796
1.997,-0.091956127,-0.055862632,,,,,-51.46622549
1.998,-0.09195051,-0.038466476,,,,,-51.47257823
1.999,-0.091944893,-0.044231813,,,,,-51.47894608
2,-0.091939275,-0.034828361,,,,,-51.48532898
2.001,-0.091933657,-0.055822216,,,,,-51.49172683
2.002,-0.091928038,-0.04626124,,,,,-51.49813955
2.003,-0.09192242,-0.049152888,,,,,-51.50456707
2.004,-0.0919168,-0.055205189,,,,,-51.51100929
2.005,-0.091911181,-0.03709219,,,,,-51.51746613
2.006,-0.091905561,-0.022609524,,,,,-51.52393752
2.007,-0.091899941,-0.046200555,,,,,-51.53042336
2.008,-0.09189432,-0.05949229,,,,,-51.53692357
2.009,-0.091888699,-0.058078542,,,,,-51.54343806
2.01,-0.091883078,-0.051938806,,,,,-51.54996675
2.011,-0.091877456,-0.036967989,,,,,-51.55650955
2.012,-0.091871834,-0.087961808,,,,,-51.56306638
2.013,-0.091866211,-0.068458825,,,,,-51.56963714
2.014,-0.091860588,-0.037966363,,,,,-51.57622176
2.015,-0.091854965,-0.039025024,,,,,-51.58282014
2.016,-0.091849341,-0.019139389,,,,,-51.58943219
2.017,-0.091843717,-0.049413431,,,,,-51.59605783
2.018,-0.091838093,-0.053994212,,,,,-51.60269696
2.019,-0.091832468,-0.066762194,,,,,-51.6093495
2.02,-0.091826843,-0.047797602,,,,,-51.61601536
2.021,-0.091821217,-0.047270566,,,,,-51.62269444
2.022,-0.091815591,-0.058733538,,,,,-51.62938665
2.023,-0.091809965,-0.055231906,,,,,-51.63609191
2.024,-0.091804338,-0.052535359,,,,,-51.64281012
2.025,-0.091798711,-0.049470648,,,,,-51.64954119
2.026,-0.091793083,-0.047880333,,,,,-51.65628502
2.027,-0.091787455,-0.082099453,,,,,-51.66304152
2.028,-0.091781826,-0.062525809,,,,,-51.6698106
2.029,-0.091776197,-0.022216922,,,,,-51.67659217
2.03,-0.091770568,-0.038999289,,,,,-51.68338612
2.031,-0.091764938,-0.06437204,,,,,-51.69019236
2.032,-0.091759308,-0.043963552,,,,,-51.6970108
2.033,-0.091753678,-0.067955278,,,,,-51.70384134
2.034,-0.091748047,-0.01712621,,,,,-51.71068388
2.035,-0.091742415,-0.06696409,,,,,-51.71753833
2.036,-0.091736783,-0.039572991,,,,,-51.72440458
2.037,-0.091731151,-0.069929302,,,,,-51.73128255
2.038,-0.091725518,-0.039793808,,,,,-51.73817212
2.039,-0.091719885,-0.041559856,,,,,-51.7450732
2.04,-0.091714251,-0.048516851,,,,,-51.75198569
2.041,-0.091708617,-0.059271127,,,,,-51.75890949
2.042,-0.091702982,-0.049305234,,,,,-51.7658445
2.043,-0.091697347,-0.021496346,,,,,-51.77279062
2.044,-0.091691711,-0.057659257,,,,,-51.77974773
2.045,-0.091686075,-0.039846148,,,,,-51.78671575
2.046,-0.091680439,-0.065975361,,,,,-51.79369456
2.047,-0.091674802,-0.084671162,,,,,-51.80068407
2.048,-0.091669164,-0.061580658,,,,,-51.80768416
2.049,-0.091663526,-0.0321251,,,,,-51.81469473
2.05,-0.091657888,-0.042813648,,,,,-51.82171568
2.051,-0.091652249,-0.051750548,,,,,-51.8287469
2.052,-0.091646609,-0.071979649,,,,,-51.83578829
2.053,-0.091640969,-0.033095129,,,,,-51.84283972
2.054,-0.091635329,-0.034971621,,,,,-51.84990111
2.055,-0.091629688,-0.061703429,,,,,-51.85697233
2.056,-0.091624046,-0.057066225,,,,,-51.86405328
2.057,-0.091618404,-0.06676466,,,,,-51.87114385
2.058,-0.091612762,-0.075510189,,,,,-51.87824393
2.059,-0.091607119,-0.068312414,,,,,-51.8853534
2.06,-0.091601475,-0.074840106,,,,,-51.89247215
2.061,-0.091595831,-0.028388007,,,,,-51.89960008
2.062,-0.091590186,-0.062300306,,,,,-51.90673707
2.063,-0.091584541,-0.059700463,,,,,-51.91388299
2.064,-0.091578895,-0.07555411,,,,,-51.92103775
2.065,-0.091573248,-0.054867748,,,,,-51.92820122
2.066,-0.091567601,-0.044798318,,,,,-51.93537329
2.067,-0.091561954,-0.047369607,,,,,-51.94255384
2.068,-0.091556306,-0.046487868,,,,,-51.94974276
2.069,-0.091550657,-0.076408304,,,,,-51.95693992
2.07,-0.091545008,-0.031449631,,,,,-51.96414521
2.071,-0.091539358,-0.066639259,,,,,-51.97135851
2.072,-0.091533708,-0.062720358,,,,,-51.97857969
2.073,-0.091528057,-0.070585236,,,,,-51.98580864
2.074,-0.091522405,-0.093184568,,,,,-51.99304524
2.075,-0.091516753,-0.014852191,,,,,-52.00028937
2.076,-0.0915111,-0.030390397,,,,,-52.00754089
2.077,-0.091505447,-0.028296169,,,,,-52.01479969
2.078,-0.091499792,-0.060233645,,,,,-52.02206565
2.079,-0.091494138,-0.033492163,,,,,-52.02933863
2.08,-0.091488482,-0.067102291,,,,,-52.03661852
2.081,-0.091482826,-0.078078888,,,,,-52.04390518
2.082,-0.09147717,-0.061182521,,,,,-52.05119849
2.083,-0.091471513,-0.042164113,,,,,-52.05849832
2.084,-0.091465855,-0.03267711,,,,,-52.06580455
2.085,-0.091460196,-0.098249406,,,,,-52.07311704
2.086,-0.091454537,-0.072513252,,,,,-52.08043566
2.087,-0.091448877,-0.0630491,,,,,-52.08776028
2.088,-0.091443216,-0.074764498,,,,,-52.09509078
2.089,-0.091437555,-0.06605152,,,,,-52.10242701
2.09,-0.091431893,-0.04567235,,,,,-52.10976885
2.091,-0.091426231,-0.060026251,,,,,-52.11711616
2.092,-0.091420567,-0.057622548,,,,,-52.12446881
2.093,-0.091414903,-0.042178847,,,,,-52.13182665
2.094,-0.091409239,-0.032647926,,,,,-52.13918956
2.095,-0.091403573,-0.047456466,,,,,-52.1465574
2.096,-0.091397907,-0.097540773,,,,,-52.15393003
2.097,-0.09139224,-0.079713315,,,,,-52.16130731
2.098,-0.091386573,-0.057334054,,,,,-52.1686891
2.099,-0.091380904,-0.085802808,,,,,-52.17607526
2.1,-0.091375235,-0.06292183,,,,,-52.18346565
2.101,-0.091369565,-0.05689469,,,,,-52.19086013
2.102,-0.091363895,-0.05864282,,,,,-52.19825855
2.103,-0.091358223,-0.084203713,,,,,-52.20566078
2.104,-0.091352551,-0.047805022,,,,,-52.21306666
2.105,-0.091346878,-0.046602517,,,,,-52.22047606
2.106,-0.091341205,-0.091806047,,,,,-52.22788882
2.107,-0.09133553,-0.070494048,,,,,-52.2353048
2.108,-0.091329855,-0.067419574,,,,,-52.24272385
2.109,-0.091324179,-0.049690682,,,,,-52.25014582
2.11,-0.091318502,-0.058925234,,,,,-52.25757056
2.111,-0.091312825,-0.043976717,,,,,-52.26499793
2.112,-0.091307146,-0.048310526,,,,,-52.27242777
2.113,-0.091301467,-0.046136476,,,,,-52.27985993
2.114,-0.091295787,-0.055744015,,,,,-52.28729425
2.115,-0.091290106,-0.050110638,,,,,-52.29473059
2.116,-0.091284425,-0.08647719,,,,,-52.30216879
2.117,-0.091278742,-0.052624606,,,,,-52.30960869
2.118,-0.091273059,-0.068791158,,,,,-52.31705013
2.119,-0.091267374,-0.072517358,,,,,-52.32449296
2.12,-0.091261689,-0.0338706,,,,,-52.33193702
2.121,-0.091256003,-0.067170881,,,,,-52.33938216
2.122,-0.091250316,-0.063541889,,,,,-52.3468282
2.123,-0.091244629,-0.059126321,,,,,-52.354275
2.124,-0.09123894,-0.076474778,,,,,-52.36172238
2.125,-0.091233251,-0.058529492,,,,,-52.36917019
2.126,-0.09122756,-0.066688031,,,,,-52.37661826
2.127,-0.091221869,-0.063603878,,,,,-52.38406642
2.128,-0.091216177,-0.078505583,,,,,-52.39151452
2.129,-0.091210483,-0.08155904,,,,,-52.39896239
2.13,-0.091204789,-0.081153683,,,,,-52.40640985
2.131,-0.091199094,-0.049362723,,,,,-52.41385674
2.132,-0.091193398,-0.085470706,,,,,-52.4213029
2.133,-0.091187702,-0.054675113,,,,,-52.42874814
2.134,-0.091182004,-0.062820926,,,,,-52.4361923
2.135,-0.091176305,-0.054087333,,,,,-52.44363521
2.136,-0.091170605,-0.088825859,,,,,-52.4510767
2.137,-0.091164904,-0.063049607,,,,,-52.45851658
2.138,-0.091159203,-0.070117861,,,,,-52.4659547
2.139,-0.0911535,-0.057973705,,,,,-52.47339086
2.14,-0.091147796,-0.087017581,,,,,-52.48082489
2.141,-0.091142092,-0.035057954,,,,,-52.48825662
2.142,-0.091136386,-0.046584755,,,,,-52.49568587
2.143,-0.091130679,-0.080506578,,,,,-52.50311245
2.144,-0.091124972,-0.076431692,,,,,-52.51053619
2.145,-0.091119263,-0.073529482,,,,,-52.51795691
2.146,-0.091113553,-0.058011621,,,,,-52.52537441
2.147,-0.091107842,-0.058902536,,,,,-52.53278853
2.148,-0.091102131,-0.082320072,,,,,-52.54019907
2.149,-0.091096418,-0.074475124,,,,,-52.54760585
2.15,-0.091090704,-0.051032014,,,,,-52.55500868
2.151,-0.091084989,-0.068234906,,,,,-52.56240738
2.152,-0.091079273,-0.064423084,,,,,-52.56980176
2.153,-0.091073555,-0.063853174,,,,,-52.57719162
2.154,-0.091067837,-0.065398201,,,,,-52.58457678
2.155,-0.091062118,-0.076171264,,,,,-52.59195705
2.156,-0.091056397,-0.060669385,,,,,-52.59933223
2.157,-0.091050676,-0.04388722,,,,,-52.60670214
2.158,-0.091044953,-0.055821232,,,,,-52.61406657
2.159,-0.091039229,-0.091092549,,,,,-52.62142533
2.16,-0.091033504,-0.084017076,,,,,-52.62877822
2.161,-0.091027778,-0.054959357,,,,,-52.63612505
2.162,-0.091022051,-0.048342466,,,,,-52.64346563
2.163,-0.091016323,-0.040572762,,,,,-52.65079974
2.164,-0.091010593,-0.044895064,,,,,-52.65812719
2.165,-0.091004863,-0.046053503,,,,,-52.66544779
2.166,-0.090999131,-0.043687802,,,,,-52.67276132
2.167,-0.090993398,-0.095999874,,,,,-52.68006758
2.168,-0.090987664,-0.051281042,,,,,-52.68736638
2.169,-0.090981928,-0.067115024,,,,,-52.6946575
2.17,-0.090976192,-0.066927463,,,,,-52.70194074
2.171,-0.090970454,-0.052215837,,,,,-52.70921589
2.172,-0.090964715,-0.040007036,,,,,-52.71648274
2.173,-0.090958975,-0.088666514,,,,,-52.72374109
2.174,-0.090953233,-0.059613742,,,,,-52.73099073
2.175,-0.090947491,-0.077091843,,,,,-52.73823143
2.176,-0.090941747,-0.058451857,,,,,-52.745463
2.177,-0.090936001,-0.048262626,,,,,-52.75268522
2.178,-0.090930255,-0.085579351,,,,,-52.75989787
2.179,-0.090924507,-0.068462051,,,,,-52.76710075
2.18,-0.090918758,-0.057246584,,,,,-52.77429363
2.181,-0.090913008,-0.084845781,,,,,-52.78147629
2.182,-0.090907257,-0.072401308,,,,,-52.78864852
2.183,-0.090901504,-0.070773624,,,,,-52.79581011
2.184,-0.09089575,-0.076815575,,,,,-52.80296082
2.185,-0.090889994,-0.064500667,,,,,-52.81010045
2.186,-0.090884237,-0.079942465,,,,,-52.81722876
2.187,-0.090878479,-0.063811041,,,,,-52.82434554
2.188,-0.09087272,-0.062592953,,,,,-52.83145056
2.189,-0.090866959,-0.096746244,,,,,-52.8385436
2.19,-0.090861197,-0.068761803,,,,,-52.84562443
2.191,-0.090855434,-0.074796632,,,,,-52.85269283
2.192,-0.090849669,-0.093993939,,,,,-52.85974856
2.193,-0.090843903,-0.069722205,,,,,-52.8667914
2.194,-0.090838135,-0.076750211,,,,,-52.87382112
2.195,-0.090832366,-0.054759838,,,,,-52.8808375
2.196,-0.090826596,-0.076532051,,,,,-52.88784029
2.197,-0.090820824,-0.061967935,,,,,-52.89482926
2.198,-0.090815051,-0.052951239,,,,,-52.90180419
2.199,-0.090809277,-0.091430455,,,,,-52.90876484
2.2,-0.090803501,-0.038620077,,,,,-52.91571097
2.201,-0.090797723,-0.091737621,,,,,-52.92264236
2.202,-0.090791945,-0.054816071,,,,,-52.92955875
2.203,-0.090786164,-0.065608114,,,,,-52.93645992
2.204,-0.090780383,-0.071165375,,,,,-52.94334562
2.205,-0.090774599,-0.038927697,,,,,-52.95021562
2.206,-0.090768815,-0.056789868,,,,,-52.95706967
2.207,-0.090763029,-0.079495937,,,,,-52.96390754
2.208,-0.090757241,-0.068428367,,,,,-52.97072898
2.209,-0.090751452,-0.059407774,,,,,-52.97753375
2.21,-0.090745662,-0.070296831,,,,,-52.98432161
2.211,-0.09073987,-0.092101224,,,,,-52.99109231
2.212,-0.090734076,-0.076083794,,,,,-52.9978456
2.213,-0.090728281,-0.05891899,,,,,-53.00458124
2.214,-0.090722484,-0.062831357,,,,,-53.01129899
2.215,-0.090716686,-0.065378882,,,,,-53.01799858
2.216,-0.090710887,-0.073446557,,,,,-53.02467979
2.217,-0.090705085,-0.072900116,,,,,-53.03134234
2.218,-0.090699283,-0.098666869,,,,,-53.03798601
2.219,-0.090693478,-0.037733864,,,,,-53.04461052
2.22,-0.090687672,-0.07667838,,,,,-53.05121564
2.221,-0.090681865,-0.059246279,,,,,-53.05780111
2.222,-0.090676056,-0.078227527,,,,,-53.06436667
2.223,-0.090670245,-0.039089926,,,,,-53.07091207
2.224,-0.090664433,-0.10937141,,,,,-53.07743706
2.225,-0.090658619,-0.098838657,,,,,-53.08394138
2.226,-0.090652804,-0.066388287,,,,,-53.09042477
2.227,-0.090646987,-0.065941475,,,,,-53.09688698
2.228,-0.090641168,-0.066553771,,,,,-53.10332775
2.229,-0.090635348,-0.03210815,,,,,-53.10974681
2.23,-0.090629526,-0.075099893,,,,,-53.11614392
2.231,-0.090623702,-0.072072789,,,,,-53.1225188
2.232,-0.090617877,-0.076929368,,,,,-53.1288712
2.233,-0.09061205,-0.057902001,,,,,-53.13520086
2.234,-0.090606221,-0.050008893,,,,,-53.14150752
2.235,-0.090600391,-0.068056464,,,,,-53.1477909
2.236,-0.090594559,-0.091650218,,,,,-53.15405076
2.237,-0.090588725,-0.079693623,,,,,-53.16028682
2.238,-0.090582889,-0.075122133,,,,,-53.16649882
2.239,-0.090577052,-0.07737048,,,,,-53.1726865
2.24,-0.090571213,-0.089550532,,,,,-53.17884959
2.241,-0.090565373,-0.064400405,,,,,-53.18498782
2.242,-0.09055953,-0.050765455,,,,,-53.19110092
2.243,-0.090553686,-0.044598557,,,,,-53.19718863
2.244,-0.090547841,-0.045748357,,,,,-53.20325069
2.245,-0.090541993,-0.073016167,,,,,-53.20928682
2.246,-0.090536144,-0.065699168,,,,,-53.21529675
2.247,-0.090530292,-0.073756181,,,,,-53.22128021
2.248,-0.09052444,-0.068918012,,,,,-53.22723694
2.249,-0.090518585,-0.081931666,,,,,-53.23316666
2.25,-0.090512728,-0.07513541,,,,,-53.23906911
2.251,-0.09050687,-0.088001899,,,,,-53.244944
2.252,-0.09050101,-0.078215711,,,,,-53.25079108
2.253,-0.090495148,-0.061792925,,,,,-53.25661006
2.254,-0.090489284,-0.095118016,,,,,-53.26240068
2.255,-0.090483419,-0.11379793,,,,,-53.26816266
2.256,-0.090477551,-0.073515877,,,,,-53.27389573
2.257,-0.090471682,-0.08472383,,,,,-53.27959961
2.258,-0.090465811,-0.075157009,,,,,-53.28527404
2.259,-0.090459938,-0.10655835,,,,,-53.29091873
2.26,-0.090454063,-0.10752406,,,,,-53.29653342
2.261,-0.090448186,-0.10374734,,,,,-53.30211782
2.262,-0.090442307,-0.091358073,,,,,-53.30767167
2.263,-0.090436427,-0.1026149,,,,,-53.31319469
2.264,-0.090430544,-0.081979945,,,,,-53.3186866
2.265,-0.09042466,-0.078869715,,,,,-53.32414713
2.266,-0.090418774,-0.10447256,,,,,-53.329576
2.267,-0.090412885,-0.080590844,,,,,-53.33497294
2.268,-0.090406995,-0.10010485,,,,,-53.34033766
2.269,-0.090401103,-0.039210021,,,,,-53.3456699
2.27,-0.090395209,-0.10732727,,,,,-53.35096938
2.271,-0.090389313,-0.075899012,,,,,-53.35623582
2.272,-0.090383415,-0.068573698,,,,,-53.36146894
2.273,-0.090377515,-0.096712038,,,,,-53.36666847
2.274,-0.090371613,-0.10166764,,,,,-53.37183413
2.275,-0.090365709,-0.098024778,,,,,-53.37696565
2.276,-0.090359803,-0.087143637,,,,,-53.38206275
2.277,-0.090353895,-0.08933492,,,,,-53.38712515
2.278,-0.090347986,-0.085936673,,,,,-53.39215257
2.279,-0.090342074,-0.09596274,,,,,-53.39714475
2.28,-0.09033616,-0.090430774,,,,,-53.4021014
2.281,-0.090330244,-0.090808019,,,,,-53.40702224
2.282,-0.090324326,-0.086374134,,,,,-53.41190701
2.283,-0.090318405,-0.081672788,,,,,-53.41675543
2.284,-0.090312483,-0.060303565,,,,,-53.42156721
2.285,-0.090306559,-0.13146,,,,,-53.42634209
2.286,-0.090300633,-0.078740135,,,,,-53.43107979
2.287,-0.090294704,-0.13347565,,,,,-53.43578004
2.288,-0.090288774,-0.084111445,,,,,-53.44044256
2.289,-0.090282841,-0.079542004,,,,,-53.44506707
2.29,-0.090276907,-0.081105225,,,,,-53.44965331
2.291,-0.09027097,-0.079663642,,,,,-53.45420099
2.292,-0.090265031,-0.093110137,,,,,-53.45870986
2.293,-0.09025909,-0.036457829,,,,,-53.46317962
2.294,-0.090253147,-0.094095096,,,,,-53.46761002
2.295,-0.090247202,-0.072707906,,,,,-53.47200078
2.296,-0.090241254,-0.093821876,,,,,-53.47635162
2.297,-0.090235305,-0.065379761,,,,,-53.48066228
2.298,-0.090229353,-0.10108157,,,,,-53.48493249
2.299,-0.090223399,-0.10579433,,,,,-53.48916197
2.3,-0.090217443,-0.079239555,,,,,-53.49335047
2.301,-0.090211485,-0.07688918,,,,,-53.4974977
2.302,-0.090205525,-0.067699231,,,,,-53.5016034
2.303,-0.090199562,-0.080498025,,,,,-53.5056673
2.304,-0.090193597,-0.075615846,,,,,-53.50968914
2.305,-0.09018763,-0.084660545,,,,,-53.51366866
2.306,-0.090181661,-0.099941269,,,,,-53.51760557
2.307,-0.090175689,-0.097101294,,,,,-53.52149963
2.308,-0.090169716,-0.08107242,,,,,-53.52535057
2.309,-0.09016374,-0.063833795,,,,,-53.52915811
2.31,-0.090157761,-0.060190402,,,,,-53.53292202
2.311,-0.090151781,-0.083032489,,,,,-53.53664201
2.312,-0.090145798,-0.067117728,,,,,-53.54031783
2.313,-0.090139813,-0.11240403,,,,,-53.54394922
2.314,-0.090133826,-0.086449638,,,,,-53.54753593
2.315,-0.090127836,-0.059416328,,,,,-53.55107769
2.316,-0.090121844,-0.064976148,,,,,-53.55457424
2.317,-0.09011585,-0.09728796,,,,,-53.55802534
2.318,-0.090109854,-0.092693955,,,,,-53.56143073
2.319,-0.090103855,-0.10891386,,,,,-53.56479015
2.32,-0.090097854,-0.091475412,,,,,-53.56810336
2.321,-0.09009185,-0.077528775,,,,,-53.57137009
2.322,-0.090085844,-0.08665698,,,,,-53.57459011
2.323,-0.090079836,-0.10065658,,,,,-53.57776316
2.324,-0.090073826,-0.062425468,,,,,-53.58088899
2.325,-0.090067813,-0.088390134,,,,,-53.58396736
2.326,-0.090061798,-0.087776646,,,,,-53.58699802
2.327,-0.09005578,-0.11777905,,,,,-53.58998073
2.328,-0.09004976,-0.082870193,,,,,-53.59291525
2.329,-0.090043738,-0.06295158,,,,,-53.59580133
2.33,-0.090037713,-0.073409073,,,,,-53.59863874
2.331,-0.090031686,-0.076975025,,,,,-53.60142723
2.332,-0.090025656,-0.086096086,,,,,-53.60416658
2.333,-0.090019624,-0.1026879,,,,,-53.60685653
2.334,-0.09001359,-0.09005551,,,,,-53.60949687
2.335,-0.090007553,-0.084563769,,,,,-53.61208736
2.336,-0.090001514,-0.077024519,,,,,-53.61462776
2.337,-0.089995472,-0.074818559,,,,,-53.61711784
2.338,-0.089989428,-0.091381066,,,,,-53.61955739
2.339,-0.089983381,-0.070076548,,,,,-53.62194617
2.34,-0.089977332,-0.084867269,,,,,-53.62428395
2.341,-0.08997128,-0.053631548,,,,,-53.62657052
2.342,-0.089965226,-0.088953741,,,,,-53.62880566
2.343,-0.08995917,-0.10148333,,,,,-53.63098914
2.344,-0.089953111,-0.072771825,,,,,-53.63312074
2.345,-0.089947049,-0.084772311,,,,,-53.63520026
2.346,-0.089940985,-0.075612798,,,,,-53.63722747
2.347,-0.089934918,-0.076033533,,,,,-53.63920217
2.348,-0.089928849,-0.089681268,,,,,-53.64112414
2.349,-0.089922778,-0.058532119,,,,,-53.64299317
2.35,-0.089916703,-0.068299994,,,,,-53.64480907
2.351,-0.089910627,-0.072437689,,,,,-53.64657161
2.352,-0.089904547,-0.084757812,,,,,-53.64828061
2.353,-0.089898465,-0.08768668,,,,,-53.64993586
2.354,-0.089892381,-0.096467063,,,,,-53.65153716
2.355,-0.089886294,-0.11226687,,,,,-53.65308431
2.356,-0.089880204,-0.095141619,,,,,-53.65457713
2.357,-0.089874112,-0.059177984,,,,,-53.65601541
2.358,-0.089868018,-0.068524227,,,,,-53.65739897
2.359,-0.08986192,-0.046289742,,,,,-53.65872761
2.36,-0.08985582,-0.07951533,,,,,-53.66000116
2.361,-0.089849718,-0.089969911,,,,,-53.66121943
2.362,-0.089843612,-0.077694431,,,,,-53.66238224
2.363,-0.089837505,-0.037286885,,,,,-53.66348941
2.364,-0.089831394,-0.07800357,,,,,-53.66454075
2.365,-0.089825281,-0.11695352,,,,,-53.6655361
2.366,-0.089819165,-0.085824683,,,,,-53.66647529
2.367,-0.089813047,-0.083539359,,,,,-53.66735814
2.368,-0.089806926,-0.079850174,,,,,-53.66818448
2.369,-0.089800802,-0.063683353,,,,,-53.66895416
2.37,-0.089794676,-0.077961534,,,,,-53.669667
2.371,-0.089788546,-0.11458849,,,,,-53.67032285
2.372,-0.089782415,-0.045142308,,,,,-53.67092154
2.373,-0.08977628,-0.08166936,,,,,-53.67146293
2.374,-0.089770143,-0.093137756,,,,,-53.67194686
2.375,-0.089764003,-0.065941177,,,,,-53.67237318
2.376,-0.08975786,-0.091706164,,,,,-53.67274174
2.377,-0.089751715,-0.075046226,,,,,-53.67305239
2.378,-0.089745567,-0.097473145,,,,,-53.673305
2.379,-0.089739416,-0.083854482,,,,,-53.67349942
2.38,-0.089733263,-0.064665079,,,,,-53.67363551
2.381,-0.089727106,-0.059077919,,,,,-53.67371315
2.382,-0.089720947,-0.085279793,,,,,-53.67373219
2.383,-0.089714785,-0.061839662,,,,,-53.6736925
2.384,-0.089708621,-0.06725575,,,,,-53.67359397
2.385,-0.089702453,-0.065446198,,,,,-53.67343646
2.386,-0.089696283,-0.092925951,,,,,-53.67321986
2.387,-0.08969011,-0.092462532,,,,,-53.67294404
2.388,-0.089683934,-0.057194125,,,,,-53.6726089
2.389,-0.089677756,-0.069835603,,,,,-53.6722143
2.39,-0.089671574,-0.097031064,,,,,-53.67176016
2.391,-0.08966539,-0.098501593,,,,,-53.67124635
2.392,-0.089659203,-0.054899421,,,,,-53.67067277
2.393,-0.089653013,-0.092877999,,,,,-53.67003933
2.394,-0.089646821,-0.077910952,,,,,-53.66934592
2.395,-0.089640625,-0.058427315,,,,,-53.66859244
2.396,-0.089634427,-0.079233736,,,,,-53.66777881
2.397,-0.089628226,-0.061283737,,,,,-53.66690493
2.398,-0.089622021,-0.06859459,,,,,-53.66597071
2.399,-0.089615815,-0.084529221,,,,,-53.66497607
2.4,-0.089609605,-0.087983027,,,,,-53.66392093
2.401,-0.089603392,-0.10143489,,,,,-53.66280521
2.402,-0.089597176,-0.093278259,,,,,-53.66162883
2.403,-0.089590958,-0.085726254,,,,,-53.66039173
2.404,-0.089584736,-0.09467943,,,,,-53.65909383
2.405,-0.089578512,-0.056529216,,,,,-53.65773506
2.406,-0.089572285,-0.087103203,,,,,-53.65631536
2.407,-0.089566055,-0.058611814,,,,,-53.65483467
2.408,-0.089559822,-0.054263838,,,,,-53.65329294
2.409,-0.089553586,-0.041825261,,,,,-53.6516901
2.41,-0.089547347,-0.054308776,,,,,-53.65002611
2.411,-0.089541105,-0.099798851,,,,,-53.64830091
2.412,-0.08953486,-0.10436138,,,,,-53.64651447
2.413,-0.089528612,-0.029532434,,,,,-53.64466674
2.414,-0.089522361,-0.09667366,,,,,-53.64275768
2.415,-0.089516108,-0.088546172,,,,,-53.64078725
2.416,-0.089509851,-0.093622379,,,,,-53.63875542
2.417,-0.089503591,-0.088776566,,,,,-53.63666216
2.418,-0.089497329,-0.059497047,,,,,-53.63450745
2.419,-0.089491063,-0.065025069,,,,,-53.63229126
2.42,-0.089484794,-0.067145377,,,,,-53.63001357
2.421,-0.089478523,-0.10288532,,,,,-53.62767435
2.422,-0.089472248,-0.069764182,,,,,-53.62527361
2.423,-0.08946597,-0.059836157,,,,,-53.62281132
2.424,-0.08945969,-0.070867747,,,,,-53.62028747
2.425,-0.089453406,-0.093972206,,,,,-53.61770207
2.426,-0.089447119,-0.089469902,,,,,-53.61505511
2.427,-0.089440829,-0.055602312,,,,,-53.61234659
2.428,-0.089434536,-0.065272063,,,,,-53.60957651
2.429,-0.08942824,-0.092229985,,,,,-53.60674488
2.43,-0.089421941,-0.095034949,,,,,-53.60385172
2.431,-0.089415639,-0.070614278,,,,,-53.60089703
2.432,-0.089409334,-0.10811172,,,,,-53.59788083
