"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]","ang_deg(S(2,2)) [deg]","ang_deg(S(3,1)) [deg]","ang_deg(S(3,2)) [deg]","ang_deg(S(3,3)) [deg]"
1.457,33.3172308080687,149.099220425959,-111.48740401518,149.047503273777,76.8963478894872,-112.208926124131
1.458,33.2457828942966,148.952503321206,-111.612178497526,148.900860426774,76.7155973356728,-112.333332085414
1.459,33.1743870081672,148.805783197149,-111.736877084866,148.754214838008,76.5348463292605,-112.457660345629
1.46,33.1030432639171,148.659060052554,-111.861499880857,148.60756650506,76.3540948650758,-112.581911005222
1.461,33.0317517762026,148.5123338862,-111.986046989995,148.460915425513,76.1733429380106,-112.706084165388
1.462,32.9605126600996,148.36560469687,-112.110518517622,148.314261596962,75.9925905430226,-112.830179928077
1.463,32.8893260311034,148.218872483357,-112.234914569931,148.167605017004,75.8118376751357,-112.954198395995
1.464,32.8181920051281,148.072137244461,-112.359235253961,148.020945683244,75.6310843294393,-113.078139672613
1.465,32.747110698507,147.925398978992,-112.483480677609,147.874283593295,75.4503305010879,-113.202003862163
1.466,32.6760822279916,147.778657685767,-112.607650949628,147.727618744776,75.2695761853016,-113.325791069649
1.467,32.6051067107516,147.631913363612,-112.731746179634,147.580951135312,75.0888213773651,-113.44950140085
1.468,32.5341842643749,147.485166011361,-112.855766478104,147.434280762535,74.9080660726278,-113.573134962319
1.469,32.4633150068665,147.338415627858,-112.979711956384,147.287607624084,74.7273102665038,-113.696691861393
1.47,32.3924990566489,147.191662211954,-113.10358272669,147.140931717608,74.5465539544711,-113.820172206192
1.471,32.3217365325614,147.04490576251,-113.22737890211,146.994253040758,74.3657971320718,-113.943576105625
1.472,32.2510275538595,146.898146278394,-113.351100596608,146.847571591197,74.1850397949118,-114.066903669394
1.473,32.180372240215,146.751383758485,-113.474747925028,146.700887366593,74.0042819386606,-114.190155007999
1.474,32.1097707117152,146.604618201669,-113.598321003095,146.554200364622,73.8235235590508,-114.313330232736
1.475,32.0392230888626,146.457849606843,-113.72181994742,146.407510582967,73.6427646518782,-114.436429455709
1.476,31.9687294925743,146.311077972911,-113.8452448755,146.26081801932,73.4620052130012,-114.559452789826
1.477,31.8982900441819,146.164303298788,-113.968595905723,146.114122671378,73.2812452383412,-114.682400348809
1.478,31.8279048654306,146.017525583397,-114.091873157371,145.96742453685,73.1004847238817,-114.805272247193
1.479,31.7575740784788,145.870744825671,-114.215076750621,145.820723613448,72.9197236656684,-114.92806860033
1.48,31.6872978058979,145.723961024551,-114.33820680655,145.674019898897,72.7389620598089,-115.050789524398
1.481,31.6170761706712,145.577174178989,-114.461263447134,145.527313390926,72.5581999024725,-115.173435136396
1.482,31.5469092961937,145.430384287945,-114.584246795254,145.380604087274,72.3774371898899,-115.296005554154
1.483,31.4767973062716,145.283591350391,-114.707156974699,145.233891985689,72.1966739183531,-115.418500896334
1.484,31.4067403251215,145.136795365307,-114.829994110165,145.087177083924,72.0159100842151,-115.540921282435
1.485,31.3367384773698,144.989996331681,-114.952758327261,144.940459379745,71.8351456838896,-115.663266832793
1.486,31.266791888052,144.843194248514,-115.07544975251,144.793738870924,71.6543807138508,-115.785537668589
1.487,31.1969006826124,144.696389114814,-115.19806851335,144.647015555241,71.4736151706334,-115.907733911849
1.488,31.1270649869031,144.549580929601,-115.32061473814,144.500289430485,71.292849050832,-116.029855685447
1.489,31.0572849271832,144.402769691905,-115.443088556159,144.353560494455,71.1120823511012,-116.151903113113
1.49,30.9875606301184,144.255955400764,-115.56549009761,144.206828744959,70.9313150681551,-116.273876319429
1.491,30.9178922227803,144.109138055227,-115.687819493623,144.060094179811,70.7505471987673,-116.395775429838
1.492,30.8482798326453,143.962317654355,-115.810076876253,143.913356796838,70.5697787397704,-116.517600570647
1.493,30.778723587594,143.815494197216,-115.93226237849,143.766616593873,70.3890096880563,-116.639351869026
1.494,30.7092236159105,143.668667682892,-116.054376134252,143.61987356876,70.2082400405753,-116.761029453015
1.495,30.6397800462816,143.521838110471,-116.176418278395,143.473127719351,70.0274697943362,-116.882633451525
1.496,30.5703930077957,143.375005479056,-116.29838894671,143.326379043509,69.8466989464064,-117.004163994343
1.497,30.5010626299421,143.228169787758,-116.420288275928,143.179627539104,69.6659274939109,-117.125621212131
1.498,30.4317890426103,143.081331035697,-116.542116403718,143.032873204018,69.4851554340328,-117.247005236437
1.499,30.362572376089,142.934489222008,-116.663873468695,142.886116036142,69.3043827640129,-117.368316199687
1.5,30.2934127610648,142.787644345834,-116.785559610418,142.739356033375,69.123609481149,-117.489554235198
1.501,30.2243103286218,142.640796406327,-116.90717496939,142.592593193628,68.9428355827965,-117.610719477175
1.502,30.1552652102404,142.493945402654,-117.028719687065,142.44582751482,68.7620610663671,-117.731812060715
1.503,30.0862775377964,142.347091333991,-117.150193905846,142.299058994883,68.5812859293301,-117.852832121812
1.504,30.0173474435597,142.200234199524,-117.271597769089,142.152287631755,68.4005101692103,-117.973779797355
1.505,29.9484750601937,142.053373998451,-117.392931421101,142.005513423386,68.2197337835894,-118.094655225138
1.506,29.8796605207538,141.906510729981,-117.514195007147,141.858736367738,68.038956770105,-118.215458543855
1.507,29.8109039586869,141.759644393334,-117.635388673446,141.71195646278,67.8581791264504,-118.336189893108
1.508,29.7422055078296,141.612774987742,-117.756512567178,141.565173706495,67.6774008503744,-118.456849413406
1.509,29.6735653024076,141.465902512449,-117.877566836481,141.418388096872,67.4966219396816,-118.577437246172
1.51,29.6049834770343,141.319026966707,-117.998551630455,141.271599631914,67.3158423922311,-118.69795353374
1.511,29.5364601667099,141.172148349782,-118.119467099161,141.124808309635,67.1350622059375,-118.818398419364
1.512,29.4679955068197,141.025266660953,-118.240313393627,140.978014128056,66.9542813787698,-118.938772047212
1.513,29.3995896331334,140.878381899507,-118.361090665845,140.831217085213,66.7734999087516,-119.059074562378
1.514,29.3312426818036,140.731494064745,-118.481799068772,140.68441717915,66.5927177939605,-119.179306110876
1.515,29.2629547893646,140.58460315598,-118.602438756336,140.537614407924,66.4119350325284,-119.299466839648
1.516,29.194726092731,140.437709172535,-118.72300988343,140.390808769601,66.2311516226412,-119.419556896564
1.517,29.1265567291964,140.290812113746,-118.843512605921,140.24400026226,66.0503675625377,-119.539576430424
1.518,29.0584468364323,140.143911978961,-118.963947080645,140.09718888399,65.8695828505109,-119.659525590961
1.519,28.9903965524863,139.99700876754,-119.084313465411,139.950374632892,65.6887974849063,-119.779404528842
1.52,28.9224060157811,139.850102478854,-119.204611919001,139.803557507078,65.5080114641229,-119.899213395672
1.521,28.854475365113,139.703193112287,-119.32484260117,139.656737504672,65.327224786612,-120.018952343996
1.522,28.7866047396501,139.556280667237,-119.445005672651,139.509914623808,65.1464374508775,-120.138621527296
1.523,28.7187942789311,139.40936514311,-119.565101295149,139.363088862634,64.9656494554756,-120.258221100002
1.524,28.6510441228641,139.262446539328,-119.685129631348,139.216260219308,64.7848607990147,-120.377751217485
1.525,28.5833544117244,139.115524855324,-119.805090844909,139.069428692,64.6040714801549,-120.497212036065
1.526,28.5157252861534,138.968600090543,-119.924985100471,138.922594278892,64.423281497608,-120.61660371301
1.527,28.448156887157,138.821672244443,-120.044812563651,138.775756978179,64.2424908501371,-120.735926406539
1.528,28.3806493561038,138.674741316496,-120.164573401045,138.628916788066,64.0616995365568,-120.855180275821
1.529,28.3132028347234,138.527807306184,-120.284267780229,138.482073706773,63.8809075557322,-120.974365480982
1.53,28.2458174651052,138.380870213004,-120.40389586976,138.335227732528,63.7001149065796,-121.093482183102
1.531,28.1784933896961,138.233930036464,-120.523457839173,138.188378863576,63.5193215880656,-121.212530544217
1.532,28.1112307512991,138.086986776086,-120.642953858988,138.041527098171,63.3385275992075,-121.331510727324
1.533,28.0440296930716,137.940040431405,-120.762384100702,137.894672434581,63.1577329390722,-121.450422896377
1.534,27.9768903585234,137.793091001967,-120.881748736796,137.747814871086,62.9769376067768,-121.569267216295
1.535,27.9098128915149,137.646138487335,-121.001047940731,137.600954405978,62.796141601488,-121.688043852958
1.536,27.8427974362556,137.49918288708,-121.12028188695,137.454091037564,62.6153449224223,-121.806752973211
1.537,27.7758441373018,137.352224200791,-121.23945075088,137.30722476416,62.4345475688449,-121.925394744863
1.538,27.7089531395548,137.205262428067,-121.358554708927,137.160355584099,62.2537495400706,-122.043969336692
1.539,27.6421245882591,137.058297568521,-121.477593938481,137.013483495723,62.0729508354626,-122.162476918443
1.54,27.5753586290005,136.911329621781,-121.596568617911,136.866608497391,61.8921514544332,-122.280917660831
1.541,27.5086554077036,136.764358587486,-121.715478926571,136.719730587471,61.7113513964426,-122.399291735539
1.542,27.4420150706306,136.61738446529,-121.834325044794,136.572849764348,61.5305506609995,-122.517599315225
1.543,27.3754377643782,136.470407254861,-121.953107153895,136.425966026417,61.3497492476606,-122.635840573515
1.544,27.3089236358767,136.323426955878,-122.071825436169,136.279079372089,61.1689471560303,-122.754015685012
1.545,27.2424728323868,136.176443568037,-122.190480074893,136.132189799786,60.9881443857608,-122.87212482529
1.546,27.176085501498,136.029457091046,-122.309071254324,135.985297307946,60.8073409365511,-122.9901681709
1.547,27.1097617911264,135.882467524626,-122.427599159696,135.838401895017,60.6265368081479,-123.108145899368
1.548,27.0435018495123,135.735474868514,-122.546063977225,135.691503559465,60.4457320003448,-123.226058189197
1.549,26.9773058252181,135.588479122459,-122.664465894104,135.544602299767,60.2649265129818,-123.343905219864
1.55,26.911173867126,135.441480286225,-122.782805098505,135.397698114413,60.0841203459456,-123.461687171828
1.551,26.8451061244354,135.29447835959,-122.901081779576,135.25079100191,59.9033134991693,-123.579404226523
1.552,26.7791027466609,135.147473342345,-123.01929612744,135.103880960776,59.7225059726321,-123.697056566362
1.553,26.7131638836299,135.000465234298,-123.1374483332,134.956967989544,59.541697766359,-123.814644374739
1.554,26.6472896854798,134.853454035268,-123.255538588929,134.810052086763,59.3608888804207,-123.932167836025
1.555,26.5814803026559,134.706439745089,-123.373567087675,134.663133250992,59.1800793149333,-124.049627135572
1.556,26.515735885909,134.559422363611,-123.491534023461,134.516211480809,58.9992690700585,-124.167022459712
1.557,26.4500565862923,134.412401890698,-123.609439591279,134.369286774803,58.8184581460028,-124.284353995757
1.558,26.3844425551596,134.265378326226,-123.727283987092,134.222359131578,58.6376465430177,-124.401621932
1.559,26.318893944162,134.118351670089,-123.845067407834,134.075428549753,58.456834261399,-124.518826457712
1.56,26.2534109052458,133.971321922194,-123.962790051404,133.928495027963,58.2760213014875,-124.635967763146
1.561,26.1879935906493,133.824289082461,-124.080452116672,133.781558564854,58.095207663668,-124.753046039538
1.562,26.1226421529009,133.677253150828,-124.198053803469,133.63461915909,57.9143933483692,-124.8700614791
1.563,26.0573567448153,133.530214127245,-124.315595312595,133.487676809349,57.7335783560638,-124.987014275026
1.564,25.9921375194917,133.38317201168,-124.433076845807,133.340731514323,57.5527626872684,-125.10390462149
1.565,25.9269846303103,133.236126804112,-124.550498605829,133.193783272719,57.3719463425424,-125.220732713646
1.566,25.8618982309298,133.089078504537,-124.667860796339,133.04683208326,57.1911293224888,-125.337498747626
1.567,25.7968784752844,132.942027112967,-124.785163621977,132.899877944683,57.0103116277537,-125.454202920543
1.568,25.7319255175809,132.794972629427,-124.902407288336,132.752920855742,56.8294932590261,-125.570845430487
1.569,25.6670395122955,132.647915053958,-125.019592001967,132.605960815203,56.6486742170372,-125.687426476526
1.57,25.6022206141713,132.500854386618,-125.136717970369,132.45899782185,56.467854502561,-125.803946258707
1.571,25.5374689782147,132.353790627476,-125.253785401996,132.312031874483,56.2870341164135,-125.92040497805
1.572,25.4727847596927,132.206723776621,-125.370794506248,132.165062971914,56.106213059453,-126.036802836555
1.573,25.4081681141296,132.059653834154,-125.487745493472,132.018091112973,55.9253913325793,-126.153140037197
1.574,25.3436191973038,131.912580800193,-125.604638574961,131.871116296506,55.744568936734,-126.269416783922
1.575,25.2791381652447,131.765504674871,-125.721473962948,131.724138521373,55.5637458729001,-126.385633281653
1.576,25.2147251742294,131.618425458338,-125.838251870609,131.577157786452,55.3829221421018,-126.501789736285
1.577,25.1503803807795,131.471343150757,-125.954972512057,131.430174090634,55.2020977454043,-126.617886354683
1.578,25.0861039416575,131.324257752308,-126.071636102339,131.283187432827,55.0212726839137,-126.733923344685
1.579,25.0218960138639,131.177169263187,-126.188242857438,131.136197811957,54.8404469587766,-126.849900915096
1.58,24.9577567546333,131.030077683606,-126.304792994266,130.989205226963,54.6596205711802,-126.965819275691
1.581,24.8936863214312,130.882983013791,-126.421286730665,130.842209676802,54.4787935223517,-127.081678637212
1.582,24.8296848719505,130.735885253986,-126.537724285401,130.695211160446,54.2979658135586,-127.197479211365
1.583,24.7657525641079,130.588784404451,-126.654105878165,130.548209676884,54.117137446108,-127.313221210821
1.584,24.7018895560404,130.441680465459,-126.770431729566,130.401205225121,53.9363084213468,-127.428904849215
1.585,24.6380960061017,130.294573437303,-126.886702061135,130.254197804179,53.7554787406614,-127.544530341142
1.586,24.5743720728583,130.14746332029,-127.002917095313,130.107187413096,53.5746484054772,-127.660097902157
1.587,24.5107179150859,130.000350114744,-127.119077055457,129.960174050926,53.3938174172588,-127.775607748774
1.588,24.447133691766,129.853233821003,-127.235182165831,129.813157716741,53.2129857775097,-127.89106009846
1.589,24.3836195620816,129.706114439425,-127.351232651606,129.666138409628,53.0321534877721,-128.006455169641
1.59,24.3201756854134,129.55899197038,-127.467228738856,129.519116128691,52.8513205496266,-128.121793181694
1.591,24.2568022213365,129.411866414259,-127.583170654556,129.372090873052,52.6704869646919,-128.237074354945
1.592,24.1934993296157,129.264737771466,-127.699058626576,129.22506264185,52.4896527346252,-128.352298910671
1.593,24.1302671702019,129.117606042424,-127.814892883682,129.078031434239,52.3088178611213,-128.467467071095
1.594,24.0671059032283,128.970471227569,-127.930673655527,128.930997249391,52.1279823459128,-128.582579059386
1.595,24.0040156890058,128.823333327358,-128.046401172654,128.783960086496,51.9471461907697,-128.697635099654
1.596,23.9409966880194,128.676192342261,-128.162075666488,128.63691994476,51.7663093974994,-128.812635416949
1.597,23.8780490609236,128.529048272767,-128.277697369335,128.489876823406,51.5854719679467,-128.92758023726
1.598,23.8151729685384,128.38190111938,-128.393266514378,128.342830721676,51.4046339039928,-129.042469787512
1.599,23.7523685718454,128.234750882623,-128.508783335671,128.195781638827,51.223795207556,-129.157304295564
1.6,23.6896360319827,128.087597563035,-128.624248068139,128.048729574136,51.0429558805911,-129.272083990202
1.601,23.6269755102414,127.940441161171,-128.739660947572,127.901674526895,50.8621159250894,-129.386809101144
1.602,23.5643871680604,127.793281677603,-128.855022210622,127.754616496415,50.6812753430781,-129.501479859032
1.603,23.5018711670227,127.646119112921,-128.970332094799,127.607555482024,50.5004341366205,-129.616096495432
1.604,23.4394276688504,127.498953467733,-129.085590838467,127.460491483068,50.3195923078159,-129.730659242828
1.605,23.3770568354005,127.351784742661,-129.200798680839,127.313424498912,50.1387498587991,-129.845168334623
1.606,23.3147588286599,127.204612938347,-129.315955861976,127.166354528935,49.9579067917402,-129.959624005135
1.607,23.2525338107412,127.057438055449,-129.431062622781,127.019281572538,49.7770631088446,-130.074026489591
1.608,23.1903819438777,126.910260094643,-129.546119204993,126.872205629137,49.5962188123529,-130.188376024128
1.609,23.1283033904189,126.763079056621,-129.661125851186,126.725126698169,49.4153739045406,-130.30267284579
1.61,23.0662983128255,126.615894942095,-129.776082804763,126.578044779087,49.2345283877177,-130.416917192519
1.611,23.0043668736646,126.468707751792,-129.890990309953,126.430959871361,49.0536822642286,-130.53110930316
1.612,22.9425092356051,126.321517486456,-130.005848611804,126.283871974482,48.8728355364525,-130.645249417452
1.613,22.8807255614122,126.174324146852,-130.120657956183,126.136781087957,48.6919882068024,-130.759337776027
1.614,22.819016013943,126.027127733759,-130.235418589766,125.989687211314,48.5111402777252,-130.873374620404
1.615,22.757380756141,125.879928247975,-130.350130760038,125.842590344096,48.3302917517017,-130.98736019299
1.616,22.6958199510313,125.732725690317,-130.464794715285,125.695490485866,48.1494426312463,-131.101294737073
1.617,22.6343337617153,125.585520061617,-130.579410704594,125.548387636206,47.9685929189067,-131.215178496819
1.618,22.5729223513657,125.438311362727,-130.693978977842,125.401281794717,47.787742617264,-131.329011717269
1.619,22.5115858832208,125.291099594516,-130.808499785696,125.254172961016,47.6068917289321,-131.442794644334
1.62,22.4503245205797,125.143884757872,-130.922973379607,125.107061134742,47.426040256558,-131.556527524794
1.621,22.3891384267967,124.996666853698,-131.037400011804,124.959946315551,47.2451882028214,-131.67021060629
1.622,22.3280277652759,124.849445882919,-131.151779935289,124.812828503117,47.0643355704342,-131.783844137324
1.623,22.2669926994658,124.702221846475,-131.266113403835,124.665707697135,46.8834823621409,-131.897428367252
1.624,22.2060333928536,124.554994745325,-131.380400671977,124.518583897317,46.702628580718,-132.010963546282
1.625,22.14515000896,124.407764580446,-131.494641995009,124.371457103395,46.5217742289741,-132.12444992547
1.626,22.084342711333,124.260531352834,-131.608837628979,124.224327315121,46.3409193097494,-132.237887756712
1.627,22.023611663543,124.113295063502,-131.722987830682,124.077194532263,46.1600638259159,-132.351277292746
1.628,21.9629570291761,123.966055713482,-131.837092857656,123.930058754612,45.9792077803769,-132.464618787142
1.629,21.9023789718292,123.818813303825,-131.951152968178,123.782919981975,45.7983511760671,-132.5779124943
1.63,21.8418776551037,123.671567835599,-132.065168421255,123.63577821418,45.6174940159521,-132.691158669447
1.631,21.7814532425994,123.52431930989,-132.179139476622,123.488633451075,45.4366363030286,-132.804357568629
1.632,21.7211058979091,123.377067727805,-132.293066394735,123.341485692525,45.2557780403237,-132.91750944871
1.633,21.6608357846121,123.229813090467,-132.406949436765,123.194334938417,45.0749192308955,-133.030614567365
1.634,21.6006430662685,123.082555399018,-132.520788864594,123.047181188656,44.8940598778322,-133.143673183076
1.635,21.5405279064127,122.93529465462,-132.634584940807,122.900024443166,44.7131999842521,-133.256685555126
1.636,21.4804904685473,122.788030858453,-132.748337928688,122.752864701893,44.5323395533038,-133.369651943598
1.637,21.4205309161372,122.640764011714,-132.862048092214,122.605701964801,44.3514785881658,-133.482572609364
1.638,21.3606494126027,122.493494115621,-132.975715696049,122.458536231873,44.1706170920459,-133.595447814088
1.639,21.3008461213138,122.346221171409,-133.089341005538,122.311367503114,43.9897550681817,-133.708277820212
1.64,21.2411212055832,122.198945180334,-133.2029242867,122.164195778547,43.8088925198401,-133.821062890959
1.641,21.1814748286601,122.051666143668,-133.316465806224,122.017021058215,43.6280294503171,-133.933803290321
1.642,21.1219071537237,121.904384062704,-133.429965831463,121.869843342183,43.4471658629379,-134.046499283059
1.643,21.0624183438764,121.757098938753,-133.543424630425,121.722662630534,43.2663017610563,-134.159151134696
1.644,21.0030085621372,121.609810773146,-133.656842471771,121.575478923372,43.0854371480547,-134.27175911151
1.645,20.9436779714354,121.462519567232,-133.770219624804,121.428292220819,42.9045720273443,-134.38432348053
1.646,20.884426734603,121.315225322379,-133.883556359467,121.281102523021,42.7237064023644,-134.496844509534
1.647,20.8252550143687,121.167928039975,-133.996852946336,121.133909830141,42.5428402765825,-134.609322467034
1.648,20.7661629733502,121.020627721426,-134.11010965661,120.986714142364,42.3619736534939,-134.721757622283
1.649,20.7071507740482,120.873324368159,-134.22332676211,120.839515459895,42.1811065366224,-134.834150245257
1.65,20.6482185788383,120.726017981617,-134.336504535268,120.692313782958,42.0002389295183,-134.946500606659
1.651,20.5893665499649,120.578708563266,-134.449643249125,120.545109111799,41.8193708357605,-135.058808977907
1.652,20.5305948495332,120.431396114589,-134.562743177318,120.397901446685,41.6385022589544,-135.171075631133
1.653,20.4719036395028,120.28408063709,-134.67580459408,120.250690787902,41.4576332027332,-135.283300839173
1.654,20.4132930816798,120.136762132289,-134.788827774231,120.103477135758,41.2767636707566,-135.395484875563
1.655,20.3547633377097,119.98944060173,-134.901812993168,119.956260490579,41.0958936667112,-135.507628014532
1.656,20.2963145690701,119.842116046973,-135.014760526866,119.809040852716,40.9150231943105,-135.619730530998
1.657,20.2379469370632,119.694788469599,-135.127670651861,119.661818222536,40.7341522572944,-135.731792700559
1.658,20.1796606028081,119.547457871208,-135.240543645254,119.514592600431,40.5532808594289,-135.843814799491
1.659,20.1214557272336,119.40012425342,-135.353379784694,119.367363986811,40.3724090045063,-135.955797104737
1.66,20.06333247107,119.252787617875,-135.46617934838,119.220132382108,40.191536696345,-136.067739893904
1.661,20.005290994842,119.105447966232,-135.578942615046,119.072897786775,40.0106639387893,-136.179643445253
1.662,19.9473314588604,118.95810530017,-135.691669863962,118.925660201285,39.8297907357087,-136.2915080377
1.663,19.8894540232148,118.810759621386,-135.804361374921,118.778419626134,39.6489170909989,-136.4033339508
1.664,19.831658847765,118.6634109316,-135.917017428233,118.631176061837,39.4680430085804,-136.515121464748
1.665,19.773946092134,118.51605923255,-136.029638304719,118.483929508932,39.2871684923993,-136.62687086037
1.666,19.7163159156988,118.368704525993,-136.142224285706,118.336679967977,39.1062935464264,-136.738582419113
1.667,19.6587684775834,118.221346813707,-136.254775653015,118.18942743955,38.9254181746575,-136.850256423044
1.668,19.6013039366499,118.07398609749,-136.367292688956,118.042171924254,38.7445423811131,-136.961893154841
1.669,19.5439224514906,117.92662237916,-136.479775676323,117.894913422709,38.5636661698385,-137.073492897784
1.67,19.4866241804198,117.779255660554,-136.592224898382,117.747651935559,38.3827895449031,-137.185055935751
1.671,19.4294092814651,117.63188594353,-136.704640638867,117.60038746347,38.2019125104006,-137.296582553212
1.672,19.3722779123593,117.484513229966,-136.817023181974,117.453120007127,38.0210350704487,-137.408073035217
1.673,19.3152302305317,117.33713752176,-136.929372812349,117.305849567238,37.8401572291895,-137.519527667394
1.674,19.2582663930998,117.189758820829,-137.041689815083,117.158576144532,37.6592789907882,-137.630946735941
1.675,19.2013865568605,117.042377129112,-137.153974475704,117.011299739761,37.4784003594342,-137.742330527617
1.676,19.1445908782812,116.894992448566,-137.266227080173,116.864020353696,37.2975213393399,-137.853679329737
1.677,19.0878795134916,116.747604781171,-137.378447914869,116.716737987133,37.1166419347414,-137.964993430164
1.678,19.0312526182746,116.600214128924,-137.490637266588,116.569452640886,36.9357621498977,-138.0762731173
1.679,18.9747103480571,116.452820493846,-137.602795422533,116.422164315794,36.7548819890908,-138.187518680082
1.68,18.9182528579015,116.305423877975,-137.714922670306,116.274873012716,36.5740014566256,-138.298730407973
1.681,18.8618803024968,116.158024283371,-137.8270192979,116.127578732534,36.39312055683,-138.409908590955
1.682,18.8055928361487,116.010621712114,-137.939085593693,115.98028147615,36.2122392940539,-138.52105351952
1.683,18.7493906127715,115.863216166304,-138.051121846438,115.832981244489,36.0313576726699,-138.632165484665
1.684,18.6932737858782,115.715807648063,-138.163128345257,115.6856780385,35.8504756970728,-138.743244777884
1.685,18.6372425085713,115.568396159531,-138.275105379631,115.53837185915,35.6695933716796,-138.854291691157
1.686,18.5812969335336,115.420981702871,-138.387053239396,115.391062707431,35.4887107009289,-138.965306516949
1.687,18.5254372130188,115.273564280265,-138.49897221473,115.243750584356,35.3078276892816,-139.076289548195
1.688,18.4696634988417,115.126143893916,-138.61086259615,115.096435490961,35.1269443412196,-139.187241078299
1.689,18.4139759423693,114.978720546047,-138.7227246745,114.949117428303,34.946060661247,-139.298161401122
1.69,18.3583746945103,114.831294238902,-138.834558740945,114.801796397461,34.7651766538885,-139.409050810973
1.691,18.302859905706,114.683864974747,-138.946365086963,114.654472399538,34.5842923236907,-139.519909602609
1.692,18.2474317259205,114.536432755866,-139.058144004337,114.507145435658,34.4034076752208,-139.630738071216
1.693,18.1920903046307,114.388997584567,-139.169895785146,114.359815506968,34.222522713067,-139.74153651241
1.694,18.1368357908163,114.241559463175,-139.281620721758,114.212482614635,34.0416374418383,-139.852305222226
1.695,18.0816683329503,114.094118394039,-139.393319106821,114.065146759853,33.8607518661642,-139.963044497109
1.696,18.0265880789883,113.946674379526,-139.504991233255,113.917807943833,33.6798659906948,-140.073754633908
1.697,17.971595176359,113.799227422026,-139.616637394243,113.770466167813,33.4989798201006,-140.184435929865
1.698,17.9166897719539,113.65177752395,-139.728257883227,113.623121433051,33.3180933590719,-140.295088682611
1.699,17.8618720121164,113.504324687727,-139.839852993894,113.475773740828,33.1372066123193,-140.405713190155
1.7,17.8071420426327,113.35686891581,-139.95142302017,113.328423092448,32.9563195845733,-140.516309750875
1.701,17.7525000087203,113.209410210672,-140.062968256213,113.181069489238,32.7754322805841,-140.626878663513
1.702,17.6979460550181,113.061948574806,-140.174488996405,113.033712932546,32.5945447051214,-140.737420227166
1.703,17.6434803255759,112.914484010727,-140.28598553534,112.886353423744,32.4136568629746,-140.847934741275
1.704,17.5891029638435,112.76701652097,-140.397458167821,112.738990964227,32.232768758952,-140.958422505618
1.705,17.5348141126605,112.619546108092,-140.508907188845,112.59162555541,32.0518803978813,-141.068883820306
1.706,17.4806139142451,112.472072774671,-140.620332893602,112.444257198736,31.8709917846095,-141.179318985767
1.707,17.4265025101835,112.324596523305,-140.731735577461,112.296885895665,31.6901029240021,-141.289728302742
1.708,17.3724800414194,112.177117356614,-140.843115535965,112.149511647684,31.5092138209435,-141.400112072279
1.709,17.3185466482424,112.029635277239,-140.95447306482,112.002134456301,31.3283244803366,-141.510470595718
1.71,17.2647024702775,111.882150287842,-141.065808459887,111.854754323046,31.1474349071031,-141.620804174688
1.711,17.2109476464738,111.734662391106,-141.177122017178,111.707371249476,30.9665451061826,-141.731113111097
1.712,17.1572823150936,111.587171589736,-141.28841403284,111.559985237165,30.785655082533,-141.841397707122
1.713,17.1037066137007,111.439677886456,-141.399684803152,111.412596287715,30.6047648411306,-141.951658265201
1.714,17.0502206791498,111.292181284014,-141.510934624515,111.265204402749,30.4238743869693,-142.061895088027
1.715,16.9968246475747,111.144681785178,-141.622163793442,111.117809583913,30.242983725061,-142.172108478535
1.716,16.9435186543771,110.997179392736,-141.733372606554,110.970411832876,30.0620928604348,-142.282298739898
1.717,16.8903028342148,110.8496741095,-141.844561360565,110.823011151331,29.8812017981378,-142.392466175514
1.718,16.8371773209906,110.702165938301,-141.955730352278,110.675607540993,29.7003105432343,-142.502611088999
1.719,16.7841422478405,110.554654881991,-142.066879878575,110.5282010036,29.5194191008058,-142.61273378418
1.72,16.7311977471219,110.407140943446,-142.17801023641,110.380791540915,29.338527475951,-142.722834565085
1.721,16.6783439504018,110.259624125561,-142.289121722799,110.233379154723,29.1576356737854,-142.832913735932
1.722,16.6255809884455,110.112104431254,-142.400214634808,110.085963846831,28.9767436994417,-142.942971601123
1.723,16.5729089912041,109.964581863462,-142.511289269553,109.938545619072,28.7958515580689,-143.053008465237
1.724,16.5203280878028,109.817056425146,-142.622345924183,109.7911244733,28.6149592548327,-143.163024633014
1.725,16.4678384065289,109.669528119287,-142.733384895875,109.643700411394,28.4340667949154,-143.273020409354
1.726,16.4154400748197,109.521996948887,-142.844406481827,109.496273435254,28.2531741835155,-143.382996099305
1.727,16.3631332192503,109.374462916971,-142.955410979247,109.348843546806,28.0722814258477,-143.492952008051
1.728,16.3109179655215,109.226926026585,-143.066398685343,109.201410747999,27.8913885271427,-143.602888440908
1.729,16.2587944384474,109.079386280796,-143.177369897319,109.053975040803,27.7104954926471,-143.712805703315
1.73,16.2067627619429,108.931843682691,-143.288324912361,108.906536427214,27.5296023276234,-143.822704100819
1.731,16.1548230590116,108.784298235382,-143.399264027633,108.759094909251,27.3487090373498,-143.932583939075
1.732,16.1029754517333,108.636749942001,-143.510187540267,108.611650488954,27.1678156271198,-144.042445523827
1.733,16.0512200612511,108.489198805699,-143.621095747351,108.464203168392,26.9869221022426,-144.152289160908
1.734,15.9995570077591,108.341644829653,-143.731988945926,108.316752949651,26.8060284680424,-144.262115156227
