"Freq [GHz]","dB(S(3,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,3)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'"
3.086,-10.1159021682555,-4.75713680189073,-4.36468752440579
3.087,-10.1066513284133,-4.758990783077,-4.36810558217145
3.088,-10.0974288107549,-4.76084511366481,-4.37152488748989
3.089,-10.0882345123303,-4.76269979769422,-4.37494541591286
3.09,-10.0790683307008,-4.76455483915637,-4.37836714304676
3.091,-10.0699301639352,-4.76641024199345,-4.38179004455269
3.092,-10.0608199106067,-4.76826601009873,-4.38521409614638
3.093,-10.051737469789,-4.77012214731656,-4.38863927359826
3.094,-10.0426827410527,-4.7719786574424,-4.3920655527334
3.095,-10.0336556244619,-4.77383554422276,-4.39549290943158
3.096,-10.0246560205709,-4.7756928113553,-4.39892131962724
3.097,-10.0156838304206,-4.77755046248874,-4.4023507593095
3.098,-10.0067389555349,-4.779408501223,-4.40578120452215
3.099,-9.99782129791762,-4.7812669311091,-4.40921263136368
3.1,-9.988930760049,-4.78312575564924,-4.41264501598724
3.101,-9.9800672448824,-4.7849849782968,-4.41607833460066
3.102,-9.971230655841,-4.78684460245638,-4.41951256346645
3.103,-9.96242089681451,-4.78870463148381,-4.42294767890178
3.104,-9.95363787215594,-4.79056506868617,-4.42638365727848
3.105,-9.94488148667839,-4.79242591732184,-4.42982047502308
3.106,-9.93615164565183,-4.79428718060049,-4.43325810861674
3.107,-9.9274482548,-4.79614886168316,-4.43669653459528
3.108,-9.9187712202972,-4.79801096368226,-4.44013572954917
3.109,-9.91012044876524,-4.79987348966162,-4.44357567012354
3.11,-9.90149584727034,-4.80173644263651,-4.44701633301814
3.111,-9.89289732332002,-4.8035998255737,-4.45045769498734
3.112,-9.88432478486017,-4.80546364139149,-4.45389973284015
3.113,-9.87577814027196,-4.80732789295974,-4.45734242344019
3.114,-9.86725729836889,-4.80919258309993,-4.46078574370567
3.115,-9.85876216839386,-4.8110577145852,-4.46422967060942
3.116,-9.85029266001619,-4.81292329014042,-4.46767418117885
3.117,-9.84184868332872,-4.81478931244218,-4.4711192524959
3.118,-9.83343014884497,-4.8166557841189,-4.47456486169715
3.119,-9.82503696749626,-4.81852270775083,-4.47801098597366
3.12,-9.81666905062884,-4.82039008587019,-4.48145760257108
3.121,-9.80832631000115,-4.8222579209611,-4.48490468878955
3.122,-9.80000865778094,-4.82412621545975,-4.48835222198375
3.123,-9.7917160065426,-4.82599497175441,-4.49180017956284
3.124,-9.78344826926437,-4.82786419218546,-4.49524853899048
3.125,-9.77520535932561,-4.82973387904552,-4.49869727778478
3.126,-9.76698719050413,-4.83160403457946,-4.50214637351832
3.127,-9.7587936769735,-4.83347466098451,-4.50559580381813
3.128,-9.75062473330041,-4.83534576041026,-4.50904554636563
3.129,-9.74248027444203,-4.83721733495879,-4.51249557889667
3.13,-9.7343602157434,-4.83908938668473,-4.51594587920147
3.131,-9.72626447293484,-4.84096191759529,-4.51939642512463
3.132,-9.71819296212942,-4.84283492965038,-4.52284719456511
3.133,-9.71014559982034,-4.84470842476266,-4.52629816547617
3.134,-9.70212230287849,-4.84658240479762,-4.52974931586542
3.135,-9.69412298854989,-4.84845687157366,-4.53320062379472
3.136,-9.68614757445322,-4.85033182686217,-4.53665206738024
3.137,-9.67819597857734,-4.8522072723876,-4.54010362479238
3.138,-9.67026811927893,-4.85408320982753,-4.54355527425576
3.139,-9.66236391527995,-4.85595964081281,-4.54700699404923
3.14,-9.6544832856653,-4.85783656692757,-4.5504587625058
3.141,-9.64662614988043,-4.85971398970934,-4.55391055801266
3.142,-9.63879242772898,-4.86159191064917,-4.55736235901111
3.143,-9.63098203937042,-4.86347033119164,-4.56081414399659
3.144,-9.62319490531774,-4.86534925273503,-4.56426589151863
3.145,-9.6154309464351,-4.86722867663135,-4.56771758018077
3.146,-9.60769008393563,-4.86910860418648,-4.57116918864066
3.147,-9.59997223937903,-4.87098903666021,-4.57462069560992
3.148,-9.59227733466949,-4.87286997526638,-4.57807207985415
3.149,-9.58460529205325,-4.87475142117299,-4.58152332019293
3.15,-9.57695603411656,-4.87663337550221,-4.58497439549975
3.151,-9.56932948378339,-4.8785158393306,-4.58842528470202
3.152,-9.5617255643133,-4.88039881368911,-4.59187596678101
3.153,-9.55414419929919,-4.88228229956322,-4.59532642077184
3.154,-9.54658531266528,-4.88416629789305,-4.59877662576346
3.155,-9.53904882866486,-4.88605080957347,-4.60222656089857
3.156,-9.53153467187829,-4.88793583545415,-4.60567620537366
3.157,-9.52404276721079,-4.88982137633975,-4.60912553843894
3.158,-9.51657303989047,-4.89170743298995,-4.61257453939829
3.159,-9.50912541546619,-4.89359400611961,-4.61602318760928
3.16,-9.50169981980556,-4.89548109639884,-4.6194714624831
3.161,-9.49429617909288,-4.89736870445318,-4.62291934348453
3.162,-9.48691441982717,-4.8992568308636,-4.62636681013194
3.163,-9.47955446882013,-4.90114547616672,-4.62981384199721
3.164,-9.47221625319419,-4.90303464085486,-4.63326041870571
3.165,-9.4648997003805,-4.90492432537618,-4.63670651993631
3.166,-9.45760473811706,-4.90681453013482,-4.64015212542128
3.167,-9.45033129444669,-4.90870525549095,-4.6435972149463
3.168,-9.44307929771521,-4.91059650176094,-4.64704176835039
3.169,-9.43584867656945,-4.91248826921747,-4.65048576552592
3.17,-9.42863935995541,-4.91438055808966,-4.65392918641853
3.171,-9.42145127711639,-4.91627336856317,-4.65737201102711
3.172,-9.41428435759109,-4.91816670078031,-4.66081421940377
3.173,-9.40713853121182,-4.92006055484023,-4.66425579165381
3.174,-9.40001372810263,-4.92195493079897,-4.66769670793564
3.175,-9.39290987867749,-4.92384982866963,-4.6711369484608
3.176,-9.38582691363856,-4.92574524842247,-4.67457649349386
3.177,-9.37876476397429,-4.92764118998505,-4.67801532335243
3.178,-9.37172336095775,-4.92953765324239,-4.68145341840712
3.179,-9.36470263614481,-4.93143463803702,-4.68489075908146
3.18,-9.35770252137244,-4.9333321441692,-4.68832732585189
3.181,-9.3507229487569,-4.935230171397,-4.69176309924771
3.182,-9.34376385069213,-4.93712871943642,-4.69519805985105
3.183,-9.33682515984798,-4.93902778796157,-4.69863218829681
3.184,-9.32990680916851,-4.94092737660477,-4.70206546527266
3.185,-9.32300873187035,-4.9428274849567,-4.70549787151892
3.186,-9.31613086144101,-4.94472811256653,-4.7089293878286
3.187,-9.30927313163723,-4.94662925894205,-4.71235999504731
3.188,-9.30243547648338,-4.94853092354982,-4.71578967407323
3.189,-9.29561783026976,-4.95043310581532,-4.71921840585706
3.19,-9.28882012755105,-4.95233580512302,-4.722646171402
3.191,-9.28204230314469,-4.95423902081665,-4.72607295176366
3.192,-9.27528429212927,-4.95614275219918,-4.72949872805008
3.193,-9.26854602984299,-4.95804699853312,-4.7329234814216
3.194,-9.26182745188208,-4.95995175904052,-4.73634719309092
3.195,-9.25512849409924,-4.96185703290325,-4.73976984432295
3.196,-9.24844909260209,-4.963762819263,-4.74319141643482
3.197,-9.24178918375168,-4.96566911722157,-4.74661189079586
3.198,-9.23514870416098,-4.9675759258409,-4.75003124882748
3.199,-9.22852759069328,-4.96948324414326,-4.75344947200318
3.2,-9.22192578046083,-4.97139107111143,-4.75686654184848
3.201,-9.21534321082325,-4.97329940568878,-4.76028243994087
3.202,-9.20877981938614,-4.97520824677948,-4.7636971479098
3.203,-9.20223554399955,-4.97711759324862,-4.76711064743657
3.204,-9.19571032275662,-4.97902744392233,-4.77052292025431
3.205,-9.18920409399205,-4.980937797588,-4.77393394814797
3.206,-9.18271679628073,-4.9828486529944,-4.77734371295419
3.207,-9.17624836843632,-4.98476000885178,-4.78075219656134
3.208,-9.16979874950984,-4.98667186383212,-4.78415938090939
3.209,-9.16336787878827,-4.9885842165692,-4.78756524798992
3.21,-9.15695569579321,-4.99049706565878,-4.79096977984603
3.211,-9.15056214027942,-4.99241040965879,-4.79437295857232
3.212,-9.14418715223357,-4.99432424708943,-4.79777476631481
3.213,-9.13783067187281,-4.99623857643336,-4.80117518527092
3.214,-9.13149263964343,-4.99815339613583,-4.80457419768937
3.215,-9.12517299621962,-5.00006870460488,-4.80797178587021
3.216,-9.11887168250203,-5.00198450021144,-4.81136793216467
3.217,-9.11258863961655,-5.00390078128954,-4.81476261897519
3.218,-9.10632380891295,-5.00581754613643,-4.81815582875531
3.219,-9.10007713196364,-5.00773479301277,-4.82154754400966
3.22,-9.09384855056237,-5.00965252014275,-4.82493774729386
3.221,-9.08763800672293,-5.01157072571432,-4.82832642121453
3.222,-9.08144544267797,-5.01348940787925,-4.83171354842917
3.223,-9.07527080087764,-5.01540856475338,-4.83509911164616
3.224,-9.06911402398845,-5.01732819441673,-4.83848309362466
3.225,-9.06297505489199,-5.0192482949137,-4.84186547717459
3.226,-9.05685383668368,-5.02116886425318,-4.84524624515658
3.227,-9.05075031267163,-5.02308990040878,-4.84862538048186
3.228,-9.04466442637539,-5.02501140131892,-4.85200286611227
3.229,-9.03859612152474,-5.02693336488706,-4.85537868506018
3.23,-9.03254534205854,-5.02885578898184,-4.85875282038841
3.231,-9.02651203212355,-5.0307786714372,-4.86212525521023
3.232,-9.02049613607323,-5.03270201005264,-4.86549597268925
3.233,-9.01449759846664,-5.0346258025933,-4.86886495603937
3.234,-9.00851636406721,-5.03655004679015,-4.87223218852476
3.235,-9.00255237784166,-5.03847474034017,-4.87559765345977
3.236,-8.99660558495888,-5.04039988090654,-4.8789613342089
3.237,-8.99067593078872,-5.04232546611873,-4.8823232141867
3.238,-8.98476336090097,-5.04425149357275,-4.88568327685777
3.239,-8.97886782106419,-5.04617796083127,-4.88904150573663
3.24,-8.97298925724467,-5.0481048654238,-4.89239788438775
3.241,-8.96712761560527,-5.05003220484686,-4.8957523964254
3.242,-8.96128284250438,-5.05195997656414,-4.89910502551368
3.243,-8.95545488449483,-5.05388817800671,-4.90245575536639
3.244,-8.94964368832286,-5.05581680657312,-4.905804569747
3.245,-8.94384920092699,-5.05774585962963,-4.90915145246862
3.246,-8.93807136943705,-5.05967533451035,-4.91249638739386
3.247,-8.93231014117309,-5.06160522851741,-4.91583935843487
3.248,-8.92656546364435,-5.06353553892116,-4.91918034955322
3.249,-8.92083728454825,-5.06546626296029,-4.92251934475982
3.25,-8.91512555176934,-5.06739739784206,-4.92585632811496
3.251,-8.90943021337834,-5.06932894074244,-4.92919128372811
3.252,-8.9037512176311,-5.07126088880626,-4.93252419575799
3.253,-8.8980885129676,-5.07319323914745,-4.93585504841242
3.254,-8.89244204801097,-5.07512598884911,-4.93918382594829
3.255,-8.88681177156654,-5.0770591349638,-4.94251051267153
3.256,-8.88119763262079,-5.07899267451362,-4.94583509293699
3.257,-8.87559958034048,-5.08092660449044,-4.94915755114842
3.258,-8.87001756407159,-5.08286092185603,-4.95247787175841
3.259,-8.86445153333849,-5.08479562354227,-4.95579603926829
3.26,-8.85890143784287,-5.0867307064513,-4.9591120382281
3.261,-8.85336722746285,-5.08866616745572,-4.96242585323655
3.262,-8.84784885225211,-5.09060200339873,-4.9657374689409
3.263,-8.84234626243887,-5.09253821109431,-4.96904687003696
3.264,-8.83685940842502,-5.09447478732744,-4.97235404126894
3.265,-8.83138824078521,-5.09641172885422,-4.9756589674295
3.266,-8.82593271026597,-5.09834903240206,-4.9789616333596
3.267,-8.82049276778472,-5.10028669466986,-4.98226202394849
3.268,-8.81506836442902,-5.1022247123282,-4.98556012413361
3.269,-8.80965945145558,-5.1041630820195,-4.98885591890055
3.27,-8.80426598028939,-5.10610180035817,-4.99214939328296
3.271,-8.79888790252292,-5.10804086393085,-4.99544053236253
3.272,-8.79352516991518,-5.1099802692965,-4.99872932126891
3.273,-8.78817773439093,-5.11192001298666,-5.0020157451796
3.274,-8.78284554803976,-5.11386009150559,-5.00529978931996
3.275,-8.77752856311529,-5.1158005013304,-5.00858143896311
3.276,-8.77222673203433,-5.11774123891132,-5.01186067942984
3.277,-8.76694000737603,-5.11968230067181,-5.0151374960886
3.278,-8.76166834188108,-5.12162368300874,-5.0184118743554
3.279,-8.75641168845086,-5.12356538229257,-5.02168379969376
3.28,-8.75117000014663,-5.12550739486759,-5.02495325761464
3.281,-8.74594323018877,-5.12744971705197,-5.02822023367637
3.282,-8.74073133195591,-5.12939234513806,-5.03148471348459
3.283,-8.73553425898418,-5.13133527539248,-5.03474668269221
3.284,-8.7303519649664,-5.13327850405636,-5.03800612699928
3.285,-8.72518440375133,-5.13522202734545,-5.041263032153
3.286,-8.72003152934281,-5.13716584145038,-5.04451738394762
3.287,-8.71489329589909,-5.13910994253674,-5.04776916822437
3.288,-8.70976965773201,-5.14105432674534,-5.05101837087141
3.289,-8.70466056930625,-5.14299899019236,-5.05426497782373
3.29,-8.69956598523853,-5.14494392896947,-5.05750897506313
3.291,-8.69448586029696,-5.14688913914412,-5.06075034861815
3.292,-8.6894201494002,-5.14883461675961,-5.06398908456397
3.293,-8.68436880761677,-5.15078035783532,-5.06722516902237
3.294,-8.67933179016429,-5.15272635836687,-5.07045858816165
3.295,-8.67430905240881,-5.15467261432633,-5.07368932819658
3.296,-8.66930054986401,-5.15661912166233,-5.07691737538834
3.297,-8.66430623819053,-5.15856587630029,-5.0801427160444
3.298,-8.65932607319525,-5.16051287414258,-5.08336533651855
3.299,-8.65436001083057,-5.16246011106873,-5.08658522321074
3.3,-8.64940800719374,-5.1644075829355,-5.08980236256706
3.301,-8.64447001852613,-5.16635528557721,-5.09301674107966
3.302,-8.63954600121257,-5.16830321480577,-5.09622834528671
3.303,-8.63463591178062,-5.17025136641097,-5.09943716177229
3.304,-8.62973970689995,-5.1721997361606,-5.10264317716637
3.305,-8.62485734338162,-5.17414831980059,-5.10584637814469
3.306,-8.6199887781774,-5.17609711305529,-5.10904675142875
3.307,-8.61513396837918,-5.17804611162753,-5.11224428378569
3.308,-8.61029287121819,-5.1799953111989,-5.1154389620283
3.309,-8.60546544406445,-5.18194470742985,-5.11863077301483
3.31,-8.60065164442608,-5.18389429595988,-5.12181970364907
3.311,-8.59585142994863,-5.18584407240776,-5.12500574088015
3.312,-8.59106475841449,-5.18779403237166,-5.12818887170258
3.313,-8.58629158774218,-5.18974417142929,-5.1313690831561
3.314,-8.58153187598581,-5.1916944851382,-5.13454636232566
3.315,-8.57678558133439,-5.19364496903581,-5.13772069634135
3.316,-8.5720526621112,-5.19559561863969,-5.14089207237832
3.317,-8.56733307677321,-5.19754642944767,-5.14406047765671
3.318,-8.56262678391045,-5.19949739693808,-5.1472258994416
3.319,-8.55793374224542,-5.20144851656982,-5.15038832504293
3.32,-8.55325391063242,-5.20339978378266,-5.15354774181543
3.321,-8.54858724805706,-5.2053511939973,-5.15670413715858
3.322,-8.54393371363553,-5.20730274261563,-5.15985749851649
3.323,-8.53929326661412,-5.20925442502085,-5.16300781337788
3.324,-8.53466586636859,-5.21120623657767,-5.166155069276
3.325,-8.53005147240358,-5.21315817263247,-5.16929925378856
3.326,-8.52545004435206,-5.21511022851347,-5.17244035453766
3.327,-8.5208615419747,-5.21706239953093,-5.17557835918971
3.328,-8.51628592515937,-5.21901468097728,-5.1787132554554
3.329,-8.51172315392051,-5.22096706812733,-5.1818450310896
3.33,-8.50717318839864,-5.22291955623841,-5.1849736738913
3.331,-8.50263598885972,-5.22487214055057,-5.18809917170356
3.332,-8.49811151569468,-5.22682481628675,-5.19122151241339
3.333,-8.49359972941876,-5.22877757865292,-5.19434068395178
3.334,-8.48910059067111,-5.23073042283828,-5.19745667429352
3.335,-8.48461406021413,-5.23268334401542,-5.20056947145721
3.336,-8.48014009893298,-5.23463633734052,-5.20367906350516
3.337,-8.47567866783503,-5.23658939795344,-5.20678543854334
3.338,-8.47122972804937,-5.23854252097801,-5.2098885847213
3.339,-8.46679324082623,-5.24049570152208,-5.2129884902321
3.34,-8.46236916753648,-5.24244893467779,-5.21608514331225
3.341,-8.45795746967115,-5.24440221552165,-5.21917853224164
3.342,-8.45355810884084,-5.24635553911478,-5.2222686453435
3.343,-8.44917104677526,-5.24830890050304,-5.22535547098425
3.344,-8.44479624532273,-5.25026229471723,-5.22843899757355
3.345,-8.44043366644965,-5.25221571677322,-5.23151921356413
3.346,-8.43608327224002,-5.25416916167213,-5.23459610745179
3.347,-8.4317450248949,-5.25612262440054,-5.23766966777529
3.348,-8.427418886732,-5.25807609993058,-5.2407398831163
3.349,-8.42310482018511,-5.26002958322018,-5.24380674209934
3.35,-8.41880278780368,-5.26198306921316,-5.24687023339172
3.351,-8.41451275225228,-5.26393655283945,-5.24993034570342
3.352,-8.41023467631015,-5.26589002901526,-5.25298706778709
3.353,-8.40596852287076,-5.26784349264319,-5.25604038843795
3.354,-8.40171425494126,-5.26979693861247,-5.25909029649372
3.355,-8.39747183564209,-5.27175036179904,-5.26213678083456
3.356,-8.39324122820647,-5.27370375706581,-5.26517983038302
3.357,-8.38902239597994,-5.27565711926275,-5.26821943410391
3.358,-8.38481530241994,-5.27761044322708,-5.27125558100434
3.359,-8.38061991109531,-5.27956372378347,-5.27428826013354
3.36,-8.37643618568586,-5.28151695574414,-5.27731746058288
3.361,-8.37226408998195,-5.28347013390904,-5.28034317148573
3.362,-8.36810358788398,-5.28542325306608,-5.28336538201748
3.363,-8.36395464340201,-5.28737630799119,-5.28638408139537
3.364,-8.35981722065529,-5.28932929344856,-5.28939925887853
3.365,-8.35569128387183,-5.29128220419076,-5.29241090376782
3.366,-8.351576797388,-5.29323503495895,-5.29541900540583
3.367,-8.34747372564804,-5.29518778048295,-5.29842355317676
3.368,-8.34338203320368,-5.29714043548151,-5.30142453650642
3.369,-8.33930168471373,-5.29909299466241,-5.30442194486208
3.37,-8.33523264494359,-5.30104545272262,-5.30741576775249
3.371,-8.33117487876495,-5.30299780434848,-5.31040599472774
3.372,-8.32712835115523,-5.30495004421585,-5.31339261537924
3.373,-8.32309302719732,-5.30690216699029,-5.31637561933963
3.374,-8.31906887207905,-5.30885416732715,-5.31935499628274
3.375,-8.31505585109289,-5.31080603987184,-5.32233073592348
3.376,-8.31105392963542,-5.31275777925989,-5.32530282801783
3.377,-8.3070630732071,-5.31470938011715,-5.32827126236273
3.378,-8.30308324741172,-5.31666083705997,-5.33123602879603
3.379,-8.29911441795609,-5.31861214469527,-5.33419711719642
3.38,-8.29515655064962,-5.32056329762083,-5.33715451748336
3.381,-8.29120961140396,-5.32251429042532,-5.34010821961703
3.382,-8.28727356623261,-5.32446511768855,-5.34305821359828
3.383,-8.28334838125049,-5.32641577398155,-5.34600448946849
3.384,-8.27943402267363,-5.3283662538668,-5.34894703730959
3.385,-8.27553045681875,-5.3303165518983,-5.35188584724395
3.386,-8.27163765010293,-5.3322666626218,-5.35482090943433
3.387,-8.26775556904319,-5.33421658057493,-5.35775221408379
3.388,-8.26388418025612,-5.33616630028733,-5.36067975143566
3.389,-8.26002345045756,-5.33811581628084,-5.36360351177344
3.39,-8.25617334646225,-5.34006512306961,-5.36652348542079
3.391,-8.25233383518337,-5.34201421516031,-5.36943966274139
3.392,-8.24850488363231,-5.34396308705223,-5.37235203413893
3.393,-8.24468645891822,-5.34591173323747,-5.37526059005701
3.394,-8.24087852824768,-5.34786014820102,-5.37816532097913
3.395,-8.2370810589244,-5.34980832642105,-5.38106621742854
3.396,-8.23329401834883,-5.35175626236889,-5.38396326996829
3.397,-8.22951737401777,-5.35370395050934,-5.38685646920104
3.398,-8.22575109352416,-5.35565138530067,-5.38974580576907
3.399,-8.2219951445566,-5.3575985611949,-5.39263127035422
3.4,-8.21824949489909,-5.35954547263786,-5.39551285367779
3.401,-8.21451411243068,-5.36149211406942,-5.39839054650051
3.402,-8.21078896512514,-5.36343847992351,-5.40126433962244
3.403,-8.20707402105061,-5.36538456462842,-5.40413422388293
3.404,-8.2033692483693,-5.36733036260683,-5.40700019016056
3.405,-8.19967461533716,-5.36927586827602,-5.40986222937307
3.406,-8.19599009030354,-5.371221076048,-5.41272033247726
3.407,-8.19231564171087,-5.37316598032962,-5.41557449046902
3.408,-8.18865123809437,-5.3751105755228,-5.41842469438316
3.409,-8.1849968480817,-5.37705485602458,-5.4212709352934
3.41,-8.18135244039269,-5.37899881622732,-5.42411320431233
3.411,-8.17771798383895,-5.38094245051885,-5.42695149259128
3.412,-8.17409344732366,-5.38288575328258,-5.42978579132031
3.413,-8.17047879984118,-5.38482871889765,-5.43261609172815
3.414,-8.16687401047682,-5.38677134173909,-5.4354423850821
3.415,-8.16327904840644,-5.38871361617796,-5.43826466268798
3.416,-8.15969388289625,-5.39065553658149,-5.44108291589008
3.417,-8.15611848330246,-5.39259709731319,-5.44389713607111
3.418,-8.15255281907097,-5.39453829273305,-5.4467073146521
3.419,-8.14899685973712,-5.39647911719762,-5.44951344309235
3.42,-8.14545057492539,-5.39841956506021,-5.45231551288941
3.421,-8.14191393434904,-5.40035963067097,-5.45511351557894
3.422,-8.13838690780993,-5.40229930837707,-5.45790744273471
3.423,-8.13486946519817,-5.40423859252284,-5.46069728596853
3.424,-8.13136157649184,-5.40617747744986,-5.46348303693016
3.425,-8.12786321175672,-5.40811595749717,-5.46626468730729
3.426,-8.124374341146,-5.41005402700133,-5.46904222882542
3.427,-8.12089493490002,-5.41199168029664,-5.47181565324785
3.428,-8.11742496334598,-5.41392891171521,-5.47458495237563
3.429,-8.11396439689768,-5.4158657155871,-5.47735011804743
3.43,-8.11051320605521,-5.41780208624051,-5.48011114213954
3.431,-8.10707136140474,-5.41973801800186,-5.48286801656578
3.432,-8.1036388336182,-5.42167350519595,-5.48562073327747
3.433,-8.10021559345304,-5.42360854214608,-5.48836928426333
3.434,-8.09680161175196,-5.42554312317422,-5.49111366154945
3.435,-8.09339685944263,-5.42747724260106,-5.4938538571992
3.436,-8.0900013075375,-5.42941089474624,-5.4965898633132
3.437,-8.08661492713343,-5.43134407392844,-5.49932167202926
3.438,-8.08323768941152,-5.43327677446549,-5.50204927552229
3.439,-8.07986956563679,-5.43520899067454,-5.50477266600426
3.44,-8.07651052715805,-5.43714071687216,-5.50749183572416
3.441,-8.07316054540745,-5.43907194737449,-5.51020677696788
3.442,-8.06981959190043,-5.44100267649736,-5.51291748205822
3.443,-8.06648763823534,-5.44293289855643,-5.5156239433548
3.444,-8.06316465609325,-5.44486260786731,-5.51832615325398
3.445,-8.0598506172377,-5.44679179874569,-5.52102410418886
3.446,-8.05654549351443,-5.44872046550746,-5.52371778862914
3.447,-8.0532492568512,-5.45064860246885,-5.52640719908113
3.448,-8.04996187925746,-5.45257620394654,-5.52909232808767
3.449,-8.04668333282421,-5.45450326425785,-5.53177316822806
3.45,-8.04341358972368,-5.45642977772074,-5.53444971211802
3.451,-8.04015262220917,-5.45835573865406,-5.53712195240959
3.452,-8.03690040261474,-5.46028114137762,-5.53978988179115
3.453,-8.03365690335505,-5.46220598021229,-5.54245349298728
3.454,-8.03042209692509,-5.46413024948019,-5.54511277875877
3.455,-8.02719595589996,-5.46605394350477,-5.54776773190248
3.456,-8.02397845293466,-5.46797705661093,-5.5504183452514
3.457,-8.02076956076382,-5.46989958312515,-5.55306461167447
3.458,-8.01756925220155,-5.47182151737562,-5.55570652407662
3.459,-8.01437750014115,-5.47374285369236,-5.55834407539864
3.46,-8.01119427755491,-5.47566358640734,-5.56097725861718
3.461,-8.00801955749394,-5.47758370985461,-5.56360606674464
3.462,-8.00485331308786,-5.47950321837036,-5.56623049282918
3.463,-8.00169551754467,-5.48142210629315,-5.5688505299546
3.464,-7.9985461441505,-5.48334036796394,-5.57146617124032
3.465,-7.99540516626938,-5.48525799772623,-5.5740774098413
3.466,-7.99227255734308,-5.48717498992618,-5.576684238948
3.467,-7.98914829089083,-5.48909133891275,-5.57928665178635
3.468,-7.9860323405092,-5.49100703903781,-5.58188464161762
3.469,-7.98292467987181,-5.4929220846562,-5.58447820173846
3.47,-7.97982528272917,-5.49483647012595,-5.58706732548074
3.471,-7.97673412290847,-5.49675018980829,-5.58965200621161
3.472,-7.97365117431337,-5.49866323806785,-5.59223223733334
3.473,-7.97057641092381,-5.50057560927272,-5.59480801228332
3.474,-7.9675098067958,-5.50248729779456,-5.59737932453401
3.475,-7.9644513360612,-5.50439829800879,-5.59994616759287
3.476,-7.96140097292762,-5.5063086042946,-5.60250853500228
3.477,-7.95835869167807,-5.50821821103514,-5.60506642033954
3.478,-7.95532446667089,-5.5101271126176,-5.60761981721678
3.479,-7.95229827233952,-5.51203530343333,-5.6101687192809
3.48,-7.94928008319231,-5.51394277787793,-5.61271312021355
3.481,-7.94626987381229,-5.5158495303514,-5.61525301373106
3.482,-7.94326761885706,-5.51775555525822,-5.61778839358436
3.483,-7.94027329305852,-5.51966084700747,-5.62031925355897
3.484,-7.93728687122275,-5.52156540001294,-5.62284558747491
3.485,-7.93430832822979,-5.52346920869322,-5.62536738918668
3.486,-7.93133763903345,-5.52537226747186,-5.62788465258318
3.487,-7.92837477866116,-5.52727457077743,-5.63039737158768
3.488,-7.92541972221378,-5.52917611304362,-5.63290554015775
3.489,-7.92247244486535,-5.53107688870939,-5.63540915228519
3.49,-7.91953292186306,-5.53297689221904,-5.63790820199605
3.491,-7.91660112852691,-5.53487611802237,-5.64040268335048
3.492,-7.91367704024964,-5.53677456057468,-5.64289259044276
3.493,-7.91076063249652,-5.538672214337,-5.64537791740121
3.494,-7.90785188080517,-5.5405690737761,-5.64785865838811
3.495,-7.90495076078541,-5.54246513336464,-5.65033480759975
3.496,-7.90205724811905,-5.54436038758126,-5.65280635926623
3.497,-7.89917131855977,-5.54625483091071,-5.65527330765157
3.498,-7.89629294793291,-5.54814845784389,-5.65773564705353
3.499,-7.8934221121353,-5.55004126287801,-5.6601933718036
3.5,-7.89055878713514,-5.55193324051668,-5.662646476267
3.501,-7.88770294897178,-5.55382438526999,-5.66509495484256
3.502,-7.8848545737556,-5.55571469165461,-5.6675388019627
3.503,-7.88201363766779,-5.55760415419393,-5.66997801209339
3.504,-7.87918011696024,-5.55949276741815,-5.67241257973406
3.505,-7.87635398795538,-5.56138052586429,-5.67484249941761
3.506,-7.87353522704596,-5.56326742407644,-5.6772677657103
3.507,-7.87072381069495,-5.56515345660573,-5.67968837321176
3.508,-7.86791971543537,-5.56703861801051,-5.68210431655488
3.509,-7.86512291787012,-5.56892290285636,-5.68451559040579
3.51,-7.8623333946718,-5.57080630571631,-5.68692218946385
3.511,-7.85955112258262,-5.57268882117083,-5.6893241084615
3.512,-7.85677607841418,-5.57457044380795,-5.69172134216435
3.513,-7.85400823904739,-5.57645116822339,-5.69411388537099
3.514,-7.8512475814322,-5.57833098902062,-5.69650173291303
3.515,-7.84849408258759,-5.58020990081099,-5.69888487965503
3.516,-7.84574771960131,-5.58208789821376,-5.70126332049447
3.517,-7.8430084696298,-5.58396497585627,-5.70363705036165
3.518,-7.84027630989799,-5.58584112837399,-5.70600606421971
3.519,-7.83755121769919,-5.58771635041058,-5.70837035706451
3.52,-7.83483317039493,-5.58959063661808,-5.71072992392465
3.521,-7.83212214541481,-5.5914639816569,-5.71308475986139
3.522,-7.82941812025636,-5.59333638019598,-5.71543485996861
3.523,-7.82672107248491,-5.59520782691281,-5.71778021937274
3.524,-7.82403097973342,-5.59707831649362,-5.72012083323275
3.525,-7.82134781970237,-5.59894784363338,-5.7224566967401
3.526,-7.81867157015957,-5.60081640303591,-5.72478780511866
3.527,-7.8160022089401,-5.60268398941401,-5.72711415362469
3.528,-7.81333971394607,-5.60455059748951,-5.7294357375468
3.529,-7.81068406314658,-5.60641622199334,-5.73175255220589
3.53,-7.80803523457752,-5.60828085766568,-5.73406459295509
3.531,-7.80539320634145,-5.61014449925597,-5.73637185517977
3.532,-7.80275795660747,-5.61200714152307,-5.73867433429742
