Freq,Milled,HFSS,Measured
2.165,-7.5864997,-3.355284215,-0.70428455
2.166,-7.6082273,-3.352785586,-0.72512192
2.167,-7.608706,-3.350349994,-0.72042602
2.168,-7.5989032,-3.347977542,-0.72840846
2.169,-7.6184139,-3.345668339,-0.73229641
2.17,-7.6383243,-3.343422499,-0.70943391
2.171,-7.6285896,-3.34124014,-0.72256821
2.172,-7.6951556,-3.339121387,-0.72548622
2.173,-7.7138567,-3.337066366,-0.70717078
2.174,-7.7685213,-3.335075213,-0.74057817
2.175,-7.8162885,-3.333148065,-0.73810577
2.176,-7.8259602,-3.331285068,-0.71472985
2.177,-7.8773956,-3.329486369,-0.68230623
2.178,-7.9303532,-3.327752124,-0.73992562
2.179,-7.9906273,-3.326082493,-0.71421796
2.18,-8.0685225,-3.324477641,-0.72329205
2.181,-8.1148491,-3.322937739,-0.70240277
2.182,-8.2096243,-3.321462962,-0.70754826
2.183,-8.2559643,-3.320053494,-0.69227707
2.184,-8.372694,-3.318709522,-0.69520658
2.185,-8.4374905,-3.31743124,-0.68036473
2.186,-8.5527887,-3.316218845,-0.68763936
2.187,-8.67346,-3.315072544,-0.71229082
2.188,-8.7405472,-3.313992548,-0.68202287
2.189,-8.8598824,-3.312979072,-0.66172683
2.19,-9.0315161,-3.312032342,-0.70247382
2.191,-9.1288185,-3.311152584,-0.66252625
2.192,-9.2729492,-3.310340036,-0.67529291
2.193,-9.4273882,-3.309594938,-0.67968279
2.194,-9.5938272,-3.308917539,-0.69333267
2.195,-9.7957048,-3.308308093,-0.69348603
2.196,-9.9731493,-3.307766861,-0.68123448
2.197,-10.183713,-3.307294111,-0.68298835
2.198,-10.361282,-3.306890117,-0.65385467
2.199,-10.651059,-3.306555159,-0.67060483
2.2,-10.850561,-3.306289527,-0.63476098
2.201,-11.173825,-3.306093514,-0.69116646
2.202,-11.451794,-3.305967423,-0.67879146
2.203,-11.71315,-3.305911562,-0.66503519
2.204,-12.034455,-3.305926248,-0.66212368
2.205,-12.351761,-3.306011804,-0.65714806
2.206,-12.739223,-3.30616856,-0.60929018
2.207,-13.123211,-3.306396857,-0.66394717
2.208,-13.592962,-3.306697038,-0.65449035
2.209,-14.075794,-3.307069459,-0.67153203
2.21,-14.563268,-3.30751448,-0.67150939
2.211,-15.123796,-3.308032471,-0.61300743
2.212,-15.714124,-3.308623809,-0.6648221
2.213,-16.342474,-3.30928888,-0.64671552
2.214,-17.07276,-3.310028077,-0.6454668
2.215,-17.836666,-3.310841803,-0.59638315
2.216,-18.738653,-3.311730468,-0.64248872
2.217,-19.603449,-3.312694492,-0.66309673
2.218,-20.556787,-3.313734301,-0.63157755
2.219,-21.622993,-3.314850334,-0.63588136
2.22,-22.743416,-3.316043035,-0.63955736
2.221,-23.776184,-3.317312859,-0.65274018
2.222,-24.415487,-3.318660271,-0.64620119
2.223,-24.572945,-3.320085744,-0.64416951
2.224,-24.165909,-3.32158976,-0.65008008
2.225,-23.413441,-3.323172811,-0.63954383
2.226,-22.196438,-3.324835401,-0.63805825
2.227,-20.967066,-3.326578041,-0.58832359
2.228,-19.7896,-3.328401253,-0.62366444
2.229,-18.704323,-3.330305571,-0.6007058
2.23,-17.759943,-3.332291535,-0.65570164
2.231,-16.760908,-3.334359701,-0.59219366
2.232,-15.952535,-3.336510631,-0.6358282
2.233,-15.105691,-3.338744901,-0.63062018
2.234,-14.389477,-3.341063097,-0.62794805
2.235,-13.640929,-3.343465815,-0.61672902
2.236,-13.060655,-3.345953664,-0.63790286
2.237,-12.45197,-3.348527263,-0.59407049
2.238,-11.896239,-3.351187245,-0.63781863
2.239,-11.371202,-3.353934253,-0.60382026
2.24,-10.855189,-3.356768942,-0.61156505
2.241,-10.404967,-3.35969198,-0.59189212
2.242,-9.9767036,-3.362704048,-0.6219843
2.243,-9.5734825,-3.365805838,-0.60369927
2.244,-9.1444101,-3.368998057,-0.57196069
2.245,-8.8212681,-3.372281423,-0.64534146
2.246,-8.4400301,-3.375656669,-0.57838243
2.247,-8.1158323,-3.37912454,-0.57935524
2.248,-7.8010206,-3.382685796,-0.58729792
2.249,-7.5489044,-3.38634121,-0.58762985
2.25,-7.2429042,-3.390091569,-0.56382442
2.251,-6.9779201,-3.393937677,-0.58672798
2.252,-6.6803279,-3.397880348,-0.6066491
2.253,-6.485733,-3.401920415,-0.57725757
2.254,-6.2729945,-3.406058725,-0.58321249
2.255,-6.0203547,-3.410296139,-0.58339453
2.256,-5.8218226,-3.414633535,-0.58206892
2.257,-5.6570578,-3.419071807,-0.59717715
2.258,-5.4637518,-3.423611865,-0.57318074
2.259,-5.2311983,-3.428254634,-0.56424403
2.26,-5.0710506,-3.433001058,-0.55953026
2.261,-4.890914,-3.437852096,-0.53404015
2.262,-4.7635436,-3.442808727,-0.59616792
2.263,-4.6186266,-3.447871944,-0.59911883
2.264,-4.4891567,-3.453042762,-0.59792703
2.265,-4.3245759,-3.45832221,-0.56174707
2.266,-4.2271776,-3.463711339,-0.57499552
2.267,-4.048985,-3.469211217,-0.57024223
2.268,-3.9839935,-3.474822931,-0.5931077
2.269,-3.8435462,-3.480547589,-0.56855971
2.27,-3.7680259,-3.486386318,-0.61353034
2.271,-3.6860213,-3.492340266,-0.60305244
2.272,-3.5534434,-3.4984106,-0.5917474
2.273,-3.4717991,-3.504598508,-0.60512173
2.274,-3.3669405,-3.510905202,-0.58191216
2.275,-3.2902663,-3.517331913,-0.57567048
2.276,-3.1692111,-3.523879896,-0.56830633
2.277,-3.0756788,-3.530550426,-0.55868864
2.278,-3.0190222,-3.537344803,-0.55940878
2.279,-2.9550054,-3.544264349,-0.58155602
2.28,-2.8656003,-3.551310413,-0.57975101
2.281,-2.7987287,-3.558484363,-0.54835224
2.282,-2.7309997,-3.565787595,-0.52609831
2.283,-2.6722903,-3.57322153,-0.55840594
2.284,-2.6153967,-3.580787614,-0.54320157
2.285,-2.5787685,-3.588487317,-0.59794486
2.286,-2.5055559,-3.59632214,-0.54180717
2.287,-2.4496527,-3.604293606,-0.54586405
2.288,-2.3890817,-3.612403269,-0.56916159
2.289,-2.3289723,-3.62065271,-0.53789461
2.29,-2.2522273,-3.629043537,-0.54760253
2.291,-2.2348042,-3.63757739,-0.55589586
2.292,-2.1901464,-3.646255936,-0.56263161
2.293,-2.1533484,-3.655080872,-0.54066205
2.294,-2.1085529,-3.664053929,-0.56220859
2.295,-2.0482562,-3.673176866,-0.58251882
2.296,-2.0314198,-3.682451475,-0.54431283
2.297,-1.9619458,-3.691879581,-0.51403016
2.298,-1.920195,-3.70146304,-0.53670138
2.299,-1.9120886,-3.711203745,-0.54206765
2.3,-1.8561995,-3.721103621,-0.52718419
2.301,-1.8434646,-3.731164629,-0.56954157
2.302,-1.795404,-3.741388765,-0.53222281
2.303,-1.7768378,-3.751778063,-0.52774417
2.304,-1.7518945,-3.762334593,-0.54202771
2.305,-1.7210698,-3.773060461,-0.53909314
2.306,-1.708464,-3.783957816,-0.5679692
2.307,-1.6525651,-3.795028843,-0.53138274
2.308,-1.6488572,-3.806275768,-0.53278404
2.309,-1.5781101,-3.817700857,-0.5433585
2.31,-1.5815728,-3.82930642,-0.56554264
2.311,-1.5418572,-3.841094808,-0.53405219
2.312,-1.5178713,-3.853068414,-0.56434762
2.313,-1.5140316,-3.865229678,-0.55051106
2.314,-1.4765711,-3.877581084,-0.53925347
2.315,-1.461917,-3.89012516,-0.54767889
2.316,-1.4088053,-3.902864485,-0.5315944
2.317,-1.4396633,-3.915801682,-0.53203547
2.318,-1.4034929,-3.928939425,-0.53004509
2.319,-1.3904207,-3.942280437,-0.53615171
2.32,-1.3280725,-3.955827492,-0.52821153
2.321,-1.3407661,-3.969583414,-0.53931719
2.322,-1.3637938,-3.983551084,-0.56064695
2.323,-1.3382865,-3.997733433,-0.5560537
2.324,-1.2879272,-4.012133449,-0.50168693
2.325,-1.285036,-4.026754174,-0.55625051
2.326,-1.2143044,-4.041598711,-0.53408766
2.327,-1.2436323,-4.056670217,-0.53674489
2.328,-1.1827152,-4.071971913,-0.51763767
2.329,-1.1944689,-4.087507076,-0.54452354
2.33,-1.1899382,-4.10327905,-0.51772976
2.331,-1.2060831,-4.119291238,-0.54154259
2.332,-1.1795082,-4.13554711,-0.5202843
2.333,-1.1331158,-4.152050203,-0.52073336
2.334,-1.1647679,-4.168804118,-0.5201292
2.335,-1.1360661,-4.185812528,-0.54610646
2.336,-1.1474138,-4.203079174,-0.55427855
2.337,-1.1129429,-4.220607869,-0.52376014
2.338,-1.0571992,-4.238402499,-0.53682327
2.339,-1.07076,-4.256467026,-0.50561988
2.34,-1.0291051,-4.274805486,-0.51107967
2.341,-1.05384,-4.293421995,-0.53470927
2.342,-1.0601368,-4.312320745,-0.53118092
2.343,-0.9998706,-4.331506013,-0.48224607
2.344,-1.0313611,-4.350982155,-0.53249454
2.345,-0.9904716,-4.370753614,-0.50659078
2.346,-1.0225068,-4.390824919,-0.53219992
2.347,-0.98259985,-4.411200685,-0.53699595
2.348,-0.99816656,-4.431885618,-0.52317989
2.349,-0.96822751,-4.452884517,-0.51264983
2.35,-0.97599685,-4.474202272,-0.52137977
2.351,-0.97302473,-4.49584387,-0.53891945
2.352,-0.92654771,-4.517814397,-0.50385588
2.353,-0.92401463,-4.540119037,-0.48946422
2.354,-0.94257241,-4.562763075,-0.53620416
2.355,-0.89745814,-4.585751902,-0.49802679
2.356,-0.91451156,-4.609091015,-0.50862032
2.357,-0.85770786,-4.632786017,-0.49414524
2.358,-0.90876287,-4.656842624,-0.47758356
2.359,-0.89428544,-4.681266664,-0.50637537
2.36,-0.86510688,-4.706064082,-0.44600981
2.361,-0.87517387,-4.731240939,-0.49334738
2.362,-0.85842597,-4.756803417,-0.48829517
2.363,-0.85753667,-4.78275782,-0.51433069
2.364,-0.88528532,-4.809110581,-0.49694446
2.365,-0.8140884,-4.835868256,-0.49270135
2.366,-0.83434457,-4.863037537,-0.51853919
2.367,-0.84335643,-4.890625247,-0.50253546
2.368,-0.7969861,-4.918638345,-0.49153212
2.369,-0.79073548,-4.94708393,-0.47633317
2.37,-0.77251321,-4.975969246,-0.47453636
2.371,-0.81013793,-5.005301679,-0.49175254
2.372,-0.80271143,-5.035088764,-0.48053744
2.373,-0.80685413,-5.06533819,-0.5064469
2.374,-0.73353064,-5.096057798,-0.49835259
2.375,-0.73854822,-5.127255589,-0.46973211
2.376,-0.77652872,-5.158939725,-0.49387473
2.377,-0.77043831,-5.191118531,-0.49763077
2.378,-0.74299216,-5.223800505,-0.52332354
2.379,-0.74446064,-5.256994311,-0.44920006
2.38,-0.75944799,-5.290708792,-0.50108004
2.381,-0.71694404,-5.32495297,-0.4609721
2.382,-0.73523718,-5.359736048,-0.48701748
2.383,-0.67461169,-5.395067418,-0.45651227
2.384,-0.70403689,-5.43095666,-0.47909468
2.385,-0.71239883,-5.46741355,-0.48311302
2.386,-0.72927964,-5.504448061,-0.511926
2.387,-0.71403706,-5.54207037,-0.48235768
2.388,-0.7070511,-5.58029086,-0.483246
2.389,-0.73810089,-5.619120124,-0.4994947
2.39,-0.73098928,-5.65856897,-0.52193493
2.391,-0.67326456,-5.698648425,-0.47572899
2.392,-0.70931655,-5.739369742,-0.52266496
2.393,-0.66330034,-5.780744398,-0.48726869
2.394,-0.69604695,-5.822784104,-0.48414284
2.395,-0.64526182,-5.865500809,-0.48355031
2.396,-0.66036022,-5.908906702,-0.49087501
2.397,-0.67387968,-5.953014219,-0.49964958
2.398,-0.65819609,-5.997836044,-0.48187077
2.399,-0.68328059,-6.043385119,-0.49818328
2.4,-0.66010189,-6.089674643,-0.49205002
2.401,-0.65991759,-6.136718082,-0.48831463
2.402,-0.64676762,-6.184529169,-0.47498161
2.403,-0.65744603,-6.233121911,-0.48064488
2.404,-0.64729911,-6.282510592,-0.49130854
2.405,-0.6662184,-6.33270978,-0.5044378
2.406,-0.60905725,-6.383734329,-0.48170432
2.407,-0.63611454,-6.435599386,-0.45622548
2.408,-0.62355083,-6.48832039,-0.49036595
2.409,-0.59789574,-6.541913084,-0.47490767
2.41,-0.58355784,-6.596393512,-0.47327414
2.411,-0.63840199,-6.651778027,-0.49192688
2.412,-0.59955198,-6.708083292,-0.48188365
2.413,-0.58587605,-6.765326285,-0.4411878
2.414,-0.59697545,-6.823524303,-0.45899606
2.415,-0.55986142,-6.882694963,-0.46439338
2.416,-0.58089095,-6.942856203,-0.45228514
2.417,-0.56253797,-7.004026289,-0.44439766
2.418,-0.59156102,-7.066223812,-0.505404
2.419,-0.58962119,-7.129467691,-0.49222702
2.42,-0.58793187,-7.193777172,-0.4668403
2.421,-0.57759207,-7.259171831,-0.48464814
2.422,-0.59442961,-7.325671568,-0.48565176
2.423,-0.59173334,-7.39329661,-0.48298395
2.424,-0.56258607,-7.462067503,-0.45105386
2.425,-0.55636054,-7.532005112,-0.48172665
2.426,-0.56688726,-7.603130616,-0.48832244
2.427,-0.56316823,-7.675465497,-0.48711398
2.428,-0.54323101,-7.749031536,-0.45387542
2.429,-0.55256665,-7.823850799,-0.46039358
2.43,-0.54519022,-7.899945628,-0.47402999
2.431,-0.56547487,-7.977338629,-0.49041134
2.432,-0.5746628,-8.056052647,-0.51042372
2.433,-0.52779162,-8.136110756,-0.46545511
2.434,-0.56631106,-8.21753623,-0.48195535
2.435,-0.5452264,-8.300352519,-0.5048542
2.436,-0.54757947,-8.384583222,-0.48319376
2.437,-0.53251809,-8.470252049,-0.48901764
2.438,-0.58155304,-8.557382782,-0.46636602
2.439,-0.54408365,-8.645999236,-0.4944441
2.44,-0.54631537,-8.736125205,-0.47012752
2.441,-0.53653002,-8.827784403,-0.48410371
2.442,-0.58676171,-8.921000409,-0.51410961
2.443,-0.52027512,-9.015796585,-0.46115124
2.444,-0.5415864,-9.112196003,-0.47192767
2.445,-0.51946068,-9.210221349,-0.51956683
2.446,-0.55162227,-9.309894821,-0.48203903
2.447,-0.50619018,-9.41123802,-0.50386912
2.448,-0.54856128,-9.514271814,-0.45041361
2.449,-0.49613324,-9.619016198,-0.44416237
2.45,-0.55906278,-9.725490135,-0.49087051
2.451,-0.53256589,-9.833711372,-0.49882478
2.452,-0.47783288,-9.943696243,-0.47167778
2.453,-0.51435363,-10.05545944,-0.49716944
2.454,-0.48776352,-10.16901378,-0.46534866
2.455,-0.53373444,-10.28436989,-0.50551927
2.456,-0.48008281,-10.40153595,-0.46086177
2.457,-0.45774192,-10.52051731,-0.4560982
2.458,-0.48144737,-10.64131611,-0.48663521
2.459,-0.52026272,-10.76393089,-0.49937624
2.46,-0.46783614,-10.88835608,-0.47935691
2.461,-0.44184357,-11.0145815,-0.48037425
2.462,-0.51340556,-11.1425918,-0.51884478
2.463,-0.49347168,-11.2723658,-0.48845404
2.464,-0.53035921,-11.40387581,-0.50958234
2.465,-0.46916914,-11.53708689,-0.45928794
2.466,-0.49506778,-11.67195594,-0.48600677
2.467,-0.48656511,-11.80843085,-0.48084536
2.468,-0.49912789,-11.9464495,-0.51557261
2.469,-0.46199644,-12.08593862,-0.50579637
2.47,-0.45871836,-12.22681267,-0.48434314
2.471,-0.45656216,-12.36897256,-0.46753982
2.472,-0.47615889,-12.5123043,-0.47721502
2.473,-0.47306249,-12.65667755,-0.49457005
2.474,-0.49594089,-12.80194411,-0.4848668
2.475,-0.46760294,-12.94793636,-0.48889986
2.476,-0.46121734,-13.09446555,-0.47633362
2.477,-0.4633716,-13.2413202,-0.47876024
2.478,-0.45532325,-13.38826438,-0.48308423
2.479,-0.48883796,-13.53503605,-0.48722586
2.48,-0.45556292,-13.6813455,-0.49044204
2.481,-0.46323484,-13.82687391,-0.44439489
2.482,-0.45657268,-13.97127211,-0.50041586
2.483,-0.46263799,-14.11415959,-0.48895231
2.484,-0.49986589,-14.25512394,-0.51699531
2.485,-0.47288981,-14.39372076,-0.48257193
2.486,-0.48555166,-14.5294741,-0.51689696
2.487,-0.46179643,-14.66187766,-0.49488762
2.488,-0.43873146,-14.79039684,-0.48287261
2.489,-0.44375485,-14.9144717,-0.43518668
2.49,-0.43052152,-15.03352097,-0.47371605
2.491,-0.41752186,-15.14694719,-0.48810935
2.492,-0.44952658,-15.25414309,-0.46865061
2.493,-0.45204321,-15.354499,-0.47391981
2.494,-0.39061794,-15.44741145,-0.46238613
2.495,-0.4418166,-15.53229275,-0.46487534
2.496,-0.42149258,-15.60858122,-0.47239691
2.497,-0.41864678,-15.675752,-0.45933577
2.498,-0.42153999,-15.73332788,-0.46530586
2.499,-0.43960264,-15.78088987,-0.51053077
2.5,-0.40476409,-15.81808702,-0.48799524
2.501,-0.41967288,-15.844645,-0.48244715
2.502,-0.4509832,-15.86037312,-0.49038211
2.503,-0.42054597,-15.86516934,-0.47570631
2.504,-0.44067132,-15.85902297,-0.52179772
2.505,-0.45035002,-15.8420151,-0.49355239
2.506,-0.39575669,-15.81431647,-0.46375656
2.507,-0.45483398,-15.77618316,-0.48336849
2.508,-0.40480578,-15.7279501,-0.47726029
2.509,-0.45059562,-15.67002291,-0.49542287
2.51,-0.43126115,-15.60286842,-0.48329687
2.511,-0.43055788,-15.52700423,-0.5106492
2.512,-0.43976933,-15.44298795,-0.50835919
2.513,-0.45998877,-15.35140632,-0.50808632
2.514,-0.44127816,-15.25286479,-0.51114833
2.515,-0.44327372,-15.1479777,-0.50609988
2.516,-0.42539987,-15.03735946,-0.50813806
2.517,-0.42337316,-14.92161665,-0.50444788
2.518,-0.44088224,-14.80134144,-0.5090093
2.519,-0.41222104,-14.67710606,-0.50745976
2.52,-0.41588211,-14.54945846,-0.47091079
2.521,-0.41642535,-14.41891905,-0.49453574
2.522,-0.40440899,-14.28597842,-0.5120033
2.523,-0.42476606,-14.15109587,-0.50705719
2.524,-0.41078141,-14.01469881,-0.49790189
2.525,-0.37438491,-13.87718265,-0.48922721
2.526,-0.42599773,-13.73891126,-0.52296263
2.527,-0.40058482,-13.6002179,-0.49524659
2.528,-0.42054874,-13.4614063,-0.50288725
2.529,-0.39066789,-13.32275211,-0.51313126
2.53,-0.44187331,-13.18450443,-0.52194089
2.531,-0.42240712,-13.04688746,-0.47620016
2.532,-0.40837052,-12.91010214,-0.50301403
2.533,-0.44344398,-12.7743279,-0.53684843
2.534,-0.40979335,-12.63972424,-0.52314466
2.535,-0.41901559,-12.50643241,-0.48447749
2.536,-0.41867551,-12.37457689,-0.51256108
2.537,-0.39893258,-12.24426692,-0.48540771
2.538,-0.34857675,-12.1155978,-0.48697415
2.539,-0.422708,-11.98865228,-0.51709574
2.54,-0.40385175,-11.86350168,-0.51920277
2.541,-0.40244994,-11.74020704,-0.49540484
2.542,-0.43705228,-11.61882016,-0.50685024
2.543,-0.39602959,-11.4993845,-0.48904303
2.544,-0.38562497,-11.38193611,-0.49718377
2.545,-0.42384911,-11.26650436,-0.54073673
2.546,-0.37942681,-11.15311268,-0.54181057
2.547,-0.41232678,-11.04177926,-0.54505819
2.548,-0.38655362,-10.93251756,-0.51745778
2.549,-0.40529978,-10.82533693,-0.5213142
2.55,-0.40718889,-10.72024305,-0.55218583
2.551,-0.41455463,-10.61723839,-0.5126937
2.552,-0.39186129,-10.51632261,-0.51628917
2.553,-0.38868594,-10.41749291,-0.53082174
2.554,-0.41181505,-10.32074439,-0.52157855
2.555,-0.41507336,-10.22607027,-0.5527693
2.556,-0.39004949,-10.13346225,-0.52188659
2.557,-0.40936071,-10.04291067,-0.52557546
2.558,-0.36216009,-9.954404771,-0.50397724
2.559,-0.38268548,-9.867932855,-0.53512138
2.56,-0.34419954,-9.78348249,-0.48185879
2.561,-0.41145805,-9.701040645,-0.54120845
2.562,-0.41314709,-9.620593843,-0.56157202
2.563,-0.40943852,-9.542128281,-0.51587909
2.564,-0.35839346,-9.465629947,-0.52640915
2.565,-0.40616098,-9.391084724,-0.53851879
2.566,-0.39577097,-9.31847848,-0.54825771
2.567,-0.40021062,-9.247797155,-0.55863017
2.568,-0.38622302,-9.179026835,-0.55861568
2.569,-0.38876122,-9.11215382,-0.54576999
2.57,-0.39271122,-9.047164686,-0.50106633
2.571,-0.38156861,-8.98404634,-0.51868296
2.572,-0.34611207,-8.922786072,-0.50467628
2.573,-0.35339823,-8.8633716,-0.56127918
2.574,-0.41169581,-8.805791108,-0.57836467
2.575,-0.3676706,-8.75003329,-0.53106934
2.576,-0.35804605,-8.696087378,-0.55189794
2.577,-0.40427604,-8.643943177,-0.56609178
2.578,-0.40011021,-8.59359109,-0.55797261
2.579,-0.38798758,-8.545022149,-0.55155003
2.58,-0.35543695,-8.49822803,-0.53306323
2.581,-0.34045789,-8.453201081,-0.5420962
2.582,-0.36168674,-8.409934341,-0.54941678
2.583,-0.40040436,-8.368421552,-0.58079618
2.584,-0.34094,-8.328657183,-0.54149705
2.585,-0.35319695,-8.290636435,-0.54709017
2.586,-0.35215157,-8.254355262,-0.59001404
2.587,-0.36567083,-8.219810377,-0.53681964
2.588,-0.37544534,-8.186999266,-0.58269852
2.589,-0.37688303,-8.15592019,-0.57681769
2.59,-0.3403514,-8.126572197,-0.55402195
2.591,-0.34765446,-8.098955128,-0.56115752
2.592,-0.35827139,-8.073069615,-0.59368891
2.593,-0.35631356,-8.048917088,-0.56352323
2.594,-0.3440049,-8.026499772,-0.55684382
2.595,-0.37459496,-8.005820684,-0.58424735
2.596,-0.33913749,-7.986883632,-0.57565618
2.597,-0.37404659,-7.969693205,-0.57609224
2.598,-0.34562442,-7.954254763,-0.58953893
2.599,-0.37364209,-7.940574425,-0.59376591
2.6,-0.37648582,-7.928659052,-0.58381307
2.601,-0.36178756,-7.918516226,-0.58579963
2.602,-0.40920806,-7.910154224,-0.63240951
2.603,-0.3400411,-7.90358199,-0.54586571
2.604,-0.37554988,-7.898809098,-0.60178429
2.605,-0.37437028,-7.895845711,-0.58188027
2.606,-0.32628572,-7.894702529,-0.57197559
2.607,-0.35190189,-7.895390736,-0.60150766
2.608,-0.33760518,-7.897921932,-0.5652951
2.609,-0.33288908,-7.902308057,-0.60072523
2.61,-0.38225195,-7.908561304,-0.59913421
2.611,-0.32543007,-7.916694023,-0.58047974
2.612,-0.34950492,-7.926718601,-0.62850177
2.613,-0.37301353,-7.938647341,-0.62049723
2.614,-0.35408133,-7.952492307,-0.62077302
2.615,-0.34285381,-7.968265169,-0.60713625
2.616,-0.33069196,-7.985977005,-0.6046989
2.617,-0.33552065,-8.0056381,-0.63812971
2.618,-0.35120589,-8.0272577,-0.60669625
2.619,-0.40024823,-8.050843754,-0.63610041
2.62,-0.36318591,-8.076402607,-0.62664515
2.621,-0.35323295,-8.103938672,-0.64656627
2.622,-0.34659794,-8.133454052,-0.59754032
2.623,-0.34566802,-8.164948123,-0.61585593
2.624,-0.33608413,-8.198417074,-0.61517996
2.625,-0.35537758,-8.233853385,-0.64158171
2.626,-0.35986066,-8.271245263,-0.66034228
2.627,-0.35152519,-8.310576002,-0.66790652
2.628,-0.3515749,-8.351823293,-0.65671086
2.629,-0.37157214,-8.394958454,-0.67285961
2.63,-0.33272997,-8.439945588,-0.64375138
2.631,-0.34279624,-8.486740671,-0.66863155
2.632,-0.35525697,-8.535290544,-0.67945307
2.633,-0.35993645,-8.585531839,-0.68592948
2.634,-0.33506966,-8.637389802,-0.64983845
2.635,-0.35143301,-8.690777052,-0.70647478
2.636,-0.35369986,-8.745592238,-0.66552758
2.637,-0.33471939,-8.801718637,-0.67306012
2.638,-0.33707142,-8.859022679,-0.68114579
2.639,-0.32844144,-8.91735242,-0.69813728
2.64,-0.35769489,-8.976535982,-0.68549281
2.641,-0.35952511,-9.036379985,-0.71325934
2.642,-0.38752684,-9.096668012,-0.73578608
2.643,-0.35750693,-9.157159129,-0.71741813
2.644,-0.32615241,-9.217586536,-0.69719338
2.645,-0.36023575,-9.277656387,-0.73555321
2.646,-0.35672992,-9.337046877,-0.73647964
2.647,-0.32033291,-9.395407648,-0.70856166
2.648,-0.3376219,-9.452359637,-0.74173266
2.649,-0.35225362,-9.507495447,-0.72654301
2.65,-0.3182134,-9.560380359,-0.71708161
2.651,-0.35156292,-9.61055409,-0.74904776
2.652,-0.3542695,-9.657533393,-0.78428686
2.653,-0.366162,-9.700815609,-0.78511542
2.654,-0.33169949,-9.739883218,-0.75396329
2.655,-0.30995378,-9.774209451,-0.75536263
2.656,-0.36439133,-9.803264949,-0.77120036
2.657,-0.36049217,-9.826525408,-0.79457515
2.658,-0.34777868,-9.843480119,-0.77928525
2.659,-0.32471898,-9.853641199,-0.77676821
2.66,-0.33529159,-9.856553278,-0.8006497
2.661,-0.3578169,-9.851803328,-0.79313093
2.662,-0.31378093,-9.839030281,-0.78695142
2.663,-0.35493523,-9.817934028,-0.82276076
2.664,-0.33607838,-9.788283404,-0.81300128
2.665,-0.3414652,-9.749922784,-0.85610247
2.666,-0.36844376,-9.702776928,-0.83905911
2.667,-0.3467429,-9.646853848,-0.84983957
2.668,-0.34022149,-9.582245507,-0.85044855
2.669,-0.35224834,-9.509126324,-0.88748181
2.67,-0.37144494,-9.427749535,-0.89657128
2.671,-0.3642033,-9.338441611,-0.88669521
2.672,-0.3735157,-9.241594999,-0.89900202
2.673,-0.34694177,-9.137659531,-0.87104887
2.674,-0.3557651,-9.02713291,-0.89435077
2.675,-0.33562395,-8.910550655,-0.90112948
2.676,-0.32960606,-8.788475931,-0.89735109
2.677,-0.3704876,-8.661489584,-0.93439472
2.678,-0.34351721,-8.530180718,-0.93981332
2.679,-0.35489812,-8.395138029,-0.95500809
2.68,-0.35140291,-8.256942079,-0.96374768
2.681,-0.35076854,-8.116158612,-0.96079063
2.682,-0.32242328,-7.97333296,-0.93482387
2.683,-0.33617139,-7.828985533,-0.96311259
2.684,-0.3704668,-7.683608342,-0.98084009
2.685,-0.3671988,-7.537662493,-0.99208003
2.686,-0.36657602,-7.391576547,-1.0255343
2.687,-0.31903067,-7.245745632,-1.0229551
2.688,-0.35200632,-7.100531226,-1.0231458
2.689,-0.31954205,-6.956261459,-1.0016471
2.69,-0.34127063,-6.813231881,-1.0571636
2.691,-0.38291726,-6.671706555,-1.0695592
2.692,-0.32872853,-6.531919425,-1.0553331
2.693,-0.33403301,-6.394075868,-1.0763303
2.694,-0.33722678,-6.258354379,-1.070646
2.695,-0.31477731,-6.124908316,-1.0852835
2.696,-0.3419196,-5.993867695,-1.1200068
2.697,-0.35628086,-5.865340965,-1.1209608
2.698,-0.36261967,-5.739416759,-1.1705825
2.699,-0.35716665,-5.616165599,-1.1572255
2.7,-0.32683367,-5.495641524,-1.1667264
2.701,-0.34698325,-5.377883646,-1.2011811
2.702,-0.32811555,-5.262917625,-1.1947073
2.703,-0.35439244,-5.150757046,-1.2183689
2.704,-0.36417326,-5.041404712,-1.2431496
2.705,-0.35222074,-4.934853847,-1.2537519
2.706,-0.32802716,-4.831089207,-1.2798711
2.707,-0.34853807,-4.730088104,-1.2715988
2.708,-0.34099695,-4.631821349,-1.2924389
2.709,-0.31612638,-4.536254115,-1.2760459
2.71,-0.34372863,-4.443346724,-1.3249266
2.711,-0.3611944,-4.353055365,-1.3477043
2.712,-0.37075526,-4.26533274,-1.3732178
2.713,-0.38792548,-4.180128657,-1.394811
2.714,-0.36994582,-4.097390556,-1.4011618
2.715,-0.36711577,-4.01706399,-1.4264889
2.716,-0.36151621,-3.939093048,-1.4524969
2.717,-0.36201012,-3.86342074,-1.4544141
2.718,-0.34671363,-3.789989336,-1.4679624
2.719,-0.35016218,-3.718740668,-1.5201191
2.72,-0.34365734,-3.649616396,-1.5326902
2.721,-0.35346377,-3.582558245,-1.5302807
2.722,-0.36578155,-3.517508207,-1.5780836
2.723,-0.35675946,-3.454408725,-1.6006628
2.724,-0.34695953,-3.393202845,-1.610083
2.725,-0.36792782,-3.333834349,-1.6306303
2.726,-0.35194418,-3.276247873,-1.6756912
