Freq [GHz],Phase_Difference,S21 Phase(ç),S31 Phase(Á),S21-S31
3.018,89.42204368,-145.88731,-246.65477,100.76746
3.019,89.43628109,-145.87312,-246.68837,100.81525
3.02,89.45058545,-146.08351,-246.66199,100.57848
3.021,89.46495666,-145.99422,-246.82539,100.83117
3.022,89.47939464,-146.20047,-247,100.79953
3.023,89.49389931,-146.20831,-247.15646,100.94815
3.024,89.50847059,-146.41724,-247.36156,100.94432
3.025,89.52310838,-146.36566,-247.23039,100.86473
3.026,89.5378126,-146.35875,-247.36411,101.00536
3.027,89.55258317,-146.35045,-247.26717,100.91672
3.028,89.56742,-146.49544,-247.53215,101.03671
3.029,89.582323,-146.54166,-247.59039,101.04873
3.03,89.59729209,-146.63338,-247.83008,101.1967
3.031,89.61232717,-146.82509,-248.03029,101.2052
3.032,89.62742816,-146.87859,-247.88835,101.00976
3.033,89.64259496,-146.60524,-248.07643,101.47119
3.034,89.65782748,-147.06839,-248.328,101.25961
3.035,89.67312563,-147.00433,-248.12843,101.1241
3.036,89.68848933,-146.78265,-248.17682,101.39417
3.037,89.70391847,-147.20287,-248.42955,101.22668
3.038,89.71941297,-147.10367,-248.46791,101.36424
3.039,89.73497273,-146.95486,-248.524,101.56914
3.04,89.75059765,-147.17561,-248.57758,101.40197
3.041,89.76628765,-147.32094,-248.67793,101.35699
3.042,89.78204262,-147.14899,-248.7162,101.56721
3.043,89.79786246,-147.43036,-248.88503,101.45467
3.044,89.81374709,-147.60942,-248.93805,101.32863
3.045,89.82969641,-147.55255,-249.10941,101.55686
3.046,89.8457103,-147.61192,-249.22104,101.60912
3.047,89.86178869,-147.55743,-249.39005,101.83262
3.048,89.87793146,-147.91629,-249.38562,101.46933
3.049,89.89413853,-147.89507,-249.62206,101.72699
3.05,89.91040978,-147.76537,-249.5602,101.79483
3.051,89.92674511,-147.93636,-249.9207,101.98434
3.052,89.94314444,-147.91603,-249.72118,101.80515
3.053,89.95960764,-148.03755,-249.9167,101.87915
3.054,89.97613463,-148.16898,-250.08347,101.91449
3.055,89.9927253,-148.14209,-250.1514,102.00931
3.056,90.00937954,-148.26459,-250.08481,101.82022
3.057,90.02609726,-148.14914,-250.13945,101.99031
3.058,90.04287833,-148.60307,-250.25734,101.65427
3.059,90.05972267,-148.13844,-250.30638,102.16794
3.06,90.07663017,-148.43686,-250.69077,102.25391
3.061,90.09360072,-148.47694,-250.6071,102.13016
3.062,90.11063421,-148.56602,-250.73813,102.17211
3.063,90.12773053,-148.61508,-250.71265,102.09757
3.064,90.14488959,-148.56772,-250.68556,102.11784
3.065,90.16211126,-148.84846,-251.1031,102.25464
3.066,90.17939545,-149.07484,-250.95613,101.88129
3.067,90.19674204,-148.81631,-250.95328,102.13697
3.068,90.21415092,-149.06616,-251.27531,102.20915
3.069,90.23162199,-149.07385,-251.50232,102.42847
3.07,90.24915513,-148.8862,-251.30618,102.41998
3.071,90.26675024,-149.24461,-251.56505,102.32044
3.072,90.2844072,-149.29662,-251.63258,102.33596
3.073,90.30212589,-149.29871,-251.83774,102.53903
3.074,90.31990622,-149.19104,-251.64505,102.45401
3.075,90.33774806,-149.23691,-251.78952,102.55261
3.076,90.3556513,-149.43427,-252.01241,102.57814
3.077,90.37361583,-149.48705,-252.02924,102.54219
3.078,90.39164154,-149.45973,-251.93535,102.47562
3.079,90.40972831,-149.70285,-252.27339,102.57054
3.08,90.42787603,-149.79265,-252.3692,102.57655
3.081,90.44608458,-149.67989,-252.46828,102.78839
3.082,90.46435384,-149.64038,-252.63193,102.99155
3.083,90.4826837,-149.95084,-252.54276,102.59192
3.084,90.50107405,-149.84476,-252.5004,102.65564
3.085,90.51952477,-149.87837,-252.61829,102.73992
3.086,90.53803574,-149.90962,-252.84727,102.93765
3.087,90.55660684,-149.94728,-252.80893,102.86165
3.088,90.57523795,-150.19052,-253.12067,102.93015
3.089,90.59392897,-150.07623,-253.16273,103.0865
3.09,90.61267976,-150.43169,-253.40289,102.9712
3.091,90.63149021,-150.27943,-253.27487,102.99544
3.092,90.65036021,-150.45798,-253.44748,102.9895
3.093,90.66928963,-150.4639,-253.56451,103.10061
3.094,90.68827834,-150.73409,-253.65309,102.919
3.095,90.70732624,-150.57329,-253.87953,103.30624
3.096,90.7264332,-150.73158,-253.76808,103.0365
3.097,90.74559911,-150.74751,-254.12946,103.38195
3.098,90.76482383,-150.53262,-253.88821,103.35559
3.099,90.78410724,-150.78505,-254.05428,103.26923
3.1,90.80344924,-150.82506,-254.10194,103.27688
3.101,90.82284968,-150.94475,-254.42056,103.47581
3.102,90.84230846,-150.9361,-254.39935,103.46325
3.103,90.86182545,-151.00525,-254.40425,103.399
3.104,90.88140052,-151.11157,-254.61905,103.50748
3.105,90.90103355,-151.14737,-254.50769,103.36032
3.106,90.92072442,-151.10838,-254.71648,103.6081
3.107,90.94047301,-151.32607,-254.97037,103.6443
3.108,90.96027918,-151.31834,-254.98192,103.66358
3.109,90.98014283,-151.28308,-254.88887,103.60579
3.11,91.00006381,-151.3342,-255.19029,103.85609
3.111,91.020042,-151.55165,-255.08727,103.53562
3.112,91.04007729,-151.56383,-255.39748,103.83365
3.113,91.06016954,-151.69847,-255.41028,103.71181
3.114,91.08031863,-151.79068,-255.63251,103.84183
3.115,91.10052443,-151.55627,-255.46602,103.90975
3.116,91.12078681,-151.90277,-255.5863,103.68353
3.117,91.14110566,-151.70238,-255.68477,103.98239
3.118,91.16148084,-152.0779,-255.98227,103.90437
3.119,91.18191222,-151.82977,-255.69669,103.86692
3.12,91.20239968,-152.14711,-256.03296,103.88585
3.121,91.22294309,-151.9588,-256.06018,104.10138
3.122,91.24354232,-152.20306,-256.2178,104.01474
3.123,91.26419725,-152.17313,-256.32565,104.15252
3.124,91.28490774,-152.19771,-256.24304,104.04533
3.125,91.30567367,-152.27966,-256.46799,104.18833
3.126,91.32649491,-152.38074,-256.63535,104.25461
3.127,91.34737132,-152.4921,-256.79727,104.30517
3.128,91.36830279,-152.46275,-256.78021,104.31746
3.129,91.38928918,-152.44875,-256.81589,104.36714
3.13,91.41033036,-152.78929,-256.98111,104.19182
3.131,91.43142619,-152.90663,-257.29709,104.39046
3.132,91.45257656,-152.76321,-257.04492,104.28171
3.133,91.47378134,-152.74384,-257.25729,104.51345
3.134,91.49504038,-152.92633,-257.32407,104.39774
3.135,91.51635356,-152.94342,-257.38135,104.43793
3.136,91.53772075,-152.80128,-257.48309,104.68181
3.137,91.55914182,-152.95264,-257.62759,104.67495
3.138,91.58061663,-152.91623,-257.76401,104.84778
3.139,91.60214507,-153.24301,-257.91974,104.67673
3.14,91.62372698,-153.08093,-257.84995,104.76902
3.141,91.64536225,-153.11227,-257.90668,104.79441
3.142,91.66705074,-153.33224,-257.94952,104.61728
3.143,91.68879232,-153.43608,-258.16617,104.73009
3.144,91.71058686,-153.39153,-258.22427,104.83274
3.145,91.73243422,-153.56989,-258.35657,104.78668
3.146,91.75433427,-153.53612,-258.47656,104.94044
3.147,91.77628688,-153.70801,-258.4812,104.77319
3.148,91.79829192,-153.46382,-258.40335,104.93953
3.149,91.82034926,-153.52228,-258.57034,105.04806
3.15,91.84245876,-153.98383,-258.83582,104.85199
3.151,91.86462028,-153.98145,-259.02289,105.04144
3.152,91.8868337,-153.8345,-258.93173,105.09723
3.153,91.90909888,-153.93071,-258.98499,105.05428
3.154,91.93141569,-154.08473,-259.04697,104.96224
3.155,91.953784,-154.08073,-259.16943,105.0887
3.156,91.97620366,-153.96684,-259.16599,105.19915
3.157,91.99867456,-154.10814,-259.51492,105.40678
3.158,92.02119655,-154.15218,-259.28455,105.13237
3.159,92.04376949,-154.18633,-259.41183,105.2255
3.16,92.06639327,-154.27769,-259.70819,105.4305
3.161,92.08906773,-154.34402,-259.82977,105.48575
3.162,92.11179275,-154.27696,-259.75323,105.47627
3.163,92.1345682,-154.49887,-260.01541,105.51654
3.164,92.15739393,-154.37263,-259.98148,105.60885
3.165,92.18026981,-154.67972,-260.01532,105.3356
3.166,92.20319572,-154.56645,-260.18182,105.61537
3.167,92.22617151,-154.9151,-260.44177,105.52667
3.168,92.24919705,-154.83289,-260.44669,105.6138
3.169,92.2722722,-154.94185,-260.45828,105.51643
3.17,92.29539683,-154.84602,-260.60901,105.76299
3.171,92.31857081,-154.95566,-260.54684,105.59118
3.172,92.341794,-154.88689,-260.57648,105.68959
3.173,92.36506626,-155.00945,-260.91556,105.90611
3.174,92.38838746,-155.00992,-260.9462,105.93628
3.175,92.41175747,-155.17548,-260.99374,105.81826
3.176,92.43517614,-155.36035,-261.24854,105.88819
3.177,92.45864335,-155.27678,-261.18896,105.91218
3.178,92.48215896,-155.30208,-261.28693,105.98485
3.179,92.50572283,-155.33464,-261.36096,106.02632
3.18,92.52933482,-155.29068,-261.35034,106.05966
3.181,92.55299481,-155.42192,-261.62958,106.20766
3.182,92.57670266,-155.42426,-261.61813,106.19387
3.183,92.60045822,-155.43697,-261.55881,106.12184
3.184,92.62426137,-155.6741,-261.79095,106.11685
3.185,92.64811197,-155.53638,-261.81973,106.28335
3.186,92.67200989,-155.76791,-262.01825,106.25034
3.187,92.69595498,-156.01886,-262.14301,106.12415
3.188,92.71994711,-155.64386,-262.11588,106.47202
3.189,92.74398615,-155.85809,-262.19754,106.33945
3.19,92.76807196,-155.88156,-262.45822,106.57666
3.191,92.79220441,-155.97052,-262.64978,106.67926
3.192,92.81638335,-156.0069,-262.54184,106.53494
3.193,92.84060866,-155.93974,-262.54944,106.6097
3.194,92.8648802,-156.24115,-262.71954,106.47839
3.195,92.88919783,-156.35112,-262.79599,106.44487
3.196,92.91356141,-156.35713,-263.04922,106.69209
3.197,92.93797082,-156.21701,-262.87021,106.6532
3.198,92.96242591,-156.40886,-262.91074,106.50188
3.199,92.98692655,-156.46712,-263.27539,106.80827
3.2,93.0114726,-156.44167,-263.21539,106.77372
3.201,93.03606393,-156.45883,-263.32562,106.86679
3.202,93.0607004,-156.83324,-263.4892,106.65596
3.203,93.08538188,-156.56105,-263.43451,106.87346
3.204,93.11010823,-156.49731,-263.57199,107.07468
3.205,93.13487931,-156.5489,-263.65579,107.10689
3.206,93.15969499,-156.69968,-263.75735,107.05767
3.207,93.18455514,-156.74016,-263.85489,107.11473
3.208,93.20945961,-156.87788,-263.89536,107.01748
3.209,93.23440828,-157.09654,-264.26123,107.16469
3.21,93.259401,-156.8904,-264.02997,107.13957
3.211,93.28443764,-156.95116,-264.24829,107.29713
3.212,93.30951807,-157.10506,-264.51407,107.40901
3.213,93.33464215,-157.17659,-264.29877,107.12218
3.214,93.35980975,-157.29349,-264.57721,107.28372
3.215,93.38502072,-157.41129,-264.79706,107.38577
3.216,93.41027494,-157.424,-264.75009,107.32609
3.217,93.43557227,-157.2952,-264.76962,107.47442
3.218,93.46091257,-157.39017,-264.70776,107.31759
3.219,93.48629571,-157.31366,-264.91373,107.60007
3.22,93.51172156,-157.45705,-265.16226,107.70521
3.221,93.53718997,-157.48946,-265.05588,107.56642
3.222,93.56270082,-157.43292,-265.20505,107.77213
3.223,93.58825397,-157.66624,-265.41595,107.74971
3.224,93.61384928,-157.58246,-265.29706,107.7146
3.225,93.63948662,-157.85916,-265.4003,107.54114
3.226,93.66516586,-158.11307,-265.72183,107.60876
3.227,93.69088686,-157.82101,-265.50443,107.68342
3.228,93.71664948,-158.04822,-265.72284,107.67462
3.229,93.7424536,-158.18411,-265.99463,107.81052
3.23,93.76829907,-158.1546,-265.80243,107.64783
3.231,93.79418576,-158.23592,-266.01114,107.77522
3.232,93.82011354,-158.00635,-266.04642,108.04007
3.233,93.84608228,-158.24487,-266.37503,108.13016
3.234,93.87209184,-158.55708,-266.56305,108.00597
3.235,93.89814208,-158.34377,-266.21545,107.87168
3.236,93.92423288,-158.46262,-266.48868,108.02606
3.237,93.95036409,-158.41344,-266.44635,108.03291
3.238,93.97653559,-158.40588,-266.73999,108.33411
3.239,94.00274724,-158.44409,-266.68771,108.24362
3.24,94.0289989,-158.64868,-266.67709,108.02841
3.241,94.05529046,-158.90976,-267.02075,108.11099
3.242,94.08162176,-158.67952,-266.86081,108.18129
3.243,94.10799268,-158.98016,-267.18558,108.20542
3.244,94.13440308,-158.5988,-266.8873,108.2885
3.245,94.16085284,-158.85526,-267.18991,108.33465
3.246,94.18734181,-158.61499,-267.05478,108.43979
3.247,94.21386987,-158.85561,-267.26154,108.40593
3.248,94.24043689,-159.02669,-267.79233,108.76564
3.249,94.26704272,-158.96248,-267.45004,108.48756
3.25,94.29368724,-159.05573,-267.59201,108.53628
3.251,94.32037032,-159.23299,-267.63174,108.39875
3.252,94.34709182,-159.1431,-267.90466,108.76156
3.253,94.37385161,-159.38527,-268.01367,108.6284
3.254,94.40064957,-159.27911,-268.11856,108.83945
3.255,94.42748554,-159.203,-267.92776,108.72476
3.256,94.45435942,-159.24548,-268.10327,108.85779
3.257,94.48127106,-159.56773,-268.293,108.72527
3.258,94.50822032,-159.62924,-268.41534,108.7861
3.259,94.5352071,-159.5061,-268.40436,108.89826
3.26,94.56223124,-159.79567,-268.79291,108.99724
3.261,94.58929261,-159.78343,-268.68875,108.90532
3.262,94.6163911,-159.63457,-268.86136,109.22679
3.263,94.64352656,-159.69736,-268.76932,109.07196
3.264,94.67069887,-159.66399,-268.81863,109.15464
3.265,94.69790789,-159.92734,-269.02209,109.09475
3.266,94.7251535,-159.96898,-268.9657,108.99672
3.267,94.75243556,-159.9623,-269.13373,109.17143
3.268,94.77975395,-159.8652,-269.12015,109.25495
3.269,94.80710853,-159.925,-269.19937,109.27437
3.27,94.83449917,-160.02782,-269.31232,109.2845
3.271,94.86192575,-160.05438,-269.52783,109.47345
3.272,94.88938813,-160.06212,-269.4209,109.35878
3.273,94.91688619,-160.43387,-269.83032,109.39645
3.274,94.94441979,-160.19774,-269.74109,109.54335
3.275,94.97198881,-160.28015,-269.59488,109.31473
3.276,94.99959312,-160.44458,-270.05713,109.61255
3.277,95.02723258,-160.45415,-269.87192,109.41777
3.278,95.05490708,-160.4677,-270.10547,109.63777
3.279,95.08261647,-160.50096,-270.12341,109.62245
3.28,95.11036064,-160.70558,-270.29831,109.59273
3.281,95.13813945,-160.71332,-270.25705,109.54373
3.282,95.16595278,-160.92734,-270.52045,109.59311
3.283,95.1938005,-160.6403,-270.61591,109.97561
3.284,95.22168248,-160.69713,-270.48941,109.79228
3.285,95.24959859,-160.72261,-270.55008,109.82747
3.286,95.2775487,-160.849,-270.69086,109.84186
3.287,95.30553269,-160.88916,-270.87036,109.9812
3.288,95.33355044,-161.14825,-271.14795,109.9997
3.289,95.3616018,-161.11285,-270.92242,109.80957
3.29,95.38968667,-161.25018,-271.2146,109.96442
3.291,95.4178049,-161.32266,-271.41513,110.09247
3.292,95.44595637,-161.01231,-271.09546,110.08315
3.293,95.47414097,-161.25722,-271.34747,110.09025
3.294,95.50235855,-161.34305,-271.26477,109.92172
3.295,95.530609,-161.21536,-271.57559,110.36023
3.296,95.55889219,-161.32977,-271.71472,110.38495
3.297,95.58720799,-161.47128,-271.65692,110.18564
3.298,95.61555628,-161.70967,-271.93567,110.226
3.299,95.64393693,-161.67503,-271.83826,110.16323
3.3,95.67234982,-161.89194,-272.11356,110.22162
3.301,95.70079482,-161.55359,-272.16556,110.61197
3.302,95.72927181,-161.653,-272.19278,110.53978
3.303,95.75778066,-161.85362,-272.2384,110.38478
3.304,95.78632125,-161.97987,-272.41537,110.4355
3.305,95.81489346,-161.72203,-272.34808,110.62605
3.306,95.84349715,-162.02066,-272.49615,110.47549
3.307,95.87213221,-162.04413,-272.52148,110.47735
3.308,95.90079851,-161.91971,-272.74677,110.82706
3.309,95.92949593,-161.92505,-272.72919,110.80414
3.31,95.95822435,-162.17229,-273.06525,110.89296
3.311,95.98698364,-162.10095,-273.04343,110.94248
3.312,96.01577368,-162.50377,-273.10492,110.60115
3.313,96.04459434,-162.38445,-273.26373,110.87928
3.314,96.07344551,-162.24397,-273.07797,110.834
3.315,96.10232706,-162.38922,-273.1424,110.75318
3.316,96.13123887,-162.19272,-273.21033,111.01761
3.317,96.16018082,-162.50032,-273.58841,111.08809
3.318,96.18915278,-162.68198,-273.62656,110.94458
3.319,96.21815464,-162.62848,-273.75616,111.12768
3.32,96.24718627,-162.42641,-273.3743,110.94789
3.321,96.27624755,-162.60933,-273.83575,111.22642
3.322,96.30533835,-162.76942,-273.77423,111.00481
3.323,96.33445857,-162.59705,-273.76715,111.1701
3.324,96.36360808,-162.86099,-273.99066,111.12967
3.325,96.39278675,-162.92055,-274.1619,111.24135
3.326,96.42199447,-162.94859,-274.2377,111.28911
3.327,96.45123112,-163.09767,-274.28809,111.19042
3.328,96.48049657,-162.98856,-274.22006,111.2315
3.329,96.50979072,-162.98901,-274.61301,111.624
3.33,96.53911343,-163.06044,-274.45618,111.39574
3.331,96.56846459,-163.28938,-274.76535,111.47597
3.332,96.59784407,-163.17455,-274.80542,111.63087
3.333,96.62725177,-163.34952,-275.01538,111.66586
3.334,96.65668756,-163.32256,-274.85712,111.53456
3.335,96.68615133,-163.35109,-275.01953,111.66844
3.336,96.71564295,-163.37572,-275.02191,111.64619
3.337,96.7451623,-163.56146,-275.17676,111.6153
3.338,96.77470928,-163.50966,-275.14673,111.63707
3.339,96.80428375,-163.72781,-275.38992,111.66211
3.34,96.83388561,-163.55544,-275.32529,111.76985
3.341,96.86351474,-163.52519,-275.28497,111.75978
3.342,96.89317101,-163.6485,-275.59418,111.94568
3.343,96.92285432,-163.60648,-275.66965,112.06317
3.344,96.95256454,-163.93712,-275.79358,111.85646
3.345,96.98230156,-163.8987,-275.82809,111.92939
3.346,97.01206527,-163.88353,-275.92056,112.03703
3.347,97.04185554,-163.79965,-276.01807,112.21842
3.348,97.07167226,-163.94948,-275.7916,111.84212
3.349,97.10151531,-164.01659,-276.19269,112.1761
3.35,97.13138459,-164.21925,-276.4259,112.20665
3.351,97.16127997,-164.03482,-276.19937,112.16455
3.352,97.19120134,-164.40475,-276.39548,111.99073
3.353,97.22114858,-164.15247,-276.51419,112.36172
3.354,97.25112159,-163.99539,-276.52127,112.52588
3.355,97.28112024,-164.41542,-276.6261,112.21068
3.356,97.31114442,-164.28072,-276.8703,112.58958
3.357,97.34119401,-164.19279,-276.66003,112.46724
3.358,97.37126891,-164.30186,-276.72342,112.42156
3.359,97.401369,-164.42093,-276.96237,112.54144
3.36,97.43149417,-164.56534,-277.08142,112.51608
3.361,97.4616443,-164.53059,-277.05719,112.5266
3.362,97.49181928,-164.80739,-277.20352,112.39613
3.363,97.52201899,-164.80772,-277.33881,112.53109
3.364,97.55224333,-164.57857,-277.35712,112.77855
3.365,97.58249219,-164.94742,-277.58063,112.63321
3.366,97.61276544,-164.80438,-277.53909,112.73471
3.367,97.64306298,-164.88788,-277.8689,112.98102
3.368,97.6733847,-164.79727,-277.56107,112.7638
3.369,97.70373049,-164.91551,-277.76117,112.84566
3.37,97.73410023,-165.06149,-277.91238,112.85089
3.371,97.76449381,-165.07149,-277.87888,112.80739
3.372,97.79491112,-165.05208,-277.92841,112.87633
3.373,97.82535206,-165.0927,-278.02075,112.92805
3.374,97.85581651,-165.23572,-278.01828,112.78256
3.375,97.88630436,-165.24492,-278.17606,112.93114
3.376,97.91681549,-165.39465,-278.52335,113.1287
3.377,97.94734981,-165.29277,-278.37009,113.07732
3.378,97.97790721,-165.21458,-278.30084,113.08626
3.379,98.00848756,-165.30841,-278.6391,113.33069
3.38,98.03909077,-165.52991,-278.66086,113.13095
3.381,98.06971672,-165.38023,-278.76712,113.38689
3.382,98.10036531,-165.69325,-278.88983,113.19658
3.383,98.13103642,-165.72273,-279.01556,113.29283
3.384,98.16172995,-165.73523,-279.14597,113.41074
3.385,98.1924458,-165.6545,-279.15665,113.50215
3.386,98.22318385,-165.96985,-279.28104,113.31119
3.387,98.25394399,-165.9334,-279.46127,113.52787
3.388,98.28472612,-165.91231,-279.37842,113.46611
3.389,98.31553013,-165.92917,-279.49591,113.56674
3.39,98.34635592,-165.90662,-279.63736,113.73074
3.391,98.37720337,-166.17465,-279.56192,113.38727
3.392,98.40807238,-165.97139,-279.64804,113.67665
3.393,98.43896285,-165.89301,-279.66415,113.77114
3.394,98.46987466,-166.01575,-279.88544,113.86969
3.395,98.50080772,-166.10805,-279.95059,113.84254
3.396,98.53176191,-166.26865,-280.0303,113.76165
3.397,98.56273714,-166.30614,-280.24234,113.9362
3.398,98.59373329,-166.34094,-280.30029,113.95935
3.399,98.62475026,-166.3161,-280.30634,113.99024
3.4,98.65578795,-166.58171,-280.64185,114.06014
3.401,98.68684625,-166.55241,-280.4523,113.89989
3.402,98.71792506,-166.52826,-280.67899,114.15073
3.403,98.74902427,-166.5862,-280.7915,114.2053
3.404,98.78014377,-166.54413,-280.77917,114.23504
3.405,98.81128348,-166.77786,-280.85446,114.0766
3.406,98.84244327,-166.62187,-280.86688,114.24501
3.407,98.87362306,-166.77919,-280.79239,114.0132
3.408,98.90482273,-166.55441,-280.78287,114.22846
3.409,98.93604218,-166.91524,-281.10352,114.18828
3.41,98.96728131,-166.79088,-281.06357,114.27269
3.411,98.99854002,-166.8956,-281.10638,114.21078
3.412,99.0298182,-166.95988,-281.36209,114.40221
3.413,99.06111576,-167.04182,-281.42554,114.38372
3.414,99.09243259,-167.05527,-281.3793,114.32403
3.415,99.12376858,-166.9621,-281.59821,114.63611
3.416,99.15512365,-167.26218,-281.77948,114.5173
3.417,99.18649768,-167.22379,-281.83334,114.60955
3.418,99.21789058,-167.41614,-281.88904,114.4729
3.419,99.24930225,-167.30472,-282.02161,114.71689
3.42,99.28073258,-167.42889,-282.08078,114.65189
3.421,99.31218148,-167.25117,-281.98172,114.73055
3.422,99.34364884,-167.45781,-282.29028,114.83247
3.423,99.37513456,-167.56461,-282.41901,114.8544
3.424,99.40663855,-167.61388,-282.51505,114.90117
3.425,99.43816071,-167.51584,-282.44495,114.92911
3.426,99.46970093,-167.75533,-282.55295,114.79762
3.427,99.50125912,-167.88615,-282.53217,114.64602
3.428,99.53283518,-167.68135,-282.57147,114.89012
3.429,99.56442901,-167.83643,-283.01273,115.1763
3.43,99.59604051,-167.87669,-282.85233,114.97564
3.431,99.62766958,-167.795,-282.90961,115.11461
3.432,99.65931613,-167.80484,-282.91855,115.11371
3.433,99.69098006,-167.95033,-283.12006,115.16973
3.434,99.72266126,-168.08615,-283.11407,115.02792
3.435,99.75435965,-168.16196,-283.33539,115.17343
3.436,99.78607513,-168.11945,-283.28983,115.17038
3.437,99.8178076,-168.02,-283.50778,115.48778
3.438,99.84955695,-168.24281,-283.56827,115.32546
3.439,99.88132311,-168.17322,-283.61182,115.4386
3.44,99.91310596,-168.29823,-283.73868,115.44045
3.441,99.94490541,-168.16507,-283.77615,115.61108
3.442,99.97672138,-168.25902,-283.82489,115.56587
3.443,100.0085538,-168.37451,-283.86435,115.48984
3.444,100.0404024,-168.42467,-283.88412,115.45945
3.445,100.0722674,-168.43079,-284,115.56921
3.446,100.1041484,-168.60942,-284.30359,115.69417
3.447,100.1360455,-168.54955,-284.23361,115.68406
3.448,100.1679585,-168.59839,-284.29788,115.69949
3.449,100.1998873,-168.53023,-284.30972,115.77949
3.45,100.2318319,-169.01233,-284.59454,115.58221
3.451,100.2637922,-168.68538,-284.64972,115.96434
3.452,100.295768,-168.77054,-284.62766,115.85712
3.453,100.3277593,-168.93777,-284.75894,115.82117
3.454,100.3597659,-168.94836,-284.7298,115.78144
3.455,100.3917879,-168.92303,-284.7663,115.84327
3.456,100.423825,-168.96085,-284.89719,115.93634
3.457,100.4558772,-168.9763,-285.20367,116.22737
3.458,100.4879444,-169.29306,-285.26566,115.9726
3.459,100.5200265,-169.08774,-285.30737,116.21963
3.46,100.5521235,-169.12193,-285.23657,116.11464
3.461,100.5842352,-169.11313,-285.44449,116.33136
3.462,100.6163615,-169.26955,-285.47977,116.21022
3.463,100.6485023,-169.37492,-285.51758,116.14266
3.464,100.6806576,-169.35722,-285.74374,116.38652
3.465,100.7128273,-169.27522,-285.604,116.32878
3.466,100.7450112,-169.34624,-285.75885,116.41261
3.467,100.7772093,-169.37537,-285.86551,116.49014
3.468,100.8094215,-169.42477,-285.98242,116.55765
3.469,100.8416477,-169.51804,-286.12726,116.60922
3.47,100.8738878,-169.68254,-286.15344,116.4709
3.471,100.9061417,-169.78056,-286.13641,116.35585
3.472,100.9384093,-169.63634,-286.16309,116.52675
3.473,100.9706906,-169.82312,-286.35458,116.53146
3.474,101.0029854,-169.75818,-286.44037,116.68219
3.475,101.0352937,-169.84708,-286.39078,116.5437
3.476,101.0676154,-169.9241,-286.68808,116.76398
3.477,101.0999503,-169.92126,-286.48395,116.56269
3.478,101.1322985,-170.10321,-286.84717,116.74396
3.479,101.1646597,-169.87877,-286.57635,116.69758
3.48,101.197034,-170.10451,-286.80716,116.70265
3.481,101.2294211,-170.17807,-287.20999,117.03192
3.482,101.2618212,-170.13445,-287.19778,117.06333
3.483,101.2942339,-170.23114,-287.12241,116.89127
3.484,101.3266594,-170.10408,-287.35211,117.24803
3.485,101.3590974,-170.17049,-287.39627,117.22578
3.486,101.3915479,-170.36571,-287.48386,117.11815
3.487,101.4240108,-170.3589,-287.62924,117.27034
3.488,101.4564861,-170.31358,-287.6026,117.28902
3.489,101.4889735,-170.49036,-287.76624,117.27588
3.49,101.5214732,-170.57649,-287.56531,116.98882
3.491,101.5539848,-170.67969,-287.95709,117.2774
3.492,101.5865085,-170.61931,-287.91806,117.29875
3.493,101.619044,-170.5567,-287.88208,117.32538
3.494,101.6515914,-170.66048,-288.02356,117.36308
3.495,101.6841504,-170.7614,-288.10205,117.34065
3.496,101.7167211,-170.62737,-288.29364,117.66627
3.497,101.7493033,-170.84138,-288.33945,117.49807
3.498,101.781897,-170.89851,-288.44989,117.55138
3.499,101.8145021,-170.95422,-288.55786,117.60364
3.5,101.8471185,-170.88278,-288.47699,117.59421
3.501,101.8797461,-170.90231,-288.55835,117.65604
3.502,101.9123848,-171.0352,-288.76117,117.72597
3.503,101.9450345,-171.00233,-288.75638,117.75405
3.504,101.9776952,-171.06192,-288.8927,117.83078
3.505,102.0103668,-171.09482,-289.03442,117.9396
3.506,102.0430492,-171.16992,-288.99777,117.82785
3.507,102.0757423,-171.29105,-289.16235,117.8713
3.508,102.108446,-171.26234,-289.2778,118.01546
3.509,102.1411602,-171.28401,-289.31158,118.02757
3.51,102.1738849,-171.40631,-289.44299,118.03668
3.511,102.20662,-171.3224,-289.40036,118.07796
3.512,102.2393654,-171.39101,-289.42532,118.03431
3.513,102.272121,-171.48763,-289.64532,118.15769
3.514,102.3048867,-171.7065,-289.83658,118.13008
3.515,102.3376625,-171.56654,-289.5618,117.99526
3.516,102.3704483,-171.80597,-289.94186,118.13589
3.517,102.4032439,-171.54358,-289.72787,118.18429
3.518,102.4360493,-171.70963,-289.92514,118.21551
3.519,102.4688645,-171.72954,-290.12579,118.39625
3.52,102.5016893,-171.80524,-290.23083,118.42559
3.521,102.5345237,-171.96318,-290.34875,118.38557
3.522,102.5673675,-171.97585,-290.29828,118.32243
3.523,102.6002208,-171.9165,-290.53998,118.62348
3.524,102.6330834,-171.87036,-290.47876,118.6084
3.525,102.6659552,-171.97549,-290.53741,118.56192
3.526,102.6988362,-172.02997,-290.64978,118.61981
3.527,102.7317263,-172.00769,-290.64661,118.63892
3.528,102.7646254,-172.18056,-290.69116,118.5106
3.529,102.7975334,-172.18739,-290.84671,118.65932
3.53,102.8304502,-172.14526,-290.80368,118.65842
3.531,102.8633759,-172.21635,-291.08887,118.87252
3.532,102.8963102,-172.14096,-291.08942,118.94846
3.533,102.9292531,-172.25055,-291.21643,118.96588
3.534,102.9622045,-172.52759,-291.30518,118.77759
3.535,102.9951645,-172.40271,-291.37198,118.96927
