"Freq [GHz]","ang_deg(S(4,2)) [deg]","ang_deg(S(3,2)) [deg]","ang_deg(S(4,3)) [deg]"
3.13,-94.7469690607778,82.9672506282339,-3.6003518964255
3.131,-94.8928530355443,82.8102365662588,-3.72564416551762
3.132,-95.0387273896005,82.6532745892167,-3.85087281170353
3.133,-95.1845920870613,82.4963646350607,-3.97603792441155
3.134,-95.330447092064,82.3395066418848,-4.10113959328721
3.135,-95.4762923687693,82.1827005479219,-4.22617790819131
3.136,-95.6221278813637,82.025946291543,-4.35115295919858
3.137,-95.7679535940614,81.8692438112558,-4.47606483659588
3.138,-95.9137694711054,81.7125930457041,-4.6009136308803
3.139,-96.0595754767701,81.555993933666,-4.725699432758
3.14,-96.2053715753627,81.3994464140528,-4.85042233314233
3.141,-96.351157731225,81.2429504259086,-4.975082423152
3.142,-96.4969339087353,81.0865059084078,-5.09967979410987
3.143,-96.6427000723102,80.9301128008553,-5.22421453754102
3.144,-96.7884561864057,80.7737710426849,-5.34868674517107
3.145,-96.9342022155199,80.6174805734576,-5.47309650892484
3.146,-97.0799381241941,80.4612413328611,-5.59744392092466
3.147,-97.2256638770148,80.3050532607086,-5.72172907348879
3.148,-97.3713794386148,80.1489162969375,-5.84595205912938
3.149,-97.5170847736763,79.9928303816082,-5.97011297055191
3.15,-97.6627798469305,79.8367954549034,-6.09421190065237
3.151,-97.8084646231615,79.6808114571263,-6.21824894251678
3.152,-97.9541390672057,79.5248783287002,-6.34222418941863
3.153,-98.0998031439556,79.368996010167,-6.46613773481827
3.154,-98.2454568183599,79.2131644421859,-6.58998967236067
3.155,-98.3911000554259,79.0573835655327,-6.71378009587424
3.156,-98.5367328202205,78.9016533210989,-6.83750909936895
3.157,-98.6823550778725,78.7459736498896,-6.96117677703513
3.158,-98.8279667935736,78.5903444930236,-7.08478322324178
3.159,-98.9735679325805,78.4347657917314,-7.20832853253514
3.16,-99.1191584602156,78.2792374873548,-7.33181279963675
3.161,-99.26473834187,78.123759521345,-7.45523611944289
3.162,-99.4103075430033,77.9683318352625,-7.57859858702177
3.163,-99.5558660291467,77.8129543707753,-7.7019002976133
3.164,-99.701413765903,77.6576270696581,-7.82514134662646
3.165,-99.8469507189499,77.502349873791,-7.94832182963897
3.166,-99.9924768540397,77.347122725159,-8.07144184239468
3.167,-100.137992137002,77.1919455658501,-8.19450148080298
3.168,-100.283496533745,77.036818338055,-8.31750084093662
3.169,-100.428990010256,76.8817409840657,-8.44044001903076
3.17,-100.574472532604,76.7267134462745,-8.56331911148141
3.171,-100.719944066942,76.5717356671724,-8.68613821484383
3.172,-100.865404579504,76.4168075893496,-8.80889742583087
3.173,-101.010854036613,76.2619291554924,-8.93159684131244
3.174,-101.156292404677,76.1071003083841,-9.05423655831279
3.175,-101.301719650193,75.9523209909021,-9.17681667401019
3.176,-101.447135739747,75.797591146019,-9.29933728573459
3.177,-101.592540640018,75.6429107167992,-9.42179849096717
3.178,-101.737934317775,75.4882796463999,-9.5442003873381
3.179,-101.883316739883,75.3336978780687,-9.66654307262576
3.18,-102.028687873302,75.1791653551438,-9.78882664475447
3.181,-102.174047685087,75.0246820210517,-9.91105120179419
3.182,-102.319396142391,74.8702478193072,-10.0332168419584
3.183,-102.464733212469,74.7158626935117,-10.155323663603
3.184,-102.610058862673,74.5615265873527,-10.2773717652248
3.185,-102.755373060459,74.4072394446024,-10.3993612454602
3.186,-102.900675773385,74.2530012091173,-10.5212922030837
3.187,-103.045966969112,74.0988118248363,-10.6431647370071
3.188,-103.19124661541,73.9446712357806,-10.7649789462774
3.189,-103.336514680153,73.7905793860522,-10.8867349300757
3.19,-103.481771131324,73.6365362198328,-11.0084327877162
3.191,-103.627015937015,73.4825416813833,-11.1300726186446
3.192,-103.772249065428,73.3285957150429,-11.2516545224366
3.193,-103.917470484878,73.1746982652273,-11.3731785987968
3.194,-104.062680163791,73.0208492764283,-11.4946449475575
3.195,-104.20787807071,72.8670486932131,-11.6160536686771
3.196,-104.353064174289,72.7132964602227,-11.737404862239
3.197,-104.498238443303,72.5595925221716,-11.8586986284504
3.198,-104.64340084664,72.4059368238462,-11.9799350676404
3.199,-104.788551353309,72.2523293101042,-12.1011142802596
3.2,-104.93368993244,72.0987699258739,-12.2222363668782
3.201,-105.078816553281,71.9452586161526,-12.343301428185
3.202,-105.223931185204,71.7917953260062,-12.4643095649859
3.203,-105.369033797704,71.638380000568,-12.5852608782031
3.204,-105.514124360399,71.4850125850382,-12.7061554688731
3.205,-105.659202843032,71.3316930246823,-12.8269934381461
3.206,-105.804269215475,71.1784212648304,-12.9477748872847
3.207,-105.949323447724,71.0251972508766,-13.0684999176623
3.208,-106.094365509906,70.8720209282779,-13.189168630762
3.209,-106.239395372276,70.7188922425534,-13.3097811281757
3.21,-106.38441300522,70.5658111392827,-13.4303375116024
3.211,-106.529418379255,70.412777564106,-13.5508378828473
3.212,-106.674411465031,70.2597914627227,-13.6712823438205
3.213,-106.819392233331,70.1068527808903,-13.7916709965359
3.214,-106.964360655073,69.953961464424,-13.9120039431097
3.215,-107.10931670131,69.8011174591952,-14.0322812857598
3.216,-107.254260343231,69.6483207111314,-14.1525031268036
3.217,-107.399191552163,69.4955711662148,-14.272669568658
3.218,-107.544110299572,69.3428687704809,-14.3927807138375
3.219,-107.689016557061,69.1902134700191,-14.5128366649533
3.22,-107.833910296375,69.0376052109702,-14.6328375247119
3.221,-107.9787914894,68.8850439395267,-14.7527833959143
3.222,-108.123660108162,68.7325296019315,-14.8726743814544
3.223,-108.268516124832,68.5800621444769,-14.9925105843183
3.224,-108.413359511723,68.4276415135037,-15.1122921075829
3.225,-108.558190241294,68.275267655401,-15.232019054415
3.226,-108.703008286149,68.1229405166046,-15.3516915280697
3.227,-108.847813619038,67.9706600435961,-15.47130963189
3.228,-108.992606212858,67.8184261829033,-15.5908734693048
3.229,-109.137386040655,67.6662388810975,-15.7103831438286
3.23,-109.282153075621,67.5140980847942,-15.8298387590601
3.231,-109.426907291102,67.3620037406515,-15.9492404186809
3.232,-109.57164866059,67.2099557953694,-16.0685882264546
3.233,-109.716377157732,67.0579541956889,-16.187882286226
3.234,-109.861092756323,66.9059988883918,-16.3071227019191
3.235,-110.005795430314,66.7540898202988,-16.4263095775371
3.236,-110.150485153808,66.6022269382697,-16.5454430171609
3.237,-110.295161901062,66.4504101892018,-16.6645231249479
3.238,-110.43982564649,66.2986395200299,-16.7835500051309
3.239,-110.58447636466,66.1469148777246,-16.9025237620174
3.24,-110.729114030295,65.9952362092923,-17.0214444999882
3.241,-110.873738618279,65.8436034617739,-17.1403123234967
3.242,-111.018350103651,65.6920165822442,-17.2591273370676
3.243,-111.162948461609,65.5404755178111,-17.3778896452958
3.244,-111.307533667511,65.3889802156148,-17.4965993528458
3.245,-111.452105696875,65.2375306228268,-17.6152565644503
3.246,-111.596664525378,65.0861266866499,-17.733861384909
3.247,-111.741210128861,64.9347683543164,-17.8524139190883
3.248,-111.885742483324,64.7834555730878,-17.9709142719198
3.249,-112.030261564932,64.6321882902544,-18.0893625483992
3.25,-112.174767350012,64.4809664531338,-18.2077588535858
3.251,-112.319259815055,64.3297900090706,-18.3261032926008
3.252,-112.463738936715,64.1786589054357,-18.4443959706271
3.253,-112.608204691815,64.0275730896255,-18.5626369929079
3.254,-112.752657057339,63.8765325090608,-18.6808264647455
3.255,-112.89709601044,63.7255371111866,-18.7989644915011
3.256,-113.041521528438,63.5745868434707,-18.917051178593
3.257,-113.185933588818,63.4236816534039,-19.0350866314961
3.258,-113.330332169235,63.2728214884983,-19.1530709557412
3.259,-113.474717247512,63.1220062962871,-19.2710042569131
3.26,-113.619088801642,62.9712360243241,-19.3888866406507
3.261,-113.763446809784,62.8205106201822,-19.5067182126457
3.262,-113.907791250272,62.6698300314534,-19.6244990786416
3.263,-114.052122101607,62.5191942057477,-19.7422293444327
3.264,-114.196439342463,62.3686030906926,-19.8599091158633
3.265,-114.340742951684,62.2180566339325,-19.9775384988269
3.266,-114.485032908287,62.0675547831276,-20.0951175992652
3.267,-114.629309191463,61.9170974859534,-20.212646523167
3.268,-114.773571780573,61.7666846901001,-20.3301253765677
3.269,-114.917820655154,61.6163163432721,-20.4475542655482
3.27,-115.062055794916,61.4659923931864,-20.564933296234
3.271,-115.206277179744,61.3157127875733,-20.6822625747941
3.272,-115.350484789697,61.1654774741748,-20.7995422074407
3.273,-115.49467860501,61.015286400744,-20.9167723004278
3.274,-115.638858606093,60.8651395150445,-21.0339529600508
3.275,-115.783024773533,60.7150367648498,-21.1510842926451
3.276,-115.927177088093,60.5649780979428,-21.2681664045857
3.277,-116.071315530713,60.4149634621151,-21.3851994022861
3.278,-116.21544008251,60.264992805166,-21.5021833921974
3.279,-116.35955072478,60.115066074902,-21.6191184808081
3.28,-116.503647438996,59.9651832191362,-21.7360047746422
3.281,-116.64773020681,59.8153441856881,-21.8528423802592
3.282,-116.791799010051,59.6655489223821,-21.9696314042532
3.283,-116.93585383073,59.5157973770475,-22.0863719532515
3.284,-117.079894651036,59.3660894975177,-22.2030641339147
3.285,-117.223921453337,59.2164252316294,-22.3197080529348
3.286,-117.367934220184,59.0668045272222,-22.4363038170355
3.287,-117.511932934304,58.917227332138,-22.5528515329706
3.288,-117.65591757861,58.7676935942201,-22.6693513075238
3.289,-117.799888136191,58.618203261313,-22.7858032475071
3.29,-117.943844590322,58.4687562812615,-22.902207459761
3.291,-118.087786924457,58.3193526019098,-23.018564051153
3.292,-118.231715122231,58.1699921711018,-23.1348731285774
3.293,-118.375629167465,58.02067493668,-23.2511347989536
3.294,-118.519529044158,57.871400846484,-23.3673491692266
3.295,-118.663414736496,57.722169848352,-23.4835163463652
3.296,-118.807286228845,57.5729818901178,-23.5996364373618
3.297,-118.951143505754,57.4238369196127,-23.7157095492312
3.298,-119.094986551959,57.2747348846624,-23.8317357890108
3.299,-119.238815352376,57.1256757330883,-23.9477152637585
3.3,-119.382629892106,56.976659412706,-24.0636480805533
3.301,-119.526430156434,56.8276858713256,-24.1795343464932
3.302,-119.670216130831,56.67875505675,-24.2953741686958
3.303,-119.813987800951,56.5298669167751,-24.411167654297
3.304,-119.957745152632,56.3810213991887,-24.52691491045
3.305,-120.101488171898,56.2322184517711,-24.6426160443248
3.306,-120.245216844959,56.0834580222926,-24.7582711631081
3.307,-120.388931158209,55.9347400585154,-24.8738803740015
3.308,-120.532631098226,55.7860645081907,-24.9894437842217
3.309,-120.676316651776,55.6374313190596,-25.1049615009995
3.31,-120.81998780581,55.4888404388523,-25.2204336315787
3.311,-120.963644547465,55.3402918152874,-25.3358602832163
3.312,-121.107286864063,55.1917853960711,-25.4512415631812
3.313,-121.250914743112,55.0433211288977,-25.5665775787533
3.314,-121.394528172309,54.8948989614477,-25.6818684372237
3.315,-121.538127139533,54.7465188413883,-25.7971142458932
3.316,-121.681711632854,54.5981807163726,-25.912315112072
3.317,-121.825281640524,54.4498845340389,-26.0274711430791
3.318,-121.968837150986,54.3016302420103,-26.1425824462416
3.319,-122.112378152866,54.1534177878947,-26.2576491288939
3.32,-122.255904634979,54.0052471192834,-26.3726712983771
3.321,-122.399416586326,53.857118183751,-26.4876490620386
3.322,-122.542913996096,53.7090309288556,-26.6025825272311
3.323,-122.686396853663,53.5609853021368,-26.7174718013125
3.324,-122.829865148591,53.4129812511168,-26.8323169916447
3.325,-122.973318870627,53.2650187232991,-26.947118205593
3.326,-123.116758009709,53.117097666168,-27.0618755505262
3.327,-123.26018255596,52.9692180271883,-27.1765891338151
3.328,-123.403592499692,52.821379753805,-27.2912590628325
3.329,-123.546987831401,52.6735827934424,-27.4058854449523
3.33,-123.690368541774,52.5258270935041,-27.520468387549
3.331,-123.833734621682,52.3781126013722,-27.6350079979969
3.332,-123.977086062186,52.2304392644072,-27.7495043836702
3.333,-124.120422854532,52.0828070299471,-27.8639576519413
3.334,-124.263744990154,51.9352158453074,-27.9783679101813
3.335,-124.407052460674,51.7876656577802,-28.0927352657586
3.336,-124.550345257901,51.6401564146341,-28.2070598260389
3.337,-124.693623373829,51.4926880631142,-28.3213416983843
3.338,-124.836886800642,51.3452605504403,-28.4355809901529
3.339,-124.980135530709,51.1978738238079,-28.5497778086981
3.34,-125.123369556588,51.050527830387,-28.6639322613682
3.341,-125.266588871022,50.903222517322,-28.7780444555058
3.342,-125.409793466941,50.7559578317308,-28.8921144984471
3.343,-125.552983337464,50.6087337207054,-29.0061424975214
3.344,-125.696158475895,50.4615501313104,-29.1201285600508
3.345,-125.839318875724,50.3144070105831,-29.2340727933494
3.346,-125.98246453063,50.167304305533,-29.3479753047229
3.347,-126.125595434476,50.0202419631416,-29.461836201468
3.348,-126.268711581314,49.8732199303616,-29.5756555908721
3.349,-126.41181296538,49.7262381541174,-29.6894335802121
3.35,-126.554899581097,49.579296581303,-29.8031702767547
3.351,-126.697971423074,49.4323951587836,-29.9168657877556
3.352,-126.841028486108,49.2855338333939,-30.0305202204587
3.353,-126.984070765179,49.1387125519382,-30.144133682096
3.354,-127.127098255453,48.9919312611898,-30.257706279887
3.355,-127.270110952285,48.8451899078913,-30.3712381210378
3.356,-127.413108851211,48.698488438753,-30.4847293127412
3.357,-127.556091947955,48.5518268004538,-30.598179962176
3.358,-127.699060238426,48.4052049396401,-30.7115901765061
3.359,-127.842013718717,48.2586228029256,-30.8249600628807
3.36,-127.984952385107,48.112080336891,-30.9382897284335
3.361,-128.127876234058,47.9655774880837,-31.0515792802819
3.362,-128.27078526222,47.8191142030174,-31.1648288255271
3.363,-128.413679466424,47.6726904281718,-31.2780384712533
3.364,-128.556558843686,47.5263061099918,-31.3912083245274
3.365,-128.699423391207,47.3799611948883,-31.5043384923982
3.366,-128.84227310637,47.2336556292364,-31.6174290818965
3.367,-128.985107986745,47.0873893593765,-31.7304802000339
3.368,-129.127928030081,46.9411623316129,-31.8434919538032
3.369,-129.270733234314,46.7949744922136,-31.9564644501775
3.37,-129.41352359756,46.6488257874109,-32.0693977961094
3.371,-129.556299118121,46.5027161634001,-32.1822920985314
3.372,-129.699059794479,46.3566455663393,-32.2951474643549
3.373,-129.841805625299,46.21061394235,-32.4079640004694
3.374,-129.984536609429,46.0646212375153,-32.5207418137433
3.375,-130.127252745898,45.9186673978809,-32.6334810110222
3.376,-130.269954033917,45.7727523694544,-32.7461816991291
3.377,-130.412640472877,45.6268760982045,-32.8588439848641
3.378,-130.555312062354,45.4810385300615,-32.9714679750035
3.379,-130.6979688021,45.3352396109164,-33.0840537762999
3.38,-130.840610692052,45.189479286621,-33.196601495481
3.381,-130.983237732324,45.0437575029877,-33.3091112392504
3.382,-131.125849923212,44.8980742057884,-33.4215831142861
3.383,-131.268447265192,44.7524293407554,-33.5340172272408
3.384,-131.411029758919,44.6068228535802,-33.6464136847411
3.385,-131.553597405227,44.4612546899137,-33.7587725933872
3.386,-131.696150205129,44.315724795366,-33.8710940597526
3.387,-131.838688159817,44.1702331155058,-33.9833781903836
3.388,-131.981211270663,44.0247795958601,-34.0956250917991
3.389,-132.123719539215,43.8793641819145,-34.20783487049
3.39,-132.266212967199,43.7339868191125,-34.3200076329191
3.391,-132.408691556519,43.5886474528552,-34.4321434855204
3.392,-132.551155309258,43.4433460285014,-34.5442425346988
3.393,-132.693604227672,43.2980824913671,-34.6563048868299
3.394,-132.836038314198,43.1528567867251,-34.7683306482598
3.395,-132.978457571446,43.0076688598054,-34.8803199253039
3.396,-133.120862002203,42.8625186557943,-34.9922728242479
3.397,-133.263251609432,42.7174061198343,-35.1041894513461
3.398,-133.405626396272,42.5723311970245,-35.2160699128217
3.399,-133.547986366034,42.4272938324193,-35.3279143148666
3.4,-133.690331522208,42.2822939710291,-35.4397227636405
3.401,-133.832661868454,42.1373315578197,-35.5514953652715
3.402,-133.974977408609,41.9924065377121,-35.6632322258543
3.403,-134.117278146682,41.8475188555822,-35.7749334514515
3.404,-134.259564086856,41.702668456261,-35.8865991480919
3.405,-134.401835233485,41.5578552845337,-35.9982294217712
3.406,-134.544091591099,41.4130792851407,-36.1098243784506
3.407,-134.686333164397,41.2683404027755,-36.221384124058
3.408,-134.828559958252,41.1236385820864,-36.332908764486
3.409,-134.970771977705,40.9789737676753,-36.4443984055927
3.41,-135.112969227973,40.8343459040978,-36.5558531532009
3.411,-135.255151714438,40.6897549358629,-36.6672731130981
3.412,-135.397319442658,40.5452008074329,-36.7786583910358
3.413,-135.539472418356,40.4006834632232,-36.8900090927296
3.414,-135.681610647426,40.2562028476022,-37.0013253238585
3.415,-135.823734135934,40.1117589048907,-37.112607190065
3.416,-135.965842890109,39.9673515793627,-37.2238547969545
3.417,-136.107936916353,39.8229808152438,-37.3350682500953
3.418,-136.250016221235,39.6786465567127,-37.4462476550175
3.419,-136.392080811489,39.5343487478996,-37.557393117214
3.42,-136.534130694018,39.3900873328867,-37.6685047421394
3.421,-136.676165875891,39.2458622557082,-37.7795826352097
3.422,-136.818186364345,39.1016734603498,-37.890626901802
3.423,-136.96019216678,38.9575208907486,-38.0016376472546
3.424,-137.102183290762,38.8134044907933,-38.1126149768666
3.425,-137.244159744024,38.6693242043232,-38.2235589958973
3.426,-137.386121534461,38.5252799751294,-38.3344698095663
3.427,-137.528068670132,38.3812717469533,-38.4453475230531
3.428,-137.670001159262,38.2372994634874,-38.5561922414967
3.429,-137.811919010238,38.0933630683747,-38.6670040699955
3.43,-137.953822231608,37.949462505209,-38.7777831136069
3.431,-138.095710832084,37.8055977175339,-38.8885294773475
3.432,-138.237584820541,37.6617686488438,-38.999243266192
3.433,-138.379444206012,37.517975242583,-39.1099245850738
3.434,-138.521288997693,37.3742174421459,-39.220573538884
3.435,-138.663119204941,37.2304951908769,-39.331190232472
3.436,-138.804934837273,37.08680843207,-39.4417747706441
3.437,-138.946735904362,36.9431571089691,-39.5523272581647
3.438,-139.088522416045,36.7995411647675,-39.6628477997546
3.439,-139.230294382315,36.6559605426081,-39.7733365000921
3.44,-139.372051813322,36.5124151855833,-39.8837934638113
3.441,-139.513794719377,36.3689050367345,-39.9942187955034
3.442,-139.655523110945,36.2254300390526,-40.1046125997154
3.443,-139.79723699865,36.0819901354775,-40.2149749809503
3.444,-139.938936393269,35.938585268898,-40.3253060436666
3.445,-140.080621305739,35.7952153821518,-40.4356058922785
3.446,-140.222291747148,35.6518804180258,-40.5458746311553
3.447,-140.363947728742,35.5085803192555,-40.6561123646213
3.448,-140.505589261919,35.3653150285248,-40.7663191969556
3.449,-140.647216358232,35.2220844884665,-40.876495232392
3.45,-140.788829029387,35.078888641662,-40.9866405751183
3.451,-140.930427287243,34.9357274306409,-41.096755329277
3.452,-141.072011143809,34.7926007978815,-41.2068395989639
3.453,-141.213580611248,34.6495086858104,-41.316893488229
3.454,-141.355135701875,34.5064510368023,-41.4269171010756
3.455,-141.496676428153,34.3634277931802,-41.5369105414604
3.456,-141.638202802696,34.2204388972153,-41.6468739132933
3.457,-141.77971483827,34.0774842911269,-41.7568073204368
3.458,-141.921212547786,33.9345639170825,-41.8667108667064
3.459,-142.062695944307,33.7916777171974,-41.97658465587
3.46,-142.204165041044,33.6488256335349,-42.0864287916478
3.461,-142.345619851352,33.5060076081064,-42.1962433777124
3.462,-142.487060388737,33.3632235828709,-42.3060285176881
3.463,-142.628486666851,33.2204734997355,-42.4157843151509
3.464,-142.769898699488,33.0777573005552,-42.5255108736284
3.465,-142.911296500593,32.9350749271325,-42.6352082965999
3.466,-143.052680084253,32.7924263212177,-42.7448766874956
3.467,-143.194049464699,32.649811424509,-42.8545161496967
3.468,-143.335404656306,32.5072301786521,-42.9641267865355
3.469,-143.476745673594,32.3646825252403,-43.0737087012949
3.47,-143.618072531223,32.2221684058152,-43.1832619972081
3.471,-143.759385243998,32.0796877618652,-43.2927867774589
3.472,-143.900683826863,31.9372405348268,-43.4022831451811
3.473,-144.041968294906,31.794826666084,-43.5117512034586
3.474,-144.183238663352,31.6524460969684,-43.621191055325
3.475,-144.32449494757,31.5100987687591,-43.7306028037638
3.476,-144.465737163064,31.3677846226831,-43.8399865517077
3.477,-144.606965325481,31.2255035999147,-43.949342402039
3.478,-144.748179450603,31.0832556415758,-44.058670457589
3.479,-144.889379554351,30.941040688736,-44.1679708211383
3.48,-145.030565652785,30.7988586824124,-44.2772435954161
3.481,-145.171737762099,30.6567095635698,-44.3864888831004
3.482,-145.312895898624,30.5145932731207,-44.4957067868178
3.483,-145.454040078826,30.3725097519249,-44.6048974091434
3.484,-145.595170319306,30.2304589407902,-44.7140608526003
3.485,-145.736286636801,30.0884407804718,-44.8231972196602
3.486,-145.877389048179,29.9464552116727,-44.9323066127422
3.487,-146.018477570444,29.8045021750434,-45.0413891342138
3.488,-146.159552220729,29.6625816111825,-45.1504448863899
3.489,-146.300613016304,29.5206934606361,-45.2594739715329
3.49,-146.441659974565,29.3788376638981,-45.3684764918527
3.491,-146.582693113043,29.2370141614103,-45.4774525495067
3.492,-146.723712449396,29.095222893562,-45.5864022465993
3.493,-146.864718001416,28.9534638006908,-45.6953256851817
3.494,-147.005709787019,28.8117368230821,-45.8042229672523
3.495,-147.146687824254,28.6700419009691,-45.913094194756
3.496,-147.287652131294,28.5283789745333,-46.0219394695847
3.497,-147.428602726443,28.3867479839038,-46.1307588935764
3.498,-147.569539628128,28.2451488691582,-46.2395525685158
3.499,-147.710462854906,28.1035815703219,-46.3483205961336
3.5,-147.851372425456,27.9620460273688,-46.4570630781069
3.501,-147.992268358585,27.820542180221,-46.5657801160584
3.502,-148.133150673222,27.6790699687487,-46.6744718115572
3.503,-148.274019388421,27.5376293327704,-46.7831382661179
3.504,-148.414874523358,27.3962202120534,-46.8917795812007
3.505,-148.555716097334,27.2548425463133,-47.0003958582115
3.506,-148.696544129769,27.1134962752139,-47.1089871985016
3.507,-148.837358640205,26.9721813383683,-47.2175537033677
3.508,-148.978159648307,26.8308976753377,-47.3260954740513
3.509,-149.118947173858,26.6896452256322,-47.4346126117397
3.51,-149.25972123676,26.548423928711,-47.5431052175645
3.511,-149.400481857036,26.4072337239818,-47.6515733926027
3.512,-149.541229054826,26.2660745508014,-47.7600172378758
3.513,-149.681962850387,26.124946348476,-47.8684368543501
3.514,-149.822683264094,25.9838490562604,-47.9768323429364
3.515,-149.963390316439,25.8427826133592,-48.0852038044899
3.516,-150.104084028029,25.7017469589257,-48.1935513398106
3.517,-150.244764419587,25.5607420320629,-48.3018750496422
3.518,-150.385431511948,25.4197677718235,-48.410175034673
3.519,-150.526085326065,25.2788241172095,-48.5184513955352
3.52,-150.666725883002,25.1379110071727,-48.6267042328051
3.521,-150.807353203935,24.9970283806145,-48.7349336470027
3.522,-150.947967310155,24.8561761763863,-48.843139738592
3.523,-151.08856822306,24.7153543332897,-48.9513226079807
3.524,-151.229155964164,24.5745627900759,-49.0594823555201
3.525,-151.369730555089,24.4338014854466,-49.1676190815048
3.526,-151.510292017564,24.2930703580538,-49.2757328861734
3.527,-151.650840373432,24.1523693464998,-49.3838238697073
3.528,-151.79137564464,24.0116983893374,-49.4918921322314
3.529,-151.931897853245,23.8710574250699,-49.5999377738139
3.53,-152.072407021412,23.7304463921515,-49.7079608944661
3.531,-152.21290317141,23.5898652289874,-49.815961594142
3.532,-152.353386325614,23.4493138739334,-49.923939972739
3.533,-152.493856506508,23.3087922652967,-50.031896130097
3.534,-152.634313736675,23.1683003413354,-50.1398301659991
3.535,-152.774758038806,23.0278380402594,-50.2477421801705
3.536,-152.915189435695,22.8874053002295,-50.3556322722798
3.537,-153.055607950236,22.7470020593586,-50.4635005419375
3.538,-153.196013605428,22.6066282557109,-50.5713470886971
3.539,-153.33640642437,22.4662838273028,-50.6791720120539
3.54,-153.476786430262,22.3259687121025,-50.7869754114462
3.541,-153.617153646404,22.1856828480301,-50.8947573862542
3.542,-153.757508096197,22.0454261729584,-51.0025180358005
3.543,-153.897849803137,21.9051986247124,-51.1102574593496
3.544,-154.038178790823,21.7650001410697,-51.2179757561081
3.545,-154.178495082949,21.6248306597604,-51.3256730252248
3.546,-154.318798703305,21.4846901184674,-51.4333493657904
3.547,-154.45908967578,21.3445784548272,-51.5410048768371
3.548,-154.599368024357,21.2044956064283,-51.6486396573394
3.549,-154.739633773115,21.0644415108135,-51.7562538062132
3.55,-154.879886946225,20.9244161054785,-51.8638474223163
3.551,-155.020127567954,20.784419327873,-51.9714206044476
3.552,-155.160355662662,20.6444511153997,-52.0789734513483
3.553,-155.300571254801,20.5045114054159,-52.1865060617006
3.554,-155.440774368915,20.3646001352325,-52.2940185341284
3.555,-155.580965029638,20.2247172421149,-52.4015109671965
3.556,-155.721143261696,20.0848626632828,-52.5089834594115
3.557,-155.861309089905,19.9450363359104,-52.6164361092211
3.558,-156.001462539168,19.8052381971264,-52.7238690150142
3.559,-156.141603634479,19.6654681840149,-52.8312822751206
3.56,-156.281732400919,19.5257262336144,-52.9386759878117
3.561,-156.421848863656,19.3860122829191,-53.0460502512994
3.562,-156.561953047946,19.2463262688784,-53.1534051637369
3.563,-156.702044979128,19.1066681283973,-53.2607408232183
3.564,-156.842124682629,18.9670377983364,-53.3680573277784
3.565,-156.982192183961,18.8274352155124,-53.475354775393
3.566,-157.122247508718,18.6878603166979,-53.5826332639788
3.567,-157.262290682578,18.5483130386221,-53.6898928913927
3.568,-157.402321731303,18.4087933179704,-53.7971337554328
3.569,-157.542340680735,18.2693010913848,-53.9043559538375
3.57,-157.682347556799,18.1298362954642,-54.0115595842861
3.571,-157.8223423855,17.9903988667646,-54.1187447443981
3.572,-157.962325192925,17.8509887417991,-54.2259115317337
3.573,-158.102296005237,17.7116058570384,-54.3330600437934
3.574,-158.242254848681,17.5722501489104,-54.4401903780182
3.575,-158.382201749578,17.4329215538013,-54.5473026317893
3.576,-158.522136734328,17.2936200080547,-54.6543969024284
3.577,-158.662059829406,17.1543454479728,-54.7614732871974
3.578,-158.801971061367,17.0150978098161,-54.8685318832982
3.579,-158.941870456837,16.8758770298036,-54.9755727878732
3.58,-159.081758042519,16.7366830441132,-55.0825960980047
3.581,-159.221633845191,16.5975157888815,-55.1896019107152
3.582,-159.361497891703,16.4583752002046,-55.2965903229671
3.583,-159.50135020898,16.3192612141379,-55.4035614316631
3.584,-159.641190824016,16.1801737666963,-55.5105153336456
3.585,-159.78101976388,16.0411127938547,-55.617452125697
3.586,-159.92083705571,15.9020782315478,-55.7243719045396
3.587,-160.060642726716,15.7630700156708,-55.8312747668355
3.588,-160.200436804175,15.6240880820792,-55.9381608091868
3.589,-160.340219315436,15.485132366589,-56.0450301281352
3.59,-160.479990287913,15.3462028049774,-56.1518828201621
3.591,-160.619749749092,15.2072993329825,-56.2587189816887
3.592,-160.759497726522,15.068421886304,-56.3655387090758
3.593,-160.899234247821,14.9295704006027,-56.4723420986239
3.594,-161.038959340671,14.7907448115016,-56.5791292465731
3.595,-161.178673032821,14.6519450545853,-56.6859002491029
3.596,-161.318375352082,14.5131710654008,-56.7926552023326
3.597,-161.458066326331,14.3744227794579,-56.8993942023206
3.598,-161.597745983506,14.2357001322284,-57.006117345065
3.599,-161.737414351611,14.0970030591476,-57.1128247265034
3.6,-161.877071458707,13.9583314956135,-57.2195164425126
3.601,-162.01671733292,13.8196853769878,-57.3261925889088
3.602,-162.156352002435,13.6810646385954,-57.4328532614477
3.603,-162.295975495496,13.5424692157256,-57.5394985558238
3.604,-162.435587840408,13.4038990436315,-57.6461285676714
3.605,-162.575189065534,13.2653540575304,-57.7527433925637
3.606,-162.714779199293,13.1268341926042,-57.8593431260131
3.607,-162.854358270165,12.9883393839997,-57.9659278634714
3.608,-162.993926306682,12.8498695668286,-58.0724977003294
3.609,-163.133483337436,12.7114246761682,-58.1790527319167
3.61,-163.273029391071,12.5730046470611,-58.2855930535023
3.611,-163.412564496289,12.4346094145155,-58.3921187602942
