"Freq [GHz]","cang_deg(S(2,1)) [deg]","cang_deg(S(3,1)) [deg]"
2.392,-270.037491298247,-447.392835202158
2.393,-270.194227576055,-447.575511493895
2.394,-270.350952803592,-447.758180476623
2.395,-270.507667078324,-447.94084223014
2.396,-270.664370497673,-448.123496834174
2.397,-270.821063159015,-448.306144368383
2.398,-270.977745159677,-448.488784912356
2.399,-271.134416596941,-448.671418545612
2.4,-271.291077568038,-448.854045347602
2.401,-271.447728170151,-449.036665397711
2.402,-271.604368500413,-449.219278775258
2.403,-271.760998655905,-449.401885559494
2.404,-271.917618733657,-449.584485829609
2.405,-272.074228830646,-449.767079664728
2.406,-272.230829043797,-449.949667143911
2.407,-272.38741946998,-450.132248346159
2.408,-272.54400020601,-450.314823350409
2.409,-272.700571348647,-450.497392235541
2.41,-272.857132994595,-450.679955080372
2.411,-273.013685240501,-450.862511963661
2.412,-273.170228182953,-451.04506296411
2.413,-273.326761918482,-451.227608160364
2.414,-273.48328654356,-451.410147631009
2.415,-273.639802154599,-451.592681454579
2.416,-273.796308847949,-451.77520970955
2.417,-273.952806719901,-451.957732474346
2.418,-274.109295866683,-452.140249827336
2.419,-274.265776384461,-452.322761846838
2.42,-274.422248369336,-452.505268611119
2.421,-274.578711917346,-452.687770198392
2.422,-274.735167124466,-452.870266686823
2.423,-274.891614086605,-453.052758154527
2.424,-275.048052899603,-453.235244679572
2.425,-275.204483659238,-453.417726339975
2.426,-275.360906461219,-453.600203213709
2.427,-275.517321401185,-453.782675378701
2.428,-275.673728574709,-453.965142912829
2.429,-275.830128077295,-454.147605893931
2.43,-275.986520004376,-454.330064399796
2.431,-276.142904451315,-454.512518508174
2.432,-276.299281513404,-454.69496829677
2.433,-276.455651285864,-454.877413843249
2.434,-276.612013863844,-455.059855225233
2.435,-276.768369342418,-455.242292520306
2.436,-276.92471781659,-455.424725806011
2.437,-277.081059381287,-455.607155159853
2.438,-277.237394131363,-455.789580659298
2.439,-277.393722161596,-455.972002381776
2.44,-277.550043566691,-456.154420404681
2.441,-277.706358441272,-456.336834805368
2.442,-277.86266687989,-456.519245661161
2.443,-278.018968977018,-456.701653049347
2.444,-278.17526482705,-456.884057047181
2.445,-278.331554524301,-457.066457731884
2.446,-278.487838163009,-457.248855180645
2.447,-278.644115837331,-457.431249470623
2.448,-278.800387641345,-457.613640678945
2.449,-278.956653669046,-457.796028882708
2.45,-279.112914014351,-457.978414158979
2.451,-279.269168771092,-458.1607965848
2.452,-279.425418033022,-458.343176237181
2.453,-279.58166189381,-458.525553193108
2.454,-279.73790044704,-458.707927529538
2.455,-279.894133786216,-458.890299323405
2.456,-280.050362004753,-459.072668651616
2.457,-280.206585195986,-459.255035591055
2.458,-280.362803453161,-459.437400218581
2.459,-280.519016869442,-459.619762611033
2.46,-280.675225537902,-459.802122845224
2.461,-280.831429551533,-459.984480997949
2.462,-280.987629003234,-460.16683714598
2.463,-281.143823985822,-460.349191366071
2.464,-281.300014592022,-460.531543734954
2.465,-281.456200914471,-460.713894329346
2.466,-281.612383045719,-460.896243225942
2.467,-281.768561078224,-461.078590501423
2.468,-281.924735104356,-461.260936232452
2.469,-282.080905216395,-461.443280495677
2.47,-282.237071506527,-461.625623367728
2.471,-282.39323406685,-461.807964925225
2.472,-282.54939298937,-461.990305244771
2.473,-282.705548365999,-462.172644402957
2.474,-282.861700288559,-462.354982476362
2.475,-283.017848848776,-462.537319541552
2.476,-283.173994138286,-462.719655675083
2.477,-283.330136248629,-462.901990953499
2.478,-283.486275271251,-463.084325453338
2.479,-283.642411297504,-463.266659251125
2.48,-283.798544418646,-463.448992423378
2.481,-283.954674725836,-463.631325046609
2.482,-284.110802310142,-463.813657197321
2.483,-284.266927262532,-463.995988952011
2.484,-284.423049673879,-464.178320387171
2.485,-284.579169634959,-464.360651579288
2.486,-284.735287236451,-464.542982604844
2.487,-284.891402568935,-464.725313540319
2.488,-285.047515722895,-464.907644462188
2.489,-285.203626788713,-465.089975446925
2.49,-285.359735856677,-465.272306571002
2.491,-285.515843016972,-465.454637910891
2.492,-285.671948359684,-465.636969543063
2.493,-285.8280519748,-465.819301543988
2.494,-285.984153952208,-466.00163399014
2.495,-286.140254381691,-466.183966957993
2.496,-286.296353352936,-466.366300524023
2.497,-286.452450955526,-466.548634764711
2.498,-286.608547278942,-466.73096975654
2.499,-286.764642412565,-466.913305575997
2.5,-286.920736445671,-467.095642299576
2.501,-287.076829467437,-467.277980003776
2.502,-287.232921566932,-467.460318765101
2.503,-287.389012833127,-467.642658660065
2.504,-287.545103354886,-467.824999765187
2.505,-287.701193220969,-468.007342156995
2.506,-287.857282520034,-468.189685912027
2.507,-288.013371340632,-468.372031106831
2.508,-288.169459771211,-468.554377817963
2.509,-288.325547900111,-468.736726121993
2.51,-288.481635815571,-468.9190760955
2.511,-288.63772360572,-469.101427815077
2.512,-288.793811358582,-469.28378135733
2.513,-288.949899162076,-469.466136798879
2.514,-289.105987104013,-469.648494216356
2.515,-289.262075272098,-469.830853686411
2.516,-289.418163753927,-470.013215285708
2.517,-289.57425263699,-470.195579090928
2.518,-289.730342008669,-470.377945178767
2.519,-289.886431956237,-470.560313625942
2.52,-290.042522566859,-470.742684509186
2.521,-290.198613927592,-470.925057905252
2.522,-290.354706125384,-471.10743389091
2.523,-290.510799247072,-471.289812542955
2.524,-290.666893379386,-471.472193938199
2.525,-290.822988608945,-471.654578153476
2.526,-290.979085022258,-471.836965265644
2.527,-291.135182705724,-472.019355351583
2.528,-291.291281745631,-472.201748488196
2.529,-291.447382228157,-472.384144752411
2.53,-291.603484239369,-472.566544221181
2.531,-291.759587865222,-472.748946971483
2.532,-291.91569319156,-472.931353080323
2.533,-292.071800304115,-473.11376262473
2.534,-292.227909288508,-473.296175681764
2.535,-292.384020230247,-473.478592328511
2.536,-292.540133214727,-473.661012642087
2.537,-292.696248327232,-473.843436699638
2.538,-292.85236565293,-474.025864578337
2.539,-293.00848527688,-474.208296355392
2.54,-293.164607284025,-474.39073210804
2.541,-293.320731759194,-474.57317191355
2.542,-293.476858787105,-474.755615849224
2.543,-293.632988452359,-474.938063992399
2.544,-293.789120839444,-475.120516420445
2.545,-293.945256032734,-475.302973210766
2.546,-294.101394116487,-475.485434440802
2.547,-294.257535174849,-475.667900188029
2.548,-294.413679291847,-475.850370529961
2.549,-294.569826551396,-476.032845544148
2.55,-294.725977037293,-476.215325308178
2.551,-294.882130833222,-476.39780989968
2.552,-295.038288022749,-476.580299396318
2.553,-295.194448689325,-476.7627938758
2.554,-295.350612916284,-476.945293415874
2.555,-295.506780786843,-477.127798094329
2.556,-295.662952384105,-477.310307988995
2.557,-295.819127791054,-477.492823177746
2.558,-295.975307090557,-477.6753437385
2.559,-296.131490365364,-477.857869749218
2.56,-296.287677698109,-478.040401287907
2.561,-296.443869171306,-478.222938432616
2.562,-296.600064867353,-478.405481261445
2.563,-296.756264868529,-478.588029852538
2.564,-296.912469256996,-478.770584284086
2.565,-297.068678114798,-478.95314463433
2.566,-297.224891523859,-479.135710981559
2.567,-297.381109565984,-479.31828340411
2.568,-297.537332322862,-479.500861980373
2.569,-297.693559876061,-479.683446788787
2.57,-297.849792307029,-479.866037907844
2.571,-298.006029697097,-480.048635416085
2.572,-298.162272127475,-480.231239392107
2.573,-298.318519679255,-480.41384991456
2.574,-298.474772433406,-480.596467062147
2.575,-298.63103047078,-480.779090913628
2.576,-298.787293872108,-480.961721547817
2.577,-298.943562718001,-481.144359043585
2.578,-299.099837088949,-481.327003479859
2.579,-299.256117065321,-481.509654935625
2.58,-299.412402727367,-481.692313489928
2.581,-299.568694155214,-481.874979221869
2.582,-299.72499142887,-482.057652210611
2.583,-299.881294628221,-482.240332535378
2.584,-300.03760383303,-482.423020275454
2.585,-300.193919122941,-482.605715510186
2.586,-300.350240577475,-482.788418318981
2.587,-300.506568276032,-482.971128781312
2.588,-300.66290229789,-483.153846976716
2.589,-300.819242722204,-483.336572984791
2.59,-300.975589628006,-483.519306885205
2.591,-301.131943094209,-483.70204875769
2.592,-301.288303199601,-483.884798682043
2.593,-301.444670022847,-484.067556738132
2.594,-301.601043642491,-484.25032300589
2.595,-301.757424136952,-484.433097565322
2.596,-301.913811584528,-484.615880496499
2.597,-302.070206063393,-484.798671879565
2.598,-302.226607651595,-484.981471794734
2.599,-302.383016427064,-485.164280322293
2.6,-302.539432467602,-485.347097542599
2.601,-302.695855850888,-485.529923536083
2.602,-302.852286654478,-485.712758383252
2.603,-303.008724955803,-485.895602164685
2.604,-303.165170832172,-486.078454961038
2.605,-303.321624360767,-486.261316853041
2.606,-303.478085618646,-486.444187921504
2.607,-303.634554682743,-486.627068247312
2.608,-303.791031629868,-486.809957911428
2.609,-303.947516536705,-486.992856994896
2.61,-304.104009479814,-487.175765578838
2.611,-304.260510535628,-487.358683744457
2.612,-304.417019780456,-487.541611573037
2.613,-304.573537290481,-487.724549145944
2.614,-304.730063141763,-487.907496544627
2.615,-304.886597410232,-488.090453850618
2.616,-305.043140171695,-488.273421145533
2.617,-305.199691501832,-488.456398511074
2.618,-305.356251476198,-488.639386029026
2.619,-305.51282017022,-488.822383781263
2.62,-305.669397659199,-489.005391849745
2.621,-305.825984018312,-489.188410316519
2.622,-305.982579322606,-489.371439263723
2.623,-306.139183647002,-489.554478773583
2.624,-306.295797066294,-489.737528928414
2.625,-306.452419655151,-489.920589810623
2.626,-306.609051488112,-490.10366150271
2.627,-306.765692639589,-490.286744087265
2.628,-306.922343183868,-490.469837646971
2.629,-307.079003195105,-490.652942264609
2.63,-307.235672747331,-490.836058023049
2.631,-307.392351914446,-491.019185005261
2.632,-307.549040770223,-491.202323294309
2.633,-307.705739388308,-491.385472973355
2.634,-307.862447842217,-491.568634125658
2.635,-308.019166205338,-491.751806834576
2.636,-308.175894550928,-491.934991183566
2.637,-308.332632952119,-492.118187256186
2.638,-308.489381481911,-492.301395136095
2.639,-308.646140213175,-492.484614907052
2.64,-308.802909218654,-492.66784665292
2.641,-308.959688570959,-492.851090457665
2.642,-309.116478342574,-493.034346405357
2.643,-309.273278605851,-493.217614580171
2.644,-309.430089433011,-493.400895066388
2.645,-309.586910896149,-493.584187948394
2.646,-309.743743067224,-493.767493310685
2.647,-309.900586018067,-493.950811237862
2.648,-310.05743982038,-494.134141814638
2.649,-310.21430454573,-494.317485125833
2.65,-310.371180265556,-494.500841256379
2.651,-310.528067051163,-494.684210291319
2.652,-310.684964973727,-494.867592315809
2.653,-310.841874104289,-495.050987415115
2.654,-310.998794513761,-495.234395674622
2.655,-311.155726272922,-495.417817179824
2.656,-311.312669452416,-495.601252016334
2.657,-311.469624122759,-495.784700269882
2.658,-311.626590354329,-495.968162026311
2.659,-311.783568217375,-496.151637371585
2.66,-311.940557782011,-496.335126391788
2.661,-312.097559118216,-496.518629173119
2.662,-312.254572295839,-496.702145801903
2.663,-312.411597384592,-496.885676364583
2.664,-312.568634454053,-497.069220947724
2.665,-312.725683573667,-497.252779638015
2.666,-312.882744812743,-497.436352522269
2.667,-313.039818240455,-497.619939687423
2.668,-313.196903925843,-497.803541220541
2.669,-313.354001937811,-497.987157208813
2.67,-313.511112345127,-498.170787739553
2.671,-313.668235216422,-498.354432900208
2.672,-313.825370620193,-498.538092778352
2.673,-313.9825186248,-498.721767461688
2.674,-314.139679298463,-498.905457038052
2.675,-314.29685270927,-499.089161595409
2.676,-314.454038925168,-499.272881221858
2.677,-314.611238013967,-499.456616005631
2.678,-314.76845004334,-499.640366035096
2.679,-314.925675080821,-499.824131398754
2.68,-315.082913193805,-500.007912185243
2.681,-315.24016444955,-500.191708483337
2.682,-315.397428915172,-500.375520381949
2.683,-315.554706657649,-500.559347970132
2.684,-315.71199774382,-500.743191337075
2.685,-315.869302240382,-500.927050572112
2.686,-316.026620213893,-501.110925764714
2.687,-316.183951730768,-501.294817004498
2.688,-316.341296857283,-501.478724381222
2.689,-316.498655659571,-501.662647984791
2.69,-316.656028203623,-501.846587905251
2.691,-316.813414555288,-502.030544232798
2.692,-316.970814780273,-502.214517057773
2.693,-317.12822894414,-502.398506470665
2.694,-317.285657112309,-502.582512562113
2.695,-317.443099350055,-502.766535422903
2.696,-317.600555722509,-502.950575143976
2.697,-317.758026294658,-503.134631816422
2.698,-317.915511131342,-503.318705531482
2.699,-318.073010297257,-503.502796380555
2.7,-318.230523856952,-503.686904455191
2.701,-318.388051874829,-503.871029847096
2.702,-318.545594415144,-504.055172648134
2.703,-318.703151542006,-504.239332950325
2.704,-318.860723319372,-504.423510845847
2.705,-319.018309811057,-504.607706427039
2.706,-319.175911080721,-504.791919786398
2.707,-319.333527191878,-504.976151016585
2.708,-319.491158207891,-505.160400210421
2.709,-319.648804191972,-505.344667460891
2.71,-319.806465207183,-505.528952861145
2.711,-319.964141316433,-505.713256504495
2.712,-320.12183258248,-505.897578484424
2.713,-320.279539067929,-506.081918894578
2.714,-320.437260835232,-506.266277828773
2.715,-320.594997946685,-506.450655380995
2.716,-320.752750464432,-506.635051645399
2.717,-320.910518450462,-506.819466716309
2.718,-321.068301966605,-507.003900688226
2.719,-321.226101074539,-507.18835365582
2.72,-321.383915835781,-507.372825713938
2.721,-321.541746311694,-507.5573169576
2.722,-321.69959256348,-507.741827482003
2.723,-321.857454652184,-507.926357382522
2.724,-322.015332638688,-508.11090675471
2.725,-322.173226583718,-508.295475694299
2.726,-322.331136547835,-508.480064297201
2.727,-322.489062591442,-508.664672659509
2.728,-322.647004774775,-508.849300877501
2.729,-322.80496315791,-509.033949047635
2.73,-322.962937800759,-509.218617266557
2.731,-323.120928763067,-509.403305631095
2.732,-323.278936104414,-509.588014238267
2.733,-323.436959884214,-509.772743185276
2.734,-323.595000161714,-509.957492569516
2.735,-323.753056995993,-510.142262488568
2.736,-323.91113044596,-510.327053040207
2.737,-324.069220570355,-510.511864322399
2.738,-324.227327427746,-510.696696433301
2.739,-324.385451076531,-510.881549471267
2.74,-324.543591574935,-511.066423534845
2.741,-324.701748981009,-511.251318722779
2.742,-324.85992335263,-511.436235134011
2.743,-325.018114747499,-511.62117286768
2.744,-325.176323223142,-511.806132023127
2.745,-325.334548836906,-511.991112699892
2.746,-325.492791645962,-512.176114997717
2.747,-325.651051707299,-512.361139016548
2.748,-325.809329077727,-512.546184856534
2.749,-325.967623813874,-512.731252618028
2.75,-326.125935972186,-512.916342401592
2.751,-326.284265608925,-513.101454307993
2.752,-326.442612780169,-513.286588438209
2.753,-326.600977541808,-513.471744893424
2.754,-326.759359949547,-513.656923775036
2.755,-326.917760058901,-513.842125184654
2.756,-327.076177925198,-514.027349224099
2.757,-327.234613603574,-514.212595995408
2.758,-327.393067148972,-514.397865600831
2.759,-327.551538616144,-514.583158142838
2.76,-327.710028059645,-514.768473724112
2.761,-327.868535533837,-514.95381244756
2.762,-328.027061092883,-515.139174416304
2.763,-328.185604790749,-515.324559733692
2.764,-328.3441666812,-515.509968503289
2.765,-328.5027468178,-515.695400828889
2.766,-328.661345253913,-515.880856814506
2.767,-328.819962042695,-516.066336564383
2.768,-328.9785972371,-516.251840182989
2.769,-329.137250889872,-516.437367775021
2.77,-329.295923053549,-516.622919445405
2.771,-329.454613780459,-516.808495299299
2.772,-329.613323122718,-516.994095442092
2.773,-329.772051132228,-517.179719979406
2.774,-329.930797860677,-517.365369017097
2.775,-330.089563359538,-517.551042661258
2.776,-330.248347680064,-517.736741018216
2.777,-330.40715087329,-517.922464194539
2.778,-330.565972990029,-518.108212297031
2.779,-330.72481408087,-518.293985432739
2.78,-330.88367419618,-518.47978370895
2.781,-331.042553386096,-518.665607233194
2.782,-331.20145170053,-518.851456113245
2.783,-331.360369189161,-519.037330457125
2.784,-331.519305901436,-519.223230373097
2.785,-331.67826188657,-519.409155969677
2.786,-331.837237193541,-519.595107355627
2.787,-331.996231871088,-519.781084639961
2.788,-332.155245967712,-519.967087931944
2.789,-332.314279531671,-520.153117341093
2.79,-332.473332610979,-520.339172977179
2.791,-332.632405253403,-520.525254950231
2.792,-332.791497506464,-520.711363370532
2.793,-332.950609417432,-520.897498348623
2.794,-333.109741033322,-521.083659995305
2.795,-333.268892400898,-521.26984842164
2.796,-333.428063566664,-521.456063738951
2.797,-333.587254576866,-521.642306058824
2.798,-333.746465477489,-521.828575493109
2.799,-333.905696314253,-522.014872153923
2.8,-334.064947132612,-522.201196153649
2.801,-334.22421797775,-522.387547604938
2.802,-334.383508894582,-522.573926620712
2.803,-334.542819927747,-522.760333314161
2.804,-334.70215112161,-522.946767798751
2.805,-334.861502520255,-523.133230188219
2.806,-335.020874167485,-523.319720596577
2.807,-335.18026610682,-523.506239138115
2.808,-335.339678381492,-523.692785927397
2.809,-335.499111034443,-523.879361079271
2.81,-335.658564108323,-524.065964708859
2.811,-335.818037645489,-524.25259693157
2.812,-335.977531687996,-524.439257863094
2.813,-336.137046277601,-524.625947619402
2.814,-336.296581455756,-524.812666316757
2.815,-336.456137263605,-524.999414071703
2.816,-336.615713741985,-525.186191001075
2.817,-336.775310931417,-525.372997221997
2.818,-336.934928872108,-525.559832851886
2.819,-337.094567603943,-525.746698008448
2.82,-337.254227166488,-525.933592809686
2.821,-337.41390759898,-526.120517373894
2.822,-337.57360894033,-526.307471819668
2.823,-337.733331229113,-526.494456265897
2.824,-337.89307450357,-526.681470831772
2.825,-338.052838801604,-526.868515636783
2.826,-338.212624160772,-527.055590800724
2.827,-338.372430618287,-527.242696443691
2.828,-338.532258211012,-527.429832686085
2.829,-338.692106975455,-527.616999648613
2.83,-338.851976947767,-527.804197452291
2.831,-339.011868163737,-527.991426218442
2.832,-339.171780658793,-528.178686068701
2.833,-339.331714467989,-528.365977125014
2.834,-339.491669626008,-528.553299509641
2.835,-339.651646167158,-528.740653345156
2.836,-339.811644125365,-528.92803875445
2.837,-339.971663534169,-529.11545586073
2.838,-340.131704426721,-529.302904787522
2.839,-340.291766835782,-529.490385658675
2.84,-340.451850793711,-529.677898598358
2.841,-340.611956332467,-529.865443731061
2.842,-340.772083483604,-530.053021181603
2.843,-340.932232278262,-530.240631075125
2.844,-341.09240274717,-530.428273537099
2.845,-341.252594920633,-530.615948693324
2.846,-341.412808828533,-530.80365666993
2.847,-341.573044500324,-530.991397593378
2.848,-341.733301965025,-531.179171590463
2.849,-341.893581251215,-531.366978788316
2.85,-342.05388238703,-531.554819314401
2.851,-342.214205400159,-531.742693296523
2.852,-342.374550317834,-531.930600862823
2.853,-342.534917166829,-532.118542141786
2.854,-342.695305973457,-532.306517262237
2.855,-342.855716763557,-532.494526353344
2.856,-343.016149562495,-532.682569544622
2.857,-343.176604395157,-532.870646965929
2.858,-343.337081285945,-533.058758747474
2.859,-343.497580258766,-533.246905019815
2.86,-343.658101337033,-533.435085913859
2.861,-343.818644543656,-533.623301560867
2.862,-343.979209901035,-533.811552092453
2.863,-344.139797431058,-533.999837640587
2.864,-344.300407155091,-534.188158337594
2.865,-344.461039093975,-534.376514316159
2.866,-344.621693268018,-534.564905709326
2.867,-344.782369696989,-534.753332650499
2.868,-344.943068400113,-534.941795273446
2.869,-345.103789396063,-535.130293712299
2.87,-345.264532702955,-535.318828101556
2.871,-345.42529833834,-535.50739857608
2.872,-345.586086319199,-535.696005271104
2.873,-345.746896661936,-535.884648322232
2.874,-345.907729382367,-536.073327865437
2.875,-346.068584495722,-536.262044037067
2.876,-346.229462016629,-536.450796973843
2.877,-346.390361959111,-536.639586812864
2.878,-346.551284336579,-536.828413691604
2.879,-346.712229161825,-537.017277747917
2.88,-346.873196447013,-537.206179120037
2.881,-347.034186203672,-537.395117946582
2.882,-347.195198442689,-537.58409436655
2.883,-347.356233174301,-537.773108519325
2.884,-347.517290408087,-537.96216054468
2.885,-347.678370152961,-538.151250582771
2.886,-347.839472417163,-538.340378774147
2.887,-348.000597208251,-538.529545259746
2.888,-348.161744533094,-538.7187501809
2.889,-348.322914397862,-538.907993679332
2.89,-348.484106808018,-539.097275897162
2.891,-348.645321768311,-539.286596976907
2.892,-348.806559282765,-539.475957061481
2.893,-348.967819354673,-539.665356294197
2.894,-349.129101986585,-539.854794818772
2.895,-349.290407180301,-540.044272779322
2.896,-349.451734936862,-540.23379032037
2.897,-349.613085256539,-540.423347586843
2.898,-349.774458138827,-540.612944724074
2.899,-349.935853582432,-540.802581877806
2.9,-350.097271585263,-540.992259194192
2.901,-350.258712144421,-541.181976819794
2.902,-350.420175256193,-541.371734901591
2.903,-350.581660916038,-541.561533586972
2.904,-350.743169118576,-541.751373023743
2.905,-350.904699857583,-541.941253360128
2.906,-351.066253125977,-542.131174744769
2.907,-351.227828915807,-542.321137326728
2.908,-351.389427218245,-542.511141255489
2.909,-351.551048023571,-542.701186680957
2.91,-351.712691321169,-542.891273753464
2.911,-351.874357099507,-543.081402623765
2.912,-352.036045346134,-543.271573443044
2.913,-352.197756047664,-543.461786362913
2.914,-352.359489189765,-543.652041535413
2.915,-352.521244757149,-543.842339113019
2.916,-352.68302273356,-544.032679248636
2.917,-352.844823101759,-544.223062095605
2.918,-353.006645843516,-544.4134878077
2.919,-353.168490939596,-544.603956539135
2.92,-353.330358369746,-544.794468444562
2.921,-353.492248112683,-544.98502367907
2.922,-353.654160146081,-545.175622398191
2.923,-353.81609444656,-545.3662647579
2.924,-353.97805098967,-545.556950914614
2.925,-354.140029749879,-545.747681025197
2.926,-354.30203070056,-545.938455246958
2.927,-354.464053813979,-546.129273737656
2.928,-354.626099061276,-546.320136655495
2.929,-354.788166412458,-546.511044159134
2.93,-354.950255836379,-546.701996407681
2.931,-355.11236730073,-546.892993560699
2.932,-355.274500772022,-547.084035778203
2.933,-355.436656215572,-547.275123220665
2.934,-355.598833595489,-547.466256049015
2.935,-355.761032874658,-547.657434424639
2.936,-355.923254014725,-547.848658509384
2.937,-356.085496976082,-548.039928465559
2.938,-356.247761717852,-548.231244455931
2.939,-356.410048197871,-548.422606643735
2.94,-356.572356372675,-548.614015192667
2.941,-356.734686197482,-548.80547026689
2.942,-356.897037626176,-548.996972031034
2.943,-357.059410611289,-549.188520650196
2.944,-357.221805103988,-549.380116289944
2.945,-357.384221054054,-549.571759116316
2.946,-357.546658409866,-549.76344929582
2.947,-357.709117118387,-549.95518699544
2.948,-357.87159712514,-550.14697238263
2.949,-358.034098374194,-550.338805625322
2.95,-358.196620808149,-550.530686891922
2.951,-358.359164368109,-550.722616351316
2.952,-358.521728993672,-550.914594172866
2.953,-358.684314622906,-551.106620526414
2.954,-358.846921192334,-551.298695582283
2.955,-359.00954863691,-551.490819511277
2.956,-359.172196890004,-551.682992484683
2.957,-359.334865883379,-551.87521467427
2.958,-359.497555547173,-552.067486252295
2.959,-359.660265809879,-552.259807391498
2.96,-359.822996598323,-552.452178265106
2.961,-359.985747837643,-552.644599046833
2.962,-360.148519451271,-552.837069910883
2.963,-360.311311360908,-553.029591031947
2.964,-360.474123486505,-553.22216258521
2.965,-360.63695574624,-553.414784746345
2.966,-360.799808056498,-553.607457691517
2.967,-360.962680331846,-553.800181597386
2.968,-361.125572485011,-553.992956641105
2.969,-361.288484426859,-554.185783000321
2.97,-361.45141606637,-554.378660853176
2.971,-361.614367310614,-554.57159037831
2.972,-361.777338064731,-554.764571754858
2.973,-361.940328231903,-554.957605162454
2.974,-362.10333771333,-555.150690781228
2.975,-362.266366408207,-555.343828791813
2.976,-362.429414213701,-555.537019375338
2.977,-362.592481024921,-555.730262713436
2.978,-362.755566734895,-555.923558988236
2.979,-362.918671234544,-556.116908382374
2.98,-363.081794412657,-556.310311078986
2.981,-363.244936155862,-556.503767261709
2.982,-363.408096348602,-556.697277114686
2.983,-363.571274873106,-556.890840822564
2.984,-363.734471609361,-557.084458570491
2.985,-363.897686435086,-557.278130544123
2.986,-364.060919225703,-557.471856929621
2.987,-364.22416985431,-557.66563791365
2.988,-364.387438191649,-557.859473683382
2.989,-364.550724106079,-558.053364426495
2.99,-364.714027463546,-558.247310331176
2.991,-364.877348127555,-558.441311586115
2.992,-365.040685959135,-558.635368380511
2.993,-365.204040816814,-558.829480904073
2.994,-365.367412556585,-559.023649347015
2.995,-365.530801031873,-559.217873900059
2.996,-365.694206093507,-559.412154754436
2.997,-365.857627589687,-559.606492101885
2.998,-366.021065365949,-559.800886134653
2.999,-366.184519265133,-559.995337045496
3,-366.347989127354,-560.189845027678
3.001,-366.51147478996,-560.384410274971
3.002,-366.674976087507,-560.579032981656
3.003,-366.838492851717,-560.773713342522
3.004,-367.002024911448,-560.968451552865
3.005,-367.165572092654,-561.163247808492
3.006,-367.329134218356,-561.358102305714
3.007,-367.492711108598,-561.553015241352
3.008,-367.656302580417,-561.747986812735
3.009,-367.8199084478,-561.943017217696
3.01,-367.983528521653,-562.138106654578
3.011,-368.147162609756,-562.333255322228
3.012,-368.31081051673,-562.528463419999
3.013,-368.474472043994,-562.72373114775
3.014,-368.638146989731,-562.919058705847
3.015,-368.801835148842,-563.114446295156
3.016,-368.965536312908,-563.309894117051
3.017,-369.129250270153,-563.505402373406
3.018,-369.292976805395,-563.700971266599
3.019,-369.456715700013,-563.89660099951
3.02,-369.620466731896,-564.09229177552
3.021,-369.784229675407,-564.288043798508
3.022,-369.948004301336,-564.483857272856
3.023,-370.111790376858,-564.679732403442
3.024,-370.275587665488,-564.875669395641
3.025,-370.439395927035,-565.071668455327
3.026,-370.603214917559,-565.267729788867
3.027,-370.767044389321,-565.463853603123
3.028,-370.930884090742,-565.660040105451
3.029,-371.094733766353,-565.856289503698
3.03,-371.258593156744,-566.052602006201
3.031,-371.422461998524,-566.24897782179
3.032,-371.586340024265,-566.445417159778
3.033,-371.750226962454,-566.641920229968
3.034,-371.914122537447,-566.838487242647
3.035,-372.078026469413,-567.035118408585
3.036,-372.241938474289,-567.231813939035
3.037,-372.405858263722,-567.428574045731
3.038,-372.56978554502,-567.625398940883
3.039,-372.733720021101,-567.822288837179
3.04,-372.897661390434,-568.019243947784
3.041,-373.061609346991,-568.216264486333
3.042,-373.225563580186,-568.413350666934
3.043,-373.389523774825,-568.610502704162
3.044,-373.553489611046,-568.807720813063
3.045,-373.717460764265,-569.005005209144
3.046,-373.881436905116,-569.202356108377
3.047,-374.045417699395,-569.399773727191
3.048,-374.209402808001,-569.597258282478
3.049,-374.373391886873,-569.794809991581
3.05,-374.537384586936,-569.992429072298
3.051,-374.701380554034,-570.190115742878
3.052,-374.865379428873,-570.387870222016
3.053,-375.029380846956,-570.585692728853
3.054,-375.193384438519,-570.783583482974
3.055,-375.357389828473,-570.9815427044
3.056,-375.521396636331,-571.17957061359
3.057,-375.68540447615,-571.377667431439
3.058,-375.84941295646,-571.575833379268
3.059,-376.013421680199,-571.774068678827
3.06,-376.177430244649,-571.972373552291
3.061,-376.34143824136,-572.170748222254
3.062,-376.505445256087,-572.369192911728
3.063,-376.669450868717,-572.567707844137
3.064,-376.833454653202,-572.766293243318
3.065,-376.997456177479,-572.964949333511
3.066,-377.161455003409,-573.163676339361
3.067,-377.325450686694,-573.362474485909
3.068,-377.489442776809,-573.561343998595
3.069,-377.653430816923,-573.760285103244
3.07,-377.817414343825,-573.959298026073
3.071,-377.98139288785,-574.158382993678
3.072,-378.145365972794,-574.357540233033
3.073,-378.309333115844,-574.556769971487
3.074,-378.473293827492,-574.756072436757
3.075,-378.637247611459,-574.955447856925
3.076,-378.801193964612,-575.154896460432
3.077,-378.965132376879,-575.354418476075
3.078,-379.129062331174,-575.554014133
3.079,-379.292983303303,-575.753683660698
3.08,-379.456894761887,-575.953427289
3.081,-379.620796168271,-576.153245248071
3.082,-379.784686976439,-576.353137768407
3.083,-379.948566632928,-576.553105080826
3.084,-380.112434576732,-576.753147416464
3.085,-380.276290239223,-576.953265006772
3.086,-380.44013304405,-577.153458083505
3.087,-380.603962407052,-577.353726878721
3.088,-380.767777736163,-577.55407162477
