Freq [GHz],VSWR_HFSS,VSWR_measured_stub_matching,VSWR_measured_unmatched
1.711,359.0452877,45.225731,30.894669
1.712,358.6982085,45.058456,29.965923
1.713,358.3508047,43.009617,30.066507
1.714,358.0030784,46.486488,31.268736
1.715,357.6550315,46.875301,30.703064
1.716,357.3066661,44.226795,29.707169
1.717,356.9579839,45.780907,32.047504
1.718,356.6089869,43.888607,30.418774
1.719,356.2596771,44.176605,30.462561
1.72,355.9100563,44.083279,30.228098
1.721,355.5601264,43.724388,30.017115
1.722,355.2098894,43.490955,30.970404
1.723,354.859347,44.797096,30.245148
1.724,354.5085012,43.215359,29.984838
1.725,354.1573537,43.379059,30.339045
1.726,353.8059064,44.047848,30.814077
1.727,353.4541612,41.340771,28.253925
1.728,353.1021198,42.249908,30.089685
1.729,352.749784,47.301834,30.163876
1.73,352.3971557,43.836857,30.350994
1.731,352.0442366,43.368183,29.065235
1.732,351.6910285,43.304443,30.178349
1.733,351.3375331,40.75346,28.345619
1.734,350.9837521,43.066868,29.646475
1.735,350.6296874,43.663506,30.807608
1.736,350.2753407,43.802727,29.380312
1.737,349.9207136,44.82439,29.051661
1.738,349.5658079,44.27515,29.511282
1.739,349.2106252,43.715919,28.848427
1.74,348.8551673,45.043472,28.69173
1.741,348.4994358,44.195206,29.194122
1.742,348.1434324,46.147411,30.487314
1.743,347.7871588,46.253536,29.601841
1.744,347.4306165,46.429264,29.572916
1.745,347.0738072,48.227459,29.025135
1.746,346.7167326,43.010803,28.949404
1.747,346.3593942,47.815071,29.547533
1.748,346.0017937,44.78577,30.172451
1.749,345.6439327,47.158268,29.204731
1.75,345.2858127,49.667385,29.99869
1.751,344.9274353,46.104755,29.104841
1.752,344.5688021,50.132938,30.859951
1.753,344.2099146,46.168404,28.86702
1.754,343.8507744,42.654823,29.114435
1.755,343.491383,43.538639,29.28161
1.756,343.131742,46.310043,28.453764
1.757,342.7718528,48.75375,28.715904
1.758,342.411717,48.775539,29.423697
1.759,342.051336,44.811619,29.505657
1.76,341.6907115,44.135567,27.616228
1.761,341.3298447,46.94627,28.662039
1.762,340.9687373,42.639378,28.408318
1.763,340.6073906,47.830982,28.843967
1.764,340.2458062,42.983669,28.544065
1.765,339.8839854,46.226612,28.440453
1.766,339.5219298,45.055977,28.615913
1.767,339.1596406,47.510036,28.866253
1.768,338.7971195,47.143208,29.037628
1.769,338.4343676,46.082684,29.049355
1.77,338.0713866,44.786835,28.644636
1.771,337.7081776,42.907997,27.913895
1.772,337.3447423,45.716915,28.311995
1.773,336.9810818,49.085285,29.182016
1.774,336.6171976,45.294987,28.579348
1.775,336.253091,46.124584,29.554579
1.776,335.8887634,44.88982,28.083818
1.777,335.5242161,47.759743,28.253977
1.778,335.1594504,48.543427,28.80975
1.779,334.7944678,48.490456,28.12398
1.78,334.4292694,45.824623,29.429808
1.781,334.0638566,46.568325,30.54674
1.782,333.6982307,49.86248,28.445951
1.783,333.332393,44.537643,27.115387
1.784,332.9663448,41.538437,27.196043
1.785,332.6000873,47.438972,28.522278
1.786,332.2336218,44.423775,28.28919
1.787,331.8669496,43.733086,28.6926
1.788,331.5000719,45.226486,28.310114
1.789,331.13299,48.024025,27.836159
1.79,330.7657051,47.260567,29.908253
1.791,330.3982184,47.365372,28.076582
1.792,330.0305311,46.834595,27.576586
1.793,329.6626446,45.120846,27.558924
1.794,329.2945599,42.622753,27.137186
1.795,328.9262783,48.857624,28.30242
1.796,328.5578009,48.509598,28.505306
1.797,328.189129,51.757515,27.945557
1.798,327.8202638,47.29501,27.890978
1.799,327.4512063,49.904953,28.073206
1.8,327.0819577,47.898186,28.192366
1.801,326.7125193,48.316479,28.457838
1.802,326.3428922,49.440941,27.725828
1.803,325.9730774,47.307045,28.720818
1.804,325.6030762,45.103836,27.775181
1.805,325.2328896,44.528717,27.93568
1.806,324.8625189,49.64735,28.429535
1.807,324.491965,49.128208,27.579653
1.808,324.1212291,51.068737,27.459782
1.809,323.7503124,47.074772,27.684769
1.81,323.3792158,47.966476,27.739815
1.811,323.0079405,50.121765,28.585794
1.812,322.6364876,49.523766,27.027693
1.813,322.2648582,45.049473,28.453213
1.814,321.8930532,46.831356,27.165636
1.815,321.5210738,48.329384,28.237463
1.816,321.148921,49.614468,28.589834
1.817,320.7765959,51.546658,28.791801
1.818,320.4040996,46.237431,27.399216
1.819,320.0314329,50.966732,28.169893
1.82,319.6585971,49.961067,28.587011
1.821,319.2855931,52.618649,28.832664
1.822,318.9124218,56.555786,29.797184
1.823,318.5390845,50.020927,27.748268
1.824,318.1655819,49.704647,27.979548
1.825,317.7919152,47.66774,27.750284
1.826,317.4180854,50.335293,27.790178
1.827,317.0440934,51.478645,27.854401
1.828,316.6699401,50.121952,27.554447
1.829,316.2956267,54.701199,28.426353
1.83,315.921154,43.640369,27.858307
1.831,315.5465231,46.746231,27.336187
1.832,315.1717348,47.364811,27.060551
1.833,314.7967902,48.725445,27.345644
1.834,314.4216901,49.83902,27.981182
1.835,314.0464356,50.470066,27.046921
1.836,313.6710276,43.9282,26.241117
1.837,313.295467,48.563396,26.669847
1.838,312.9197547,47.269627,27.062616
1.839,312.5438916,51.136139,27.818525
1.84,312.1678788,42.840542,26.914877
1.841,311.791717,49.415176,27.777779
1.842,311.4154072,49.997501,27.770391
1.843,311.0389503,47.535679,27.805677
1.844,310.6623473,46.659657,27.180359
1.845,310.2855989,50.302044,28.07995
1.846,309.9087061,49.291679,27.867445
1.847,309.5316697,47.824635,26.464413
1.848,309.1544907,51.447807,27.571531
1.849,308.7771699,52.631905,28.786343
1.85,308.3997082,47.563705,28.090746
1.851,308.0221065,51.49622,28.181736
1.852,307.6443655,48.130974,27.62747
1.853,307.2664863,48.747089,27.410057
1.854,306.8884695,49.349762,27.799204
1.855,306.5103161,49.304806,27.572313
1.856,306.132027,51.639885,28.221619
1.857,305.7536028,52.672932,27.190771
1.858,305.3750446,48.793858,27.11154
1.859,304.996353,47.167965,27.581274
1.86,304.617529,48.866344,27.267906
1.861,304.2385734,51.72448,28.235374
1.862,303.8594869,47.804661,28.066837
1.863,303.4802705,47.814121,28.354784
1.864,303.1009248,51.134708,27.341921
1.865,302.7214507,51.286236,27.632669
1.866,302.341849,54.976986,27.610611
1.867,301.9621206,49.48209,27.646561
1.868,301.5822661,48.832153,26.402992
1.869,301.2022865,46.304459,26.829399
1.87,300.8221824,50.435596,27.653069
1.871,300.4419546,52.524635,27.779701
1.872,300.061604,47.963295,27.007685
1.873,299.6811314,50.836922,27.680304
1.874,299.3005374,45.785282,27.529444
1.875,298.9198228,47.350426,27.520277
1.876,298.5389885,48.243282,27.81925
1.877,298.1580352,46.218723,27.819921
1.878,297.7769636,43.644508,26.639816
1.879,297.3957745,48.056999,26.856903
1.88,297.0144687,48.771114,27.76333
1.881,296.6330469,51.271988,27.227795
1.882,296.2515098,49.828308,27.58169
1.883,295.8698582,49.609585,29.202089
1.884,295.4880928,46.991158,26.982613
1.885,295.1062144,50.439121,28.385513
1.886,294.7242237,47.579487,27.347912
1.887,294.3421215,45.136101,27.181938
1.888,293.9599084,46.306267,26.74469
1.889,293.5775852,47.065788,28.273514
1.89,293.1951525,51.002686,28.500244
1.891,292.8126113,48.984051,27.955048
1.892,292.429962,45.738403,27.30477
1.893,292.0472055,47.823349,28.009966
1.894,291.6643425,45.430523,26.382236
1.895,291.2813737,47.942287,27.863714
1.896,290.8982998,48.355591,26.971302
1.897,290.5151214,48.247234,26.882345
1.898,290.1318393,48.590321,27.748396
1.899,289.7484543,44.776321,26.791292
1.9,289.3649669,49.164314,27.921043
1.901,288.9813779,49.726509,27.121058
1.902,288.597688,47.093494,28.424395
1.903,288.2138978,49.453373,28.327322
1.904,287.8300081,49.619347,28.330231
1.905,287.4460195,49.44297,27.758215
1.906,287.0619328,48.624477,28.487226
1.907,286.6777486,48.885223,26.932262
1.908,286.2934675,49.171837,27.212162
1.909,285.9090903,49.767677,28.040037
1.91,285.5246177,55.283775,28.029408
1.911,285.1400502,49.692574,28.610529
1.912,284.7553887,49.431652,27.694805
1.913,284.3706337,48.642105,27.785927
1.914,283.9857859,49.873142,27.403757
1.915,283.600846,47.346786,27.74077
1.916,283.2158146,48.418648,27.660255
1.917,282.8306925,51.830204,28.127041
1.918,282.4454803,50.487019,26.764418
1.919,282.0601786,50.167576,28.676537
1.92,281.674788,47.240673,27.142235
1.921,281.2893094,47.421204,27.405359
1.922,280.9037432,47.793503,28.405495
1.923,280.5180902,49.516048,27.085133
1.924,280.1323511,47.997128,27.484726
1.925,279.7465264,46.103455,28.317923
1.926,279.3606168,48.619389,27.109467
1.927,278.974623,47.451046,27.283405
1.928,278.5885455,47.397316,29.252954
1.929,278.2023852,46.945541,27.81521
1.93,277.8161426,50.698227,28.926903
1.931,277.4298183,51.798073,27.851366
1.932,277.043413,48.658443,27.177629
1.933,276.6569273,49.465748,28.536158
1.934,276.2703619,52.395306,28.292065
1.935,275.8837174,51.067162,28.37867
1.936,275.4969945,47.587952,28.85265
1.937,275.1101938,48.509571,28.372286
1.938,274.7233159,44.025387,28.036997
1.939,274.3363615,46.797909,27.239264
1.94,273.9493311,48.166008,28.502893
1.941,273.5622256,48.634693,28.167114
1.942,273.1750454,50.943573,28.045622
1.943,272.7877911,44.870464,27.405806
1.944,272.4004636,46.068481,27.922897
1.945,272.0130633,47.007477,26.645803
1.946,271.6255909,46.600471,28.377296
1.947,271.2380471,46.297447,28.086899
1.948,270.8504324,45.641674,27.234215
1.949,270.4627475,46.38168,28.010563
1.95,270.074993,47.6763,27.666971
1.951,269.6871696,49.80835,28.812868
1.952,269.2992779,42.984585,26.620745
1.953,268.9113185,49.915451,28.606865
1.954,268.5232921,47.497295,27.757751
1.955,268.1351992,47.975803,28.265924
1.956,267.7470406,47.45425,29.073322
1.957,267.3588167,46.257824,27.555744
1.958,266.9705283,48.106853,27.732958
1.959,266.5821761,51.114471,28.671295
1.96,266.1937605,49.374805,28.714434
1.961,265.8052822,49.835835,28.150475
1.962,265.416742,46.235554,27.507336
1.963,265.0281403,47.509434,28.745127
1.964,264.6394779,47.899944,28.093573
1.965,264.2507553,49.161793,27.205458
1.966,263.8619732,51.850014,29.159977
1.967,263.4731322,49.474789,28.396334
1.968,263.084233,44.411182,27.654804
1.969,262.6952761,45.063328,29.141056
1.97,262.3062623,45.242428,27.762629
1.971,261.917192,46.413452,28.35379
1.972,261.528066,49.011112,28.324409
1.973,261.138885,48.067257,28.110437
1.974,260.7496494,47.534988,29.118002
1.975,260.36036,45.272163,30.778252
1.976,259.9710173,49.118019,28.454016
1.977,259.5816221,46.13895,28.097504
1.978,259.1921749,48.074276,29.169716
1.979,258.8026764,43.046204,26.289209
1.98,258.4131272,47.160957,28.421349
1.981,258.023528,41.731956,26.699495
1.982,257.6338794,45.232918,27.716127
1.983,257.2441819,43.096626,27.912807
1.984,256.8544363,51.108868,28.669991
1.985,256.4646432,44.428135,28.01264
1.986,256.0748033,43.658165,29.078512
1.987,255.6849171,46.397247,28.24791
1.988,255.2949853,46.744728,29.859034
1.989,254.9050086,46.462563,27.797125
1.99,254.5149875,42.827961,28.209057
1.991,254.1249228,47.62991,28.256618
1.992,253.734815,46.481125,29.363079
1.993,253.3446649,50.436165,29.873302
1.994,252.954473,45.12804,30.084253
1.995,252.56424,45.325272,28.818237
1.996,252.1739666,50.924564,29.933691
1.997,251.7836534,47.303196,29.923086
1.998,251.3933011,48.463985,29.431852
1.999,251.0029102,45.895046,29.629168
2,250.6124815,45.30653,28.883848
2.001,250.2220156,47.583405,28.9247
2.002,249.8315131,46.241638,29.341143
2.003,249.4409748,47.639294,28.975149
2.004,249.0504013,46.978596,30.015179
2.005,248.6597931,44.501007,29.489679
2.006,248.2691511,44.520096,29.775126
2.007,247.8784758,44.139595,28.52397
2.008,247.4877679,44.031162,29.13854
2.009,247.0970281,45.919403,28.536951
2.01,246.706257,45.153149,28.411346
2.011,246.3154553,43.752598,28.318993
2.012,245.9246237,42.798367,29.742254
2.013,245.5337628,45.169582,29.506201
2.014,245.1428733,44.723331,30.151474
2.015,244.7519559,42.705055,29.117527
2.016,244.3610113,45.997375,30.850245
2.017,243.9700401,45.405407,28.741194
2.018,243.579043,42.453819,28.875488
2.019,243.1880206,45.636288,30.997854
2.02,242.7969738,45.087616,29.462984
2.021,242.405903,43.401516,28.259411
2.022,242.0148091,41.747746,29.932917
2.023,241.6236927,40.255569,27.286978
2.024,241.2325545,42.296352,28.814411
2.025,240.8413952,44.401058,29.254288
2.026,240.4502155,46.28466,31.462811
2.027,240.0590161,40.409359,28.78159
2.028,239.6677976,47.27317,31.275434
2.029,239.2765607,43.352352,29.094538
2.03,238.8853062,49.646442,30.105408
2.031,238.4940348,42.815723,29.47192
2.032,238.1027471,46.069054,30.114243
2.033,237.7114439,44.18961,29.492125
2.034,237.3201259,44.327473,29.796844
2.035,236.9287937,44.816208,29.408445
2.036,236.5374481,44.94788,29.754013
2.037,236.1460898,41.621208,29.575348
2.038,235.7547196,45.563702,30.535391
2.039,235.363338,46.928337,30.185957
2.04,234.9719459,45.136658,30.919865
2.041,234.5805439,43.942871,30.420565
2.042,234.1891328,39.302704,29.397692
2.043,233.7977134,43.236347,27.973154
2.044,233.4062862,46.517422,29.327787
2.045,233.0148522,45.376244,30.239601
2.046,232.6234119,42.767818,30.575388
2.047,232.2319661,41.786644,28.660368
2.048,231.8405156,43.007023,30.188156
2.049,231.4490611,41.941418,29.61462
2.05,231.0576034,41.619057,29.801582
2.051,230.6661431,40.991272,29.986425
2.052,230.274681,39.114044,29.716375
2.053,229.8832179,40.345676,31.088333
2.054,229.4917545,41.142071,29.477125
2.055,229.1002916,39.455967,29.817158
2.056,228.70883,43.226669,31.106647
2.057,228.3173702,44.477222,30.942822
2.058,227.9259133,41.469158,29.745579
2.059,227.5344598,39.88419,29.387177
2.06,227.1430106,45.127926,31.417328
2.061,226.7515664,41.496586,30.592907
2.062,226.3601281,42.323112,29.711283
2.063,225.9686962,42.28017,28.874544
2.064,225.5772718,39.809162,29.839281
2.065,225.1858554,41.148052,30.173538
2.066,224.794448,43.379875,30.659939
2.067,224.4030502,42.843571,30.337214
2.068,224.0116628,40.904167,30.235622
2.069,223.6202868,44.614754,31.467194
2.07,223.2289227,38.044174,29.48741
2.071,222.8375715,41.092102,29.410221
2.072,222.4462339,42.369949,31.54575
2.073,222.0549107,43.37038,29.256369
2.074,221.6636027,42.431786,30.1747
2.075,221.2723107,38.626083,29.393717
2.076,220.8810356,41.438385,30.896254
2.077,220.4897781,43.508202,30.504112
2.078,220.098539,43.373772,30.515459
2.079,219.7073192,41.010696,31.0275
2.08,219.3161194,41.962376,30.267542
2.081,218.9249406,40.035156,30.354677
2.082,218.5337834,41.970772,29.655159
2.083,218.1426487,45.310204,30.93224
2.084,217.7515374,40.552658,28.926105
2.085,217.3604503,38.422112,28.760216
2.086,216.9693882,43.150093,30.407574
2.087,216.578352,39.623863,30.131397
2.088,216.1873424,41.88792,32.470821
2.089,215.7963604,39.326664,30.832661
2.09,215.4054068,42.190163,32.336964
2.091,215.0144823,41.458855,30.135447
2.092,214.6235879,39.169037,30.434719
2.093,214.2327245,41.072788,29.775166
2.094,213.8418928,39.511913,29.435226
2.095,213.4510937,40.687218,31.219133
2.096,213.0603282,41.599426,31.708269
2.097,212.669597,43.012661,30.767288
2.098,212.278901,42.152122,30.2292
2.099,211.8882411,39.827873,30.39102
2.1,211.4976181,39.848965,31.930899
2.101,211.107033,41.208004,28.891401
2.102,210.7164866,37.458694,29.540581
2.103,210.3259798,39.551704,31.550135
2.104,209.9355135,43.204605,31.106277
2.105,209.5450885,39.791527,30.285454
2.106,209.1547058,37.564339,30.169584
2.107,208.7643663,39.03886,29.644459
2.108,208.3740708,44.323109,32.544846
2.109,207.9838202,40.827053,31.70693
2.11,207.5936155,38.76207,30.626833
2.111,207.2034575,37.921875,30.953695
2.112,206.8133471,38.053314,29.40254
2.113,206.4232854,40.331795,30.844454
2.114,206.0332731,38.372562,30.299955
2.115,205.6433112,37.120338,29.530743
2.116,205.2534006,36.965569,31.104792
2.117,204.8635423,38.67572,31.394876
2.118,204.4737371,40.743759,30.753649
2.119,204.0839861,38.018532,30.599321
2.12,203.69429,39.180805,31.649836
2.121,203.3046499,37.578236,29.943016
2.122,202.9150667,36.970791,31.340599
2.123,202.5255414,36.233437,30.713308
2.124,202.1360748,35.327202,30.917046
2.125,201.7466679,36.250427,30.597874
2.126,201.3573218,38.80748,32.230377
2.127,200.9680372,36.857967,31.093264
2.128,200.5788153,37.786331,31.403734
2.129,200.1896569,38.069836,31.14522
2.13,199.800563,39.251537,33.101135
2.131,199.4115346,36.111355,30.781477
2.132,199.0225726,37.35173,31.039639
2.133,198.6336781,37.130684,29.715509
2.134,198.2448519,36.444439,31.242929
2.135,197.8560951,37.616673,31.394478
2.136,197.4674087,36.120468,32.242489
2.137,197.0787936,36.935856,32.357765
2.138,196.6902508,34.851002,29.8286
2.139,196.3017813,36.442738,32.268799
2.14,195.9133861,36.348747,30.499348
2.141,195.5250662,37.02034,31.334705
2.142,195.1368227,34.511703,31.711269
2.143,194.7486564,35.731949,30.655748
2.144,194.3605684,34.083462,29.765173
2.145,193.9725598,35.177582,30.524509
2.146,193.5846314,35.074242,30.222486
2.147,193.1967844,35.196045,29.678928
2.148,192.8090198,36.099873,32.038059
2.149,192.4213385,34.639259,30.994144
2.15,192.0337417,34.725479,30.373629
2.151,191.6462303,36.73325,31.141752
2.152,191.2588053,33.338043,30.221561
2.153,190.8714678,34.024525,29.616339
2.154,190.4842189,36.433865,31.637054
2.155,190.0970595,34.487301,30.017588
2.156,189.7099907,34.06863,30.421511
2.157,189.3230136,37.393028,32.757179
2.158,188.9361292,37.034977,31.779051
2.159,188.5493385,34.921761,31.841318
2.16,188.1626427,33.598644,31.106199
2.161,187.7760427,35.321331,31.75046
2.162,187.3895397,31.647198,30.308811
2.163,187.0031346,35.539352,30.270193
2.164,186.6168286,34.914272,30.932362
2.165,186.2306227,35.104492,32.23489
2.166,185.844518,35.15332,33.61512
2.167,185.4585155,34.716091,31.435024
2.168,185.0726165,34.738045,30.106665
2.169,184.6868218,33.802662,32.197418
2.17,184.3011327,32.858471,29.112955
2.171,183.9155502,36.483189,32.649609
2.172,183.5300753,34.097099,31.725914
2.173,183.1447093,34.027229,31.618605
2.174,182.7594531,32.906841,32.633839
2.175,182.3743079,33.116074,32.407703
2.176,181.9892748,34.110229,31.89337
2.177,181.6043549,34.050972,30.409842
2.178,181.2195493,32.828201,33.974598
2.179,180.8348591,32.508144,31.536554
2.18,180.4502854,33.738163,32.05106
2.181,180.0658293,34.176308,31.447124
2.182,179.681492,33.79929,32.202175
2.183,179.2972745,34.265553,32.997234
2.184,178.9131781,34.391731,31.959496
2.185,178.5292038,35.460949,32.905083
2.186,178.1453528,33.925831,31.083029
2.187,177.7616261,32.805229,28.673773
2.188,177.378025,34.175694,32.69471
2.189,176.9945506,32.373848,31.920752
2.19,176.6112039,34.032059,31.530067
2.191,176.2279863,32.364487,30.692074
2.192,175.8448987,32.030968,32.440746
2.193,175.4619424,33.266209,32.124249
2.194,175.0791185,31.2005,32.194988
2.195,174.6964281,33.072514,32.383816
2.196,174.3138725,33.745907,30.710819
2.197,173.9314528,33.009823,32.173168
2.198,173.5491701,33.908478,31.563387
2.199,173.1670257,31.991938,31.370111
2.2,172.7850206,34.033615,31.804003
2.201,172.403156,33.216633,31.251982
2.202,172.0214333,34.164963,34.326523
2.203,171.6398534,32.906712,31.846567
2.204,171.2584176,33.543301,31.094801
2.205,170.8771271,32.563805,32.457172
2.206,170.495983,31.661074,31.813869
2.207,170.1149866,31.762539,31.645267
2.208,169.734139,33.024418,30.438265
2.209,169.3534415,32.046089,31.97691
2.21,168.9728952,31.717613,30.02895
2.211,168.5925013,32.973969,33.187309
2.212,168.212261,31.238991,30.804274
2.213,167.8321756,30.98064,31.303825
2.214,167.4522462,34.223015,32.996925
2.215,167.0724741,30.886303,32.303776
2.216,166.6928604,31.029169,31.95513
2.217,166.3134063,32.145725,33.561489
2.218,165.9341132,31.629818,31.510723
2.219,165.5549822,31.60413,31.711241
2.22,165.1760145,32.028378,33.298515
2.221,164.7972113,31.684341,30.731049
2.222,164.4185739,33.225182,32.832111
2.223,164.0401035,31.098595,32.873146
2.224,163.6618014,30.281647,32.54203
2.225,163.2836687,31.252369,31.582361
2.226,162.9057067,31.494436,31.029951
2.227,162.5279167,30.83584,30.878611
2.228,162.1502998,31.154007,31.261003
2.229,161.7728573,30.924824,32.059486
2.23,161.3955906,30.282276,32.58033
2.231,161.0185007,31.098202,30.813963
2.232,160.641589,29.525915,30.870308
2.233,160.2648566,30.610395,33.258045
2.234,159.888305,31.353916,31.416899
2.235,159.5119353,30.56329,32.32822
2.236,159.1357487,29.742239,30.531927
2.237,158.7597466,30.103935,31.770645
2.238,158.3839302,30.974287,31.713877
2.239,158.0083007,30.504074,30.070068
2.24,157.6328595,31.944403,31.805777
2.241,157.2576077,28.786798,31.009481
2.242,156.8825467,29.340891,31.445238
2.243,156.5076778,29.262299,32.925179
2.244,156.1330022,30.720266,32.085773
2.245,155.7585211,29.9657,34.602287
2.246,155.3842359,28.196379,31.267975
2.247,155.0101479,30.013098,32.739574
2.248,154.6362583,29.30151,31.177423
2.249,154.2625684,29.90547,31.278435
2.25,153.8890795,29.838654,32.735607
2.251,153.5157929,29.319147,31.958933
2.252,153.1427098,29.496817,31.015905
2.253,152.7698317,29.624428,31.209467
2.254,152.3971596,29.122387,33.526779
2.255,152.0246951,29.517923,31.042841
2.256,151.6524392,29.869177,33.42572
2.257,151.2803935,29.372837,33.152702
2.258,150.908559,29.856255,31.190403
2.259,150.5369373,28.96884,29.595085
2.26,150.1655294,29.107346,30.564943
2.261,149.7943369,30.572113,33.193394
2.262,149.4233609,29.750298,31.64065
2.263,149.0526028,29.601734,32.895412
2.264,148.6820638,29.434862,33.60725
2.265,148.3117454,29.792212,32.090969
2.266,147.9416487,29.819092,32.423141
2.267,147.5717752,29.955173,32.422092
2.268,147.2021261,29.314079,31.779926
2.269,146.8327028,28.472008,30.694199
2.27,146.4635065,28.045219,31.958498
2.271,146.0945387,28.726486,31.683828
2.272,145.7258006,29.641331,31.725397
2.273,145.3572935,28.675634,31.277746
2.274,144.9890188,29.452353,33.22908
2.275,144.6209777,29.831575,33.82428
2.276,144.2531717,28.460239,31.258535
2.277,143.8856021,27.841776,31.197746
2.278,143.5182701,29.713209,31.663181
2.279,143.1511771,29.772125,33.75626
2.28,142.7843245,28.636864,32.327389
2.281,142.4177135,29.703009,32.307255
2.282,142.0513456,30.260679,33.876247
2.283,141.685222,28.594585,31.009922
2.284,141.3193441,28.915981,32.689678
2.285,140.9537132,29.487587,33.493271
2.286,140.5883307,28.81485,31.814718
2.287,140.2231979,28.740616,31.569059
2.288,139.8583161,28.10861,31.001383
2.289,139.4936867,28.368219,32.528389
2.29,139.1293111,27.361891,32.360752
2.291,138.7651905,27.475153,32.514275
2.292,138.4013263,27.047607,33.688225
2.293,138.0377199,27.806746,33.888786
2.294,137.6743727,27.772329,33.068016
2.295,137.3112858,28.381845,31.614607
2.296,136.9484608,26.71703,33.265724
2.297,136.585899,28.806765,32.934063
2.298,136.2236017,28.038839,32.317398
2.299,135.8615702,27.583542,33.834248
2.3,135.499806,26.315094,33.812405
2.301,135.1383103,27.256525,32.481022
2.302,134.7770845,27.860641,33.401218
2.303,134.41613,27.241175,35.136017
2.304,134.0554482,26.617682,31.647184
2.305,133.6950403,26.382624,30.761724
2.306,133.3349078,26.283714,32.167
2.307,132.9750519,27.788353,35.211983
2.308,132.6154742,27.625294,35.822239
2.309,132.2561758,26.26491,32.83873
2.31,131.8971582,27.200323,32.751598
2.311,131.5384227,26.932901,32.19635
2.312,131.1799708,27.080652,32.955975
2.313,130.8218036,27.316813,32.33017
2.314,130.4639227,26.839041,31.990427
2.315,130.1063294,27.64349,32.24474
2.316,129.7490249,26.086096,31.766417
2.317,129.3920108,27.10301,30.174084
2.318,129.0352883,26.040743,33.089783
2.319,128.6788588,26.895412,36.41423
2.32,128.3227237,25.852367,34.188896
2.321,127.9668843,25.46245,33.586514
2.322,127.611342,25.623615,33.761227
2.323,127.2560982,26.639416,33.78949
2.324,126.9011542,26.018206,32.469028
2.325,126.5465114,25.916998,32.639893
2.326,126.1921711,25.700312,33.025009
2.327,125.8381347,25.648285,32.650036
2.328,125.4844036,26.5007,32.984257
2.329,125.1309791,26.084967,34.248375
2.33,124.7778626,24.514269,33.445255
2.331,124.4250554,25.601149,33.543915
2.332,124.072559,25.786913,33.188904
2.333,123.7203746,26.028048,34.55167
2.334,123.3685037,26.536333,32.148766
2.335,123.0169475,25.645391,35.902653
2.336,122.6657075,25.997152,34.148987
2.337,122.3147851,25.466021,34.51675
2.338,121.9641815,25.612885,33.37529
2.339,121.6138981,25.801556,33.331718
2.34,121.2639364,25.38097,33.058399
2.341,120.9142976,25.742773,35.69405
2.342,120.5649831,25.742121,34.304581
2.343,120.2159943,25.254225,33.527153
2.344,119.8673326,25.970383,34.987217
2.345,119.5189992,25.575953,31.989405
2.346,119.1709956,24.428621,33.250465
2.347,118.823323,24.582617,34.496025
2.348,118.475983,25.279068,32.449715
2.349,118.1289767,24.959064,32.824825
2.35,117.7823056,24.260456,31.648876
2.351,117.4359711,24.943794,34.498253
2.352,117.0899744,25.050486,34.699734
2.353,116.744317,24.725264,33.73188
2.354,116.3990001,25.951555,35.97298
2.355,116.0540252,24.128916,32.070114
2.356,115.7093935,24.079594,32.91851
2.357,115.3651065,25.168814,35.91927
2.358,115.0211655,24.510801,33.918941
2.359,114.6775718,24.176559,35.791218
2.36,114.3343268,25.212231,32.638168
2.361,113.9914318,25.043631,34.739849
2.362,113.6488882,24.524967,32.890781
2.363,113.3066972,24.348011,33.505638
2.364,112.9648604,23.872221,32.208549
2.365,112.6233789,23.984863,32.545849
2.366,112.2822542,25.467752,33.070667
2.367,111.9414876,24.791578,32.294357
2.368,111.6010803,25.063946,34.22768
2.369,111.2610339,23.909407,32.022564
2.37,110.9213495,24.276737,33.171368
2.371,110.5820285,24.753292,34.27375
2.372,110.2430723,24.449116,33.231651
2.373,109.9044822,25.043068,33.960239
2.374,109.5662596,23.742249,36.149677
2.375,109.2284056,23.906006,33.634171
2.376,108.8909218,23.965559,34.569019
2.377,108.5538094,23.770344,33.382126
2.378,108.2170697,23.628952,33.838554
2.379,107.8807041,24.042824,32.23407
2.38,107.5447138,24.911814,35.717003
2.381,107.2091003,23.879595,35.245213
2.382,106.8738648,23.437477,35.262722
2.383,106.5390086,24.159739,34.586617
2.384,106.2045331,22.932787,32.342003
2.385,105.8704396,23.460041,33.581303
2.386,105.5367293,22.933475,31.247149
2.387,105.2034037,23.139536,33.141991
2.388,104.870464,23.814936,34.774521
2.389,104.5379115,23.539782,33.703667
2.39,104.2057475,23.778666,34.625923
2.391,103.8739734,22.328751,34.021374
2.392,103.5425904,22.187429,30.851532
2.393,103.2115998,23.550575,32.896114
2.394,102.881003,23.03492,31.855303
2.395,102.5508012,23.265385,36.028709
2.396,102.2209957,23.398932,33.359512
2.397,101.8915879,22.157282,31.36615
2.398,101.562579,23.601444,35.174267
2.399,101.2339703,22.2339,32.424679
2.4,100.9057631,23.149841,34.042992
2.401,100.5779586,22.571133,33.816036
2.402,100.2505583,22.258657,31.983644
2.403,99.92356326,22.286106,33.231678
2.404,99.59697487,23.356981,32.580997
2.405,99.27079438,22.439669,32.616783
2.406,98.94502308,23.310841,33.54068
2.407,98.61966222,22.500011,31.527107
2.408,98.29471309,22.438744,33.643078
2.409,97.97017695,22.203619,33.023041
2.41,97.64605507,22.399786,33.67907
2.411,97.32234872,22.129978,32.658062
