"Freq [GHz]","ang_deg(S(2,1)) [deg]"
3.164,-95.3108010876932
3.165,-95.3411974761265
3.166,-95.3715941725574
3.167,-95.401991177026
3.168,-95.432388489572
3.169,-95.4627861102347
3.17,-95.4931840390527
3.171,-95.5235822760647
3.172,-95.5539808213086
3.173,-95.5843796748222
3.174,-95.6147788366426
3.175,-95.6451783068067
3.176,-95.6755780853509
3.177,-95.7059781723113
3.178,-95.7363785677235
3.179,-95.766779271623
3.18,-95.7971802840443
3.181,-95.8275816050221
3.182,-95.8579832345905
3.183,-95.8883851727831
3.184,-95.9187874196332
3.185,-95.9491899751736
3.186,-95.979592839437
3.187,-96.0099960124554
3.188,-96.0403994942607
3.189,-96.070803284884
3.19,-96.1012073843565
3.191,-96.1316117927086
3.192,-96.1620165099704
3.193,-96.1924215361719
3.194,-96.2228268713424
3.195,-96.2532325155108
3.196,-96.2836384687061
3.197,-96.3140447309562
3.198,-96.3444513022891
3.199,-96.3748581827323
3.2,-96.4052653723128
3.201,-96.4356728710575
3.202,-96.4660806789926
3.203,-96.4964887961441
3.204,-96.5268972225376
3.205,-96.5573059581984
3.206,-96.587715003151
3.207,-96.6181243574203
3.208,-96.64853402103
3.209,-96.678943994004
3.21,-96.7093542763655
3.211,-96.7397648681376
3.212,-96.7701757693427
3.213,-96.8005869800031
3.214,-96.8309985001405
3.215,-96.8614103297765
3.216,-96.8918224689322
3.217,-96.9222349176281
3.218,-96.9526476758847
3.219,-96.983060743722
3.22,-97.0134741211595
3.221,-97.0438878082165
3.222,-97.0743018049118
3.223,-97.1047161112638
3.224,-97.1351307272909
3.225,-97.1655456530106
3.226,-97.1959608884404
3.227,-97.2263764335975
3.228,-97.2567922884982
3.229,-97.2872084531591
3.23,-97.3176249275961
3.231,-97.3480417118246
3.232,-97.3784588058599
3.233,-97.408876209717
3.234,-97.4392939234102
3.235,-97.4697119469537
3.236,-97.5001302803614
3.237,-97.5305489236464
3.238,-97.5609678768221
3.239,-97.5913871399011
3.24,-97.6218067128956
3.241,-97.6522265958178
3.242,-97.682646788679
3.243,-97.7130672914909
3.244,-97.7434881042641
3.245,-97.7739092270093
3.246,-97.8043306597367
3.247,-97.834752402456
3.248,-97.8651744551772
3.249,-97.8955968179088
3.25,-97.9260194906601
3.251,-97.9564424734393
3.252,-97.9868657662546
3.253,-98.0172893691137
3.254,-98.0477132820241
3.255,-98.0781375049928
3.256,-98.1085620380265
3.257,-98.1389868811316
3.258,-98.1694120343141
3.259,-98.1998374975797
3.26,-98.2302632709337
3.261,-98.260689354381
3.262,-98.2911157479265
3.263,-98.3215424515743
3.264,-98.3519694653283
3.265,-98.3823967891922
3.266,-98.4128244231694
3.267,-98.4432523672626
3.268,-98.4736806214746
3.269,-98.5041091858075
3.27,-98.5345380602632
3.271,-98.5649672448434
3.272,-98.5953967395493
3.273,-98.6258265443816
3.274,-98.6562566593412
3.275,-98.686687084428
3.276,-98.7171178196422
3.277,-98.747548864983
3.278,-98.77798022045
3.279,-98.8084118860417
3.28,-98.8388438617571
3.281,-98.869276147594
3.282,-98.8997087435504
3.283,-98.930141649624
3.284,-98.9605748658119
3.285,-98.991008392111
3.286,-99.0214422285179
3.287,-99.0518763750289
3.288,-99.0823108316397
3.289,-99.112745598346
3.29,-99.1431806751431
3.291,-99.1736160620258
3.292,-99.2040517589887
3.293,-99.2344877660262
3.294,-99.2649240831321
3.295,-99.2953607103002
3.296,-99.3257976475236
3.297,-99.3562348947953
3.298,-99.386672452108
3.299,-99.4171103194539
3.3,-99.4475484968252
3.301,-99.4779869842134
3.302,-99.50842578161
3.303,-99.5388648890059
3.304,-99.5693043063919
3.305,-99.5997440337583
3.306,-99.6301840710953
3.307,-99.6606244183926
3.308,-99.6910650756395
3.309,-99.7215060428254
3.31,-99.7519473199388
3.311,-99.7823889069684
3.312,-99.8128308039023
3.313,-99.8432730107283
3.314,-99.873715527434
3.315,-99.9041583540067
3.316,-99.934601490433
3.317,-99.9650449366999
3.318,-99.9954886927935
3.319,-100.0259327587
3.32,-100.056377134404
3.321,-100.086821819892
3.322,-100.117266815149
3.323,-100.14771212016
3.324,-100.178157734908
3.325,-100.208603659378
3.326,-100.239049893554
3.327,-100.269496437419
3.328,-100.299943290956
3.329,-100.330390454149
3.33,-100.360837926979
3.331,-100.39128570943
3.332,-100.421733801482
3.333,-100.452182203119
3.334,-100.48263091432
3.335,-100.513079935067
3.336,-100.543529265342
3.337,-100.573978905123
3.338,-100.604428854392
3.339,-100.634879113128
3.34,-100.66532968131
3.341,-100.695780558918
3.342,-100.726231745932
3.343,-100.756683242328
3.344,-100.787135048087
3.345,-100.817587163185
3.346,-100.8480395876
3.347,-100.87849232131
3.348,-100.908945364293
3.349,-100.939398716524
3.35,-100.96985237798
3.351,-101.000306348638
3.352,-101.030760628473
3.353,-101.061215217462
3.354,-101.091670115579
3.355,-101.122125322799
3.356,-101.152580839097
3.357,-101.183036664448
3.358,-101.213492798826
3.359,-101.243949242205
3.36,-101.274405994557
3.361,-101.304863055858
3.362,-101.335320426078
3.363,-101.365778105192
3.364,-101.396236093171
3.365,-101.426694389988
3.366,-101.457152995615
3.367,-101.487611910022
3.368,-101.518071133181
3.369,-101.548530665064
3.37,-101.578990505641
3.371,-101.609450654881
3.372,-101.639911112756
3.373,-101.670371879235
3.374,-101.700832954287
3.375,-101.731294337883
3.376,-101.761756029989
3.377,-101.792218030577
3.378,-101.822680339612
3.379,-101.853142957065
3.38,-101.883605882902
3.381,-101.914069117091
3.382,-101.944532659599
3.383,-101.974996510394
3.384,-102.005460669441
3.385,-102.035925136708
3.386,-102.066389912159
3.387,-102.096854995762
3.388,-102.127320387481
3.389,-102.157786087282
3.39,-102.18825209513
3.391,-102.21871841099
3.392,-102.249185034825
3.393,-102.2796519666
3.394,-102.310119206279
3.395,-102.340586753825
3.396,-102.371054609201
3.397,-102.401522772372
3.398,-102.431991243298
3.399,-102.462460021944
3.4,-102.49292910827
3.401,-102.523398502239
3.402,-102.553868203812
3.403,-102.584338212952
3.404,-102.614808529617
3.405,-102.645279153771
3.406,-102.675750085372
3.407,-102.706221324382
3.408,-102.73669287076
3.409,-102.767164724466
3.41,-102.797636885459
3.411,-102.828109353699
3.412,-102.858582129144
3.413,-102.889055211753
3.414,-102.919528601483
3.415,-102.950002298295
3.416,-102.980476302144
3.417,-103.010950612988
3.418,-103.041425230786
3.419,-103.071900155493
3.42,-103.102375387066
3.421,-103.132850925462
3.422,-103.163326770637
3.423,-103.193802922546
3.424,-103.224279381146
3.425,-103.254756146392
3.426,-103.285233218238
3.427,-103.31571059664
3.428,-103.346188281552
3.429,-103.376666272928
3.43,-103.407144570722
3.431,-103.437623174888
3.432,-103.46810208538
3.433,-103.49858130215
3.434,-103.529060825152
3.435,-103.559540654338
3.436,-103.59002078966
3.437,-103.620501231071
3.438,-103.650981978523
3.439,-103.681463031967
3.44,-103.711944391354
3.441,-103.742426056636
3.442,-103.772908027762
3.443,-103.803390304685
3.444,-103.833872887354
3.445,-103.864355775718
3.446,-103.894838969729
3.447,-103.925322469334
3.448,-103.955806274484
3.449,-103.986290385128
3.45,-104.016774801213
3.451,-104.047259522689
3.452,-104.077744549504
3.453,-104.108229881605
3.454,-104.138715518941
3.455,-104.169201461457
3.456,-104.199687709103
3.457,-104.230174261824
3.458,-104.260661119567
3.459,-104.291148282278
3.46,-104.321635749904
3.461,-104.35212352239
3.462,-104.382611599682
3.463,-104.413099981725
3.464,-104.443588668464
3.465,-104.474077659844
3.466,-104.50456695581
3.467,-104.535056556305
3.468,-104.565546461274
3.469,-104.59603667066
3.47,-104.626527184407
3.471,-104.657018002458
3.472,-104.687509124756
3.473,-104.718000551244
3.474,-104.748492281863
3.475,-104.778984316558
3.476,-104.809476655268
3.477,-104.839969297937
3.478,-104.870462244504
3.479,-104.900955494913
3.48,-104.931449049103
3.481,-104.961942907014
3.482,-104.992437068589
3.483,-105.022931533766
3.484,-105.053426302485
3.485,-105.083921374686
3.486,-105.114416750309
3.487,-105.144912429293
3.488,-105.175408411575
3.489,-105.205904697096
3.49,-105.236401285794
3.491,-105.266898177605
3.492,-105.297395372469
3.493,-105.327892870323
3.494,-105.358390671104
3.495,-105.38888877475
3.496,-105.419387181196
3.497,-105.44988589038
3.498,-105.480384902239
3.499,-105.510884216707
3.5,-105.541383833721
3.501,-105.571883753216
3.502,-105.602383975129
3.503,-105.632884499393
3.504,-105.663385325943
3.505,-105.693886454715
3.506,-105.724387885642
3.507,-105.754889618659
3.508,-105.785391653698
3.509,-105.815893990695
3.51,-105.846396629581
3.511,-105.876899570291
3.512,-105.907402812756
3.513,-105.93790635691
3.514,-105.968410202685
3.515,-105.998914350012
3.516,-106.029418798823
3.517,-106.059923549051
3.518,-106.090428600626
3.519,-106.120933953479
3.52,-106.151439607541
3.521,-106.181945562743
3.522,-106.212451819014
3.523,-106.242958376285
3.524,-106.273465234486
3.525,-106.303972393546
3.526,-106.334479853394
3.527,-106.36498761396
3.528,-106.395495675171
3.529,-106.426004036958
3.53,-106.456512699247
3.531,-106.487021661967
3.532,-106.517530925046
3.533,-106.548040488411
3.534,-106.578550351989
3.535,-106.609060515708
3.536,-106.639570979494
3.537,-106.670081743274
3.538,-106.700592806973
3.539,-106.731104170519
3.54,-106.761615833836
3.541,-106.792127796851
3.542,-106.822640059488
3.543,-106.853152621673
3.544,-106.88366548333
3.545,-106.914178644384
3.546,-106.944692104759
3.547,-106.975205864379
3.548,-107.005719923168
3.549,-107.036234281049
3.55,-107.066748937945
3.551,-107.097263893781
3.552,-107.127779148478
3.553,-107.158294701958
3.554,-107.188810554145
3.555,-107.21932670496
3.556,-107.249843154325
3.557,-107.280359902162
3.558,-107.310876948391
3.559,-107.341394292934
3.56,-107.371911935712
3.561,-107.402429876644
3.562,-107.432948115652
3.563,-107.463466652656
3.564,-107.493985487574
3.565,-107.524504620327
3.566,-107.555024050834
3.567,-107.585543779014
3.568,-107.616063804786
3.569,-107.646584128068
3.57,-107.677104748779
3.571,-107.707625666836
3.572,-107.738146882157
3.573,-107.76866839466
3.574,-107.799190204263
3.575,-107.829712310882
3.576,-107.860234714433
3.577,-107.890757414834
3.578,-107.921280412001
3.579,-107.95180370585
3.58,-107.982327296296
3.581,-108.012851183255
3.582,-108.043375366643
3.583,-108.073899846374
3.584,-108.104424622363
3.585,-108.134949694526
3.586,-108.165475062775
3.587,-108.196000727025
3.588,-108.22652668719
3.589,-108.257052943183
3.59,-108.287579494918
3.591,-108.318106342308
3.592,-108.348633485265
3.593,-108.379160923702
3.594,-108.409688657531
3.595,-108.440216686665
3.596,-108.470745011014
3.597,-108.501273630492
3.598,-108.531802545008
3.599,-108.562331754474
3.6,-108.5928612588
3.601,-108.623391057898
3.602,-108.653921151678
3.603,-108.684451540048
3.604,-108.714982222921
3.605,-108.745513200203
3.606,-108.776044471806
3.607,-108.806576037638
3.608,-108.837107897608
3.609,-108.867640051624
3.61,-108.898172499594
3.611,-108.928705241428
3.612,-108.959238277031
3.613,-108.989771606313
3.614,-109.020305229179
3.615,-109.050839145538
3.616,-109.081373355295
3.617,-109.111907858358
3.618,-109.142442654632
3.619,-109.172977744024
3.62,-109.203513126439
3.621,-109.234048801783
3.622,-109.264584769961
3.623,-109.295121030878
3.624,-109.325657584439
3.625,-109.356194430548
3.626,-109.386731569109
3.627,-109.417269000026
3.628,-109.447806723204
3.629,-109.478344738545
3.63,-109.508883045953
3.631,-109.53942164533
3.632,-109.56996053658
3.633,-109.600499719604
3.634,-109.631039194306
3.635,-109.661578960586
3.636,-109.692119018347
3.637,-109.72265936749
3.638,-109.753200007915
3.639,-109.783740939525
3.64,-109.81428216222
3.641,-109.844823675899
3.642,-109.875365480464
3.643,-109.905907575814
3.644,-109.936449961848
3.645,-109.966992638467
3.646,-109.997535605569
3.647,-110.028078863052
3.648,-110.058622410817
3.649,-110.08916624876
3.65,-110.11971037678
3.651,-110.150254794775
3.652,-110.180799502643
3.653,-110.21134450028
3.654,-110.241889787584
3.655,-110.272435364451
3.656,-110.302981230779
3.657,-110.333527386463
3.658,-110.364073831399
3.659,-110.394620565484
3.66,-110.425167588612
3.661,-110.455714900679
3.662,-110.486262501579
3.663,-110.516810391209
3.664,-110.547358569461
3.665,-110.577907036231
3.666,-110.608455791411
3.667,-110.639004834897
3.668,-110.669554166581
3.669,-110.700103786356
3.67,-110.730653694116
3.671,-110.761203889752
3.672,-110.791754373158
3.673,-110.822305144225
3.674,-110.852856202846
3.675,-110.883407548911
3.676,-110.913959182313
3.677,-110.944511102941
3.678,-110.975063310688
3.679,-111.005615805444
3.68,-111.036168587098
3.681,-111.066721655541
3.682,-111.097275010663
3.683,-111.127828652353
3.684,-111.1583825805
3.685,-111.188936794993
3.686,-111.219491295722
3.687,-111.250046082573
3.688,-111.280601155437
3.689,-111.311156514199
3.69,-111.341712158749
3.691,-111.372268088973
3.692,-111.402824304759
3.693,-111.433380805993
3.694,-111.463937592562
3.695,-111.494494664352
3.696,-111.52505202125
3.697,-111.55560966314
3.698,-111.586167589909
3.699,-111.616725801442
3.7,-111.647284297624
3.701,-111.677843078339
3.702,-111.708402143471
3.703,-111.738961492906
3.704,-111.769521126527
3.705,-111.800081044217
3.706,-111.83064124586
3.707,-111.861201731339
3.708,-111.891762500536
3.709,-111.922323553335
3.71,-111.952884889618
3.711,-111.983446509266
3.712,-112.014008412161
3.713,-112.044570598185
3.714,-112.07513306722
3.715,-112.105695819145
3.716,-112.136258853841
3.717,-112.166822171189
3.718,-112.19738577107
3.719,-112.227949653362
3.72,-112.258513817946
3.721,-112.2890782647
3.722,-112.319642993504
3.723,-112.350208004236
3.724,-112.380773296775
3.725,-112.411338870999
3.726,-112.441904726787
3.727,-112.472470864015
3.728,-112.50303728256
3.729,-112.533603982301
3.73,-112.564170963114
3.731,-112.594738224875
3.732,-112.625305767461
3.733,-112.655873590748
3.734,-112.686441694611
3.735,-112.717010078926
3.736,-112.747578743568
3.737,-112.778147688412
3.738,-112.808716913332
3.739,-112.839286418203
3.74,-112.869856202899
3.741,-112.900426267293
3.742,-112.93099661126
3.743,-112.961567234672
3.744,-112.992138137402
3.745,-113.022709319323
3.746,-113.053280780307
3.747,-113.083852520227
3.748,-113.114424538954
3.749,-113.14499683636
3.75,-113.175569412315
3.751,-113.206142266692
3.752,-113.23671539936
3.753,-113.26728881019
3.754,-113.297862499053
3.755,-113.328436465817
3.756,-113.359010710353
3.757,-113.389585232529
3.758,-113.420160032216
3.759,-113.450735109281
3.76,-113.481310463593
3.761,-113.51188609502
3.762,-113.542462003431
3.763,-113.573038188691
3.764,-113.60361465067
3.765,-113.634191389233
3.766,-113.664768404248
3.767,-113.695345695581
3.768,-113.725923263098
3.769,-113.756501106665
3.77,-113.787079226147
3.771,-113.817657621411
3.772,-113.84823629232
3.773,-113.87881523874
3.774,-113.909394460535
3.775,-113.939973957569
3.776,-113.970553729706
3.777,-114.001133776809
3.778,-114.031714098742
3.779,-114.062294695368
3.78,-114.09287556655
3.781,-114.123456712149
3.782,-114.154038132029
3.783,-114.18461982605
3.784,-114.215201794074
3.785,-114.245784035963
3.786,-114.276366551578
3.787,-114.306949340778
3.788,-114.337532403426
3.789,-114.36811573938
3.79,-114.3986993485
3.791,-114.429283230646
3.792,-114.459867385677
3.793,-114.490451813452
3.794,-114.52103651383
3.795,-114.551621486669
3.796,-114.582206731826
3.797,-114.61279224916
3.798,-114.643378038528
3.799,-114.673964099788
3.8,-114.704550432795
3.801,-114.735137037407
3.802,-114.76572391348
3.803,-114.796311060869
3.804,-114.826898479431
3.805,-114.857486169021
3.806,-114.888074129493
3.807,-114.918662360703
3.808,-114.949250862506
3.809,-114.979839634754
3.81,-115.010428677302
3.811,-115.041017990004
3.812,-115.071607572713
3.813,-115.102197425282
3.814,-115.132787547563
3.815,-115.16337793941
3.816,-115.193968600673
3.817,-115.224559531205
3.818,-115.255150730857
3.819,-115.285742199481
3.82,-115.316333936926
3.821,-115.346925943045
3.822,-115.377518217687
3.823,-115.408110760701
3.824,-115.438703571939
3.825,-115.469296651248
3.826,-115.499889998479
3.827,-115.530483613479
3.828,-115.561077496098
3.829,-115.591671646183
3.83,-115.622266063582
3.831,-115.652860748144
3.832,-115.683455699714
3.833,-115.71405091814
3.834,-115.744646403268
3.835,-115.775242154946
3.836,-115.805838173018
3.837,-115.836434457331
3.838,-115.86703100773
3.839,-115.89762782406
3.84,-115.928224906165
3.841,-115.958822253891
3.842,-115.989419867081
3.843,-116.02001774558
3.844,-116.05061588923
3.845,-116.081214297876
3.846,-116.111812971359
3.847,-116.142411909523
3.848,-116.17301111221
3.849,-116.203610579262
3.85,-116.234210310521
3.851,-116.264810305827
3.852,-116.295410565022
3.853,-116.326011087948
3.854,-116.356611874443
3.855,-116.387212924349
3.856,-116.417814237505
3.857,-116.448415813751
3.858,-116.479017652925
3.859,-116.509619754868
3.86,-116.540222119416
3.861,-116.57082474641
3.862,-116.601427635686
3.863,-116.632030787082
3.864,-116.662634200436
3.865,-116.693237875584
3.866,-116.723841812363
3.867,-116.75444601061
3.868,-116.785050470161
3.869,-116.815655190851
3.87,-116.846260172515
3.871,-116.87686541499
3.872,-116.90747091811
3.873,-116.938076681708
3.874,-116.96868270562
3.875,-116.99928898968
3.876,-117.02989553372
3.877,-117.060502337574
3.878,-117.091109401075
3.879,-117.121716724055
3.88,-117.152324306347
3.881,-117.182932147783
3.882,-117.213540248194
3.883,-117.244148607412
3.884,-117.274757225267
3.885,-117.305366101591
3.886,-117.335975236213
3.887,-117.366584628963
3.888,-117.397194279672
3.889,-117.427804188169
3.89,-117.458414354283
3.891,-117.489024777842
3.892,-117.519635458675
3.893,-117.55024639661
3.894,-117.580857591475
3.895,-117.611469043098
3.896,-117.642080751304
3.897,-117.672692715923
3.898,-117.703304936778
3.899,-117.733917413698
3.9,-117.764530146508
3.901,-117.795143135033
3.902,-117.825756379098
3.903,-117.856369878529
3.904,-117.88698363315
3.905,-117.917597642786
3.906,-117.948211907259
3.907,-117.978826426394
3.908,-118.009441200014
3.909,-118.040056227942
3.91,-118.07067151
3.911,-118.101287046012
3.912,-118.131902835798
3.913,-118.16251887918
3.914,-118.19313517598
3.915,-118.223751726019
3.916,-118.254368529118
3.917,-118.284985585096
3.918,-118.315602893773
3.919,-118.346220454971
3.92,-118.376838268506
3.921,-118.4074563342
3.922,-118.43807465187
3.923,-118.468693221335
3.924,-118.499312042413
3.925,-118.529931114921
3.926,-118.560550438678
3.927,-118.591170013499
3.928,-118.621789839203
3.929,-118.652409915604
3.93,-118.68303024252
3.931,-118.713650819765
3.932,-118.744271647157
3.933,-118.774892724508
3.934,-118.805514051635
3.935,-118.836135628352
3.936,-118.866757454472
3.937,-118.89737952981
3.938,-118.928001854179
3.939,-118.958624427392
3.94,-118.989247249261
3.941,-119.019870319601
3.942,-119.050493638221
3.943,-119.081117204935
3.944,-119.111741019554
3.945,-119.142365081888
3.946,-119.172989391749
3.947,-119.203613948947
3.948,-119.234238753292
3.949,-119.264863804594
3.95,-119.295489102662
3.951,-119.326114647306
3.952,-119.356740438335
3.953,-119.387366475556
3.954,-119.417992758778
3.955,-119.448619287809
3.956,-119.479246062457
3.957,-119.509873082527
3.958,-119.540500347828
3.959,-119.571127858166
3.96,-119.601755613346
3.961,-119.632383613175
3.962,-119.663011857458
3.963,-119.693640346
3.964,-119.724269078607
3.965,-119.754898055082
3.966,-119.785527275229
3.967,-119.816156738853
3.968,-119.846786445757
3.969,-119.877416395743
3.97,-119.908046588616
3.971,-119.938677024177
3.972,-119.969307702229
3.973,-119.999938622572
3.974,-120.03056978501
3.975,-120.061201189342
3.976,-120.09183283537
3.977,-120.122464722894
3.978,-120.153096851714
3.979,-120.183729221631
3.98,-120.214361832442
3.981,-120.244994683949
3.982,-120.275627775949
3.983,-120.30626110824
3.984,-120.336894680622
3.985,-120.367528492891
3.986,-120.398162544845
3.987,-120.428796836282
3.988,-120.459431366998
3.989,-120.490066136789
3.99,-120.520701145452
3.991,-120.551336392783
3.992,-120.581971878576
3.993,-120.612607602627
3.994,-120.64324356473
3.995,-120.673879764681
3.996,-120.704516202273
3.997,-120.7351528773
3.998,-120.765789789555
3.999,-120.796426938832
4,-120.827064324923
4.001,-120.85770194762
4.002,-120.888339806716
4.003,-120.918977902003
4.004,-120.949616233271
4.005,-120.980254800313
4.006,-121.010893602917
4.007,-121.041532640876
4.008,-121.072171913979
4.009,-121.102811422016
4.01,-121.133451164776
4.011,-121.164091142048
4.012,-121.194731353621
4.013,-121.225371799284
4.014,-121.256012478824
4.015,-121.286653392029
4.016,-121.317294538686
4.017,-121.347935918583
4.018,-121.378577531506
4.019,-121.409219377242
4.02,-121.439861455577
4.021,-121.470503766295
4.022,-121.501146309184
4.023,-121.531789084027
4.024,-121.562432090609
4.025,-121.593075328715
4.026,-121.623718798129
4.027,-121.654362498635
4.028,-121.685006430015
4.029,-121.715650592053
4.03,-121.746294984532
4.031,-121.776939607233
4.032,-121.807584459939
4.033,-121.838229542432
4.034,-121.868874854493
4.035,-121.899520395902
4.036,-121.930166166441
4.037,-121.96081216589
4.038,-121.991458394029
4.039,-122.022104850638
4.04,-122.052751535495
4.041,-122.08339844838
4.042,-122.114045589072
4.043,-122.144692957349
4.044,-122.175340552989
4.045,-122.205988375769
4.046,-122.236636425467
4.047,-122.26728470186
4.048,-122.297933204724
4.049,-122.328581933837
4.05,-122.359230888973
4.051,-122.389880069909
4.052,-122.42052947642
4.053,-122.45117910828
4.054,-122.481828965266
4.055,-122.51247904715
4.056,-122.543129353707
4.057,-122.573779884711
4.058,-122.604430639934
4.059,-122.635081619151
4.06,-122.665732822133
4.061,-122.696384248653
4.062,-122.727035898483
4.063,-122.757687771395
4.064,-122.78833986716
4.065,-122.818992185549
4.066,-122.849644726333
4.067,-122.880297489282
4.068,-122.910950474165
4.069,-122.941603680754
4.07,-122.972257108817
4.071,-123.002910758124
4.072,-123.033564628442
4.073,-123.064218719541
4.074,-123.094873031188
4.075,-123.125527563151
4.076,-123.156182315198
4.077,-123.186837287095
4.078,-123.21749247861
4.079,-123.248147889509
4.08,-123.278803519557
4.081,-123.309459368521
4.082,-123.340115436167
4.083,-123.370771722258
4.084,-123.401428226561
4.085,-123.432084948838
4.086,-123.462741888856
4.087,-123.493399046377
4.088,-123.524056421165
4.089,-123.554714012982
4.09,-123.585371821593
4.091,-123.616029846759
4.092,-123.646688088242
4.093,-123.677346545805
4.094,-123.708005219209
4.095,-123.738664108215
4.096,-123.769323212584
4.097,-123.799982532076
4.098,-123.830642066453
4.099,-123.861301815473
4.1,-123.891961778896
4.101,-123.922621956482
4.102,-123.95328234799
4.103,-123.983942953178
4.104,-124.014603771804
4.105,-124.045264803627
4.106,-124.075926048404
4.107,-124.106587505893
4.108,-124.13724917585
4.109,-124.167911058032
4.11,-124.198573152196
4.111,-124.229235458098
4.112,-124.259897975493
4.113,-124.290560704137
4.114,-124.321223643785
4.115,-124.351886794192
4.116,-124.382550155113
4.117,-124.413213726301
4.118,-124.44387750751
4.119,-124.474541498494
4.12,-124.505205699007
4.121,-124.5358701088
4.122,-124.566534727627
4.123,-124.59719955524
4.124,-124.627864591391
4.125,-124.658529835831
4.126,-124.689195288313
4.127,-124.719860948586
4.128,-124.750526816402
4.129,-124.781192891511
4.13,-124.811859173663
4.131,-124.842525662608
4.132,-124.873192358095
4.133,-124.903859259874
4.134,-124.934526367693
4.135,-124.965193681302
4.136,-124.995861200447
4.137,-125.026528924878
4.138,-125.057196854341
4.139,-125.087864988584
4.14,-125.118533327355
4.141,-125.149201870399
4.142,-125.179870617463
4.143,-125.210539568294
4.144,-125.241208722637
4.145,-125.271878080237
4.146,-125.302547640839
4.147,-125.33321740419
4.148,-125.363887370032
4.149,-125.394557538111
4.15,-125.42522790817
4.151,-125.455898479953
4.152,-125.486569253204
4.153,-125.517240227665
4.154,-125.547911403079
4.155,-125.578582779188
4.156,-125.609254355736
4.157,-125.639926132463
4.158,-125.670598109111
4.159,-125.701270285422
4.16,-125.731942661136
4.161,-125.762615235995
4.162,-125.793288009737
4.163,-125.823960982105
4.164,-125.854634152837
4.165,-125.885307521672
4.166,-125.915981088351
4.167,-125.946654852611
4.168,-125.977328814193
4.169,-126.008002972833
4.17,-126.038677328269
4.171,-126.069351880241
4.172,-126.100026628485
4.173,-126.130701572737
4.174,-126.161376712736
4.175,-126.192052048218
4.176,-126.222727578919
4.177,-126.253403304574
4.178,-126.28407922492
4.179,-126.314755339693
4.18,-126.345431648626
4.181,-126.376108151456
4.182,-126.406784847916
4.183,-126.437461737742
4.184,-126.468138820666
4.185,-126.498816096423
4.186,-126.529493564746
4.187,-126.560171225368
4.188,-126.590849078023
4.189,-126.621527122442
4.19,-126.652205358359
4.191,-126.682883785504
4.192,-126.713562403611
4.193,-126.74424121241
4.194,-126.774920211632
4.195,-126.805599401009
4.196,-126.836278780271
4.197,-126.866958349149
4.198,-126.897638107372
4.199,-126.928318054671
4.2,-126.958998190774
4.201,-126.989678515412
4.202,-127.020359028314
4.203,-127.051039729207
4.204,-127.081720617822
4.205,-127.112401693884
4.206,-127.143082957124
4.207,-127.173764407268
4.208,-127.204446044043
4.209,-127.235127867178
4.21,-127.265809876398
4.211,-127.296492071431
4.212,-127.327174452002
4.213,-127.357857017838
4.214,-127.388539768665
4.215,-127.419222704208
4.216,-127.449905824192
4.217,-127.480589128343
4.218,-127.511272616385
4.219,-127.541956288043
4.22,-127.57264014304
4.221,-127.603324181102
4.222,-127.634008401951
4.223,-127.664692805312
4.224,-127.695377390907
4.225,-127.726062158459
4.226,-127.756747107691
4.227,-127.787432238326
4.228,-127.818117550086
4.229,-127.848803042692
4.23,-127.879488715867
4.231,-127.910174569331
4.232,-127.940860602807
4.233,-127.971546816015
4.234,-128.002233208675
4.235,-128.032919780509
4.236,-128.063606531236
4.237,-128.094293460576
4.238,-128.124980568249
4.239,-128.155667853975
4.24,-128.186355317473
4.241,-128.217042958462
4.242,-128.24773077666
4.243,-128.278418771787
4.244,-128.30910694356
4.245,-128.339795291697
4.246,-128.370483815916
4.247,-128.401172515935
4.248,-128.431861391472
4.249,-128.462550442242
4.25,-128.493239667964
4.251,-128.523929068353
4.252,-128.554618643127
4.253,-128.585308392
4.254,-128.61599831469
4.255,-128.646688410912
4.256,-128.677378680381
4.257,-128.708069122813
4.258,-128.738759737922
4.259,-128.769450525424
4.26,-128.800141485032
4.261,-128.830832616462
4.262,-128.861523919428
4.263,-128.892215393642
4.264,-128.92290703882
4.265,-128.953598854674
4.266,-128.984290840918
4.267,-129.014982997265
4.268,-129.045675323427
4.269,-129.076367819117
4.27,-129.107060484047
4.271,-129.13775331793
4.272,-129.168446320478
4.273,-129.199139491401
4.274,-129.229832830413
4.275,-129.260526337223
4.276,-129.291220011544
4.277,-129.321913853085
4.278,-129.352607861558
4.279,-129.383302036674
4.28,-129.413996378141
4.281,-129.444690885671
4.282,-129.475385558973
4.283,-129.506080397757
4.284,-129.536775401732
4.285,-129.567470570608
4.286,-129.598165904093
4.287,-129.628861401897
4.288,-129.659557063728
4.289,-129.690252889294
4.29,-129.720948878303
4.291,-129.751645030465
4.292,-129.782341345485
4.293,-129.813037823074
4.294,-129.843734462936
4.295,-129.874431264781
4.296,-129.905128228315
4.297,-129.935825353244
4.298,-129.966522639276
4.299,-129.997220086117
4.3,-130.027917693474
4.301,-130.058615461052
4.302,-130.089313388557
4.303,-130.120011475696
4.304,-130.150709722174
4.305,-130.181408127695
4.306,-130.212106691967
4.307,-130.242805414692
4.308,-130.273504295577
4.309,-130.304203334326
4.31,-130.334902530644
4.311,-130.365601884234
4.312,-130.396301394802
4.313,-130.427001062051
4.314,-130.457700885684
4.315,-130.488400865406
4.316,-130.51910100092
