Freq(Hz),S21 Phase_HFSS,S21 Phase_milled,S21 Phase_z0lver
2002000000,112.1920804,100.20712,68.14824462
2003000000,111.9513158,99.809715,67.95461938
2004000000,111.7104837,99.938126,67.76090186
2005000000,111.4695839,99.73172,67.56702406
2006000000,111.2286164,99.372604,67.3730734
2007000000,110.9875809,99.363007,67.17896732
2008000000,110.7464774,99.402863,66.98477866
2009000000,110.5053057,99.025047,66.79046858
2010000000,110.2640657,98.849182,66.5960128
2011000000,110.0227571,98.820953,66.40144044
2012000000,109.78138,98.968246,66.20673208
2013000000,109.539934,98.436638,66.01191202
2014000000,109.2984192,98.647385,65.81699481
2015000000,109.0568353,98.332138,65.62197075
2016000000,108.8151821,98.165482,65.42675241
2017000000,108.5734596,98.123283,65.23147578
2018000000,108.3316677,98.019325,65.03602916
2019000000,108.0898061,97.805611,64.84051454
2020000000,107.8478747,97.621094,64.64485907
2021000000,107.6058733,97.512039,64.44907731
2022000000,107.3638019,97.220268,64.25312556
2023000000,107.1216603,96.85585,64.05710581
2024000000,106.8794483,96.998543,63.86096949
2025000000,106.6371657,96.947891,63.66468746
2026000000,106.3948125,96.714638,63.46827429
2027000000,106.1523885,96.594002,63.27175912
2028000000,105.9098935,96.495346,63.07508853
2029000000,105.6673274,96.323769,62.87834022
2030000000,105.42469,96.112152,62.68142678
2031000000,105.1819812,95.87867,62.48438705
2032000000,104.9392008,95.988411,62.28725504
2033000000,104.6963487,95.78363,62.0899919
2034000000,104.4534247,95.659401,61.89254418
2035000000,104.2104287,95.395386,61.69502847
2036000000,103.9673606,95.237808,61.49739133
2037000000,103.7242201,95.101913,61.29961819
2038000000,103.4810071,95.042046,61.10169934
2039000000,103.2377215,95.034531,60.9036785
2040000000,102.9943631,94.686852,60.70553137
2041000000,102.7509317,94.717018,60.50725796
2042000000,102.5074273,94.645248,60.30882913
2043000000,102.2638495,94.387856,60.11026915
2044000000,102.0201984,94.275887,59.91162661
2045000000,101.7764737,94.094261,59.71284807
2046000000,101.5326753,93.878571,59.51393839
2047000000,101.288803,93.769943,59.31488786
2048000000,101.0448567,93.909607,59.11569161
2049000000,100.8008361,93.543968,58.91639823
2050000000,100.5567412,93.237213,58.71699313
2051000000,100.3125718,93.236313,58.51739861
2052000000,100.0683277,93.018387,58.31774095
2053000000,99.82400881,93.013535,58.11792787
2054000000,99.57961489,92.742134,57.91796907
2055000000,99.33514582,92.804794,57.7178937
2056000000,99.09060144,92.595955,57.51769691
2057000000,98.84598157,92.454811,57.3173787
2058000000,98.60128607,92.333099,57.11690505
2059000000,98.35651477,92.025558,56.9163197
2060000000,98.1116675,91.947792,56.71557407
2061000000,97.8667441,91.916695,56.51473129
2062000000,97.62174441,91.469254,56.31375738
2063000000,97.37666826,91.499176,56.11266204
2064000000,97.13151549,91.385674,55.91143556
2065000000,96.88628594,91.176773,55.71004394
2066000000,96.64097943,91.262909,55.50852604
2067000000,96.39559581,91.049629,55.30688185
2068000000,96.15013491,90.897491,55.10513567
2069000000,95.90459655,90.462242,54.90319521
2070000000,95.65898057,90.530113,54.70120132
2071000000,95.41328681,90.167076,54.49903744
2072000000,95.1675151,89.993179,54.29672784
2073000000,94.92166526,90.005608,54.09431139
2074000000,94.67573713,89.888702,53.89172494
2075000000,94.42973053,89.770638,53.68902678
2076000000,94.18364531,89.503517,53.48619263
2077000000,93.93748128,89.673782,53.28323705
2078000000,93.69123828,89.188408,53.08015519
2079000000,93.44491614,89.305115,52.87690819
2080000000,93.19851467,88.992226,52.67359319
2081000000,92.95203372,88.951286,52.47011305
2082000000,92.70547311,88.73288,52.26649205
2083000000,92.45883266,88.663933,52.06269621
2084000000,92.2121122,88.304878,51.85879351
2085000000,91.96531155,88.389099,51.65477424
2086000000,91.71843055,88.220062,51.45061898
2087000000,91.47146901,88.005341,51.24631314
2088000000,91.22442677,87.853554,51.04187617
2089000000,90.97730364,87.862846,50.83730806
2090000000,90.73009944,87.515038,50.63260395
2091000000,90.48281401,87.492432,50.42778813
2092000000,90.23544715,87.619034,50.22281203
2093000000,89.98799871,87.206383,50.01766107
2094000000,89.74046848,87.290642,49.81244212
2095000000,89.49285631,86.895561,49.60705317
2096000000,89.245162,86.597748,49.40154765
2097000000,88.99738538,86.816658,49.19587214
2098000000,88.74952626,86.650833,48.99013349
2099000000,88.50158447,86.236855,48.78415198
2100000000,88.25355983,86.354065,48.5780879
2101000000,88.00545215,85.95562,48.37191212
2102000000,87.75726124,86.036469,48.16555662
2103000000,87.50898694,85.967003,47.95908456
2104000000,87.26062904,85.825539,47.75247649
2105000000,87.01218738,85.490723,47.54573729
2106000000,86.76366176,85.443398,47.33885238
2107000000,86.51505199,85.383873,47.13180233
2108000000,86.26635791,85.442276,46.92468914
2109000000,86.01757931,84.71949,46.71735252
2110000000,85.76871601,84.971184,46.50993819
2111000000,85.51976783,84.878067,46.30236844
2112000000,85.27073458,84.458336,46.09460927
2113000000,85.02161606,84.410332,45.88676266
2114000000,84.7724121,84.040092,45.67880921
2115000000,84.5231225,84.133141,45.4706469
2116000000,84.27374707,84.048538,45.26238259
2117000000,84.02428562,83.897102,45.05395314
2118000000,83.77473797,83.79435,44.8454217
2119000000,83.52510392,83.643311,44.63672026
2120000000,83.27538328,83.45816,44.42791197
2121000000,83.02557586,83.272728,44.21892882
2122000000,82.77568146,83.184776,44.00981939
2123000000,82.52569989,82.865952,43.80056911
2124000000,82.27563097,82.821335,43.59117797
2125000000,82.02547449,82.885765,43.38164599
2126000000,81.77523026,82.652924,43.17200228
2127000000,81.52489809,82.584953,42.96220801
2128000000,81.27447777,82.449547,42.75226318
2129000000,81.02396913,82.173752,42.54216777
2130000000,80.77337195,82.092133,42.33193151
2131000000,80.52268604,81.92878,42.12153012
2132000000,80.2719112,81.65181,41.91103644
2133000000,80.02104724,81.437653,41.70037762
2134000000,79.77009396,81.404091,41.48959252
2135000000,79.51905115,81.223671,41.27865685
2136000000,79.26791862,81.062279,41.06756575
2137000000,79.01669617,80.879715,40.8563338
2138000000,78.7653836,80.832886,40.64499743
2139000000,78.5139807,80.880493,40.43351534
2140000000,78.26248728,80.436081,40.22182926
2141000000,78.01090313,80.254959,40.01008004
2142000000,77.75922805,80.157532,39.79814868
2143000000,77.50746184,80.151207,39.5860959
2144000000,77.25560428,79.992371,39.37386098
2145000000,77.00365519,79.827415,39.1615362
2146000000,76.75161435,79.704208,38.94900742
2147000000,76.49948156,79.593613,38.73641308
2148000000,76.24725661,79.295097,38.52361231
2149000000,75.9949393,79.163147,38.31069255
2150000000,75.74252942,79.10556,38.09759065
2151000000,75.49002676,79.154251,37.88439889
2152000000,75.23743111,78.9599,37.67104685
2153000000,74.98474227,78.706253,37.4575151
2154000000,74.73196003,78.46286,37.24392264
2155000000,74.47908417,78.234695,37.03014319
2156000000,74.22611449,78.358826,36.81619373
2157000000,73.97305078,78.1819,36.60213743
2158000000,73.71989282,77.840797,36.38788684
2159000000,73.46664041,77.696266,36.17356339
2160000000,73.21329333,77.823807,35.95906995
2161000000,72.95985137,77.59127,35.74440166
2162000000,72.70631431,77.458313,35.52961194
2163000000,72.45268195,77.389954,35.31467652
2164000000,72.19895406,77.086983,35.09962452
2165000000,71.94513044,77.027466,34.88441953
2166000000,71.69121087,77.081032,34.66907125
2167000000,71.43719512,76.839661,34.45354327
2168000000,71.183083,76.682335,34.23785986
2169000000,70.92887427,76.273415,34.02210845
2170000000,70.67456873,76.309814,33.80614819
2171000000,70.42016615,76.271301,33.59004707
2172000000,70.16566632,76.228729,33.37384153
2173000000,69.91106901,75.866173,33.15745143
2174000000,69.65637401,75.645386,32.94093989
2175000000,69.4015811,75.374794,32.72428022
2176000000,69.14669005,75.39933,32.50746512
2177000000,68.89170065,75.409462,32.29054317
2178000000,68.63661267,75.041069,32.07342208
2179000000,68.3814259,74.954834,31.85620386
2180000000,68.1261401,75.045502,31.6388302
2181000000,67.87075506,74.832001,31.42128169
2182000000,67.61527055,74.518036,31.20360205
2183000000,67.35968636,74.319008,30.98578398
2184000000,67.10400224,74.369453,30.76779834
2185000000,66.84821798,74.202362,30.54973984
2186000000,66.59233336,73.881302,30.33147978
2187000000,66.33634814,73.732826,30.11304972
2188000000,66.0802621,73.716202,29.89451767
2189000000,65.82407501,73.792831,29.67583748
2190000000,65.56778664,73.458389,29.45699457
2191000000,65.31139678,73.125732,29.23801567
2192000000,65.05490517,73.278496,29.01892263
2193000000,64.79831161,72.819481,28.79963288
2194000000,64.54161585,72.807693,28.58022899
2195000000,64.28481767,72.699493,28.36066482
2196000000,64.02791683,72.417961,28.14095494
2197000000,63.77091311,72.401535,27.92113092
2198000000,63.51380627,72.180176,27.70112475
2199000000,63.25659608,71.997299,27.48097531
2200000000,62.99928231,71.749062,27.26068259
2201000000,62.74186472,71.741341,27.04029272
2202000000,62.48434308,71.739967,26.81968429
2203000000,62.22671715,71.55262,26.598986
2204000000,61.9689867,71.424942,26.37812015
2205000000,61.71115149,71.250458,26.15709887
2206000000,61.45321129,71.070068,25.93595616
2207000000,61.19516586,70.924088,25.71467261
2208000000,60.93701497,70.960327,25.4931972
2209000000,60.67875837,70.676834,25.27165622
2210000000,60.42039582,70.56916,25.04990638
2211000000,60.1619271,70.56868,24.82803755
2212000000,59.90335195,70.085846,24.6060133
2213000000,59.64467014,70.089752,24.38381662
2214000000,59.38588144,69.9161,24.16155923
2215000000,59.12698559,69.858559,23.93905899
2216000000,58.86798235,69.801308,23.7164956
2217000000,58.6088715,69.430382,23.4937428
2218000000,58.34965277,69.283005,23.27084914
2219000000,58.09032594,69.385498,23.04782191
2220000000,57.83089075,69.087891,22.82461982
2221000000,57.57134697,69.099022,22.6013036
2222000000,57.31169435,68.949188,22.37784895
2223000000,57.05193264,68.629143,22.1542316
2224000000,56.7920616,68.701378,21.93049524
2225000000,56.53208098,68.484314,21.70656461
2226000000,56.27199054,68.256325,21.4825514
2227000000,56.01179004,68.291405,21.25839006
2228000000,55.75147921,67.787529,21.03404414
2229000000,55.49105782,67.719124,20.80956224
2230000000,55.23052562,67.487976,20.58494433
2231000000,54.96988236,67.553024,20.36018072
2232000000,54.70912779,67.328506,20.13528839
2233000000,54.44826166,66.971794,19.91026735
2234000000,54.18728371,67.19696,19.68504961
2235000000,53.92619371,66.826591,19.45972136
2236000000,53.6649914,66.901489,19.23423284
2237000000,53.40367653,66.451538,19.00863503
2238000000,53.14224884,66.465698,18.78287694
2239000000,52.88070809,66.456627,18.55695249
2240000000,52.61905401,66.257095,18.33091634
2241000000,52.35728636,66.149025,18.10472597
2242000000,52.09540489,65.881744,17.87841782
2243000000,51.83340934,65.707756,17.65192875
2244000000,51.57129945,65.572067,17.42530611
2245000000,51.30907497,65.281448,17.19854747
2246000000,51.04673564,65.410797,16.97165891
2247000000,50.78428122,65.192406,16.74463435
2248000000,50.52171143,64.816116,16.51742036
2249000000,50.25902603,64.996437,16.29014931
2250000000,49.99622476,64.650688,16.06264998
2251000000,49.73330736,64.434082,15.83504743
2252000000,49.47027357,64.591591,15.60727975
2253000000,49.20712313,63.948841,15.37941249
2254000000,48.94385579,64.329506,15.1513716
2255000000,48.68047129,63.849354,14.92323964
2256000000,48.41696936,63.788757,14.69488911
2257000000,48.15334974,63.725521,14.46645723
2258000000,47.88961218,63.493687,14.23784321
2259000000,47.62575641,63.372196,14.00911384
2260000000,47.36178218,63.379662,13.78027518
2261000000,47.09768921,63.267933,13.5512386
2262000000,46.83347726,62.916344,13.32210852
2263000000,46.56914605,62.741447,13.09281816
2264000000,46.30469532,62.701431,12.86339908
2265000000,46.04012481,62.548851,12.63381244
2266000000,45.77543425,62.472683,12.40415052
2267000000,45.51062339,62.462135,12.1742846
2268000000,45.24569196,62.037365,11.9443009
2269000000,44.98063968,61.876705,11.71417756
2270000000,44.71546631,61.607822,11.48389879
2271000000,44.45017156,61.7687,11.25353867
2272000000,44.18475518,61.632732,11.02300977
2273000000,43.9192169,61.229893,10.79233637
2274000000,43.65355645,61.299965,10.56151241
2275000000,43.38777357,61.074467,10.33061073
2276000000,43.12186798,61.060547,10.09947348
2277000000,42.85583943,60.595047,9.868315597
2278000000,42.58968763,60.445534,9.636978608
2279000000,42.32341233,60.510948,9.405466158
2280000000,42.05701326,60.156967,9.173830462
2281000000,41.79049014,60.295715,8.94210309
2282000000,41.52384271,60.014057,8.710185686
2283000000,41.2570707,59.960484,8.47819057
2284000000,40.99017384,59.769764,8.245968995
2285000000,40.72315185,59.585316,8.013700671
2286000000,40.45600447,59.368382,7.781314565
2287000000,40.18873143,59.346703,7.548752999
2288000000,39.92133245,59.319885,7.316046329
2289000000,39.65380727,58.963036,7.083202448
2290000000,39.38615561,59.001831,6.850253534
2291000000,39.1183772,58.684986,6.617125517
2292000000,38.85047177,58.485367,6.383885789
2293000000,38.58243905,58.353516,6.150579883
2294000000,38.31427876,58.310513,5.917061483
2295000000,38.04599063,58.249805,5.683473264
2296000000,37.77757439,57.839962,5.44968287
2297000000,37.50902976,57.761395,5.215806265
2298000000,37.24035648,57.572224,4.98178061
2299000000,36.97155426,57.634373,4.747670867
2300000000,36.70262284,57.451012,4.513391432
2301000000,36.43356194,57.091606,4.278965376
2302000000,36.16437128,57.035988,4.044416376
2303000000,35.8950506,57.001911,3.809778432
2304000000,35.62559961,56.795345,3.5749711
2305000000,35.35601804,56.64959,3.34006268
2306000000,35.08630562,56.532455,3.105017961
2307000000,34.81646207,56.282356,2.869840584
2308000000,34.54648712,56.164696,2.634539352
2309000000,34.27638048,55.99258,2.399098178
2310000000,34.0061419,56.250275,2.163584452
2311000000,33.73577108,55.656418,1.927897088
2312000000,33.46526775,55.395138,1.692094065
2313000000,33.19463165,55.394577,1.456123476
2314000000,32.92386248,55.377483,1.220083977
2315000000,32.65295998,55.21209,0.983877442
2316000000,32.38192387,55.14246,0.747609208
2317000000,32.11075387,54.703465,0.511165059
2318000000,31.83944971,54.67421,0.274599597
2319000000,31.56801111,54.421143,0.037943565
2320000000,31.29643779,54.369179,-0.198851225
2321000000,31.02472948,54.162758,-0.435789444
2322000000,30.7528859,54.089767,-0.672852636
2323000000,30.48090677,53.878727,-0.910059717
2324000000,30.20879182,53.74408,-1.147332217
2325000000,29.93654076,53.799812,-1.384682733
2326000000,29.66415334,53.661228,-1.622241114
2327000000,29.39162925,53.315876,-1.85988935
2328000000,29.11896824,53.046951,-2.097685725
2329000000,28.84617002,53.18256,-2.335546304
2330000000,28.57323432,52.811062,-2.573530889
2331000000,28.30016086,52.939884,-2.811692299
2332000000,28.02694936,52.634529,-3.049950244
2333000000,27.75359955,52.541138,-3.288310185
2334000000,27.48011114,52.407173,-3.526788517
2335000000,27.20648388,52.227371,-3.765429559
2336000000,26.93271746,52.172665,-4.004099743
2337000000,26.65881164,51.883598,-4.242919584
2338000000,26.38476611,51.549351,-4.481867529
2339000000,26.11058062,51.600483,-4.720923846
2340000000,25.83625488,51.555389,-4.960066376
2341000000,25.56178862,51.135189,-5.199360991
2342000000,25.28718156,51.289314,-5.438780067
2343000000,25.01243342,50.97897,-5.678306605
2344000000,24.73754394,50.900536,-5.917909641
2345000000,24.46251284,50.903515,-6.157680852
2346000000,24.18733984,50.730587,-6.397509739
2347000000,23.91202467,50.36134,-6.637486766
2348000000,23.63656705,50.191856,-6.877500221
2349000000,23.3609667,49.988972,-7.1176776
2350000000,23.08522337,50.019794,-7.35797519
2351000000,22.80933676,49.686367,-7.598402706
2352000000,22.53330662,49.63229,-7.838938898
2353000000,22.25713266,49.561081,-8.079516981
2354000000,21.98081461,49.446541,-8.320206776
2355000000,21.7043522,49.295921,-8.561103602
2356000000,21.42774516,49.247364,-8.80203382
2357000000,21.15099321,48.944778,-9.043055107
2358000000,20.87409609,48.602016,-9.284199034
2359000000,20.59705352,48.595314,-9.5254741
2360000000,20.31986523,48.600704,-9.766850557
2361000000,20.04253096,48.452038,-10.00830351
2362000000,19.76505043,48.164864,-10.24986879
2363000000,19.48742337,48.135189,-10.49152027
2364000000,19.20964951,47.827019,-10.73332111
2365000000,18.93172859,47.589642,-10.97518995
2366000000,18.65366033,47.476547,-11.217145
2367000000,18.37544448,47.435127,-11.45926397
2368000000,18.09708075,47.27858,-11.70137566
2369000000,17.81856889,46.942657,-11.94365977
2370000000,17.53990863,46.919758,-12.18600338
2371000000,17.26109969,46.760963,-12.42851821
2372000000,16.98214183,46.589123,-12.67105003
2373000000,16.70303477,46.465763,-12.91372999
2374000000,16.42377824,46.550804,-13.15649859
2375000000,16.14437199,46.229671,-13.39935705
2376000000,15.86481575,46.305183,-13.64231021
2377000000,15.58510926,45.925682,-13.88536902
2378000000,15.30525226,45.752758,-14.12850311
2379000000,15.02524449,45.578232,-14.37175135
2380000000,14.74508568,45.310425,-14.61507122
2381000000,14.46477557,45.329422,-14.85846638
2382000000,14.18431392,45.180443,-15.10201331
2383000000,13.90370045,45.081417,-15.34559425
2384000000,13.62293492,44.860306,-15.5892869
2385000000,13.34201706,44.68663,-15.83309612
2386000000,13.06094662,44.56216,-16.07696727
2387000000,12.77972334,44.384544,-16.32090762
2388000000,12.49834697,44.351406,-16.56497912
2389000000,12.21681725,44.03653,-16.80907005
2390000000,11.93513394,43.804619,-17.05335283
2391000000,11.65329678,43.785572,-17.29762468
2392000000,11.37130552,43.744457,-17.54200702
2393000000,11.08915991,43.291527,-17.78650958
2394000000,10.8068597,43.374237,-18.03108985
2395000000,10.52440463,43.167896,-18.27573326
2396000000,10.24179448,43.130585,-18.52049567
2397000000,9.959028979,43.005886,-18.76524351
2398000000,9.676107892,42.758423,-19.01013706
2399000000,9.393030973,42.762295,-19.25511439
2400000000,9.109797977,42.580727,-19.50020344
2401000000,8.826408664,42.686817,-19.74531312
2402000000,8.542862791,42.340649,-19.99052116
2403000000,8.259160118,42.19622,-20.23585063
2404000000,7.975300406,41.982113,-20.48118374
2405000000,7.691283417,41.557079,-20.72663099
2406000000,7.407108913,41.410507,-20.97217781
2407000000,7.12277666,41.467373,-21.2177392
2408000000,6.838286423,41.210384,-21.46340501
2409000000,6.553637967,41.220173,-21.70916311
2410000000,6.268831062,40.979084,-21.95498192
2411000000,5.983865476,40.826889,-22.20092702
2412000000,5.698740979,40.515076,-22.44683811
2413000000,5.413457344,40.643425,-22.69288278
2414000000,5.128014342,40.196224,-22.93897115
2415000000,4.842411749,40.361763,-23.18517853
2416000000,4.55664934,39.961876,-23.43138347
2417000000,4.270726891,39.74482,-23.67770984
2418000000,3.984644183,39.834106,-23.92410907
2419000000,3.698400993,39.614662,-24.17050344
2420000000,3.411997104,39.257229,-24.41704109
2421000000,3.125432298,39.4034,-24.66363703
2422000000,2.83870636,39.09774,-24.91027425
2423000000,2.551819074,39.11636,-25.15693332
2424000000,2.26477023,38.722324,-25.40372354
2425000000,1.977559614,38.653809,-25.6505429
2426000000,1.690187018,38.730137,-25.89747397
2427000000,1.402652234,38.474937,-26.14442447
2428000000,1.114955056,38.180099,-26.39144296
2429000000,0.827095278,38.253391,-26.63848332
2430000000,0.539072697,37.854149,-26.88567424
2431000000,0.250887113,37.780048,-27.1328263
2432000000,-0.037461674,37.505482,-27.38004879
2433000000,-0.325973862,37.678802,-27.62739271
2434000000,-0.614649647,37.227055,-27.87472206
2435000000,-0.903489224,37.172913,-28.12212183
2436000000,-1.192492784,37.196156,-28.36961146
2437000000,-1.481660519,37.024761,-28.61712051
2438000000,-1.770992616,36.877235,-28.86465871
2439000000,-2.060489263,36.477718,-29.11229405
2440000000,-2.350150645,36.578884,-29.35998039
2441000000,-2.639976944,36.276722,-29.60768858
2442000000,-2.929968341,36.112267,-29.85548663
2443000000,-3.220125016,36.052761,-30.10328954
2444000000,-3.510447144,36.051407,-30.35117258
2445000000,-3.800934901,35.690166,-30.59911149
2446000000,-4.09158846,35.428295,-30.84701639
2447000000,-4.38240799,35.48291,-31.09507429
2448000000,-4.673393661,35.18922,-31.34313462
2449000000,-4.964545638,35.197777,-31.59122651
2450000000,-5.255864086,34.940113,-31.83935484
2451000000,-5.547349166,34.787228,-32.08751717
2452000000,-5.839001037,34.750881,-32.33573049
2453000000,-6.130819858,34.613667,-32.58404581
2454000000,-6.422805782,34.248917,-32.83231985
2455000000,-6.714958963,34.201214,-33.08070074
2456000000,-7.007279551,33.817818,-33.32903063
2457000000,-7.299767693,33.587894,-33.57741153
2458000000,-7.592423534,33.739883,-33.82588713
2459000000,-7.885247218,33.442642,-34.0743943
2460000000,-8.178238886,33.363564,-34.32298162
2461000000,-8.471398673,33.257286,-34.57153979
2462000000,-8.764726717,32.839989,-34.82015382
2463000000,-9.05822315,32.951447,-35.06875328
2464000000,-9.351888102,32.772293,-35.31741345
2465000000,-9.6457217,32.645508,-35.56607605
2466000000,-9.939724069,32.509472,-35.8148115
2467000000,-10.23389533,32.295784,-36.0635081
2468000000,-10.52823561,31.965183,-36.31227027
2469000000,-10.82274501,31.97397,-36.56111743
2470000000,-11.11742366,31.744473,-36.80993789
2471000000,-11.41227166,31.816629,-37.05880934
2472000000,-11.70728912,31.557724,-37.30766865
2473000000,-12.00247615,31.340204,-37.5565741
2474000000,-12.29783285,31.194515,-37.80547955
2475000000,-12.59335932,31.001215,-38.05448457
2476000000,-12.88905565,30.965181,-38.30345559
2477000000,-13.18492194,30.832359,-38.55243146
2478000000,-13.48095828,30.525177,-38.80142434
2479000000,-13.77716476,30.148199,-39.0504755
2480000000,-14.07354145,30.418583,-39.29951452
2481000000,-14.37008845,30.176968,-39.54858754
2482000000,-14.66680582,30.076155,-39.79766784
2483000000,-14.96369365,29.909422,-40.04676514
2484000000,-15.260752,29.473577,-40.29589644
2485000000,-15.55798095,29.443533,-40.54501317
2486000000,-15.85538055,29.30022,-40.79418819
2487000000,-16.15295087,29.29904,-41.04334863
2488000000,-16.45069197,28.995865,-41.29255765
2489000000,-16.74860389,28.966454,-41.54168409
2490000000,-17.0466867,28.642962,-41.79092711
2491000000,-17.34494044,28.478991,-42.04003412
2492000000,-17.64336515,28.508055,-42.28931599
2493000000,-17.94196088,28.224562,-42.53849101
2494000000,-18.24072765,28.138605,-42.78774373
2495000000,-18.53966552,27.985615,-43.03694789
2496000000,-18.83877449,27.886152,-43.28616176
2497000000,-19.13805461,28.02746,-43.53547277
2498000000,-19.43750589,27.625368,-43.78463807
2499000000,-19.73712835,27.299921,-44.03391994
2500000000,-20.036922,27.291834,-44.28314353
2501000000,-20.33688686,27.238398,-44.53240111
2502000000,-20.63702294,27.016523,-44.78160527
2503000000,-20.93733023,26.857567,-45.030858
2504000000,-21.23780874,26.852694,-45.28008158
2505000000,-21.53845846,26.304531,-45.52934888
2506000000,-21.83927938,26.31745,-45.77853361
2507000000,-22.1402715,26.041546,-46.02776205
2508000000,-22.44143478,25.94973,-46.27700507
2509000000,-22.74276922,25.908539,-46.52625294
2510000000,-23.04427479,25.793787,-46.77547652
2511000000,-23.34595145,25.450121,-47.02470496
2512000000,-23.64779918,25.485603,-47.27387026
2513000000,-23.94981794,25.136208,-47.52302099
2514000000,-24.25200768,25.245993,-47.77216687
2515000000,-24.55436836,24.836639,-48.0213516
2516000000,-24.85689993,24.454002,-48.27051204
2517000000,-25.15960233,24.751459,-48.51964334
2518000000,-25.4624755,24.512667,-48.76878921
2519000000,-25.76551939,24.408783,-49.01788166
2520000000,-26.06873391,24.087708,-49.26694496
2521000000,-26.37211901,23.938,-49.51605684
2522000000,-26.67567459,23.767111,-49.76511528
2523000000,-26.97940059,23.719574,-50.01416402
2524000000,-27.28329691,23.485691,-50.26321761
2525000000,-27.58736345,23.528873,-50.51218377
2526000000,-27.89160014,23.175224,-50.76116936
2527000000,-28.19600685,23.131575,-51.01015981
2528000000,-28.5005835,22.725412,-51.25906769
2529000000,-28.80532996,22.92292,-51.50798528
2530000000,-29.11024613,22.768215,-51.75687373
2531000000,-29.41533188,22.467064,-52.00577189
2532000000,-29.72058709,22.2456,-52.25461663
2533000000,-30.02601162,22.213619,-52.50338851
2534000000,-30.33160535,21.868338,-52.75225754
2535000000,-30.63736813,21.89537,-53.00100028
2536000000,-30.94329982,21.708767,-53.24972359
2537000000,-31.24940026,21.551727,-53.49846633
2538000000,-31.55566931,21.311417,-53.74706821
2539000000,-31.8621068,21.04678,-53.99574296
2540000000,-32.16871256,21.320818,-54.24432056
2541000000,-32.47548643,20.979551,-54.49291759
2542000000,-32.78242823,20.795567,-54.74144662
2543000000,-33.08953778,20.606251,-54.98999508
2544000000,-33.39681488,20.265907,-55.23845611
2545000000,-33.70425936,20.435555,-55.48687343
2546000000,-34.011871,20.017372,-55.73531503
2547000000,-34.31964962,19.950626,-55.98367407
2548000000,-34.62759499,19.870476,-56.23202825
2549000000,-34.93570691,19.672796,-56.48029014
2550000000,-35.24398516,19.642288,-56.72856175
2551000000,-35.5524295,19.450363,-56.97674593
2552000000,-35.86103972,19.261028,-57.22489611
2553000000,-36.16981556,19.124249,-57.47304144
2554000000,-36.4787568,18.739504,-57.72112362
2555000000,-36.78786319,18.723764,-57.96911353
2556000000,-37.09713446,18.376879,-58.21712285
2557000000,-37.40657037,18.396824,-58.46504476
2558000000,-37.71617064,18.525528,-58.71300066
2559000000,-38.025935,18.07556,-58.96083028
2560000000,-38.33586319,17.815115,-59.20862104
2561000000,-38.64595491,17.641336,-59.45638752
2562000000,-38.95620987,17.668596,-59.70412486
2563000000,-39.26662779,17.399199,-59.95177477
2564000000,-39.57720836,17.197617,-60.19934211
2565000000,-39.88795127,17.102926,-60.44689488
2566000000,-40.19885622,16.853586,-60.69440879
2567000000,-40.50992288,16.687473,-60.94183042
2568000000,-40.82115093,16.583918,-61.18921319
2569000000,-41.13254004,16.528269,-61.43659596
2570000000,-41.44408986,16.423361,-61.68389131
2571000000,-41.75580006,16.22677,-61.93109923
2572000000,-42.06767029,15.96438,-62.17827801
2573000000,-42.3797002,15.823819,-62.42533536
2574000000,-42.69188941,15.60869,-62.67243643
2575000000,-43.00423756,15.642769,-62.91937721
2576000000,-43.31674427,15.298685,-63.16633257
2577000000,-43.62940917,15.138723,-63.41317621
2578000000,-43.94223187,15.054555,-63.66000529
2579000000,-44.25521196,14.970853,-63.90678093
2580000000,-44.56834906,14.65098,-64.15346915
2581000000,-44.88164276,14.457487,-64.40005051
2582000000,-45.19509263,14.402655,-64.64662702
2583000000,-45.50869827,14.497313,-64.89309667
2584000000,-45.82245923,14.223307,-65.13949833
2585000000,-46.1363751,14.035211,-65.38582227
2586000000,-46.45044543,13.631165,-65.63214136
2587000000,-46.76466977,13.690036,-65.87839244
2588000000,-47.07904768,13.621794,-66.12451725
2589000000,-47.39357868,13.183367,-66.37059348
2590000000,-47.70826232,13.145142,-66.61661629
2591000000,-48.02309812,13.089141,-66.86256138
2592000000,-48.3380856,12.825004,-67.10839962
2593000000,-48.65322427,12.540221,-67.35421843
2594000000,-48.96851364,12.549438,-67.59997411
2595000000,-49.28395322,12.145716,-67.84562778
2596000000,-49.59954248,12.230952,-68.09114545
2597000000,-49.91528092,12.152719,-68.33662913
2598000000,-50.23116802,11.820768,-68.58203024
2599000000,-50.54720324,11.743802,-68.82741192
2600000000,-50.86338606,11.661666,-69.07272074
2601000000,-51.17971593,11.561015,-69.31791786
2602000000,-51.4961923,11.140792,-69.56305668
2603000000,-51.81281462,11.170835,-69.80802552
2604000000,-52.12958232,10.905088,-70.05295549
2605000000,-52.44649484,10.912992,-70.29787576
2606000000,-52.76355159,10.499546,-70.54264545
2607000000,-53.080752,10.294406,-70.78732772
2608000000,-53.39809546,10.226027,-71.03196142
2609000000,-53.7155814,9.8651094,-71.27650283
2610000000,-54.03320919,10.094859,-71.52100053
2611000000,-54.35097822,9.7980251,-71.76535252
2612000000,-54.66888789,9.7744827,-72.00959766
2613000000,-54.98693755,9.3836145,-72.25383308
2614000000,-55.30512658,9.3070068,-72.49797136
