Freq [GHz],S11 LPF Tap,S21 LPF Tap,"dB(S(2,1)) []","dB(S(2,2)) []",,S11 LPF T,S21 LPF T,,S11 LPF Milled,S21 LPF Milled
3.909,-1.090635092,-29.64115677,-29.64115677,-1.098638789,,-3.208582965,-10.09031037,,-1.3339546,-10.648206
3.91,-1.090457853,-29.67081192,-29.67081192,-1.09838117,,-3.200461719,-10.12328144,,-1.341105,-10.654036
3.911,-1.090281548,-29.70047381,-29.70047381,-1.098124341,,-3.19238486,-10.15631223,,-1.3687804,-10.705934
3.912,-1.090106175,-29.73014245,-29.73014245,-1.097868298,,-3.1843522,-10.18940252,,-1.330531,-10.722573
3.913,-1.089931729,-29.75981787,-29.75981787,-1.097613038,,-3.17636355,-10.2225521,,-1.3178749,-10.739684
3.914,-1.089758207,-29.78950011,-29.78950011,-1.097358559,,-3.168418722,-10.25576074,,-1.2725248,-10.733472
3.915,-1.089585605,-29.81918919,-29.81918919,-1.097104858,,-3.160517527,-10.28902822,,-1.3342532,-10.807115
3.916,-1.089413919,-29.84888515,-29.84888515,-1.096851931,,-3.152659775,-10.32235432,,-1.296554,-10.824966
3.917,-1.089243146,-29.87858802,-29.87858802,-1.096599776,,-3.144845278,-10.35573881,,-1.3135897,-10.847429
3.918,-1.089073283,-29.90829783,-29.90829783,-1.096348389,,-3.137073844,-10.38918148,,-1.2926167,-10.886585
3.919,-1.088904325,-29.9380146,-29.9380146,-1.096097768,,-3.129345285,-10.4226821,,-1.3259501,-10.895339
3.92,-1.088736269,-29.96773837,-29.96773837,-1.09584791,,-3.12165941,-10.45624046,,-1.3246102,-10.957395
3.921,-1.088569111,-29.99746917,-29.99746917,-1.095598812,,-3.114016028,-10.48985632,,-1.3097148,-10.968904
3.922,-1.088402848,-30.02720704,-30.02720704,-1.095350471,,-3.106414949,-10.52352946,,-1.2986093,-10.992835
3.923,-1.088237476,-30.05695199,-30.05695199,-1.095102884,,-3.098855983,-10.55725967,,-1.2660125,-10.996684
3.924,-1.088072991,-30.08670407,-30.08670407,-1.094856049,,-3.091338938,-10.59104672,,-1.2277229,-10.996133
3.925,-1.087909391,-30.1164633,-30.1164633,-1.094609962,,-3.083863624,-10.62489039,,-1.2245659,-11.029799
3.926,-1.087746671,-30.14622972,-30.14622972,-1.094364621,,-3.076429849,-10.65879045,,-1.2250541,-11.072167
3.927,-1.087584828,-30.17600336,-30.17600336,-1.094120023,,-3.069037423,-10.69274669,,-1.2425627,-11.100593
3.928,-1.087423858,-30.20578424,-30.20578424,-1.093876166,,-3.061686154,-10.72675888,,-1.2649468,-11.16654
3.929,-1.087263758,-30.23557241,-30.23557241,-1.093633045,,-3.05437585,-10.7608268,,-1.2382767,-11.168083
3.93,-1.087104524,-30.26536789,-30.26536789,-1.09339066,,-3.04710632,-10.79495022,,-1.2324501,-11.189443
3.931,-1.086946153,-30.29517071,-30.29517071,-1.093149007,,-3.039877374,-10.82912893,,-1.2155939,-11.217632
3.932,-1.086788642,-30.32498091,-30.32498091,-1.092908083,,-3.032688819,-10.8633627,,-1.2086437,-11.235945
3.933,-1.086631985,-30.35479852,-30.35479852,-1.092667886,,-3.025540463,-10.89765132,,-1.2145827,-11.269708
3.934,-1.086476182,-30.38462357,-30.38462357,-1.092428412,,-3.018432116,-10.93199455,,-1.2324343,-11.307844
3.935,-1.086321226,-30.41445609,-30.41445609,-1.092189661,,-3.011363586,-10.96639218,,-1.2487463,-11.356005
3.936,-1.086167116,-30.44429612,-30.44429612,-1.091951628,,-3.004334682,-11.00084398,,-1.2072332,-11.348029
3.937,-1.086013848,-30.47414369,-30.47414369,-1.091714311,,-2.997345211,-11.03534974,,-1.1978924,-11.37188
3.938,-1.085861418,-30.50399883,-30.50399883,-1.091477707,,-2.990394984,-11.06990924,,-1.2102801,-11.415908
3.939,-1.085709823,-30.53386157,-30.53386157,-1.091241815,,-2.983483808,-11.10452224,,-1.1984911,-11.455597
3.94,-1.08555906,-30.56373195,-30.56373195,-1.091006631,,-2.976611493,-11.13918854,,-1.2239475,-11.490861
3.941,-1.085409124,-30.59361,-30.59361,-1.090772153,,-2.969777847,-11.17390791,,-1.2062292,-11.485562
3.942,-1.085260013,-30.62349575,-30.62349575,-1.090538378,,-2.962982679,-11.20868012,,-1.1760061,-11.516367
3.943,-1.085111723,-30.65338924,-30.65338924,-1.090305304,,-2.956225799,-11.24350497,,-1.1688404,-11.550806
3.944,-1.08496425,-30.6832905,-30.6832905,-1.090072929,,-2.949507015,-11.27838223,,-1.1624906,-11.553706
3.945,-1.084817592,-30.71319956,-30.71319956,-1.089841249,,-2.942826138,-11.31331168,,-1.1739696,-11.609832
3.946,-1.084671745,-30.74311645,-30.74311645,-1.089610263,,-2.936182977,-11.3482931,,-1.1660203,-11.644091
3.947,-1.084526705,-30.77304122,-30.77304122,-1.089379967,,-2.929577341,-11.38332628,,-1.1549743,-11.680623
3.948,-1.084382469,-30.80297389,-30.80297389,-1.08915036,,-2.923009041,-11.41841099,,-1.1506423,-11.666864
3.949,-1.084239034,-30.83291449,-30.83291449,-1.088921439,,-2.916477887,-11.45354701,,-1.1333861,-11.708626
3.95,-1.084096396,-30.86286307,-30.86286307,-1.088693202,,-2.909983688,-11.48873413,,-1.1609782,-11.741287
3.951,-1.083954553,-30.89281965,-30.89281965,-1.088465645,,-2.903526257,-11.52397213,,-1.1812594,-11.802259
3.952,-1.083813499,-30.92278427,-30.92278427,-1.088238768,,-2.897105403,-11.5592608,,-1.1394919,-11.800023
3.953,-1.083673234,-30.95275697,-30.95275697,-1.088012567,,-2.890720937,-11.59459991,,-1.0917901,-11.777794
3.954,-1.083533752,-30.98273777,-30.98273777,-1.087787041,,-2.884372671,-11.62998925,,-1.1011281,-11.817297
3.955,-1.08339505,-31.01272672,-31.01272672,-1.087562186,,-2.878060417,-11.6654286,,-1.1365727,-11.87348
3.956,-1.083257126,-31.04272384,-31.04272384,-1.087338001,,-2.871783986,-11.70091775,,-1.13785,-11.902242
3.957,-1.083119976,-31.07272917,-31.07272917,-1.087114483,,-2.86554319,-11.73645647,,-1.1303589,-11.927623
3.958,-1.082983596,-31.10274276,-31.10274276,-1.08689163,,-2.859337843,-11.77204457,,-1.1065128,-11.937993
3.959,-1.082847984,-31.13276462,-31.13276462,-1.08666944,,-2.853167755,-11.80768182,,-1.1106675,-11.987403
3.96,-1.082713135,-31.16279479,-31.16279479,-1.08644791,,-2.847032742,-11.843368,,-1.1191076,-11.998102
3.961,-1.082579047,-31.19283332,-31.19283332,-1.086227038,,-2.840932615,-11.87910291,,-1.0891467,-11.996436
3.962,-1.082445717,-31.22288024,-31.22288024,-1.086006822,,-2.834867189,-11.91488633,,-1.118423,-12.077067
3.963,-1.082313141,-31.25293558,-31.25293558,-1.08578726,,-2.828836278,-11.95071804,,-1.0740606,-12.064242
3.964,-1.082181316,-31.28299937,-31.28299937,-1.08556835,,-2.822839696,-11.98659785,,-1.1244397,-12.135366
3.965,-1.082050238,-31.31307166,-31.31307166,-1.085350088,,-2.816877258,-12.02252552,,-1.0917308,-12.136906
3.966,-1.081919904,-31.34315248,-31.34315248,-1.085132474,,-2.81094878,-12.05850086,,-1.1145576,-12.176608
3.967,-1.081790312,-31.37324186,-31.37324186,-1.084915505,,-2.805054076,-12.09452365,,-1.084591,-12.200767
3.968,-1.081661458,-31.40333984,-31.40333984,-1.084699179,,-2.799192963,-12.13059368,,-1.0848876,-12.206585
3.969,-1.081533338,-31.43344646,-31.43344646,-1.084483494,,-2.793365257,-12.16671074,,-1.0413121,-12.216725
3.97,-1.081405949,-31.46356175,-31.46356175,-1.084268448,,-2.787570775,-12.20287462,,-1.1025279,-12.297151
3.971,-1.081279288,-31.49368575,-31.49368575,-1.084054038,,-2.781809335,-12.23908511,,-1.0509399,-12.273752
3.972,-1.081153353,-31.52381849,-31.52381849,-1.083840262,,-2.776080753,-12.27534201,,-1.0880845,-12.320655
3.973,-1.081028139,-31.55396002,-31.55396002,-1.083627119,,-2.770384847,-12.31164511,,-1.0659206,-12.356421
3.974,-1.080903643,-31.58411036,-31.58411036,-1.083414607,,-2.764721438,-12.3479942,,-1.0684929,-12.365628
3.975,-1.080779863,-31.61426956,-31.61426956,-1.083202722,,-2.759090342,-12.38438907,,-1.0358257,-12.384498
3.976,-1.080656795,-31.64443764,-31.64443764,-1.082991464,,-2.753491381,-12.42082952,,-1.060966,-12.422336
3.977,-1.080534436,-31.67461466,-31.67461466,-1.08278083,,-2.747924373,-12.45731534,,-1.0548859,-12.447577
3.978,-1.080412782,-31.70480064,-31.70480064,-1.082570819,,-2.742389139,-12.49384633,,-1.0330215,-12.490388
3.979,-1.080291831,-31.73499563,-31.73499563,-1.082361428,,-2.736885501,-12.53042228,,-1.0395626,-12.530848
3.98,-1.080171579,-31.76519965,-31.76519965,-1.082152655,,-2.731413279,-12.56704299,,-1.0815639,-12.571912
3.981,-1.080052023,-31.79541276,-31.79541276,-1.081944499,,-2.725972295,-12.60370826,,-0.99180973,-12.56616
3.982,-1.079933161,-31.82563497,-31.82563497,-1.081736957,,-2.720562372,-12.64041789,,-0.99013305,-12.566503
3.983,-1.079814988,-31.85586634,-31.85586634,-1.081530028,,-2.715183333,-12.67717166,,-1.0067302,-12.608243
3.984,-1.079697502,-31.8861069,-31.8861069,-1.081323709,,-2.709835001,-12.71396939,,-1.0390514,-12.650713
3.985,-1.0795807,-31.91635669,-31.91635669,-1.081117999,,-2.7045172,-12.75081087,,-1.0362358,-12.687747
3.986,-1.079464577,-31.94661574,-31.94661574,-1.080912896,,-2.699229755,-12.7876959,,-0.98862052,-12.671431
3.987,-1.079349133,-31.97688409,-31.97688409,-1.080708398,,-2.693972491,-12.82462429,,-1.0033197,-12.722678
3.988,-1.079234362,-32.00716179,-32.00716179,-1.080504503,,-2.688745233,-12.86159583,,-1.0088675,-12.734779
3.989,-1.079120263,-32.03744887,-32.03744887,-1.080301209,,-2.683547808,-12.89861032,,-1.0000793,-12.774271
3.99,-1.079006831,-32.06774537,-32.06774537,-1.080098515,,-2.678380043,-12.93566757,,-0.99139762,-12.787398
3.991,-1.078894064,-32.09805132,-32.09805132,-1.079896418,,-2.673241763,-12.97276739,,-0.97513896,-12.802385
3.992,-1.078781959,-32.12836677,-32.12836677,-1.079694917,,-2.668132799,-13.00990958,,-1.0025123,-12.856156
3.993,-1.078670513,-32.15869176,-32.15869176,-1.07949401,,-2.663052978,-13.04709393,,-0.96414971,-12.86751
3.994,-1.078559722,-32.18902631,-32.18902631,-1.079293695,,-2.658002129,-13.08432027,,-1.0075395,-12.915969
3.995,-1.078449584,-32.21937049,-32.21937049,-1.07909397,,-2.652980081,-13.12158839,,-0.98208308,-12.924953
3.996,-1.078340095,-32.24972431,-32.24972431,-1.078894835,,-2.647986666,-13.1588981,,-0.97147393,-12.953387
3.997,-1.078231252,-32.28008782,-32.28008782,-1.078696286,,-2.643021714,-13.19624921,,-0.9901526,-12.996617
3.998,-1.078123053,-32.31046107,-32.31046107,-1.078498322,,-2.638085057,-13.23364152,,-1.0047029,-13.031625
3.999,-1.078015494,-32.34084408,-32.34084408,-1.078300942,,-2.633176526,-13.27107486,,-0.97481191,-13.030525
4,-1.077908571,-32.3712369,-32.3712369,-1.078104144,,-2.628295954,-13.30854902,,-0.96009356,-13.062178
4.001,-1.077802284,-32.40163958,-32.40163958,-1.077907925,,-2.623443175,-13.34606382,,-0.99546778,-13.129845
4.002,-1.077696627,-32.43205214,-32.43205214,-1.077712286,,-2.618618023,-13.38361906,,-0.96538442,-13.114256
4.003,-1.077591598,-32.46247463,-32.46247463,-1.077517222,,-2.613820333,-13.42121457,,-0.98690414,-13.171811
4.004,-1.077487194,-32.49290709,-32.49290709,-1.077322734,,-2.609049938,-13.45885015,,-0.97271025,-13.189094
4.005,-1.077383412,-32.52334957,-32.52334957,-1.07712882,,-2.604306677,-13.49652562,,-0.97395802,-13.212906
4.006,-1.077280249,-32.55380209,-32.55380209,-1.076935477,,-2.599590384,-13.53424079,,-0.95627385,-13.235703
4.007,-1.077177701,-32.5842647,-32.5842647,-1.076742704,,-2.594900897,-13.57199548,,-0.97484899,-13.283832
4.008,-1.077075767,-32.61473744,-32.61473744,-1.0765505,,-2.590238055,-13.6097895,,-0.96800077,-13.302258
4.009,-1.076974443,-32.64522036,-32.64522036,-1.076358863,,-2.585601695,-13.64762267,,-0.94853592,-13.303434
4.01,-1.076873725,-32.67571349,-32.67571349,-1.076167792,,-2.580991657,-13.68549481,,-0.9709962,-13.350904
4.011,-1.076773612,-32.70621687,-32.70621687,-1.075977284,,-2.576407781,-13.72340573,,-0.97942579,-13.36569
4.012,-1.076674099,-32.73673055,-32.73673055,-1.075787339,,-2.571849907,-13.76135526,,-0.95773667,-13.400872
4.013,-1.076575184,-32.76725456,-32.76725456,-1.075597954,,-2.567317876,-13.79934321,,-0.96680105,-13.455057
4.014,-1.076476864,-32.79778895,-32.79778895,-1.075409128,,-2.56281153,-13.8373694,,-0.96927339,-13.454052
4.015,-1.076379136,-32.82833376,-32.82833376,-1.07522086,,-2.558330713,-13.87543366,,-0.94638991,-13.482308
4.016,-1.076281997,-32.85888903,-32.85888903,-1.075033149,,-2.553875266,-13.91353581,,-0.97551417,-13.510936
4.017,-1.076185444,-32.88945481,-32.88945481,-1.074845992,,-2.549445034,-13.95167567,,-0.96637332,-13.547221
4.018,-1.076089475,-32.92003113,-32.92003113,-1.074659388,,-2.545039862,-13.98985307,,-0.944453,-13.568428
4.019,-1.075994085,-32.95061803,-32.95061803,-1.074473336,,-2.540659595,-14.02806782,,-0.94831282,-13.597997
4.02,-1.075899272,-32.98121557,-32.98121557,-1.074287834,,-2.536304079,-14.06631976,,-0.959418,-13.621593
4.021,-1.075805034,-33.01182377,-33.01182377,-1.074102881,,-2.53197316,-14.10460871,,-0.95359266,-13.61322
4.022,-1.075711367,-33.04244269,-33.04244269,-1.073918475,,-2.527666687,-14.14293449,,-0.95698875,-13.658345
4.023,-1.075618269,-33.07307237,-33.07307237,-1.073734615,,-2.523384506,-14.18129695,,-0.91474271,-13.704091
4.024,-1.075525735,-33.10371285,-33.10371285,-1.0735513,,-2.519126467,-14.21969589,,-0.92667073,-13.704635
4.025,-1.075433765,-33.13436416,-33.13436416,-1.073368527,,-2.51489242,-14.25813116,,-0.94388336,-13.747156
4.026,-1.075342354,-33.16502637,-33.16502637,-1.073186297,,-2.510682215,-14.29660258,,-0.9344061,-13.773788
4.027,-1.075251499,-33.1956995,-33.1956995,-1.073004607,,-2.506495702,-14.33510998,,-0.90669572,-13.755774
4.028,-1.075161199,-33.2263836,-33.2263836,-1.072823455,,-2.502332733,-14.3736532,,-0.89804703,-13.808916
4.029,-1.075071449,-33.25707871,-33.25707871,-1.072642842,,-2.498193161,-14.41223207,,-0.90420049,-13.853548
4.03,-1.074982247,-33.28778489,-33.28778489,-1.072462764,,-2.494076839,-14.45084641,,-0.95239502,-13.917847
4.031,-1.074893591,-33.31850217,-33.31850217,-1.072283222,,-2.489983621,-14.48949608,,-0.91094214,-13.905177
4.032,-1.074805476,-33.34923059,-33.34923059,-1.072104213,,-2.48591336,-14.52818089,,-0.94507694,-13.95486
4.033,-1.074717901,-33.3799702,-33.3799702,-1.071925736,,-2.481865913,-14.56690069,,-0.92397642,-13.960759
4.034,-1.074630862,-33.41072105,-33.41072105,-1.07174779,,-2.477841135,-14.60565532,,-0.92901468,-14.00999
4.035,-1.074544357,-33.44148317,-33.44148317,-1.071570374,,-2.473838882,-14.6444446,,-0.93225235,-14.007937
4.036,-1.074458383,-33.47225662,-33.47225662,-1.071393487,,-2.469859014,-14.68326838,,-0.92435193,-14.045233
4.037,-1.074372936,-33.50304143,-33.50304143,-1.071217126,,-2.465901386,-14.7221265,,-0.92012638,-14.083783
4.038,-1.074288015,-33.53383765,-33.53383765,-1.071041291,,-2.46196586,-14.7610188,,-0.9515295,-14.128313
4.039,-1.074203616,-33.56464533,-33.56464533,-1.070865981,,-2.458052293,-14.79994512,,-0.92175001,-14.144505
4.04,-1.074119736,-33.59546452,-33.59546452,-1.070691194,,-2.454160546,-14.83890529,,-0.86043119,-14.119566
4.041,-1.074036372,-33.62629524,-33.62629524,-1.070516929,,-2.450290481,-14.87789917,,-0.90509272,-14.162928
4.042,-1.073953522,-33.65713756,-33.65713756,-1.070343186,,-2.446441959,-14.9169266,,-0.92541546,-14.205379
4.043,-1.073871183,-33.68799152,-33.68799152,-1.070169961,,-2.442614842,-14.95598741,,-0.91666031,-14.231232
4.044,-1.073789352,-33.71885716,-33.71885716,-1.069997256,,-2.438808995,-14.99508146,,-0.92043209,-14.250502
4.045,-1.073708026,-33.74973453,-33.74973453,-1.069825067,,-2.43502428,-15.03420859,,-0.95170689,-14.322987
4.046,-1.073627202,-33.78062367,-33.78062367,-1.069653395,,-2.431260563,-15.07336865,,-0.90716732,-14.31509
4.047,-1.073546878,-33.81152463,-33.81152463,-1.069482238,,-2.427517709,-15.11256148,,-0.8800534,-14.324799
4.048,-1.07346705,-33.84243745,-33.84243745,-1.069311594,,-2.423795584,-15.15178693,,-0.89511389,-14.331555
4.049,-1.073387717,-33.87336219,-33.87336219,-1.069141463,,-2.420094055,-15.19104486,,-0.90388054,-14.400374
4.05,-1.073308874,-33.90429889,-33.90429889,-1.068971844,,-2.41641299,-15.23033511,,-0.90505552,-14.410333
4.051,-1.07323052,-33.93524759,-33.93524759,-1.068802735,,-2.412752256,-15.26965753,,-0.89106375,-14.424128
4.052,-1.073152652,-33.96620834,-33.96620834,-1.068634135,,-2.409111725,-15.30901197,,-0.90501165,-14.458074
4.053,-1.073075266,-33.99718119,-33.99718119,-1.068466044,,-2.405491264,-15.34839829,,-0.88586658,-14.502068
4.054,-1.07299836,-34.02816619,-34.02816619,-1.068298459,,-2.401890744,-15.38781634,,-0.92229795,-14.559061
4.055,-1.072921932,-34.05916338,-34.05916338,-1.068131381,,-2.398310038,-15.42726597,,-0.90706182,-14.575071
4.056,-1.072845978,-34.09017281,-34.09017281,-1.067964807,,-2.394749016,-15.46674704,,-0.89064175,-14.558294
4.057,-1.072770495,-34.12119452,-34.12119452,-1.067798737,,-2.391207552,-15.5062594,,-0.88562495,-14.59057
4.058,-1.072695482,-34.15222857,-34.15222857,-1.06763317,,-2.387685519,-15.54580292,,-0.88273209,-14.647686
4.059,-1.072620934,-34.183275,-34.183275,-1.067468105,,-2.384182792,-15.58537744,,-0.92226535,-14.684616
4.06,-1.072546851,-34.21433387,-34.21433387,-1.06730354,,-2.380699245,-15.62498283,,-0.83185935,-14.654735
4.061,-1.072473227,-34.24540521,-34.24540521,-1.067139475,,-2.377234754,-15.66461894,,-0.8571009,-14.71146
4.062,-1.072400062,-34.27648908,-34.27648908,-1.066975909,,-2.373789195,-15.70428564,,-0.88902491,-14.733711
4.063,-1.072327352,-34.30758552,-34.30758552,-1.06681284,,-2.370362445,-15.74398278,,-0.93110842,-14.794771
4.064,-1.072255095,-34.33869459,-34.33869459,-1.066650268,,-2.366954383,-15.78371024,,-0.89781743,-14.781339
4.065,-1.072183287,-34.36981633,-34.36981633,-1.066488191,,-2.363564887,-15.82346786,,-0.89446723,-14.821104
4.066,-1.072111926,-34.40095078,-34.40095078,-1.066326609,,-2.360193836,-15.86325551,,-0.88766295,-14.874589
4.067,-1.07204101,-34.43209801,-34.43209801,-1.066165521,,-2.35684111,-15.90307306,,-0.87448955,-14.857508
4.068,-1.071970536,-34.46325806,-34.46325806,-1.066004926,,-2.353506591,-15.94292037,,-0.87087828,-14.857811
4.069,-1.0719005,-34.49443098,-34.49443098,-1.065844822,,-2.350190158,-15.98279731,,-0.89134294,-14.895204
4.07,-1.0718309,-34.52561681,-34.52561681,-1.065685209,,-2.346891695,-16.02270374,,-0.85799009,-14.962665
4.071,-1.071761734,-34.55681561,-34.55681561,-1.065526086,,-2.343611085,-16.06263953,,-0.87887424,-14.947482
4.072,-1.071692999,-34.58802743,-34.58802743,-1.065367452,,-2.340348211,-16.10260455,,-0.89070302,-15.000839
4.073,-1.071624693,-34.61925232,-34.61925232,-1.065209306,,-2.337102957,-16.14259866,,-0.85844588,-15.035101
4.074,-1.071556811,-34.65049032,-34.65049032,-1.065051647,,-2.333875209,-16.18262175,,-0.90185606,-15.048437
4.075,-1.071489353,-34.68174149,-34.68174149,-1.064894475,,-2.330664852,-16.22267367,,-0.86275887,-15.046867
4.076,-1.071422314,-34.71300587,-34.71300587,-1.064737787,,-2.327471773,-16.2627543,,-0.8990159,-15.097925
4.077,-1.071355693,-34.74428353,-34.74428353,-1.064581585,,-2.324295859,-16.30286351,,-0.88703203,-15.132714
4.078,-1.071289487,-34.7755745,-34.7755745,-1.064425865,,-2.321136997,-16.34300117,,-0.87890136,-15.150943
4.079,-1.071223693,-34.80687885,-34.80687885,-1.064270629,,-2.317995077,-16.38316717,,-0.84492147,-15.142987
4.08,-1.071158309,-34.83819661,-34.83819661,-1.064115874,,-2.314869987,-16.42336136,,-0.87396049,-15.194997
4.081,-1.071093332,-34.86952785,-34.86952785,-1.063961601,,-2.311761618,-16.46358364,,-0.85141921,-15.206097
4.082,-1.071028759,-34.90087261,-34.90087261,-1.063807807,,-2.308669861,-16.50383386,,-0.81432354,-15.223234
4.083,-1.070964587,-34.93223094,-34.93223094,-1.063654493,,-2.305594606,-16.54411192,,-0.88066953,-15.273378
4.084,-1.070900814,-34.96360291,-34.96360291,-1.063501658,,-2.302535746,-16.58441769,,-0.86593229,-15.277833
4.085,-1.070837438,-34.99498855,-34.99498855,-1.0633493,,-2.299493173,-16.62475104,,-0.88583297,-15.308176
4.086,-1.070774456,-35.02638792,-35.02638792,-1.06319742,,-2.296466782,-16.66511186,,-0.8655203,-15.358953
4.087,-1.070711865,-35.05780108,-35.05780108,-1.063046015,,-2.293456466,-16.70550002,,-0.83663219,-15.335649
4.088,-1.070649662,-35.08922807,-35.08922807,-1.062895086,,-2.29046212,-16.74591542,,-0.8596316,-15.380212
4.089,-1.070587845,-35.12066895,-35.12066895,-1.062744631,,-2.287483639,-16.78635792,,-0.85964656,-15.417375
4.09,-1.070526411,-35.15212377,-35.15212377,-1.06259465,,-2.284520921,-16.82682741,,-0.86487889,-15.434535
4.091,-1.070465359,-35.18359258,-35.18359258,-1.062445142,,-2.281573861,-16.86732378,,-0.88786608,-15.485691
4.092,-1.070404684,-35.21507544,-35.21507544,-1.062296107,,-2.278642358,-16.90784691,,-0.82485503,-15.485449
4.093,-1.070344385,-35.24657241,-35.24657241,-1.062147543,,-2.27572631,-16.94839669,,-0.8809967,-15.562964
4.094,-1.070284459,-35.27808352,-35.27808352,-1.061999449,,-2.272825615,-16.98897299,,-0.83749574,-15.550408
4.095,-1.070224903,-35.30960884,-35.30960884,-1.061851826,,-2.269940173,-17.02957571,,-0.83133894,-15.570861
4.096,-1.070165716,-35.34114843,-35.34114843,-1.061704673,,-2.267069885,-17.07020473,,-0.85305333,-15.602916
4.097,-1.070106893,-35.37270233,-35.37270233,-1.061557987,,-2.264214652,-17.11085995,,-0.8376385,-15.608745
4.098,-1.070048433,-35.4042706,-35.4042706,-1.06141177,,-2.261374375,-17.15154124,,-0.8433581,-15.639315
4.099,-1.069990334,-35.43585329,-35.43585329,-1.06126602,,-2.258548956,-17.1922485,,-0.83567232,-15.690034
4.1,-1.069932592,-35.46745046,-35.46745046,-1.061120737,,-2.255738298,-17.23298163,,-0.83375913,-15.703643
4.101,-1.069875205,-35.49906217,-35.49906217,-1.06097592,,-2.252942306,-17.2737405,,-0.80164438,-15.719553
4.102,-1.06981817,-35.53068846,-35.53068846,-1.060831567,,-2.250160883,-17.31452502,,-0.80025244,-15.737959
4.103,-1.069761486,-35.5623294,-35.5623294,-1.06068768,,-2.247393934,-17.35533508,,-0.7592054,-15.73467
4.104,-1.069705149,-35.59398503,-35.59398503,-1.060544256,,-2.244641365,-17.39617056,,-0.83645058,-15.794815
4.105,-1.069649157,-35.62565542,-35.62565542,-1.060401295,,-2.241903082,-17.43703137,,-0.81439912,-15.834388
4.106,-1.069593508,-35.65734062,-35.65734062,-1.060258797,,-2.239178992,-17.4779174,,-0.8416937,-15.833554
4.107,-1.069538198,-35.68904068,-35.68904068,-1.060116761,,-2.236469003,-17.51882853,,-0.79116654,-15.872352
4.108,-1.069483226,-35.72075567,-35.72075567,-1.059975187,,-2.233773022,-17.55976468,,-0.8260659,-15.921986
4.109,-1.069428589,-35.75248563,-35.75248563,-1.059834073,,-2.231090959,-17.60072574,,-0.83091992,-15.924151
4.11,-1.069374284,-35.78423063,-35.78423063,-1.059693419,,-2.228422722,-17.6417116,,-0.82039934,-15.950208
4.111,-1.069320309,-35.81599072,-35.81599072,-1.059553225,,-2.225768223,-17.68272217,,-0.85133851,-15.96482
4.112,-1.069266661,-35.84776595,-35.84776595,-1.059413489,,-2.223127371,-17.72375734,,-0.82702172,-16.005039
4.113,-1.069213339,-35.87955639,-35.87955639,-1.059274212,,-2.220500079,-17.76481702,,-0.82131946,-16.024067
4.114,-1.069160339,-35.91136209,-35.91136209,-1.059135393,,-2.217886257,-17.80590109,,-0.82672936,-16.053425
4.115,-1.069107659,-35.94318311,-35.94318311,-1.05899703,,-2.215285819,-17.84700948,,-0.82510197,-16.089254
4.116,-1.069055296,-35.97501951,-35.97501951,-1.058859125,,-2.212698678,-17.88814207,,-0.81412667,-16.098925
4.117,-1.069003249,-36.00687134,-36.00687134,-1.058721675,,-2.210124748,-17.92929878,,-0.81445789,-16.118437
4.118,-1.068951514,-36.03873867,-36.03873867,-1.058584681,,-2.207563943,-17.9704795,,-0.78860903,-16.140959
4.119,-1.06890009,-36.07062154,-36.07062154,-1.058448141,,-2.205016178,-18.01168414,,-0.81694698,-16.192404
4.12,-1.068848973,-36.10252003,-36.10252003,-1.058312057,,-2.202481369,-18.05291261,,-0.80166751,-16.192646
4.121,-1.068798161,-36.13443418,-36.13443418,-1.058176426,,-2.199959432,-18.0941648,,-0.78562069,-16.198078
4.122,-1.068747653,-36.16636406,-36.16636406,-1.058041248,,-2.197450284,-18.13544064,,-0.76429766,-16.210754
4.123,-1.068697445,-36.19830972,-36.19830972,-1.057906523,,-2.194953843,-18.17674002,,-0.82660681,-16.300747
4.124,-1.068647534,-36.23027123,-36.23027123,-1.05777225,,-2.192470026,-18.21806285,,-0.78196156,-16.293676
4.125,-1.06859792,-36.26224864,-36.26224864,-1.057638429,,-2.189998753,-18.25940905,,-0.80699223,-16.305029
4.126,-1.068548598,-36.29424202,-36.29424202,-1.05750506,,-2.187539942,-18.30077852,,-0.79615289,-16.330084
4.127,-1.068499568,-36.32625141,-36.32625141,-1.057372141,,-2.185093514,-18.34217117,,-0.80653208,-16.359648
4.128,-1.068450825,-36.35827689,-36.35827689,-1.057239673,,-2.182659389,-18.38358692,,-0.81783748,-16.39924
4.129,-1.068402369,-36.39031852,-36.39031852,-1.057107654,,-2.180237487,-18.42502567,,-0.78753006,-16.390909
4.13,-1.068354196,-36.42237635,-36.42237635,-1.056976085,,-2.177827731,-18.46648734,,-0.80457973,-16.436424
4.131,-1.068306305,-36.45445044,-36.45445044,-1.056844964,,-2.175430043,-18.50797183,,-0.79050416,-16.447674
4.132,-1.068258692,-36.48654086,-36.48654086,-1.056714292,,-2.173044345,-18.54947908,,-0.81308305,-16.491102
4.133,-1.068211356,-36.51864766,-36.51864766,-1.056584068,,-2.170670561,-18.59100898,,-0.78498322,-16.522633
4.134,-1.068164293,-36.55077091,-36.55077091,-1.056454292,,-2.168308615,-18.63256145,,-0.78914779,-16.521622
4.135,-1.068117503,-36.58291067,-36.58291067,-1.056324962,,-2.165958432,-18.67413642,,-0.79114693,-16.565233
4.136,-1.068070982,-36.61506701,-36.61506701,-1.056196079,,-2.163619935,-18.71573379,,-0.81195986,-16.592396
